0-Abe 2014,1-Beyder 2010,2-Beyder 2014,3-Calloe 2011,4-Calloe 2011,5-Calloe 2013,6-Cheng 2010,7-Cheng 2010,8-Cheng 2011,9-Gosselin-Badaroudine 2012,11-Hu 2015,12-Kapplinger 2015,13-Kapplinger 2015,14-Kapplinger 2015,15-Kapplinger 2015,16-Kapplinger 2015,17-Kapplinger 2015,18-Kapplinger 2015,19-Kapplinger 2015,20-Kapplinger 2015,21-Kapplinger 2015,22-Kapplinger 2015,23-Kapplinger 2015,24-Kapplinger 2015,25-Kapplinger 2015,26-Kapplinger 2015,27-Kapplinger 2015,28-Kapplinger 2015,29-Kapplinger 2015,30-Kapplinger 2015,31-Kapplinger 2015,32-Kapplinger 2015,33-Kapplinger 2015,35-Medeiros-Domingo 2009,36-Nakajima 2015,37-Samani 2009,38-Shuraih 2007,39-Swan 2014,40-Tan 2005,41-Tan 2005,42-Tan 2005,43-Tan 2005,44-Tan 2005,45-Tan 2005,46-Tan 2005,47-Tan 2006,48-Tester 2010,49-Valdivia 2004,sum,gauss,x
1.9714553571e-18,4.52851934934e-06,1.38484960722e-42,0.0,0.0,0.0,1.07854291047e-96,2.89899720552e-71,2.20058404118e-73,1.51247075567e-81,1.06827450396e-50,2.82471692127e-137,1.82182197889e-132,1.06636374977e-71,1.06070081011e-35,3.70868805245e-46,8.33206668716e-36,1.41690853454e-82,4.68998379828e-31,2.33505869179e-22,4.78339732749e-38,4.6806766544e-30,8.33206668716e-36,1.67281330549e-23,2.33505869179e-22,3.76703414483e-83,6.19417475343e-34,1.06070081011e-35,4.6806766544e-30,7.65931116012e-86,1.06070081011e-35,1.5114964339e-53,2.34823940583e-37,1.33077175919e-67,2.39333995828e-84,3.8689849295e-37,0.0,3.49422067219e-97,1.3611186148e-35,1.11450374314e-36,1.77420944294e-85,8.67491386056e-66,2.06362709384e-110,6.02435209268e-12,0.0,1.21565149551e-53,7.97834007179e-47,2.83840387914e-15,4.52852537653e-06,6.4101971491e-15,-98.5595855959
2.47498188531e-18,4.62720175186e-06,2.83397470383e-42,0.0,0.0,0.0,3.03812285246e-96,6.35540658295e-71,5.12577146169e-73,5.73899693001e-81,1.95560820022e-50,1.35707056022e-136,9.24688042347e-132,2.41731433313e-71,1.55949615185e-35,6.0059702049e-46,1.22579221625e-35,3.55699802823e-82,6.46133900241e-31,2.85620274528e-22,7.1306249765e-38,6.34222986238e-30,1.22579221625e-35,2.10640003391e-23,2.85620274528e-22,9.86013772364e-83,8.98082660667e-34,1.55949615185e-35,6.34222986238e-30,2.08477810323e-85,1.55949615185e-35,2.72830907943e-53,3.49003503952e-37,2.92795630147e-67,6.48198142494e-84,5.74651183159e-37,0.0,9.29989656707e-97,2.02352573476e-35,1.66797530121e-36,5.1696322739e-85,1.92742680781e-65,8.32311642217e-110,6.67480020742e-12,0.0,2.48847588687e-53,1.40346865308e-46,3.2997793812e-15,4.62720842996e-06,7.49888733751e-15,-98.3995839958
3.10475743082e-18,4.72778552678e-06,5.7830104275e-42,0.0,0.0,0.0,8.53665001279e-96,1.39053203781e-70,1.1912842508e-72,2.16689304063e-80,3.57396140996e-50,6.49370737415e-136,4.67255378983e-131,5.46807380393e-71,2.29054783469e-35,9.71474290756e-46,1.80154300094e-35,8.90870731114e-82,8.89448393373e-31,3.49200568373e-22,1.06189698319e-37,8.58708750809e-30,1.80154300094e-35,2.65082798312e-23,3.49200568373e-22,2.57436391855e-82,1.30082905274e-33,2.29054783469e-35,8.58708750809e-30,5.65954334419e-85,2.29054783469e-35,4.91724820366e-53,5.18177577786e-37,6.42851306064e-67,1.75086649026e-83,8.5265157312e-37,0.0,2.46968059795e-96,3.00509519347e-35,2.49364394487e-36,1.50175352098e-84,4.27292727316e-65,3.3436818841e-109,7.39340276856e-12,0.0,5.0826788173e-53,2.46489262257e-46,3.83451388434e-15,4.72779292402e-06,8.76883494225e-15,-98.2395823958
3.89183033386e-18,4.83030129359e-06,1.17672947026e-41,0.0,0.0,0.0,2.39267583622e-95,3.03641254189e-70,2.76252644219e-72,8.14125641022e-80,6.52058996118e-50,3.09489405244e-135,2.35062386668e-130,1.2342669353e-70,3.36091923018e-35,1.56951228956e-45,2.64506322628e-35,2.22605051366e-81,1.22339309517e-30,4.26732313305e-22,1.57979534344e-37,1.16177057387e-29,2.64506322628e-35,3.33403039244e-23,4.26732313305e-22,6.70440796027e-82,1.88232756819e-33,3.36091923018e-35,1.16177057387e-29,1.53233730059e-84,3.36091923018e-35,8.84897183997e-53,7.68579611735e-37,1.40844987443e-66,4.71672045524e-83,1.26385984383e-36,0.0,6.54392545224e-96,4.45804531814e-35,3.72405437431e-36,4.34932545899e-84,9.45165778455e-65,1.33797552555e-108,8.1870724065e-12,0.0,1.0358259301e-52,4.32213579769e-46,4.45400214745e-15,4.83030948512e-06,1.02495921914e-14,-98.0795807958
4.87473144985e-18,4.93478002793e-06,2.38761299351e-41,0.0,0.0,0.0,6.68951285854e-95,6.61732814005e-70,6.39193527863e-72,3.04367212945e-79,1.18766223229e-49,1.46913479943e-134,1.17728534211e-129,2.78008009705e-70,4.92652211715e-35,2.53269795543e-45,3.87963737063e-35,5.54938169929e-81,1.6813508104e-30,5.21231671303e-22,2.34791798875e-37,1.57059940528e-29,3.87963737063e-35,4.19087663542e-23,5.21231671303e-22,1.74162424019e-81,2.7210795375e-33,4.92652211715e-35,1.57059940528e-29,4.13788852097e-84,4.92652211715e-35,1.59003109075e-52,1.13883424111e-36,3.07933675137e-66,1.26726985104e-82,1.87148460271e-36,0.0,1.73009829629e-95,6.60643957895e-35,5.5556429576e-36,1.25582578679e-83,2.08605309656e-64,5.33280398479e-108,9.06339832923e-12,0.0,2.10627839144e-52,7.56665487666e-46,5.1713654176e-15,4.9347890965e-06,1.19754240632e-14,-97.9195791958
6.10123938214e-18,5.04125306274e-06,4.83076472074e-41,0.0,0.0,0.0,1.86560357016e-94,1.43928461313e-69,1.47568334579e-71,1.13228766962e-78,2.15957367156e-49,6.9460881895e-134,5.87016212522e-129,6.24854654038e-70,7.21417128596e-35,4.0821348691e-45,5.68473025432e-35,1.38020449725e-80,2.30886049306e-30,6.36356876813e-22,3.48601032033e-37,2.12168574345e-29,5.68473025432e-35,5.26486832522e-23,6.36356876813e-22,4.51286168138e-81,3.9296903341e-33,7.21417128596e-35,2.12168574345e-29,1.11443470589e-83,7.21417128596e-35,2.85272915334e-52,1.68575162557e-36,6.71827690594e-66,3.39578297217e-82,2.76843050911e-36,0.0,4.56392076043e-95,9.77973752525e-35,8.27921926525e-36,3.6151067601e-83,4.59385845667e-64,2.11712893012e-107,1.00307099814e-11,0.0,4.27346004473e-52,1.32255748754e-45,6.00170616174e-15,5.04126309946e-06,1.39860424035e-14,-97.7595775958
7.63055289881e-18,5.14975208929e-06,9.74613644187e-41,0.0,0.0,0.0,5.18989387802e-94,3.12430059331e-69,3.39929507371e-71,4.19148739471e-78,3.9202352107e-49,3.27100891061e-133,2.91399108548e-128,1.40143898917e-69,1.05534902609e-34,6.57168243833e-45,8.32132034084e-35,3.42477099571e-80,3.16799210154e-30,7.76542742564e-22,5.17056575191e-37,2.86396206182e-29,8.32132034084e-35,6.61024361629e-23,7.76542742564e-22,1.16641506195e-80,5.66952245074e-33,1.05534902609e-34,2.86396206182e-29,2.99351818321e-83,1.05534902609e-34,5.11043166044e-52,2.49280364787e-36,1.4626605229e-65,9.07512483618e-82,4.0911087139e-36,0.0,1.20126906812e-94,1.44618440523e-34,1.23248370198e-35,1.03752148608e-82,1.00940335326e-63,8.37188447951e-107,1.10981464339e-11,0.0,8.65124089537e-52,2.30797078084e-45,6.96239932368e-15,5.1497631944e-06,1.63274515734e-14,-97.5995759958
9.53596224698e-18,5.26030915815e-06,1.96071168411e-40,0.0,0.0,0.0,1.44016361016e-93,6.76863440683e-69,7.81302898829e-71,1.5439457164e-77,7.10436472129e-49,1.53421402591e-132,1.44011145666e-127,3.13648250335e-69,1.54230202674e-34,1.05669842242e-44,1.21685343339e-34,8.47830222078e-80,4.34327702056e-30,9.47162875218e-22,7.66145250115e-37,3.86299402314e-29,1.21685343339e-34,8.29458632642e-23,9.47162875218e-22,3.0071684057e-80,8.1715734512e-33,1.54230202674e-34,3.86299402314e-29,8.01974578767e-83,1.54230202674e-34,9.14106401486e-52,3.68251029515e-36,3.17770885991e-65,2.4188400322e-81,6.03960365277e-36,0.0,3.15484026587e-94,2.13627369248e-34,1.83277743309e-35,2.96863848061e-82,2.21302723298e-63,3.29748919949e-106,1.2275731994e-11,0.0,1.74747931795e-51,4.02115828846e-45,8.07342518382e-15,5.26032144197e-06,1.90529221245e-14,-97.4395743957
1.19081312187e-17,5.37295668016e-06,3.93332321563e-40,0.0,0.0,0.0,3.98638674936e-93,1.46349559779e-68,1.79178084009e-70,5.65911299347e-77,1.28530854797e-48,7.16725667379e-132,7.08555307706e-127,7.0046272482e-69,2.25167857947e-34,1.69711323154e-44,1.77765694533e-34,2.09399436351e-79,5.94974034247e-30,1.15472521056e-21,1.13409076264e-36,5.20656608045e-29,1.77765694533e-34,1.04020589822e-22,1.15472521056e-21,7.73331881999e-80,1.17661927002e-32,2.25167857947e-34,5.20656608045e-29,2.14284487831e-82,2.25167857947e-34,1.63259339917e-51,5.43452112875e-36,6.88921271936e-65,6.42989003551e-81,8.90709087497e-36,0.0,8.26702665265e-94,3.15229500545e-34,2.72254468048e-35,8.46840787346e-82,4.8410955586e-63,1.293682701e-105,1.35744585658e-11,0.0,3.52192874769e-51,6.99482971886e-45,9.35774958167e-15,5.37297026399e-06,2.22241113673e-14,-97.2795727957
1.48591262672e-17,5.48772742717e-06,7.86810564963e-40,0.0,0.0,0.0,1.10068049433e-92,3.15808562452e-68,4.10001289608e-70,2.06403558261e-76,2.3214458919e-48,3.33489952554e-131,3.47073271598e-126,1.56099199456e-68,3.2840292365e-34,2.72242453575e-44,2.59430652277e-34,5.15978233363e-79,8.14377071577e-30,1.40710759302e-21,1.67705831459e-36,7.01211946039e-29,2.59430652277e-34,1.30374065073e-22,1.40710759302e-21,1.98370740613e-79,1.69253353883e-32,3.2840292365e-34,7.01211946039e-29,5.71047578505e-82,3.2840292365e-34,2.91139708489e-51,8.01198278089e-36,1.49042459831e-64,1.70467582369e-80,1.31227045988e-35,0.0,2.1615046902e-93,4.64658149727e-34,4.03995982344e-35,2.40841022959e-81,1.05666040552e-62,5.05541013002e-105,1.50063753346e-11,0.0,7.08245735805e-51,1.21480966662e-44,1.0841758032e-14,5.48774244441e-06,2.59123524014e-14,-97.1195711957
1.85273586147e-17,5.60465453289e-06,1.56944239141e-39,0.0,0.0,0.0,3.03149845978e-92,6.80140283856e-68,9.36096106868e-70,7.49097711926e-76,4.18580274381e-48,1.5455225197e-130,1.6925376851e-125,3.47128130199e-68,4.7848825802e-34,4.36200492112e-44,3.78232003014e-34,1.26845922772e-78,1.11378177034e-29,1.71384145688e-21,2.47749146303e-36,9.43664898229e-29,3.78232003014e-34,1.63309111752e-22,1.71384145688e-21,5.07566381251e-79,2.43225815666e-32,4.7848825802e-34,9.43664898229e-29,1.51776762506e-81,4.7848825802e-34,5.18402360081e-51,1.17999494461e-35,3.21762442177e-64,4.50735657556e-80,1.93139386421e-35,0.0,5.63894564743e-93,6.84190448255e-34,5.98846919405e-35,6.82878438586e-81,2.30124095661e-62,1.96774696961e-104,1.65846863913e-11,0.0,1.42109219165e-50,2.10641746276e-44,1.25557511352e-14,5.60467113015e-06,3.02001362486e-14,-96.9595695957
2.30836412069e-17,5.72377149347e-06,3.12165729969e-39,0.0,0.0,0.0,8.32851698383e-92,1.46189174279e-67,2.13250735257e-69,2.70528009556e-75,7.53473485083e-48,7.13396063233e-130,8.21722707734e-125,7.70286752269e-68,6.96464855328e-34,6.98074417431e-44,5.50882414862e-34,3.11107801068e-78,1.52202475272e-29,2.08645325796e-21,3.65628314687e-36,1.2689861096e-28,5.50882414862e-34,2.04445210452e-22,2.08645325796e-21,1.29542304072e-78,3.49183016379e-32,6.96464855328e-34,1.2689861096e-28,4.02336751434e-81,6.96464855328e-34,9.21668230701e-51,1.73612783415e-35,6.93179346813e-64,1.18862234135e-79,2.83973861698e-35,0.0,1.46782579884e-92,1.00636887926e-33,8.86729867029e-35,1.93037008591e-80,5.00061751132e-62,7.62897768439e-104,1.83238569659e-11,0.0,2.8450861389e-50,3.64658019481e-44,1.45345096648e-14,5.72378983189e-06,3.51828152314e-14,-96.7995679957
2.87386058431e-17,5.84511216818e-06,6.19141218417e-39,0.0,0.0,0.0,2.28240253798e-91,3.13598549341e-67,4.84725109297e-69,9.72161638441e-75,1.35402353334e-47,3.2798113667e-129,3.9717508175e-124,1.70564456634e-67,1.01272324629e-33,1.11584164062e-43,8.01536303e-34,7.61262695464e-78,2.07821448744e-29,2.5388752044e-21,5.39052576369e-36,1.7051653889e-28,8.01536303e-34,2.55794250977e-22,2.5388752044e-21,3.29787294706e-78,5.00803798935e-32,1.01272324629e-33,1.7051653889e-28,1.06371566453e-80,1.01272324629e-33,1.63615478354e-50,2.55178844686e-35,1.49018711674e-63,3.12613493584e-79,4.17105496248e-35,0.0,3.81229067407e-92,1.4786797758e-33,1.31160661071e-34,5.44028934687e-80,1.08422660969e-61,2.94610126949e-103,2.02397289891e-11,0.0,5.68333777814e-50,6.30278084161e-44,1.68179388212e-14,5.84513242475e-06,4.0970559721e-14,-96.6395663957
3.57517783835e-17,5.96871077984e-06,1.22450019866e-38,0.0,0.0,0.0,6.23923077541e-91,6.71390194507e-67,1.09934847703e-68,3.47629960004e-74,2.42914519425e-47,1.50186125049e-128,1.9112102343e-123,3.76875692905e-67,1.47111289832e-33,1.78151168904e-43,1.16506763115e-33,1.85843533214e-77,2.8353459951e-29,3.08793910197e-21,7.93937074975e-36,2.2895320237e-28,1.16506763115e-33,3.19854107754e-22,3.08793910197e-21,8.37451678561e-78,7.17551663502e-32,1.47111289832e-33,2.2895320237e-28,2.80487062567e-80,1.47111289832e-33,2.90012205162e-50,3.74687364371e-35,3.19684013805e-63,8.19999162823e-79,6.12031088813e-35,0.0,9.87944114953e-92,2.1703401815e-33,1.93799476871e-34,1.52857819365e-79,2.3455860389e-61,1.1332173949e-102,2.23496467586e-11,0.0,1.13278215429e-49,1.087636462e-43,1.94518023886e-14,5.96873314897e-06,4.76906049019e-14,-96.4795647956
4.44426734639e-17,6.09460191529e-06,2.41486385475e-38,0.0,0.0,0.0,1.70131252608e-90,1.43455783099e-66,2.48776940687e-68,1.23693931429e-73,4.35060604148e-47,6.84973145289e-128,9.1559770365e-123,8.30962083298e-67,2.13483777579e-33,2.84092689693e-43,1.69177548466e-33,4.52636546813e-77,3.86517178549e-29,3.75396983184e-21,1.16816634835e-35,3.07183234448e-28,1.69177548466e-33,3.9972416155e-22,3.75396983184e-21,2.12123668405e-77,1.02709306105e-31,2.13483777579e-33,3.07183234448e-28,7.37652032461e-80,2.13483777579e-33,5.13275205286e-50,5.49610273446e-35,6.84362114271e-63,2.14516625369e-78,8.97141773246e-35,0.0,2.5545454398e-91,3.18213230286e-33,2.8604762562e-34,4.28191026961e-79,5.06311225278e-61,4.34173215352e-102,2.46725935475e-11,0.0,2.25280816103e-49,1.87387417367e-43,2.24885589377e-14,6.09462661042e-06,5.54898293482e-14,-96.3195631956
5.52043468378e-17,6.22282052571e-06,4.74887885833e-38,0.0,0.0,0.0,4.62755289531e-90,3.05916741081e-66,5.61719820482e-68,4.37957596671e-73,7.77884407065e-47,3.1115735085e-127,4.3668742993e-122,1.82825922509e-66,3.09490559549e-33,4.52498049158e-43,2.45413228993e-33,1.09986919423e-76,5.26476003136e-29,4.56149820055e-21,1.71706585088e-35,4.11830842648e-28,2.45413228993e-33,4.99247826033e-22,4.56149820055e-21,5.3594723557e-77,1.46871480722e-31,3.09490559549e-33,4.11830842648e-28,1.93482496348e-79,3.09490559549e-33,9.07039950211e-50,8.05382243421e-35,1.46196146119e-62,5.59693627074e-78,1.31373781257e-34,0.0,6.59067305132e-91,4.66063826835e-33,4.21755580065e-34,1.19583622658e-78,1.09048231322e-60,1.65690289861e-101,2.72293400563e-11,0.0,4.47030242222e-49,3.22331098136e-43,2.59883137983e-14,6.22284778109e-06,6.45377130445e-14,-96.1595615956
6.85199359632e-17,6.35340192685e-06,9.31224041779e-38,0.0,0.0,0.0,1.25554685883e-89,6.51074288257e-66,1.2655061376e-67,1.54300811683e-72,1.38851122927e-46,1.40782726838e-126,2.07351151135e-121,4.01391180784e-66,4.48222429028e-33,7.19877556977e-43,3.55645127792e-33,2.66637800218e-76,7.16531691121e-29,5.54011673849e-21,2.52134840928e-35,5.51709930413e-28,3.55645127792e-33,6.23188282807e-22,5.54011673849e-21,1.35069868068e-76,2.09814843837e-31,4.48222429028e-33,5.51709930413e-28,5.06154672664e-79,4.48222429028e-33,1.60045941967e-49,1.17899149537e-34,3.11652642996e-62,1.45640320379e-77,1.92183609815e-34,0.0,1.69660516652e-90,6.81882123079e-33,6.21183727743e-34,3.32958488016e-78,2.343443989e-60,6.29818367651e-101,3.00426056816e-11,0.0,8.8508398106e-49,5.53565613648e-43,3.00199023072e-14,6.35343199954e-06,7.50297291187e-14,-95.9995599956
8.49828309135e-17,6.48638179919e-06,1.82088248009e-37,0.0,0.0,0.0,3.39804168429e-89,1.38292925134e-65,2.84474698005e-67,5.40949636645e-72,2.47430224768e-46,6.34426722852e-126,9.80193852191e-121,8.79369432772e-66,6.48490196257e-33,1.14389411956e-42,5.14872159007e-33,6.44898928333e-76,9.74404471944e-29,6.72550659198e-21,3.6986430894e-35,7.38538783308e-28,5.14872159007e-33,7.77445027834e-22,6.72550659198e-21,3.39545868581e-76,2.99437374019e-31,6.48490196257e-33,7.38538783308e-28,1.32061506889e-78,6.48490196257e-33,2.81971385725e-49,1.7241724768e-34,6.62965042854e-62,3.77967751959e-77,2.80856201752e-34,0.0,4.35779387799e-90,9.96574925499e-33,9.13936552848e-34,9.24256932962e-78,5.02487672248e-60,2.38461252475e-100,3.31372336468e-11,0.0,1.74850524069e-48,9.49163691615e-43,3.46621218362e-14,6.48641497118e-06,8.71912310772e-14,-95.8395583956
1.0532125189e-16,6.62179618802e-06,3.55037562743e-37,0.0,0.0,0.0,9.1735772077e-89,2.93164580039e-65,6.38054705982e-67,1.88711311214e-71,4.4017474963e-46,2.8475827271e-125,4.61304043636e-120,1.92242050926e-65,9.37296286572e-33,1.81550851854e-42,7.44638703133e-33,1.55614782787e-75,1.32400667939e-28,8.16066908931e-21,5.42020408308e-35,9.87884986331e-28,7.44638703133e-33,9.69320541205e-22,8.16066908931e-21,8.51416299166e-76,4.26920352607e-31,9.37296286572e-33,9.87884986331e-28,3.43653424606e-78,9.37296286572e-33,4.96029528866e-49,2.51890714123e-34,1.40732813259e-61,9.78294761054e-77,4.10026300918e-34,0.0,1.11683101368e-89,1.4549475926e-32,1.34322500288e-33,2.55787657385e-77,1.07505609803e-59,8.99299917897e-100,3.65403811227e-11,0.0,3.44654757631e-48,1.6248685907e-42,4.0005132359e-14,6.62183276851e-06,1.01281905866e-13,-95.6795567956
1.3042817103e-16,6.75968150336e-06,6.90289613178e-37,0.0,0.0,0.0,2.47037555318e-88,6.2024768258e-65,1.42793049696e-66,6.55075726357e-71,7.81747543183e-46,1.27301646108e-124,2.16138589229e-119,4.19371490765e-65,1.35336215984e-32,2.87803469382e-42,1.07585923797e-32,3.74627198459e-75,1.79757958077e-28,9.89740202603e-21,7.93510183412e-35,1.32041374565e-27,1.07585923797e-32,1.207848478e-21,9.89740202603e-21,2.12955569886e-75,6.08077273197e-31,1.35336215984e-32,1.32041374565e-27,8.91900758836e-78,1.35336215984e-32,8.71268763366e-49,3.67624985987e-34,2.98115827669e-61,2.52537900867e-76,5.9799759512e-34,0.0,2.85590086817e-89,2.12188326688e-32,1.97205140048e-33,7.05749685515e-77,2.29494205397e-59,3.37812348798e-99,4.02817255491e-11,0.0,6.77854524665e-48,2.77715734064e-42,4.61520478394e-14,6.75972183137e-06,1.17600872756e-13,-95.5195551956
1.61397710189e-16,6.90007451984e-06,1.33829859611e-36,0.0,0.0,0.0,6.63592522122e-88,1.30966710622e-64,3.18853437891e-66,2.2627551288e-70,1.38604377651e-45,5.6683215183e-124,1.00820100741e-118,9.12899359438e-65,1.95215732113e-32,4.55700000595e-42,1.55284802084e-32,8.99781410429e-75,2.4385581641e-28,1.19980683983e-20,1.1605210482e-34,1.76353572277e-27,1.55284802084e-32,1.50419732214e-21,1.19980683983e-20,5.31299713512e-75,8.65250269405e-31,1.95215732113e-32,1.76353572277e-27,2.30868042351e-77,1.95215732113e-32,1.52805461796e-48,5.35993222312e-34,6.30172757204e-61,6.50167509419e-76,8.71258814731e-34,0.0,7.28674670517e-89,3.09123746986e-32,2.89217412872e-33,1.94135984924e-76,4.88818015443e-59,1.26395241237e-98,4.43936884621e-11,0.0,1.3302203962e-47,4.73901236972e-42,5.32207435644e-14,6.90011896691e-06,1.36492519002e-13,-95.3595535955
1.99569379292e-16,7.04301237647e-06,2.58725571506e-36,0.0,0.0,0.0,1.77809200007e-87,2.75993469879e-64,7.10411561319e-66,7.77742953218e-70,2.45333238761e-45,2.51384050986e-123,4.68200319128e-118,1.98298937779e-64,2.81306164729e-32,7.20688021429e-42,2.23906191969e-32,2.15607560729e-74,3.30540860903e-28,1.45377144413e-20,1.6955757241e-34,2.35358050935e-27,2.23906191969e-32,1.87216654597e-21,1.45377144413e-20,1.32218947054e-74,1.22997355202e-30,2.81306164729e-32,2.35358050935e-27,5.96022338254e-77,2.81306164729e-32,2.67588676803e-48,7.8068347907e-34,1.32928816904e-60,1.66942079027e-75,1.26810424922e-33,0.0,1.85506486483e-88,4.49862708076e-32,4.23708705132e-33,5.32409302177e-76,1.0388612915e-58,4.71053417991e-98,4.89116782289e-11,0.0,2.60462729661e-47,8.07384325862e-42,6.1345907728e-14,7.0430613497e-06,1.58353175641e-13,-95.1995519955
2.46581799255e-16,7.18853257632e-06,4.98758530009e-36,0.0,0.0,0.0,4.75249003237e-87,5.80468705133e-64,1.57929703162e-65,2.66003338784e-69,4.33515729834e-45,1.11041099142e-122,2.16464183403e-117,4.29824691275e-64,4.0495553281e-32,1.13841562676e-41,3.2252761588e-32,5.15442487437e-74,4.47676432034e-28,1.76066046696e-20,2.47482793742e-34,3.1386611333e-27,3.2252761588e-32,2.32879609578e-21,1.76066046696e-20,3.2820964638e-74,1.74671022005e-30,4.0495553281e-32,3.1386611333e-27,1.53466180036e-76,4.0495553281e-32,4.67884552555e-48,1.1359313706e-33,2.79810224233e-60,4.27511922413e-75,1.84383797758e-33,0.0,4.7121532732e-88,6.53979840259e-32,6.20079080379e-33,1.45569190686e-75,2.20294070355e-58,1.74861351245e-97,5.38743531964e-11,0.0,5.08864852048e-47,1.37333946585e-41,7.06813691441e-14,7.18858652161e-06,1.83638750823e-13,-95.0395503955
3.04437888311e-16,7.33667298603e-06,9.58751301186e-36,0.0,0.0,0.0,1.26707535378e-86,1.2184309766e-63,3.5030997138e-65,9.05295927619e-69,7.64755045804e-45,4.88531498913e-122,9.96345934676e-117,9.2968498859e-64,5.8237010859e-32,1.79613784552e-41,4.64121150542e-32,1.22937874491e-73,6.05829409021e-28,2.13132544746e-20,3.60858119268e-34,4.18244629475e-27,4.64121150542e-32,2.8951146214e-21,2.13132544746e-20,8.12666808895e-74,2.47808961843e-30,5.8237010859e-32,4.18244629475e-27,3.94107100035e-76,5.8237010859e-32,8.16867848112e-48,1.65116552308e-33,5.87750415201e-60,1.09187394348e-74,2.67824670507e-33,0.0,1.19430320767e-87,9.49697886995e-32,9.06491040816e-33,3.96805370545e-75,4.66104109679e-58,6.46549432966e-97,5.93239068724e-11,0.0,9.91960099378e-47,2.33227953863e-41,8.14027369694e-14,7.33673239165e-06,2.12873453975e-13,-94.8795487955
3.75583891561e-16,7.4874718353e-06,1.83774921212e-35,0.0,0.0,0.0,3.3697518022e-86,2.55249658689e-63,7.75311206962e-65,3.06581907318e-68,1.34681785408e-44,2.14074124723e-121,4.56566479007e-116,2.00656745382e-63,8.36670518172e-32,2.83050384565e-41,6.67205266219e-32,2.92536758167e-73,8.19187872533e-28,2.57880560953e-20,5.25643870048e-34,5.56912402326e-27,6.67205266219e-32,3.59705746169e-21,2.57880560953e-20,2.00713802343e-73,3.51224023613e-30,8.36670518172e-32,5.56912402326e-27,1.0094092134e-75,8.36670518172e-32,1.42399026021e-47,2.39767626389e-33,1.23199014747e-59,2.78124105534e-74,3.88631883997e-33,0.0,3.02026236441e-87,1.37766405065e-31,1.3237826837e-32,1.07837511343e-74,9.84006435443e-58,2.38118903834e-96,6.5306376877e-11,0.0,1.92939360223e-46,3.95447121553e-41,9.3710392802e-14,7.48753723576e-06,2.46659762013e-13,-94.7195471955
4.63005113191e-16,7.64096771621e-06,3.51262002501e-35,0.0,0.0,0.0,8.93938469863e-86,5.33668446458e-63,1.7121212033e-64,1.03312995243e-67,2.36790569358e-44,9.343262929e-121,2.08289633426e-115,4.32160625651e-63,1.20080782043e-31,4.4552605277e-41,9.58189091418e-32,6.94487521087e-73,1.10678615902e-27,3.11876118569e-20,7.64910069919e-34,7.40992784899e-27,9.58189091418e-32,4.46659219779e-21,3.11876118569e-20,4.94476308642e-73,4.9730460184e-30,1.20080782043e-31,7.40992784899e-27,2.57852709656e-75,1.20080782043e-31,2.47858807409e-47,3.47817868911e-33,2.57695271567e-59,7.06556049803e-74,5.63360381607e-33,0.0,7.62095899638e-87,1.9963556964e-31,1.93110824793e-32,2.92177260861e-74,2.07275431146e-57,8.73514761499e-96,7.18719795311e-11,0.0,3.74440094862e-46,6.69424110354e-41,1.07832880541e-13,7.64103969649e-06,2.85689799158e-13,-94.5595455955
5.70341784116e-16,7.79719958249e-06,6.69484843206e-35,0.0,0.0,0.0,2.3655470048e-85,1.1135763486e-62,3.77248769263e-64,3.46430291942e-67,4.15612845047e-44,4.06158691576e-120,9.46021599867e-115,9.2877413826e-63,1.72169493075e-31,7.00434825913e-41,1.37469587823e-31,1.64489320591e-72,1.49413888029e-27,3.76999100007e-20,1.11196931782e-33,9.85171051275e-27,1.37469587823e-31,5.54309784752e-21,3.76999100007e-20,1.21511469513e-72,7.03447678597e-30,1.72169493075e-31,9.85171051275e-27,6.56942810792e-75,1.72169493075e-31,4.30768376327e-47,5.04051195902e-33,5.37886432505e-59,1.790179029e-73,8.15819724251e-33,0.0,1.91871053821e-86,2.8898098302e-31,2.81405955927e-32,7.89236589359e-74,4.35644863137e-57,3.19176462308e-95,7.90754720818e-11,0.0,7.25068004111e-46,1.13140839393e-40,1.24030745012e-13,7.79727878256e-06,3.30758324771e-13,-94.3995439954
7.02029182337e-16,7.95620674859e-06,1.27237455188e-34,0.0,0.0,0.0,6.24409898643e-85,2.31905254121e-62,8.29384737935e-64,1.15592389881e-66,7.28253439076e-44,1.75855404346e-119,4.27763981088e-114,1.99181279978e-62,2.46605379027e-31,1.09988588248e-40,1.97026975283e-31,3.88687187644e-72,2.0154185764e-27,4.55505037991e-20,1.61487488839e-33,1.30881986331e-26,1.97026975283e-31,6.87505380448e-21,4.55505037991e-20,2.97846562419e-72,9.94059046872e-30,2.46605379027e-31,1.30881986331e-26,1.66930178864e-74,2.46605379027e-31,7.4752443164e-47,7.29724324001e-33,1.12036531458e-58,4.52364139395e-73,1.18021770568e-32,0.0,4.8199682624e-86,4.17866300412e-31,4.0963465856e-32,2.12545664305e-73,9.13591919296e-57,1.16165107712e-94,8.6976544714e-11,0.0,1.40090929604e-45,1.90916101602e-40,1.4260087665e-13,7.95629386843e-06,3.82777549549e-13,-94.2395423954
