1-Feng 1996,4-Sakakibara 1992,5-Sakakibara 1993,6-Schneider 1994,sum,gauss,x
4.29171753128e-39,1.70697097604e-50,4.97707492835e-25,6.54567401067e-18,6.54567450837e-18,3.86434836109e-26,-129.759897599
5.72869994499e-39,2.52072551335e-50,6.02739623916e-25,7.44746184767e-18,7.44746245041e-18,4.72462570005e-26,-129.599895999
7.64294412894e-39,3.7198598991e-50,7.29679531546e-25,8.4714431772e-18,8.47144390688e-18,5.7743102177e-26,-129.439894399
1.01916607289e-38,5.48566415595e-50,8.83042166614e-25,9.63389076834e-18,9.63389165138e-18,7.0546322976e-26,-129.279892799
1.35834126704e-38,8.08413307437e-50,1.068261503e-24,1.09532054607e-17,1.09532065289e-17,8.61569306307e-26,-129.119891199
1.80947461929e-38,1.19052713406e-49,1.29187522897e-24,1.24501892019e-17,1.24501904938e-17,1.05183500778e-25,-128.959889599
2.40921612113e-38,1.75205101845e-49,1.561746068e-24,1.41483524196e-17,1.41483539813e-17,1.28364989542e-25,-128.799887999
3.20611199674e-38,2.57665222197e-49,1.8873268948e-24,1.60742599534e-17,1.60742618407e-17,1.56598329336e-25,-128.639886399
4.26443286451e-38,3.78674854081e-49,2.27997819497e-24,1.82579202829e-17,1.82579225629e-17,1.90971792876e-25,-128.479884799
5.66922296882e-38,5.5613308804e-49,2.7533480611e-24,2.07332233552e-17,2.07332261085e-17,2.32805315641e-25,-128.319883199
7.53295647681e-38,8.16192517529e-49,3.32382687529e-24,2.35384329496e-17,2.35384362735e-17,2.83699209346e-25,-128.159881599
1.00043077358e-37,1.19703841857e-48,4.01109115481e-24,2.67167402297e-17,2.67167442408e-17,3.45592990002e-25,-127.999879999
1.32797008015e-37,1.75438608998e-48,4.83875380342e-24,3.03168859195e-17,3.03168907582e-17,4.20836393435e-25,-127.839878399
1.76185110066e-37,2.56947186936e-48,5.83514129789e-24,3.439385943e-17,3.43938652651e-17,5.12275070235e-25,-127.679876799
2.33630628768e-37,3.76066081983e-48,7.03422224214e-24,3.90096842446e-17,3.90096912789e-17,6.23353954797e-25,-127.519875199
3.09649239248e-37,5.50029609765e-48,8.47671635715e-24,4.42342999744e-17,4.42343084511e-17,7.5824190574e-25,-127.359873599
4.10194582996e-37,8.03913977189e-48,1.02114184746e-23,5.01465527201e-17,5.01465629315e-17,9.21981937231e-25,-127.199871999
5.43112111961e-37,1.17418004565e-47,1.22967786292e-23,5.68353067482e-17,5.6835319045e-17,1.12067222592e-24,-127.039870399
7.18734876263e-37,1.71380504751e-47,1.48027870825e-23,6.44006920098e-17,6.44007068126e-17,1.36168411422e-24,-126.879868799
9.50665239205e-37,2.49971067908e-47,1.7813222288e-23,7.29555037343e-17,7.29555215475e-17,1.65392457078e-24,-126.719867199
1.25680000359e-36,3.64350759819e-47,2.1428330676e-23,8.2626772221e-17,8.26267936494e-17,2.00815205277e-24,-126.559865599
1.66067403743e-36,5.30702605106e-47,2.57680200178e-23,9.35575230606e-17,9.35575488287e-17,2.43735648937e-24,-126.399863999
2.19322043008e-36,7.72474879754e-47,3.09756633754e-23,1.05908750365e-16,1.05908781341e-16,2.9572162273e-24,-126.239862399
2.89507509462e-36,1.12361911122e-46,3.72226286922e-23,1.198616282e-16,1.19861665422e-16,3.58664731523e-24,-126.079860799
3.81959263862e-36,1.63326056151e-46,4.47136704345e-23,1.35619988315e-16,1.35620033028e-16,4.34846353251e-24,-125.919859199
5.03679094919e-36,2.3724301746e-46,5.3693344948e-23,1.53413095513e-16,1.53413149206e-16,5.27016918491e-24,-125.759857599
6.63850777273e-36,3.44376104421e-46,6.4453641051e-23,1.7349875558e-16,1.73498820033e-16,6.38491100728e-24,-125.599855999
8.7451381406e-36,4.99544503563e-46,7.73430526726e-23,1.96166794708e-16,1.96166872051e-16,7.73262066451e-24,-125.439854399
1.15144326534e-35,7.2413071099e-46,9.2777362022e-23,2.21742953789e-16,2.21743046566e-16,9.36138548586e-24,-125.279852799
1.51529809674e-35,1.0489658618e-45,1.11252451e-22,2.50593245878e-16,2.5059335713e-16,1.13290923927e-23,-125.119851199
1.99311921187e-35,1.51847395852e-45,1.33359516658e-22,2.8312883064e-16,2.83128963999e-16,1.37053987089e-23,-124.959849598
2.62028262381e-35,2.19662007361e-45,1.5980313506e-22,3.19811465651e-16,3.19811625454e-16,1.65740939404e-23,-124.799847998
3.44304470938e-35,3.1754417742e-45,1.9142269877e-22,3.61159601218e-16,3.61159792641e-16,2.00359289961e-23,-124.639846398
4.52185728585e-35,4.58727700003e-45,2.29217848485e-22,4.07755192866e-16,4.07755422084e-16,2.42120040553e-23,-124.479844798
5.93568307579e-35,6.6222776187e-45,2.7437863172e-22,4.60251313975e-16,4.60251588354e-16,2.92478238289e-23,-124.319843198
7.78761049209e-35,9.55347578109e-45,3.28321253759e-22,5.19380660296e-16,5.19380988618e-16,3.53181498124e-23,-124.159841598
1.02121551061e-34,1.37726349561e-44,3.92730441987e-22,5.85965048304e-16,5.85965441034e-16,4.26328039289e-23,-123.999839998
1.33847494845e-34,1.9841489537e-44,4.69609628152e-22,6.609260207e-16,6.6092649031e-16,5.14436074204e-23,-123.839838398
1.75340707953e-34,2.85649267009e-44,5.61340369027e-22,7.45296684989e-16,7.45297246329e-16,6.2052673854e-23,-123.679836798
2.29580463414e-34,4.10954330832e-44,6.70752679841e-22,8.40234924939e-16,8.40235595692e-16,7.48223166673e-23,-123.519835198
3.00446233915e-34,5.90820580792e-44,8.01208253445e-22,9.47038140257e-16,9.47038941465e-16,9.0186881013e-23,-123.359833598
3.92987072891e-34,8.48827174754e-44,9.56698889062e-22,1.06715968682e-15,1.06716064352e-15,1.08666868192e-22,-123.199831998
5.13770813184e-34,1.21866556686e-43,1.14196286675e-21,1.20222720884e-15,1.2022283508e-15,1.30885790384e-22,-123.039830398
6.71336494864e-34,1.74844273139e-43,1.36262248782e-21,1.35406307512e-15,1.35406443774e-15,1.57590275668e-22,-122.879828798
8.76780229882e-34,2.50680117455e-43,1.62534656986e-21,1.52470715496e-15,1.52470878031e-15,1.89674040875e-22,-122.719827198
1.14451345917e-33,3.59161662394e-43,1.93804235192e-21,1.71644219473e-15,1.71644413277e-15,2.28206465285e-22,-122.559825598
1.49324381225e-33,5.14235035726e-43,2.31008204763e-21,1.93182208443e-15,1.93182439452e-15,2.7446663502e-22,-122.399823998
1.94724325065e-33,7.35757940878e-43,2.75257020154e-21,2.17370333514e-15,2.17370608771e-15,3.29983889829e-22,-122.239822398
2.53798677362e-33,1.05198575613e-42,3.27865907885e-21,2.4452801225e-15,2.44528340116e-15,3.96586095532e-22,-122.079820798
3.3062688518e-33,1.5030947814e-42,3.9039205784e-21,2.75012328999e-15,2.75012719391e-15,4.76457091896e-22,-121.919819198
4.30493541879e-33,2.14617178188e-42,4.64678463408e-21,3.09222374768e-15,3.09222839447e-15,5.72205033503e-22,-121.759817598
5.6024085948e-33,3.06227507747e-42,5.52905579657e-21,3.47604074893e-15,3.47604627798e-15,6.86943657604e-22,-121.599815998
7.2872317687e-33,4.36642017759e-42,6.57652170851e-21,3.90655557889e-15,3.90656215541e-15,8.2438888671e-22,-121.439814398
9.47392732754e-33,6.22169126553e-42,7.81966954996e-21,4.3893312456e-15,4.38933906526e-15,9.88973615019e-22,-121.279812798
1.23105421523e-32,8.85916915317e-42,9.29452929551e-21,4.93057882674e-15,4.93058812127e-15,1.18598404858e-21,-121.119811198
1.59883620429e-32,1.26060532507e-41,1.10436658548e-20,5.53723119467e-15,5.53724223833e-15,1.42172158366e-21,-120.959809598
2.07544119253e-32,1.79253187335e-41,1.31173459438e-20,6.217024918e-15,6.21703803534e-15,1.70369493233e-21,-120.799807998
2.69275322262e-32,2.54716009351e-41,1.5574909942e-20,6.97859122235e-15,6.97860679726e-15,2.04084805869e-21,-120.639806398
3.4919043603e-32,3.61698912749e-41,1.84863841379e-20,7.83155698496e-15,7.83157547135e-15,2.44383049539e-21,-120.479804798
4.52592955708e-32,5.13262778428e-41,2.19343747722e-20,8.78665684e-15,8.78667877438e-15,2.92531779605e-21,-120.319803198
5.86317563481e-32,7.2783668899e-41,2.60162922926e-20,9.85585758331e-15,9.85588359961e-15,3.50039127477e-21,-120.159801598
7.59167629152e-32,1.03140616525e-40,3.08469624051e-20,1.10524961889e-14,1.10525270359e-14,4.18698782656e-21,-119.999799998
9.82476390946e-32,1.46058591518e-40,3.65616900303e-20,1.23914328852e-14,1.23914694469e-14,5.00643255545e-21,-119.839798398
1.27082640038e-31,2.0669315741e-40,4.33198533645e-20,1.38892208889e-14,1.38892642087e-14,5.98406920904e-21,-119.679796798
1.64297137752e-31,2.92298574057e-40,5.13091181716e-20,1.55642945574e-14,1.55643458665e-14,7.15000608976e-21,-119.519795198
2.12301679906e-31,4.1307498892e-40,6.07503774709e-20,1.74371779038e-14,1.74372386541e-14,8.53999825169e-21,-119.359793598
2.74193103761e-31,5.83354710449e-40,7.19035392964e-20,1.95307156141e-14,1.95307875177e-14,1.01964904776e-20,-119.199791998
3.53947858027e-31,8.23262103127e-40,8.50743055631e-20,2.18703289273e-14,2.18704140016e-14,1.21698498593e-20,-119.039790398
4.5666919108e-31,1.16103455444e-39,1.0062210876e-19,2.44842989761e-14,2.44843995982e-14,1.45198218815e-20,-118.879788798
5.88903047499e-31,1.63626549565e-39,1.18969400712e-19,2.74040804523e-14,2.74041994217e-14,1.73172498688e-20,-118.719787198
7.59041557558e-31,2.30443257389e-39,1.40612519628e-19,3.06646487464e-14,3.0664789359e-14,2.06461046386e-20,-118.559785598
9.77838135145e-31,3.24321578094e-39,1.66134398801e-19,3.4304884032e-14,3.43050501664e-14,2.46058793922e-20,-118.399783998
1.25906470801e-30,4.56130685376e-39,1.96219423437e-19,3.83679961088e-14,3.83681923283e-14,2.93144144676e-20,-118.239782398
1.62034985553e-30,6.41068356871e-39,2.31670792136e-19,4.29019942059e-14,4.29022258767e-14,3.49112278114e-20,-118.079780798
2.0842470845e-30,9.00369961894e-39,2.73430797575e-19,4.79602063585e-14,4.79604797893e-14,4.15614401795e-20,-117.919779198
2.67959571397e-30,1.26368625185e-38,3.22604508272e-19,5.36018534369e-14,5.36021760414e-14,4.94603994638e-20,-117.759777598
3.44325359925e-30,1.77238934131e-38,3.80487411304e-19,5.9892683403e-14,5.98930638904e-14,5.88391265424e-20,-117.599775998
4.42230212567e-30,2.48416594943e-38,4.48597666237e-19,6.69056719261e-14,6.69061205238e-14,6.99707260969e-20,-117.439774398
5.6768507072e-30,3.47939460343e-38,5.2871372522e-19,7.47217960879e-14,7.47223248017e-14,8.31779304356e-20,-117.279772798
7.283601897e-30,4.86999339801e-38,6.22918195365e-19,8.34308885705e-14,8.34315114887e-14,9.88419730979e-20,-117.119771198
9.34038099485e-30,6.81168671214e-38,7.33648959776e-19,9.31325804421e-14,9.31333140911e-14,1.17413022567e-19,-116.959769598
1.19718880348e-29,9.52099998045e-38,8.63758735817e-19,1.03937341447e-13,1.03938205206e-13,1.39422445589e-19,-116.799767998
1.53369981576e-29,1.32987881924e-37,1.01658443678e-18,1.1596762757e-13,1.15968644155e-13,1.65497215294e-19,-116.639766398
1.96380222686e-29,1.85627869417e-37,1.19602791988e-18,1.29359146594e-13,1.29360342622e-13,1.96376832619e-19,-116.479764798
2.51324481236e-29,2.5892613988e-37,1.40664995407e-18,1.44262253399e-13,1.44263660049e-13,2.32933191668e-19,-116.319763198
3.21478183198e-29,3.60919394131e-37,1.65377953032e-18,1.60843487884e-13,1.60845141663e-13,2.76193892071e-19,-116.159761598
4.11005732901e-29,5.02743134392e-37,1.943640971e-18,1.7928726963e-13,1.79289213271e-13,3.27369585734e-19,-115.999759998
5.25199033133e-29,6.99815702924e-37,2.28350168049e-18,1.99797764769e-13,1.99800048271e-13,3.87886043624e-19,-115.839758398
6.70779250635e-29,9.73470564534e-37,2.68184382327e-18,2.22600941977e-13,2.22603623821e-13,4.59421742525e-19,-115.679756798
8.56278394291e-29,1.35320492818e-36,3.14856372879e-18,2.47946836166e-13,2.4794998473e-13,5.43951904712e-19,-115.519755198
1.0925215592e-28,1.87977523404e-36,3.6952034125e-18,2.76112040133e-13,2.76115735336e-13,6.4380007817e-19,-115.359753598
1.39323607009e-28,2.60945542269e-36,4.33521928351e-18,3.07402446404e-13,3.07406781623e-13,7.61698524758e-19,-115.199751998
1.77582050819e-28,3.61989061148e-36,5.08429389257e-18,3.42156263544e-13,3.42161347838e-13,9.00858892678e-19,-115.039750398
2.26231507069e-28,5.01813819915e-36,5.96069747656e-18,3.80747333509e-13,3.80753294206e-13,1.06505489223e-18,-114.879748797
2.88062532163e-28,6.95170595995e-36,6.98570709344e-18,4.23588779077e-13,4.23595764784e-13,1.25871897556e-18,-114.719747197
3.66606468216e-28,9.62369336598e-36,8.18409233596e-18,4.71137013102e-13,4.71145197195e-13,1.48705534816e-18,-114.559745597
4.66329764627e-28,1.33135466851e-35,9.58467798467e-18,5.23896144268e-13,5.23905728946e-13,1.75617201893e-18,-114.399743997
5.92878652486e-28,1.84054889906e-35,1.12209955392e-17,5.8242281722e-13,5.82434038215e-13,2.07323503576e-18,-114.239742397
7.53387055499e-28,2.5427435463e-35,1.3132037378e-17,6.47331528434e-13,6.47344660471e-13,2.44664856284e-18,-114.079740797
9.56863874879e-28,3.51042232036e-35,1.53631293803e-17,7.19300462984e-13,7.19315826113e-13,2.88626504716e-18,-113.919739197
1.21467985024e-27,4.84303692017e-35,1.79669402289e-17,7.9907790146e-13,7.99095868401e-13,3.4036304049e-18,-113.759737597
1.54117927307e-27,6.67694499295e-35,2.10046483591e-17,8.87489250811e-13,8.8751025546e-13,4.01226995081e-18,-113.599735997
1.95444816142e-27,9.19897466778e-35,2.45472906573e-17,9.85444757714e-13,9.85469305005e-13,4.72802170948e-18,-113.439734397
2.47727840103e-27,1.26649259069e-34,2.86773206215e-17,1.09394796841e-12,1.09397664573e-12,5.56942480722e-18,-113.279732797
3.13837720101e-27,1.74247874767e-34,3.34904078222e-17,1.21410500465e-12,1.21413849506e-12,6.55817186856e-18,-113.119731197
3.97388347319e-27,2.39570827158e-34,3.90975152378e-17,1.34713473169e-12,1.3471738292e-12,7.71963575722e-18,-112.959729597
5.02926801042e-27,3.29156155211e-34,4.56272964523e-17,1.494379901e-12,1.4944255283e-12,9.08348263706e-18,-112.799727997
6.36171333533e-27,4.51930482448e-34,5.32288609056e-17,1.65731935777e-12,1.65737258663e-12,1.06843852174e-17,-112.639726397
8.04309271602e-27,6.20073106344e-34,6.2074962481e-17,1.83758141119e-12,1.83764348616e-12,1.25628522268e-17,-112.479724797
1.01636972111e-26,8.50189548928e-34,7.23656748259e-17,2.03695847427e-12,2.03703083994e-12,1.47661926757e-17,-112.319723197
1.28368960873e-26,1.16490426256e-33,8.43326260778e-17,2.25742308916e-12,2.25750742179e-12,1.73496363662e-17,-112.159721597
1.62049612476e-26,1.59502066005e-33,9.82438762639e-17,2.50114546443e-12,2.5012437083e-12,2.03776354556e-17,-111.999719997
2.04463425163e-26,2.18244846393e-33,1.14409532747e-16,2.77051266127e-12,2.7706270708e-12,2.3925375728e-17,-111.839718397
2.57847503372e-26,2.9841681267e-33,1.3318821291e-16,3.06814957814e-12,3.06828276635e-12,2.80805306704e-17,-111.679716797
3.25004888522e-26,4.07759589863e-33,1.54994479048e-16,3.39694189582e-12,3.3970968903e-12,3.29452965568e-17,-111.519715197
4.09445893758e-26,5.56783922241e-33,1.80307388414e-16,3.76006115904e-12,3.76024146643e-12,3.86387526235e-17,-111.359713597
5.15564268304e-26,7.59750149686e-33,2.09680321911e-16,4.16099218602e-12,4.16120186634e-12,4.52995971844e-17,-111.199711997
6.48856657284e-26,1.03599225477e-32,2.43752278269e-16,4.60356301353e-12,4.6038067658e-12,5.30893183103e-17,-111.039710397
8.16195851585e-26,1.41170459661e-32,2.83260847225e-16,5.09197760286e-12,5.09226086371e-12,6.21958666366e-17,-110.879708797
1.02617082993e-25,1.92235129698e-32,3.29057105552e-16,5.63085155134e-12,5.63118060844e-12,7.28379081319e-17,-110.719707197
1.28950969345e-25,2.61591294637e-32,3.82122714333e-16,6.2252510744e-12,6.22563319712e-12,8.52697464561e-17,-110.559705597
1.61960541821e-25,3.55725849697e-32,4.43589535173e-16,6.88073554608e-12,6.88117913562e-12,9.97870180704e-17,-110.399703997
2.03316907187e-25,4.83402808848e-32,5.14762127786e-16,7.60340390944e-12,7.60391867156e-12,1.16733278798e-16,-110.239702397
2.55104096283e-25,6.56454333674e-32,5.971435422e-16,8.39994529484e-12,8.40054243838e-12,1.36507618347e-16,-110.079700797
3.19919736711e-25,8.9084362374e-32,6.92464876609e-16,9.27769421206e-12,9.27838667693e-12,1.59573459732e-16,-109.919699197
4.00999932047e-25,1.20809208217e-31,8.02719137556e-16,1.02446907124e-11,1.02454934315e-11,1.86468723939e-16,-109.759697597
5.02374085016e-25,1.63719423258e-31,9.30200013643e-16,1.13097459498e-11,1.13106761498e-11,2.17817566968e-16,-109.599695997
6.29056741924e-25,2.2171852469e-31,1.07754625857e-15,1.24825136058e-11,1.24835911521e-11,2.54343927116e-16,-109.439694397
7.87285183474e-25,3.00058103637e-31,1.24779247533e-15,1.37735676799e-11,1.37748154724e-11,2.96887155456e-16,-109.279692797
9.84813512799e-25,4.05798414859e-31,1.44442720211e-15,1.51944871892e-11,1.51959316164e-11,3.46420042673e-16,-109.119691197
1.23127648017e-24,5.4842461403e-31,1.67145932416e-15,1.67579483648e-11,1.67596198242e-11,4.04069601365e-16,-108.959689597
1.53863933964e-24,7.40670651276e-31,1.93349397531e-15,1.84778249799e-11,1.84797584739e-11,4.71141015446e-16,-108.799687997
1.9217537828e-24,9.99620008138e-31,2.23581925163e-15,2.03692974959e-11,2.03715333152e-11,5.4914522828e-16,-108.639686397
2.39904459445e-24,1.34817525064e-30,2.58450523874e-15,2.24489717673e-11,2.24515562726e-11,6.39830709715e-16,-108.479684797
2.99335731276e-24,1.81701857149e-30,2.98651705748e-15,2.47350081068e-11,2.47379946239e-11,7.45220020418e-16,-108.319683197
3.73300408406e-24,2.44722549322e-30,3.44984386202e-15,2.72472615736e-11,2.72507114174e-11,8.67651881147e-16,-108.159681597
4.65305336017e-24,3.29374684115e-30,3.98364598439e-15,3.00074344177e-11,3.00114180637e-11,1.00982955643e-15,-107.999679997
5.79691943611e-24,4.43004410419e-30,4.59842271247e-15,3.30392416877e-11,3.30438401104e-11,1.17487647814e-15,-107.839678397
7.21832048546e-24,5.95425581993e-30,5.30620352043e-15,3.63685910837e-11,3.63738972872e-11,1.36640016675e-15,-107.679676797
8.98368922486e-24,7.99739479517e-30,6.12076594462e-15,4.00237782295e-11,4.00298989955e-11,1.58856565866e-15,-107.519675197
1.11751392442e-23,1.07342371916e-29,7.05788372083e-15,4.40356986209e-11,4.40427565046e-11,1.84617981949e-15,-107.359673597
1.38941131222e-23,1.43977770884e-29,8.13560927559e-15,4.84380776105e-11,4.84462132198e-11,2.14478811853e-15,-107.199671997
