0-Albert 2008,1-Baroudi 2000a,2-Bezzina 2003,3-Bezzina 2003,4-Ellinor 2008,5-Gosselin-Badaroudine 2012,6-Groenewegen 2003a,7-Groenewegen 2003a,8-Groenewegen 2003b,9-Guetter 2013,10-Gui 2010a,11-Makita 1998,12-O'Leary 2002,13-Rook 1999,14-Surber 2008,15-Vatta 2002b,16-Wei 1999,17-Wei 1999,18-Zhang 2008,sum,gauss,x
0.0,2.71067486174e-317,1.72497595135e-07,3.39523882647e-12,0.0,1.06838627686e-57,2.11371119838e-15,3.96523993878e-21,1.31626459431e-42,4.54746856352e-62,4.78873990973e-120,1.2703946794e-50,0.0,0.0,2.94786919608e-69,0.0,8.47955427645e-65,1.43033918762e-133,0.0,1.72500992487e-07,4.3051428227e-12,-132.479924799
0.0,9.75692625814e-316,1.81547613047e-07,3.86949158283e-12,0.0,3.70553629337e-57,2.53340020541e-15,4.97454429277e-21,2.23888477828e-42,9.28388028122e-62,1.82109130759e-119,2.19807988573e-50,0.0,0.0,6.276260898e-69,0.0,1.63268607075e-64,7.41181856105e-133,0.0,1.81551485072e-07,4.84997611751e-12,-132.319923199
0.0,3.48087295812e-314,1.91043542524e-07,4.40803460229e-12,0.0,1.27730602353e-56,3.03464903605e-15,6.23681138064e-21,3.80225976877e-42,1.89181644269e-61,6.90251869364e-119,3.79795842109e-50,0.0,0.0,1.33377756009e-68,0.0,3.13887825512e-64,3.82339921319e-132,0.0,1.91047953593e-07,5.46207273173e-12,-132.159921599
0.0,1.23084353848e-312,2.01005760106e-07,5.01930509475e-12,0.0,4.37582522889e-56,3.63295198111e-15,7.81443161945e-21,6.44723234526e-42,3.84784968904e-61,2.60764736029e-118,6.55328216113e-50,0.0,0.0,2.82914666893e-68,0.0,6.02543458528e-64,1.96342193493e-131,0.0,2.01010783044e-07,6.1495197414e-12,-131.999919999
0.0,4.31377068214e-311,2.11455489464e-07,5.71280901735e-12,0.0,1.48986217472e-55,4.3466769145e-15,9.78492853299e-21,1.09150657305e-41,7.81172308527e-61,9.81873473834e-118,1.12919632757e-49,0.0,0.0,5.98986669914e-68,0.0,1.15490005243e-63,1.00372965536e-130,0.0,2.1146120662e-07,6.92134924198e-12,-131.839918399
0.0,1.49847943228e-309,2.22414832403e-07,6.49925126622e-12,0.0,5.04142533184e-55,5.19758475836e-15,1.2244566052e-20,1.84501918194e-41,1.58294279094e-60,3.68491600708e-117,1.9430410433e-49,0.0,0.0,1.26580990784e-67,0.0,2.21025584049e-63,5.10809537797e-130,0.0,2.22421336852e-07,7.78764542783e-12,-131.679916799
0.0,5.15921997648e-308,2.33906800799e-07,7.39068105011e-12,0.0,1.69543718092e-54,6.21144031467e-15,1.53128002069e-20,3.1138444407e-41,3.20164545594e-60,1.37836760466e-116,3.33884624123e-49,0.0,0.0,2.66998893928e-67,0.0,4.22360031183e-63,2.58785753965e-129,0.0,2.33914197691e-07,8.75966340351e-12,-131.519915199
0.0,1.76058433e-306,2.45955349485e-07,8.40065413041e-12,0.0,5.66671257957e-54,7.41873006588e-15,1.91377691432e-20,5.24704073736e-41,6.46354674023e-60,5.13887342062e-116,5.72944813898e-49,0.0,0.0,5.6213428263e-67,0.0,8.05870392801e-63,1.30515129052e-128,0.0,2.45963757558e-07,9.84996096538e-12,-131.359913599
0.0,5.95482696248e-305,2.58585410114e-07,9.54441378874e-12,0.0,1.88235610341e-53,8.85550512752e-15,2.39030590437e-20,8.82781973006e-41,1.30244138811e-59,1.90957263262e-115,9.81818234495e-49,0.0,0.0,1.18130031724e-66,0.0,1.53528747902e-62,6.55270285316e-128,0.0,2.58594963383e-07,1.10725447174e-11,-131.199911999
0.0,1.99627784767e-303,2.71822926003e-07,1.08390925767e-11,0.0,6.21431847303e-53,1.05643705284e-14,2.98360368289e-20,1.48290719556e-40,2.61960084397e-59,7.07244928529e-115,1.68016263571e-48,0.0,0.0,2.47782258618e-66,0.0,2.9204941216e-62,3.27505966673e-127,0.0,2.7183377566e-07,1.24430320231e-11,-131.039910399
0.0,6.63303602919e-302,2.8569488799e-07,1.23039371152e-11,0.0,2.03894891484e-52,1.25956454613e-14,3.72181054798e-20,2.4871156805e-40,5.25898210805e-59,2.61077172478e-114,2.87126633574e-48,0.0,0.0,5.18763883253e-66,0.0,5.54708838027e-62,1.62951020216e-126,0.0,2.85707204523e-07,1.39788304451e-11,-130.879908799
0.0,2.18445575375e-300,3.00229371317e-07,1.3960558443e-11,0.0,6.64875457242e-52,1.50087231641e-14,4.63973170224e-20,4.16485125271e-40,1.05379929399e-58,9.60579596735e-114,4.90001673858e-48,0.0,0.0,1.08407391894e-65,0.0,1.05200052144e-61,8.07112505128e-126,0.0,3.00243346885e-07,1.56993364914e-11,-130.719907199
0.0,7.13039642977e-299,3.15455573558e-07,1.5833210671e-11,0.0,2.15474250064e-51,1.78736637354e-14,5.78038746446e-20,6.96345063897e-40,2.10767552153e-58,3.52259904882e-113,8.35071334604e-48,0.0,0.0,2.26119334244e-65,0.0,1.99208995412e-61,3.97969870265e-125,0.0,3.15471424642e-07,1.76261556651e-11,-130.559905599
0.0,2.30687268671e-297,3.314038536e-07,1.79491009749e-11,0.0,6.94019339154e-51,2.12730585662e-14,7.19691727755e-20,1.16244122682e-39,4.20764642731e-58,1.28753329295e-112,1.42118794892e-47,0.0,0.0,4.70767137229e-65,0.0,3.76655276981e-61,1.9534641068e-124,0.0,3.31421823974e-07,1.97833460158e-11,-130.399903999
0.0,7.3972978435e-296,3.48105771724e-07,2.03387342691e-11,0.0,2.22161544321e-50,2.5304211273e-14,8.95491666651e-20,1.93748791996e-39,8.38425278291e-58,4.69049978841e-112,2.41535729972e-47,0.0,0.0,9.78282348112e-65,0.0,7.11084624085e-61,9.54552464444e-124,0.0,3.48126135762e-07,2.21976876054e-11,-130.239902399
0.0,2.3510513305e-294,3.65594130759e-07,2.3036296234e-11,0.0,7.06784989687e-50,3.00816871904e-14,1.11353036419e-19,3.22424844627e-39,1.66755100828e-57,1.70311969884e-111,4.09933282597e-47,0.0,0.0,2.02913963736e-64,0.0,1.34041920048e-60,4.64337004794e-123,0.0,3.65617197137e-07,2.48989805393e-11,-130.079900799
0.0,7.40611829092e-293,3.83903018373e-07,2.60800787383e-11,0.0,2.23473930884e-49,3.57402917502e-14,1.38378321019e-19,5.35722012446e-39,3.31042329444e-57,6.16363087812e-111,6.94779353255e-47,0.0,0.0,4.20096719411e-64,0.0,2.52291206143e-60,2.2485674163e-122,0.0,3.83929134192e-07,2.79203744729e-11,-129.919899199
0.0,2.31237734012e-291,4.03067850482e-07,2.95129520929e-11,0.0,7.02243192029e-49,4.24385476112e-14,1.71853953383e-19,8.88734379347e-39,6.55960321047e-57,2.22327646553e-110,1.17593293948e-46,0.0,0.0,8.68113048497e-64,0.0,4.74139029632e-60,1.08397098018e-121,0.0,4.03097405873e-07,3.12987327875e-11,-129.759897599
0.0,7.15593344793e-290,4.23125415811e-07,3.33828890111e-11,0.0,2.19315499653e-48,5.03627513901e-14,2.13292937326e-19,1.47206153929e-38,1.29736222517e-56,7.99310867939e-110,1.98755948438e-46,0.0,0.0,1.79057664886e-63,0.0,8.89716041055e-60,5.20197814194e-121,0.0,4.23158849063e-07,3.50750349378e-11,-129.599895999
0.0,2.19489327681e-288,4.44113921621e-07,3.77435456214e-11,0.0,6.80725833397e-48,5.97317034914e-14,2.64556782701e-19,2.43445330054e-38,2.56114735262e-56,2.86420015354e-109,3.35474599143e-46,0.0,0.0,3.68637224276e-63,0.0,1.66701403212e-59,2.48518380905e-120,0.0,4.44151724899e-07,3.92948208133e-11,-129.439894399
0.0,6.67267620439e-287,4.66073040614e-07,4.26549053974e-11,0.0,2.09988860898e-47,7.08022190865e-14,3.27934269499e-19,4.01974428633e-38,5.0465841743e-56,1.02295471394e-108,5.65458944096e-46,0.0,0.0,7.57521732027e-63,0.0,3.11866848034e-59,1.18191877912e-119,0.0,4.66115766322e-07,4.40086813244e-11,-129.279892799
0.0,2.01060251334e-285,4.89043959034e-07,4.81839924325e-11,0.0,6.43785812699e-47,8.38755450167e-14,4.06237661627e-19,6.62699894865e-38,9.92544793316e-56,3.6414541901e-108,9.51797239718e-46,0.0,0.0,1.55374822014e-62,0.0,5.82560839037e-59,5.59571871928e-119,0.0,4.89092226903e-07,4.9272799826e-11,-129.119891199
0.0,6.00470835241e-284,5.13069425978e-07,5.44056610958e-11,0.0,1.96158740605e-46,9.93048266072e-14,5.02920155926e-19,1.09082949755e-37,1.94846382858e-55,1.2919886317e-107,1.59988855613e-45,0.0,0.0,3.18094258409e-62,0.0,1.08656443014e-58,2.63732252006e-118,0.0,5.13123930944e-07,5.51495494311e-11,-128.959889599
0.0,1.77744898007e-282,5.38193803926e-07,6.14034697763e-11,0.0,5.94011764061e-46,1.17503790436e-13,6.22219155255e-19,1.79274426379e-37,3.8178970971e-55,4.56886086029e-107,2.68557293061e-45,0.0,0.0,6.50010922808e-62,0.0,2.02354003526e-58,1.23739892915e-117,0.0,5.382553249e-07,6.17081517477e-11,-128.799887999
0.0,5.21485090088e-281,5.64463120516e-07,6.92706471398e-11,0.0,1.78773666055e-45,1.38956834392e-13,7.69330924175e-19,2.94171981828e-37,7.46699272201e-55,1.6103585033e-106,4.50179896978e-45,0.0,0.0,1.32579115542e-61,0.0,3.76279223614e-58,5.77956767612e-117,0.0,5.64532530121e-07,6.90254030908e-11,-128.639886399
