0-Clatot 2012,1-Cordeiro 2006,2-Hu 2007,3-Keller 2005,4-Pfahnl 2007,5-Ye 2003,sum,gauss,x
8.042298026750862e-155,0.0,0.0,6.437023445001772e-54,3.826159814031874e-06,3.181224113714388e-05,3.563840095117576e-05,2.126579748662612e-06,-131.9999199992
7.494343249926613e-154,0.0,0.0,1.277285323621541e-53,4.123148337336616e-06,3.2820468667438355e-05,3.694361700477497e-05,2.294055523134435e-06,-131.839918399184
6.934236024012465e-153,0.0,0.0,2.529426981068544e-53,4.441622765397669e-06,3.3856969017529286e-05,3.8298591782926954e-05,2.47400000120928e-06,-131.67991679916798
6.370525834173144e-152,0.0,0.0,4.999053277156608e-53,4.783009445599639e-06,3.492240615368461e-05,3.970541559928425e-05,2.6672823151673667e-06,-131.519915199152
5.8111697863170365e-151,0.0,0.0,9.860178505768e-53,5.148819461095667e-06,3.601745538794564e-05,4.1166274849041304e-05,2.8748275284076692e-06,-131.35991359913598
5.263364775857196e-150,0.0,0.0,1.940944794569534e-52,5.540652931190018e-06,3.7142803436907754e-05,4.268345636809777e-05,3.0976198856975713e-06,-131.19991199912
4.733419513416193e-149,0.0,0.0,3.813054235374262e-52,5.9602034785140425e-06,3.82991484760547e-05,4.4259351954568745e-05,3.336706227337214e-06,-131.039910399104
4.226668097512387e-148,0.0,0.0,7.475911914789243e-52,6.409262865943418e-06,3.948720018946705e-05,4.589646305541047e-05,3.5931995737969714e-06,-130.87990879908799
3.7474247156349163e-147,0.0,0.0,1.4628060989851255e-51,6.8897258059973345e-06,4.070767981472782e-05,4.759740562072516e-05,3.868282887536479e-06,-130.719907199072
3.298977166670416e-146,0.0,0.0,2.856542847925475e-51,7.4035949452267434e-06,4.19613201828493e-05,4.9364915128076044e-05,4.163213018857072e-06,-130.55990559905598
2.8836153218049376e-145,0.0,0.0,5.56706275469634e-51,7.952986025837624e-06,4.324886575303464e-05,5.120185177887226e-05,4.479324842777094e-06,-130.39990399904
2.5026894400386033e-144,0.0,0.0,1.082786630265498e-50,8.540133226514755e-06,4.457107264209768e-05,5.3111205868612434e-05,4.81803559405347e-06,-130.239902399024
2.1566924587669014e-143,0.0,0.0,2.1017983467289895e-50,9.167394684095662e-06,4.5928708648351525e-05,5.509610333244719e-05,5.180849407595577e-06,-130.079900799008
1.8453599900882447e-142,0.0,0.0,4.0716515215228834e-50,9.837258197406837e-06,4.732255326978361e-05,5.7159811467190446e-05,5.569362071636235e-06,-129.919899198992
1.567781743003034e-141,0.0,0.0,7.871935915747978e-50,1.05523471142067e-05,4.8753397716331154e-05,5.930574483053785e-05,5.985266001132932e-06,-129.75989759897598
1.3225184124069003e-140,0.0,0.0,1.51888149963216e-49,1.1315426401776505e-05,5.022204491606454e-05,6.153747131784104e-05,6.430355438968239e-06,-129.59989599896
1.1077186644085012e-139,0.0,0.0,2.9248097944113356e-49,1.2129408901277201e-05,5.172930951509722e-05,6.385871841637442e-05,6.9065318926096485e-06,-129.43989439894398
9.21231631613834e-139,0.0,0.0,5.620859867610775e-49,1.299736176552154e-05,5.3276017871023356e-05,6.627337963654489e-05,7.415809813959556e-06,-129.279892798928
7.607112372196205e-138,0.0,0.0,1.0780509373646636e-48,1.3922513079324488e-05,5.486300803970205e-05,6.878552111902654e-05,7.960322530194216e-06,-129.119891198912
6.237096216332472e-137,0.0,0.0,2.063512949384638e-48,1.4908258661060905e-05,5.649112975518956e-05,7.139938841625047e-05,8.542328433432734e-06,-128.95988959889598
5.077578866006587e-136,0.0,0.0,3.94190822911612e-48,1.595816904350231e-05,5.816124440263089e-05,7.41194134461332e-05,9.164217437114518e-06,-128.79988799888
4.1043324714106726e-135,0.0,0.0,7.515142391854979e-48,1.7075996631410295e-05,5.9874224983922324e-05,7.695022161533261e-05,9.82851770697824e-06,-128.63988639886398
3.294124516830345e-134,0.0,0.0,1.4298790785648712e-47,1.8265683032727053e-05,6.16309560759451e-05,7.989663910867216e-05,1.053790267453195e-05,-128.479884798848
2.6251196994948204e-133,0.0,0.0,2.715143598522169e-47,1.9531366559547042e-05,6.343233378118766e-05,8.29637003407347e-05,1.1295198340887603e-05,-128.31988319883197
2.0771594350813797e-132,0.0,0.0,5.145382781841927e-47,2.0877389894341253e-05,6.52792656705561e-05,8.615665556489735e-05,1.2103390878785335e-05,-128.15988159881599
1.6319324424724787e-131,0.0,0.0,9.73136961001329e-47,2.2308307916179313e-05,6.717267071818997e-05,8.948097863436928e-05,1.2965634540578243e-05,-127.99987999879998
1.273051994490924e-130,0.0,0.0,1.836799026958282e-46,2.382889568090925e-05,6.911347922808431e-05,9.294237490899356e-05,1.3885259879852196e-05,-127.83987839878398
9.860563382071403e-130,0.0,0.0,3.4600367137619987e-46,2.5444156548454822e-05,7.110263275233567e-05,9.654678930079049e-05,1.4865782294252817e-05,-127.67987679876799
7.583486854809482e-129,0.0,0.0,6.504758346957027e-46,2.7159330449539736e-05,7.314108400081857e-05,0.00010030041445035831,1.5910910896948664e-05,-127.51987519875199
5.790922722666089e-128,0.0,0.0,1.2204304104722978e-45,2.897990228326552e-05,7.522979674210477e-05,0.0001042096990253703,1.7024557723996033e-05,-127.35987359873599
4.390745072570604e-127,0.0,0.0,2.2852108013872115e-45,3.091161043605965e-05,7.7369745695442e-05,0.00010828135613150165,1.82108472846782e-05,-127.19987199871998
3.305523870035164e-126,0.0,0.0,4.27042313448281e-45,3.296045541155351e-05,7.956191641360397e-05,0.00011252237182515749,1.9474126461663905e-05,-127.03987039870398
2.470893316176901e-125,0.0,0.0,7.964287771479058e-45,3.513270855996875e-05,8.180730515642953e-05,0.00011694001371639827,2.0818974767574515e-05,-126.879868798688
1.8339154677566302e-124,0.0,0.0,1.482362337339019e-44,3.743492089457511e-05,8.410691875487177e-05,0.00012154183964944688,2.225021496425782e-05,-126.71986719867199
1.351500635583353e-123,0.0,0.0,2.753551441175219e-44,3.987393198172759e-05,8.646177446537384e-05,0.00012633570644710144,2.3772924050737453e-05,-126.55986559865599
9.889283268162279e-123,0.0,0.0,5.104619908928347e-44,4.245687888992254e-05,8.887289981439903e-05,0.00013132977870432158,2.5392444625446816e-05,-126.39986399863999
7.184970702696507e-122,0.0,0.0,9.444196602349607e-44,4.519120518219462e-05,9.134133243293944e-05,0.00013653253761513408,2.7114396627950554e-05,-126.23986239862398
5.183186170079254e-121,0.0,0.0,1.743805416646368e-43,4.808466993504913e-05,9.386811988083135e-05,0.0001419527898158805,2.8944689464915637e-05,-126.07986079860798
3.712617749138751e-120,0.0,0.0,3.21338246175121e-43,5.114535676596148e-05,9.645431946071078e-05,0.00014759967622667225,3.0889534524609133e-05,-125.91985919859198
2.6404338211888336e-119,0.0,0.0,5.9096016786644515e-43,5.438168285029445e-05,9.910099802144332e-05,0.00015348268087173777,3.2955458083672434e-05,-125.75985759857599
1.8645840259484626e-118,0.0,0.0,1.0846394426251501e-42,5.7802407907283864e-05,0.00010180923175086802,0.0001596116396581519,3.514931460934945e-05,-125.59985599855999
1.3073752331946631e-117,0.0,0.0,1.9867534281528315e-42,6.141664313351607e-05,0.00010458010595769657,0.00016599674909121263,3.747830045972496e-05,-125.43985439854399
9.10186038690079e-117,0.0,0.0,3.631900503191832e-42,6.523386006109521e-05,0.0001074147148424165,0.0001726485749035117,3.994996798386794e-05,-125.27985279852798
6.291753619616397e-116,0.0,0.0,6.626059134090226e-42,6.926389931644299e-05,0.00011031416125704673,0.0001795780605734897,4.257224002305309e-05,-125.11985119851198
4.318419890810358e-115,0.0,0.0,1.206446495127328e-41,7.351697925442316e-05,0.00011327955645360407,0.00018679653570802723,4.535342481347271e-05,-124.95984959849598
2.942995848511387e-114,0.0,0.0,2.192260800725044e-41,7.800370444121848e-05,0.00011631201982113773,0.00019431572426235622,4.830223129002898e-05,-124.79984799847999
1.9914346219832947e-113,0.0,0.0,3.9756465261261237e-41,8.273507395813452e-05,0.0001194126786111996,0.00020214775256933412,5.1427784789930484e-05,-124.63984639846399
1.3379937321294663e-112,0.0,0.0,7.195396060710525e-41,8.772248949723017e-05,0.00012258266765161914,0.0002103051571488493,5.4739643153885806e-05,-124.47984479844798
8.925935137281555e-112,0.0,0.0,1.2996698296391313e-40,9.297776321844628e-05,0.00012582312904846048,0.00021880089226690674,5.824781322171495e-05,-124.31984319843198
5.912416170752436e-111,0.0,0.0,2.3428407235949128e-40,9.851312533664254e-05,0.00012913521187604186,0.0002276483372126844,6.196276771815615e-05,-124.15984159841598
3.8885517907584996e-110,0.0,0.0,4.214867097217291e-40,0.00010434123140574267,0.0001325200718549086,0.00023686130326065126,6.589546252355597e-05,-123.99983999839998
2.5393490465384574e-109,0.0,0.0,7.567569172199053e-40,0.00011047516926598399,0.00013597887101764858,0.00024645404028363256,7.005735432298104e-05,-123.83983839838399
1.6465257850499947e-108,0.0,0.0,1.3560019290075939e-39,0.00011692846561909153,0.00013951277736245834,0.00025644124298154986,7.446041862607959e-05,-123.67983679836799
1.0600498611494685e-107,0.0,0.0,2.424909913448917e-39,0.00012371509219505136,0.00014312296449435965,0.000266838056689411,7.911716814875055e-05,-123.51983519835198
6.776347555040042e-107,0.0,0.0,4.3277513876842195e-39,0.00013084947147306303,0.00014681061125398714,0.00027766008272705014,8.404067154636085e-05,-123.35983359833598
4.3010716132440166e-106,0.0,0.0,7.708331675333067e-39,0.00013834648191818067,0.00015057690133386806,0.00028892338325204876,8.92445724868551e-05,-123.19983199831998
2.7106241082682206e-105,0.0,0.0,1.3702186548147778e-38,0.00014622146269414337,0.00015442302288212168,0.00030064448557626505,9.474310905066426e-05,-123.03983039830399
1.69618626244324e-104,0.0,0.0,2.4308085330835526e-38,0.00015449021781194702,0.00015835016809351925,0.00031284038590546627,0.00010055113344281944,-122.87982879828797
1.0538757425173398e-103,0.0,0.0,4.30371022715394e-38,0.00016316901967279712,0.0001623595327878452,0.0003255285524606423,0.00010668413200109603,-122.71982719827199
6.50154985301501e-103,0.0,0.0,7.604430338318641e-38,0.00017227461196329803,0.00016645231597552427,0.00033872692793882227,0.00011315824548243237,-122.55982559825598
3.982502046442044e-102,0.0,0.0,1.3409782785518213e-37,0.0001818242118599261,0.00017062971941046213,0.00035245393127038825,0.00011999028960813967,-122.39982399823998
2.4221818201878462e-101,0.0,0.0,2.359979302171272e-37,0.0001918355114992272,0.00017489294713008617,0.0003667284586293134,0.000127197775846733,-122.23982239822398
1.4627465910348759e-100,0.0,0.0,4.145014352738161e-37,0.00020232667866956126,0.00017924320498255826,0.0003815698836521195,0.00013479893241139619,-122.07982079820798
8.770878017634402e-100,0.0,0.0,7.265663446356596e-37,0.0002133163566797463,0.00018368170014115183,0.0003969980568208981,0.00014281272544726403,-121.91981919819199
5.221901425473873e-99,0.0,0.0,1.2710303150642877e-36,0.00022482366335958859,0.00018820964060579785,0.00041303330396538643,0.00015125888038181623,-121.75981759817599
3.0869236606090625e-98,0.0,0.0,2.2190543258480095e-36,0.00023686818914697713,0.00019282823469180012,0.00042969642383877725,0.0001601579034097137,-121.59981599815998
1.8119021139153758e-97,0.0,0.0,3.866440700809318e-36,0.0002494699942161226,0.00019753869050574935,0.00044700868472187196,0.0001695311030814548,-121.43981439814398
1.0559787912627702e-96,0.0,0.0,6.723356915475067e-36,0.00026264960460143776,0.00020234221540866283,0.0004649918200101006,0.00017940061196315834,-121.27981279812798
6.110648204158782e-96,0.0,0.0,1.1667891269936927e-35,0.00027642800727168516,0.00020724001546638756,0.00048366802273807274,0.00018978940833272453,-121.11981119811198
3.5110012943900474e-95,0.0,0.0,2.0208308986858034e-35,0.00029082664410925237,0.0002122332948873245,0.0005030599389965768,0.00020072133787550492,-120.95980959809597
2.003024767389048e-94,0.0,0.0,3.493003072104703e-35,0.00030586740474977637,0.00021732325544753135,0.0005231906601973077,0.00021222113534045755,-120.79980799807998
1.13462741046213e-93,0.0,0.0,6.025586914538356e-35,0.0003215726182379028,0.00022251109590328244,0.0005440837141411853,0.0002243144461155962,-120.63980639806398
6.381633292439122e-93,0.0,0.0,1.0373639140567407e-34,0.0003379650434555932,0.00022779801139116606,0.0005657630548467592,0.0002370278476792964,-120.47980479804798
3.563871530199779e-92,0.0,0.0,1.782355421128497e-34,0.00035506785828031567,0.00023318519281582294,0.0005882530510961386,0.0002503888708818448,-120.31980319803198
1.9761679783461341e-91,0.0,0.0,3.056250024797653e-34,0.00037290464743139633,0.00023867382622542755,0.0006115784736568238,0.0002644260210093092,-120.15980159801597
1.0880210484195398e-90,0.0,0.0,5.230158402267258e-34,0.00039149938896403585,0.00024426509217504046,0.0006357644811390763,0.0002791687985795735,-119.99979999799999
5.947882198080307e-90,0.0,0.0,8.932482996523421e-34,0.0004108764393718649,0.0002499601650779602,0.0006608366044498252,0.00029464771981811027,-119.83979839798398
3.228486997471151e-89,0.0,0.0,1.5225127833724144e-33,0.00043106051726040046,0.0002557602125452187,0.0006868207298056191,0.00031089433675875525,-119.67979679796798
1.7399923816805332e-88,0.0,0.0,2.589888641875977e-33,0.0004520766855555943,0.0002616663947133857,0.00071374308026898,0.0003279412569125234,-119.51979519795198
9.311234703860662e-88,0.0,0.0,4.396758662659165e-33,0.00047395033221348556,0.0002676798635608466,0.0007416301957743321,0.0003458221624451948,-119.35979359793598
4.947420483427955e-87,0.0,0.0,7.449301610011864e-33,0.0004967071493991595,0.0002738017622127376,0.0007705089116118971,0.00036457182880219165,-119.19979199791997
2.6101291307788905e-86,0.0,0.0,1.259591968357698e-32,0.0005203731111054779,0.0002800332242347405,0.0008004063353402183,0.0003842261427170079,-119.03979039790397
1.3672778759621527e-85,0.0,0.0,2.125570923940033e-32,0.0005449744491845908,0.00028637537291593875,0.0008313498221005296,0.00040482211953729195,-118.87978879788798
7.111532534373966e-85,0.0,0.0,3.579750119232622e-32,0.0005705376277679278,0.00029282932054096593,0.0008633669483088937,0.0004263979198005109,-118.71978719787198
3.67266433722623e-84,0.0,0.0,6.016739620799701e-32,0.0005970893160532574,0.0002993961676516759,0.0008964854837049333,0.0004489928649890037,-118.55978559785598
1.8832626635113945e-83,0.0,0.0,1.009255480374394e-31,0.0006246563594405732,0.00030607700229858816,0.0009307333617391614,0.00047264745239221394,-118.39978399783998
9.588533212539864e-83,0.0,0.0,1.6895552918310494e-31,0.0006532657490017998,0.0003128728992823736,0.0009661386482841734,0.0004974033690018551,-118.23978239782397
4.8473578180140144e-82,0.0,0.0,2.8227674130255986e-31,0.0006829445892728712,0.000319784919385652,0.0010027295086585232,0.0005233035043638747,-118.07978079780798
2.433154035120773e-81,0.0,0.0,4.706620423774362e-31,0.0007137200643604193,0.0003268141085953969,0.0010405341729558162,0.0005503919623092262,-117.91977919779198
1.212678700834498e-80,0.0,0.0,7.832035523203804e-31,0.0007456194023591827,0.000333961497316247,0.0010795808996754298,0.0005787140714836923,-117.75977759777598
6.001136676008434e-80,0.0,0.0,1.3006831551079092e-30,0.0007786698380803925,0.0003412280995750485,0.001119897937655441,0.0006083163945953978,-117.59977599775998
2.948715739861408e-79,0.0,0.0,2.1557568596327425e-30,0.0008128985740955981,0.00034861491221695347,0.0011615134863125517,0.0006392467362970484,-117.43977439774397
1.43861279958643e-78,0.0,0.0,3.56582012092894e-30,0.0008483327401048843,0.00035612291409342503,0.0012044556541983093,0.0006715541496185457,-117.27977279772797
6.968937247127487e-78,0.0,0.0,5.8864096094402365e-30,0.0008849993506430359,0.000363753065242505,0.001248752415885541,0.0007052889408643033,-117.11977119771197
3.3519752994440774e-77,0.0,0.0,9.697793256922672e-30,0.0009229252611420154,0.00037150630606171543,0.0012944315672037308,0.0007405026728884614,-116.95976959769598
1.6008354291671668e-76,0.0,0.0,1.5945081995315448e-29,0.0009621371223730534,0.00037938355647399233,0.0013415206788470458,0.0007772481666601562,-116.79976799767998
7.591090814286392e-76,0.0,0.0,2.6164472662822136e-29,0.0010026613332967183,0.00038738571508703014,0.0013900470483837486,0.0008155795010301364,-116.63976639766398
3.574154391143677e-75,0.0,0.0,4.284780796880946e-29,0.0010445239923546367,0.00039551365834647397,0.0014400376507011107,0.0008555520106094021,-116.47976479764797
1.6709138239330983e-74,0.0,0.0,7.002879049692579e-29,0.0010877508472418346,0.0004037682396833729,0.0014915190869252074,0.0008972222816699462,-116.31976319763197
7.756153892316767e-74,0.0,0.0,1.1422365047899776e-28,0.001132367243204151,0.00041215028865633854,0.0015445175318604897,0.0009406481459774272,-116.15976159761598
3.574788933176499e-73,0.0,0.0,1.8593743669632503e-28,0.0011783980699108137,0.00042066061008886897,0.0015990586799996826,0.0009858886724654803,-115.99975999759997
1.6359348869459851e-72,0.0,0.0,3.0207100262507215e-28,0.0012258677069578027,0.00042929998320228804,0.0016551676901600907,0.001033004156661371,-115.83975839758398
7.433498277820405e-72,0.0,0.0,4.897592286589252e-28,0.0012747999680636072,0.0004380691607448119,0.0017128691288084191,0.0010820561077732546,-115.67975679756798
3.353760907974341e-71,0.0,0.0,7.924787272037378e-28,0.001325218044024451,0.0004469688681171982,0.0017721869121416491,0.0011331072333494747,-115.51975519755197
1.5023896158170382e-70,0.0,0.0,1.2797466213298114e-27,0.0013771444445022278,0.00045599980249551764,0.0018331442469977455,0.0011862214214214963,-115.35975359753597
6.682587747418255e-70,0.0,0.0,2.0624895833896018e-27,0.0014306009387240568,0.0004651626319515439,0.0018957635706756007,0.001241463720042834,-115.19975199751997
2.951334189377655e-69,0.0,0.0,3.317347212728953e-27,0.0014856084951782864,0.000474457994571306,0.0019600664897495923,0.0012989003141377488,-115.03975039750398
1.2942069557516783e-68,0.0,0.0,5.325023015288385e-27,0.0015421872203977192,0.0004838864975723453,0.0020260737179700642,0.0013585984995750193,-114.87974879748798
5.635087866331571e-68,0.0,0.0,8.530675898652632e-27,0.0016003562969264847,0.0004934487164202204,0.002093805013346705,0.0014206266543838639,-114.71974719747197
2.4361794577175456e-67,0.0,0.0,1.3638819730829024e-26,0.0016601339205730152,0.0005031451939448458,0.002163279114517861,0.0014850542070313187,-114.55974559745597
1.045753876905435e-66,0.0,0.0,2.1762136483586168e-26,0.00172153723705705,0.0005129764394572301,0.00223451367651428,0.0015519516016826711,-114.39974399743997
4.457191685455672e-66,0.0,0.0,3.4654342540885e-26,0.001784582278164365,0.000522942927867206,0.002307525206031571,0.0016213902603692874,-114.23974239742398
1.886273928141211e-65,0.0,0.0,5.507381884292447e-26,0.0018492838975283973,0.0005330450988027572,0.0023823289963311543,0.0016934425419912107,-114.07974079740796
7.926105236441053e-65,0.0,0.0,8.735024213638577e-26,0.0019156557061631577,0.0005432833557315398,0.0024589390618946975,0.0017681816980850778,-113.91973919739198
3.3069416226768346e-64,0.0,0.0,1.3826569097677832e-25,0.001983710007877387,0.000553658065085248,0.002537368072962635,0.0018456818252918417,-113.75973759737597
1.3699504030007675e-63,1.656e-320,0.0,2.184218781562111e-25,0.0020534577347044287,0.0005641695553874155,0.002617627290091844,0.001926017814462253,-113.59973599735997
5.635011185299889e-63,1.42222063e-315,0.0,3.4435725692561183e-25,0.0021249083824875898,0.0005748181163853292,0.002699726498872919,0.002009265296342811,-113.43973439734397
