1-Feng 1996,4-Sakakibara 1992,5-Sakakibara 1993,6-Schneider 1994,sum,gauss,x
3.1317634773938855e-05,5.876191684869741e-10,6.046559886438199e-06,5.802895210299087e-37,3.736478227954554e-05,2.1394981838921755e-05,-131.9999199992
3.2390115834291296e-05,6.86210848206775e-10,6.525525495750402e-06,8.872449734835204e-37,3.891632754088991e-05,2.2860235164103913e-05,-131.839918399184
3.349442297264867e-05,8.007940002373306e-10,7.039948471719738e-06,1.3549992511792078e-36,4.0535172238368645e-05,2.4418750182206122e-05,-131.67991679916798
3.463131261181247e-05,9.338683304826899e-10,7.592246974944894e-06,2.0669560908437086e-36,4.222449345508785e-05,2.6075949815116495e-05,-131.519915199152
3.580155236256019e-05,1.0883086747943258e-09,8.184987703758818e-06,3.149344244341879e-36,4.39876283749938e-05,2.7837537038369373e-05,-131.35991359913598
3.700592094656867e-05,1.2674187858558457e-09,8.820893786367031e-06,4.7929809872368e-36,4.582808215172155e-05,2.9709507044583735e-05,-131.19991199912
3.8245208108466173e-05,1.4749924424943836e-09,9.502853004179498e-06,7.285979852969882e-36,4.7749536105088165e-05,3.169815979231066e-05,-131.039910399104
3.9520214516718815e-05,1.7153828199194397e-09,1.023392635412404e-05,1.106284719639376e-35,4.9755856253662775e-05,3.381011294374056e-05,-130.87990879908799
4.083175165306542e-05,1.993581171267544e-09,1.1017356957469825e-05,1.677809115864541e-35,5.1851102191706515e-05,3.605231519415085e-05,-130.719907199072
4.2180641690220246e-05,2.315305994881559e-09,1.1856579322386249e-05,2.541644897426993e-35,5.4039536318601375e-05,3.843205999534528e-05,-130.55990559905598
4.356771735755346e-05,2.687103999144018e-09,1.2755228967108208e-05,3.84577512045925e-35,5.632563342866081e-05,4.095699967464552e-05,-130.39990399904
4.499382179447949e-05,3.116464328685044e-09,1.3717152410191183e-05,5.812320922620438e-35,5.871409066899936e-05,4.3635159950294815e-05,-130.239902399024
4.645980839127082e-05,3.6119476837453126e-09,1.4746417533885281e-05,8.774289784271202e-35,6.120983787283984e-05,4.647495484333271e-05,-130.079900799008
4.7966540617027925e-05,4.183332149867188e-09,1.5847324326166898e-05,1.3230341357742423e-34,6.381804827534469e-05,4.948520198518832e-05,-129.919899198992
4.951489183454235e-05,4.841777759474593e-09,1.7024416006415353e-05,1.992630684557677e-34,6.654414961871717e-05,5.2675138319364066e-05,-129.75989759897598
5.110574510178331e-05,5.600012031961985e-09,1.828249053910988e-05,2.997638554882332e-34,6.939383565292514e-05,5.605443619462698e-05,-129.59989599896
5.2739992959759464e-05,6.472538986454122e-09,1.9626612539266357e-05,4.504311387839003e-34,7.237307803801228e-05,5.9633219846170236e-05,-129.43989439894398
5.441853720649773e-05,7.47587439331304e-09,2.106212557259672e-05,6.76042866241617e-34,7.548813865348776e-05,6.342208226012824e-05,-129.279892798928
5.614228865690143e-05,8.628810328822397e-09,2.2594664852597887e-05,1.0134836589521385e-33,7.874558231982813e-05,6.743210241576755e-05,-129.119891198912
5.7912166888245245e-05,9.952712424403758e-09,2.423017033591224e-05,1.5175952376275129e-33,8.215228993658189e-05,7.167486289848447e-05,-128.95988959889598
5.972909997107839e-05,1.147185355953068e-08,2.597490021639035e-05,2.2698222423090072e-33,8.571547204102827e-05,7.616246787555047e-05,-128.79988799888
6.159402418531699e-05,1.3213788138610285e-08,2.7835444817299074e-05,3.390973749895846e-33,8.944268279075468e-05,8.090756142527765e-05,-128.63988639886398
6.350788372130515e-05,1.5209771519032844e-08,2.981874088005023e-05,5.0600370445334376e-33,9.334183437287441e-05,8.592334620891636e-05,-128.479884798848
6.547163036564778e-05,1.7495229623063492e-08,3.1932086246710896e-05,7.541880605108566e-33,9.742121184198174e-05,9.122360247326163e-05,-128.31988319883197
6.748622317161099e-05,2.0110284273004113e-08,3.418315493233454e-05,1.1227997245267809e-32,0.00010168948838821853,9.682270737044213e-05,-128.15988159881599
6.955262811391444e-05,2.31003403400886e-08,3.658001258189436e-05,1.6696353456138622e-32,0.0001061557410361489,0.00010273565457991807,-127.99987999879998
7.167181772772997e-05,2.6516741395849336e-08,3.9131132305225114e-05,2.4799198833756846e-32,0.00011082946677435093,0.00010897807421610678,-127.83987839878398
7.384477073173076e-05,3.041750120343858e-08,4.184541088196926e-05,3.6791742700237844e-32,0.00011572059911490345,0.00011556625300347375,-127.67987679876799
7.607247163503585e-05,3.486811908879887e-08,4.473218532700131e-05,5.452049072091909e-32,0.00012083952508112596,0.0001225171546992376,-127.51987519875199
7.835591032790635e-05,3.994248799101721e-08,4.780124980522341e-05,8.069857035916177e-32,0.0001261971026211208,0.00012984844074210658,-127.35987359873599
8.069608165607143e-05,4.5723904811119547e-08,5.106287288296343e-05,1.1930773852497872e-31,0.00013180467844384598,0.00013757849110370291,-127.19987199871998
8.309398497856457e-05,5.230619356238183e-08,5.452781510146112e-05,1.761846526723587e-31,0.00013767410627358808,0.00014572642531747782,-127.03987039870398
8.555062370897168e-05,5.979495277654441e-08,5.820734685610832e-05,2.598748331725036e-31,0.00014381776551785654,0.0001543121236580533,-126.879868798688
8.806700484000467e-05,6.830893964262797e-08,6.211326656321586e-05,3.828750446925316e-31,0.00015024858034286314,0.00016335624844199292,-126.71986719867199
9.06441384513246e-05,7.798160445187204e-08,6.625791909409797e-05,5.634385860463146e-31,0.00015698003914987445,0.00017288026541901523,-126.55986559865599
9.328303720056341e-05,8.896279009724925e-08,7.065421445422866e-05,8.281953705946051e-31,0.00016402621444488931,0.00018290646522067558,-126.39986399863999
9.598471579749945e-05,1.01420612632332e-07,7.531564668309105e-05,1.215949951307817e-30,0.00017140178309322282,0.00019345798483144978,-126.23986239862398
9.875019046136306e-05,1.1554354023548903e-07,8.025631294815297e-05,1.7831804283743842e-30,0.00017912204694975152,0.00020455882904507811,-126.07986079860798
0.00010158047836126461,1.3154268935451146e-07,8.549093280414238e-05,2.61199033738742e-30,0.0001872029538547615,0.00021623389186689596,-125.91985919859198
0.00010447659703975431,1.496543583268694e-07,9.103486758645957e-05,3.821593866406756e-30,0.00019566111898454075,0.0002285089778207105,-125.75985759857599
0.00010743956381954235,1.7014282038460492e-07,9.690413990518597e-05,5.5848843526300106e-30,0.00020451384654511292,0.00024141082311661646,-125.59985599855999
0.00011047039519342111,1.933033996626995e-07,0.00010311545320367712,8.152306997170081e-30,0.0002137791517967609,0.00025496711663390814,-125.43985439854399
0.00011357010619745931,2.1946585563791657e-07,0.0001096862113432512,1.1886214277888952e-29,0.00022347578339634844,0.000269206520671065,-125.27985279852798
0.00011673970976754703,2.489981033328909e-07,0.00011663453817290175,1.7310247308772616e-29,0.00023362324604378167,0.0002841586914125124,-125.11985119851198
0.00011998021607939698,2.823102986290725e-07,0.00012397929704037857,2.5180229151789922e-29,0.0002442418234184046,0.0002998542990596533,-124.95984959849598
0.00012329263187212412,3.1985932014234577e-07,0.00013174011019833514,3.6585818165736575e-29,0.00025535260139060163,0.00031632504757139984,-124.79984799847999
0.00012667795975554994,3.621536813266867e-07,0.0001399373780565685,5.309609150788306e-29,0.0002669774914934451,0.00033360369395722873,-124.63984639846399
0.00013013719750139082,4.097589087831409e-07,0.00014859229822867013,7.696779106273244e-29,0.00027913925463884405,0.00035172406706352095,-124.47984479844798
0.0001336713373185225,4.6330342516207124e-07,0.0001577268843186974,1.1144284237478085e-28,0.000291861525062382,0.00037072108579179393,-124.31984319843198
0.00013728136511252455,5.234849775531528e-07,0.00016736398439073298,1.6117290212519823e-28,0.0003051688344808107,0.0003906307766852093,-124.15984159841598
0.00014096825972973479,5.910776548563129e-07,0.00017752729906146306,2.328244360816843e-28,0.00031908663644605417,0.0004114902908176166,-123.99983999839998
0.00014473299218606636,6.669395403128174e-07,0.00018824139915317602,3.3594004921323784e-28,0.00033364133087955517,0.0004333379199172867,-123.83983839838399
0.00014857652488086304,7.520210481427723e-07,0.00019953174284187202,4.841631047462721e-28,0.00034886028877087786,0.0004562131116554259,-123.67983679836799
0.00015249981079608615,8.473739960754249e-07,0.0002114246922324524,6.969767470735958e-28,0.00036477187702461396,0.00048015648402754973,-123.51983519835198
0.00015650379268115886,9.541614684636454e-07,0.00022394752929034045,1.0021704086418112e-27,0.000381405483439963,0.0005052098387538823,-123.35983359833598
0.00016058940222380913,1.073668527631522e-06,0.0002371284710562253,1.4393338825922414e-27,0.0003987915418076659,0.0005314161736230686,-123.19983199831998
0.00016475755920727876,1.2073138341031672e-06,0.00025099668406809174,2.0648010433973607e-27,0.00041696155710947366,0.000558819693701687,-123.03983039830399
0.00016900917065429294,1.3566622393858273e-06,0.00026558229791219485,2.9586361613651698e-27,0.00043594813080587364,0.0005874658213304082,-122.87982879828797
0.0001733451299581982,1.5234384180151756e-06,0.00028091641782220704,4.234494753395756e-27,0.00045578498619842044,0.0006174012048259622,-122.71982719827199
0.00017776631600172359,1.709541608597478e-06,0.0002970311362435065,6.05352478972928e-27,0.0004765069938538276,0.0006486737258067484,-122.55982559825598
0.00018227359226380898,1.9170615365784405e-06,0.00031395954327726274,8.643939915009732e-27,0.0004981501970776501,0.0006813325050583555,-122.39982399823998
0.00018686780591500545,2.1482955944131777e-06,0.0003317357359169832,1.2328545479549225e-26,0.0005207518374264018,0.0007154279068542259,-122.23982239822398
0.00019154978690195213,2.405767357674804e-06,0.0003503948259881395,1.7563401598145383e-26,0.0005443503802477664,0.0007510115416454672,-122.07982079820798
0.00019632034702146716,2.6922465183967026e-06,0.0003699729466997292,2.499206318343508e-26,0.000568985540239593,0.0007881362670329199,-121.91981919819199
0.00020118027898481813,3.010770319561966e-06,0.00039050725771493973,3.552158012620156e-26,0.0005946983070193199,0.0008268561869338409,-121.75981759817599
0.00020613035547274822,3.364666577098748e-06,0.0004120359486466051,5.0428857715127156e-26,0.0006215309706964521,0.0008672266488548256,-121.59981599815998
0.00021117132818188023,3.75757837797868e-06,0.00043459824088187707,7.150932412849985e-26,0.000649527147441736,0.0009093042391823199,-121.43981439814398
0.00021630392686312268,4.1934905450021545e-06,0.0004582343876394188,1.0128448024462439e-25,0.0006787318050475436,0.0009531467764016922,-121.27981279812798
0.0002215288583527387,4.676757960552863e-06,0.0004829856721615761,1.4329129984054521e-25,0.0007091912884748677,0.0009988133021558358,-121.11981119811198
0.00022684680559676102,5.212135842963496e-06,0.0005088944039433401,2.0248526691481942e-25,0.0007409533453830646,0.0010463640700544461,-120.95980959809597
0.00023225842666945438,5.804812070110605e-06,0.0005360039128995554,2.8580098648625156e-25,0.0007740671516391203,0.001095860532145464,-120.79980799807998
0.00023776435378655936,6.460441645397153e-06,0.0005643585413716845,4.0293102271569153e-25,0.0008085833368036411,0.0011473653229608389,-120.63980639806398
0.0002433651923140585,7.185183401328493e-06,0.0005940036338756015,5.674065917672827e-25,0.0008445540095909886,0.0012009422410494968,-120.47980479804798
0.00024906151977325213,7.985739035394648e-06,0.0006249855244923776,7.980952675491221e-25,0.0008820327833010243,0.001256656227911671,-120.31980319803198
0.0002548538848429283,8.869394571865857e-06,0.0006573515218047491,1.121274078713572e-24,0.0009210748012195432,0.0013145733442499199,-120.15980159801597
0.0002607428063594504,9.844064341340975e-06,0.0006911498912830458,1.5734955434204084e-24,0.0009617367619838372,0.001374760743453874,-119.99979999799999
0.0002667287723156025,1.0918337567389153e-05,0.0007264298350258251,2.205545085909536e-24,0.0010040769449088168,0.0014372866422376661,-119.83979839798398
0.0002728122388590452,1.2101527646326867e-05,0.0007632414687621282,3.0878987451232105e-24,0.0010481552352675002,0.001502220288350987,-119.67979679796798
0.00027899362929127307,1.3403724202018326e-05,0.0008016357960245464,4.318240735749631e-24,0.0010940331495178377,0.0015696319252874334,-119.51979519795198
0.0002852733330679654,1.4835847992494943e-05,0.000841664679404646,6.031805611617636e-24,0.0011417738604651063,0.0016395927539163348,-119.35979359793598
0.0002916517048016524,1.6409708739102906e-05,0.0008833808088052801,8.415588898308543e-24,0.0011914422223460355,0.001712174890967374,-119.19979199791997
0.00029812906326763647,1.8138065941731393e-05,0.0009268376666075619,1.172784925617182e-23,0.0012431047958169298,0.001787451324300697,-119.03979039790397
0.0003047056904141196,2.0034692735379556e-05,0.0009720894896739345,1.6324839730612433e-23,0.0012968298728234337,0.0018654958648988082,-118.87978879788798
0.000311381830377517,2.211444283382284e-05,0.001019191228112946,2.2697402827311465e-23,0.0013526875013242859,0.0019463830955206113,-118.71978719787198
0.00031815768850393416,2.4393320595365558e-05,0.0010681985007356858,3.152100767287793e-23,0.0014107495098349856,0.0020301883159620803,-118.55978559785598
0.00032503343037782584,2.688855423356605e-05,0.0011191675471390018,4.372408279174232e-23,0.0014710895317503936,0.00211698748487291,-118.39978399783998
0.00033200918085884583,2.961867218231037e-05,0.001172155176355759,6.058121948007141e-23,0.0015337830293969152,0.0022068571580831893,-118.23978239782397
0.0003390850231279236,3.260358260965643e-05,0.0012272187120183284,8.384014150783883e-23,0.0015989073177559085,0.002299874423399524,-118.07978079780798
0.00034626099774361736,3.586465605840178e-05,0.0012844159339877098,1.158944615473391e-22,0.001666541587789729,0.0023961168318356826,-117.91977919779198
0.0003535371017097909,3.942481117329972e-05,0.0013438050164072445,1.600184463770089e-22,0.001736766929290335,0.0024956623252484233,-117.75977759777598
0.0003609132875556962,4.3308603455234865e-05,0.0014054444621471793,2.2068565547240897e-22,0.0018096663531581103,0.002598589160355914,-117.59977599775998
0.00036838946242953016,4.7542316961406564e-05,0.0014693930336136438,3.0400088544864016e-22,0.0018853248130045806,0.0027049758291221478,-117.43977439774397
0.00037596548720655637,5.215405884765801e-05,0.0015357096799037211,4.182849897885583e-22,0.0019638292259579354,0.0028149009754979636,-117.27977279772797
0.00038364117561288594,5.717385662450216e-05,0.0016044534602965778,5.748657039985529e-22,0.002045268492533966,0.0029284433085162986,-117.11977119771197
0.0003914162933660202,6.263375797212146e-05,0.001675683464079456,7.891457236846438e-22,0.0021297335154175975,0.003045681511746783,-116.95976959769598
0.00039929055733326266,6.856793293167908e-05,0.0017494587267165066,1.0820434568246282e-21,0.0022173172169814483,0.003166694149122574,-116.79976799767998
0.0004072636347091042,7.501277826065929e-05,0.0018258381423779714,1.4819340845409172e-21,0.002308114555347735,0.0032915595671602236,-116.63976639766398
0.0004153351422127065,8.200702370874481e-05,0.0019048803728573163,2.0272614348244492e-21,0.0024022225387787676,0.0034203557936019423,-116.47976479764797
0.00042350464530659213,8.959183993790397e-05,0.001986643752914081,2.770048152575539e-21,0.0024997402381585774,0.003553160432517918,-116.31976319763197
0.00043177165743765814,9.781094777603735e-05,0.00207118619209101,3.780607281868463e-21,0.002600768797304705,0.0036900505559153245,-116.15976159761598
0.0004401356393016339,0.0001067107284577679,0.0021585650730649745,5.1538586386839555e-21,0.0027054114408243766,0.003831102591909821,-115.99975999759997
0.0004485959981320795,0.00011634033446881018,0.0022488371466023627,7.017786092105653e-21,0.0028137734792032525,0.00397639220952413,-115.83975839758398
0.00045715208701506605,0.00012675180057206486,0.0023420584232016262,9.544747380257418e-21,0.0029259623107887574,0.0041259942001887415,-115.67975679756798
0.0004658032042306033,0.00013800015455406447,0.0024382840615168218,1.2966579841099634e-20,0.0030420874203014895,0.00427998235602821,-115.51975519755197
0.0004745485926219435,0.00015014352719009146,0.002537568253668756,1.7594751062916755e-20,0.003162260373480791,0.0044384293450275315,-115.35975359753597
0.00048338743899383716,0.00016324326088508592,0.00263996410756211,2.3847205973709816e-20,0.003286594807441033,0.004601406583182334,-115.19975199751997
0.0004923188735408226,0.00017736401640577434,0.0027455235263395923,3.228409131462056e-20,0.003415206416286189,0.00476898410374706,-115.03975039750398
0.0005013419693066295,0.0001925738770773835,0.002854297085116669,4.365523388155819e-20,0.003548212931500682,0.0049412304237055876,-114.87974879748798
0.000510455741675736,0.00020894444977610067,0.0029663339051529984,5.896316122913207e-20,0.0036857340966048348,0.005118212407598768,-114.71974719747197
0.0005196591478981452,0.00022655096200647218,0.003081681525629621,7.95466487692254e-20,0.0038278916355342384,0.005299995128854251,-114.55974559745597
0.0005289510866483961,0.0002454723543112944,0.0032003857732135076,1.0719134104452888e-19,0.0039748092141731976,0.005486641728773855,-114.39974399743997
0.0005383303976198269,0.0002657913672207361,0.0033224906296038742,1.4427603839757915e-19,0.004126612394444437,0.005678213273344576,-114.23974239742398
0.0005477958611550901,0.000287594621907662,0.00344803809726741,1.9396590684340357e-19,0.004283428580330162,0.005874768608049606,-114.07974079740796
0.0005573461979138767,0.00031097269367771576,0.003577068063581851,2.6046734412013897e-19,0.004445386955173443,0.0060763642108657406,-113.91973919739198
0.0005669800685788372,0.0003360201773862503,0.0037096181636203838,3.49363757827389e-19,0.004612618409585471,0.0062830540436449285,-113.75973759737597
0.0005766960736005912,0.000362835743839614,0.0038457236418206245,4.680573903714564e-19,0.00478525545926083,0.006494889402086285,-113.59973599735997
0.000586492752982764,0.00039152218620661246,0.003985417212794922,6.263499564450385e-19,0.0049634321519842995,0.00671191876451651,-113.43973439734397
0.0005963685861079177,0.0004221864554369638,0.004128728921549696,8.372047510639127e-19,0.005147283963094578,0.0069341876397055096,-113.27973279732797
0.0006063219916052337,0.0004549396836581492,0.004275686003393224,1.1177456927908215e-18,0.005336947678656607,0.007161738413954118,-113.11973119731198
0.0006163513272607782,0.000489897194500421,0.0044263127438222815,1.490565324175162e-18,0.005532561265583482,0.007394610197700324,-112.95972959729598
0.0006264548899711358,0.0005271784992823121,0.004580630338688266,1.9854351695946693e-18,0.0057342637279417154,0.007632838671899102,-112.79972799727997
0.0006366309157411893,0.0005669072779764778,0.004738656754954034,2.6415394163046873e-18,0.005942194948671704,0.007876455934440666,-112.63972639726397
0.0006468775797267704,0.000609211343868141,0.004900406592361654,3.510388380841545e-18,0.006156495515956569,0.008125490346879703,-112.47972479724797
0.0006571929963228774,0.0006542225908166672,0.005065890946340592,4.659613870426191e-18,0.00637730653348014,0.00837996638175677,-112.31972319723197
0.0006675752192981297,0.0007020769220350081,0.005235117272493977,6.177907171863213e-18,0.006604769413827121,0.008639904470800779,-112.15972159721596
0.0006780222419760736,0.0007529141593125264,0.005408089253008268,8.181435585665588e-18,0.006839025654296876,0.008905320854308748,-111.99971999719997
0.000688531997463941,0.0008068779316244032,0.005584806665338632,1.0822169720157188e-17,0.007080216594426986,0.009176227432006055,-111.83971839718397
0.0006991023589293853,0.0008641155420957169,0.005765265253528165,1.4298676930861598e-17,0.007328483154553281,0.009452631615696424,-111.67971679716797
0.0007097311399257284,0.0009247778123211626,0.005949456602524836,1.8870093621270187e-17,0.007583965554771746,0.009734536184017482,-111.51971519715197
0.0007204160947661599,0.0009890189030819297,0.006137368015864071,2.4874189814063486e-17,0.007846803013712185,0.010021939139622162,-111.35971359713596
0.0007311549189473213,0.0010569961105504615,0.006328982397088557,3.275069506107134e-17,0.008117133426586372,0.010314833569111568,-111.19971199711998
0.0007419452496226498,0.001128869637131594,0.0065242781352795815,4.307137999750005e-17,0.008395093022033869,0.010613207506048798,-111.03971039710397
0.0007527846661258034,0.0012048023361550986,0.0067232289950752986,5.657880103398223e-17,0.008680815997356258,0.010917043797386259,-110.87970879708797
0.0007636706905444655,0.0012849594297105662,0.006925804011552623,7.423613988682752e-17,0.00897443413180773,0.011226319973642715,-110.71970719707197
0.0007746007883447532,0.001369508199000371,0.007131967390348246,9.729123379341787e-17,0.009276076377693468,0.011541008123167213,-110.55970559705597
0.000785572369046422,0.001458617646680826,0.007341678413393003,1.2735873255217217e-16,0.009585868429120377,0.011861074770829117,-110.39970399703996
0.000796582786949002,0.0015524581307652119,0.007554891350631127,1.6652538022462517e-16,0.009903932268345506,0.01218648076147372,-110.23970239702396
0.0008076293419089541,0.001651200969775342,0.007771555378091884,2.1748475893521393e-16,0.010230385689776396,0.012517181148482619,-110.07970079700797
0.0008187092801678847,0.001755018018950479,0.007991614502676317,2.8370952011571837e-16,0.010565341801794964,0.012853125087777228,-109.91969919699197
