0-Bebarova 2008,1-Cheng 2010,2-Cheng 2010,3-Cheng 2011,4-Ge 2008,5-Hoshi 2014,6-Hsueh 2009,7-Hu 2015,8-Juang 2014a,9-Kapplinger 2015,10-Kapplinger 2015,11-Kapplinger 2015,12-Kapplinger 2015,13-Kapplinger 2015,15-Sarhan 2009,16-Shinlapawittayatorn 2011a,17-Shinlapawittayatorn 2011b,18-Tan 2005,19-Tan 2005,20-Tan 2005,21-Tan 2005,22-Tan 2005,23-Tan 2005,24-Tan 2005,25-Tan 2005,26-Tan 2006,27-Watanabe 2011b,28-Watanabe 2011b,29-Zeng 2013,sum,gauss,x
2.0464236979922628e-114,1.57264956380349e-101,7.129154306662477e-130,2.711529848818703e-50,1.0171448923486566e-19,6.986572260406336e-113,8.980291233460895e-45,1.8381838693329933e-11,1.3465582207540724e-284,3.487304164643477e-291,2.7579187881709552e-64,1.573296977843843e-61,1.3961293270949205e-71,7.704422749282343e-148,1.3932616747331883e-50,4.448330538752183e-25,8.704177768543528e-62,2.1355379002739232e-29,5.020103030567552e-97,5.805454730725522e-31,2.2213903629566342e-13,8.73574939115942e-21,1.5040353814596813e-53,9.165370380681946e-34,0.0,1.9199893389552456e-34,1.0902710101112825e-27,3.0653923807200302e-55,7.488780510278915e-34,1.860397784007628e-11,2.531175275664351e-11,-136.79996799968
6.58484988780914e-114,4.691089067518496e-101,3.0659706840618765e-129,4.721663180283473e-50,1.2564263788819593e-19,2.871261907717618e-112,1.6078487809444039e-44,2.0390736371370593e-11,8.18874196896775e-283,2.8392577443357618e-289,6.0717716714474115e-64,3.467000872346574e-61,3.8042277320270616e-71,5.194516162014892e-147,4.983144280589744e-50,6.340867519655828e-25,2.246919470996654e-61,2.907581049106238e-29,1.624624078414776e-96,8.423676262469803e-31,2.525404292934514e-13,1.097026707509746e-20,2.955635409652783e-53,1.3589873136038996e-33,0.0,2.873887537314108e-34,1.5442878946587882e-27,6.913086658062596e-55,1.1228680092296703e-33,2.0643276937277583e-11,2.8641136353478216e-11,-136.639966399664
2.1131876299947513e-113,1.39561885554307e-100,1.3137407532360312e-128,8.210227367064794e-50,1.5510944314279573e-19,1.175345903027947e-111,2.8736103928808603e-44,2.2612563742437975e-11,4.9151492089645035e-281,2.27806742905835e-287,1.3337802170086676e-63,7.622307260821791e-61,1.0332789790078834e-70,3.483168011929129e-146,1.769020176730192e-49,9.027151282462099e-25,5.780954962880138e-61,3.955568713344436e-29,5.240869799352953e-96,1.2209401672851957e-30,2.8700041613378643e-13,1.3767180319409612e-20,5.796766223969802e-53,2.0127888877767222e-33,0.0,4.2968142572754404e-34,2.1850370884393135e-27,1.554761261630964e-54,1.6816679787510694e-33,2.289956432744929e-11,3.239682718488422e-11,-136.479964799648
6.763509413481178e-113,4.1410588989860043e-100,5.608710679284576e-128,1.4255909574965503e-49,1.9137552757563688e-19,4.792287017311747e-111,5.126706748202657e-44,2.5069151432889685e-11,2.9119485327614373e-279,1.8012545692006212e-285,2.9233983222366506e-63,1.671891963457084e-60,2.7975567881290538e-70,2.322886924448088e-145,6.233337820783112e-49,1.2835215774763683e-24,1.4823951554730173e-60,5.376982143670279e-29,1.6852490279411685e-95,1.767723700331497e-30,3.2604663289456954e-13,1.7265675192632507e-20,1.1346523805899284e-52,2.977820330279223e-33,0.0,6.416958804983645e-34,3.088347080997819e-27,3.487074326617156e-54,2.5156240584638457e-33,2.5395198274426743e-11,3.663185595693996e-11,-136.31996319963199
2.1589769022137243e-112,1.225483353840703e-99,2.385767371467328e-127,2.4718052287486304e-49,2.359834427247302e-19,1.946274882866554e-110,9.130130226787109e-44,2.778448803113865e-11,1.7027784772077104e-277,1.4035580562724775e-283,6.393322276845727e-63,3.6586361982932e-60,7.550060954815259e-70,1.5406572781599686e-144,2.180053221967047e-48,1.8226615820152622e-24,3.7886170626062556e-60,7.303328119022342e-29,5.401756832910768e-95,2.5565934782212642e-30,3.7027338281603413e-13,2.1638786314865962e-20,2.216572742284896e-52,4.400643587575938e-33,0.0,9.572332631431715e-34,4.360438189838231e-27,7.799459019487104e-54,3.75876490497843e-33,2.815476167157874e-11,4.140564702777828e-11,-136.159961599616
6.873307145474698e-112,3.6170528544118572e-99,1.0111249870857791e-126,4.279698042533675e-49,2.908195739803329e-19,7.873172551338074e-110,1.6230928832995561e-43,3.078492493448439e-11,9.827885279565776e-276,1.0777857376747156e-281,1.3950831156228964e-62,7.987658734887539e-60,2.0311043417246312e-69,1.0162681970365912e-143,7.567842439771692e-48,2.584992678715824e-24,9.650498719471531e-60,9.911869803511457e-29,1.7259022879853707e-94,3.6934843046598195e-30,4.203498039028658e-13,2.7101479224987908e-20,4.32158704723965e-52,6.49607966725194e-33,0.0,1.4263042342017763e-33,6.149940448444538e-27,1.739696699418583e-53,5.6096856577635326e-33,3.1205275056310896e-11,4.6784763401166934e-11,-135.9999599996
2.1823548355445244e-111,1.0647648924802105e-98,4.269659896462788e-126,7.399316026283192e-49,3.5818937946837576e-19,3.1723390397002116e-109,2.8802997082885783e-43,3.4099399774279407e-11,5.598729346557089e-274,8.156075705933287e-280,3.0374451901202004e-62,1.7398388917913662e-59,5.446584439974839e-69,6.667069075010075e-143,2.607567866980776e-47,3.661533461795666e-24,2.4500284462712383e-59,1.3441351002026446e-28,5.496770551708044e-94,5.330134008254187e-30,4.770290040590991e-13,3.392062604547925e-20,8.409044664316547e-52,9.57864173100107e-33,0.0,2.1228163349919172e-33,8.664598225815237e-27,3.869798762826717e-53,8.362301611855076e-33,3.457642917045218e-11,5.284373532394549e-11,-135.839958399584
6.910776330688134e-111,3.126108309882503e-98,1.7963601531378837e-125,1.2774667109938581e-48,4.409087775511861e-19,1.273191282291413e-108,5.102228364939675e-43,3.775968001845258e-11,3.148084182232779e-272,6.082425937021704e-278,6.59859842703296e-62,3.780835879514966e-59,1.4558830082497021e-68,4.349966365410183e-142,8.917799692540457e-47,5.179849118761435e-24,6.199330910879386e-59,1.821305559046109e-28,1.7450554968666728e-93,7.683644928016205e-30,5.411582741982062e-13,4.2427309121396165e-20,1.6330225072776658e-51,1.4108276348194682e-32,0.0,3.155865819849511e-33,1.2194463321711536e-26,8.584381427279103e-53,1.2451081282795682e-32,3.830083877599207e-11,5.966598148385197e-11,-135.679956799568
2.1825799799517426e-110,9.153891243511637e-98,7.530177872802859e-125,2.2023542362361416e-48,5.424150791762102e-19,5.089697263728634e-108,9.02214932234571e-43,4.180062847982851e-11,1.7471519203544652e-270,4.470119935542351e-276,1.4303088645146872e-61,8.197017735910046e-59,3.879171171338753e-68,2.822676890860874e-141,3.027180794577019e-46,7.318492363034967e-24,1.5634026143880244e-58,2.4658988697897075e-28,5.522314128666755e-93,1.1064294721453449e-29,6.13690501866799e-13,5.303198501464791e-20,3.165044342806077e-51,2.0756849050358795e-32,0.0,4.6863044349215896e-33,1.7144060766879407e-26,1.899045691112573e-52,1.8517495503602832e-32,4.24143195771497e-11,6.734483272737153e-11,-135.519955199552
6.87472539924611e-110,2.6733689854867695e-97,3.1450586460327084e-124,3.791441183637126e-48,6.669015604098233e-19,2.0266300619921356e-107,1.5925315097237656e-42,4.626049259776141e-11,9.570672854666464e-269,3.237488891305762e-274,3.0934481646299903e-61,1.7730181521737826e-58,1.0302951126085544e-67,1.8216324792806622e-140,1.0199468928316263e-45,1.0327056440343515e-23,3.929607477762416e-58,3.3359556435442528e-28,1.741980147158743e-92,1.5915030418593296e-29,6.956969212797974e-13,6.62431604146424e-20,6.122228638822091e-51,3.050467041635822e-32,0.0,6.951016605412268e-33,2.407694863718837e-26,4.189552187889615e-52,2.7507515504212293e-32,4.695619025219628e-11,7.598466922992207e-11,-135.359953599536
2.1596451689629095e-109,7.786880179892003e-97,1.3087718721557908e-123,6.517800139638581e-48,8.1948061027912575e-19,8.037874928166789e-107,2.806040680013833e-42,5.1181219510138973e-11,5.174659069454065e-267,2.31070318670255e-272,6.675606639421206e-61,3.826130222541801e-58,2.7276871993427836e-67,1.1691888873714383e-139,3.410949681443276e-45,1.455398387373611e-23,9.844186480050197e-58,4.509390346118922e-28,5.477413464025826e-92,2.2867490087439316e-29,7.88381350414535e-13,8.269037679102313e-20,1.1819018364012068e-50,4.478047418495524e-32,0.0,1.0298453524025931e-32,3.377737834573902e-26,9.217339376288551e-52,4.0814494680504017e-32,5.196960176273908e-11,8.570218316126676e-11,-135.19995199951998
6.766300897167066e-109,2.262140152293781e-96,5.426388059767913e-123,1.1188640559648174e-47,1.0063813971377065e-18,3.175354681305075e-106,4.9354618258663255e-42,5.660879909332336e-11,2.7615218312652357e-265,1.625274811589977e-270,1.437386344179745e-60,8.237502710504106e-58,7.198428933406175e-67,7.463334751079745e-139,1.1322220793928968e-44,2.0485078870122265e-23,2.4578921088184553e-57,6.090710418225782e-28,1.7167935725924543e-91,3.282137831425986e-29,8.930960820852793e-13,1.0315247753726169e-19,2.2771696529945836e-50,6.566417315077081e-32,0.0,1.5240582293379153e-32,4.7335522351763664e-26,2.0223174752039297e-51,6.048830576323209e-32,5.7501896284963047e-11,9.662778010605054e-11,-135.039950399504
2.1142778985103582e-108,6.554309637352066e-96,2.241658415946955e-122,1.917931853088192e-47,1.235189206098915e-18,1.2494747229682651e-105,8.665418398747828e-42,6.259363732002845e-11,1.4545970045179038e-263,1.12656488791107e-268,3.088098703282405e-60,1.7693781175446452e-57,1.8936124796508986e-66,4.738113810335825e-138,3.730323364852041e-44,2.879677171713321e-23,6.116431570178564e-57,8.219977519263016e-28,5.3637788348703e-91,4.7056803152678573e-29,1.0113596138703097e-12,1.2859234667052378e-19,4.378763454240735e-50,9.618020818573634e-32,0.0,2.2528743308693912e-32,6.626514501592157e-26,4.424853271932134e-51,8.95410856652512e-32,6.360499829770917e-11,1.0890713383274757e-10,-134.879948799488
6.588926927498064e-108,1.894025535823235e-95,9.226557949958228e-122,3.2829826588338996e-47,1.515135049830638e-18,4.8971898602034385e-105,1.5187251404758758e-41,6.919096247007221e-11,7.562482204311919e-262,7.695420978309444e-267,6.61978239119222e-60,3.7917089300982177e-57,4.965405519244331e-66,2.991592115029973e-137,1.2198878190367436e-43,4.0429686990486807e-23,1.5170005912500882e-56,1.1084749051046007e-27,1.6704515186328098e-90,6.739308129750657e-29,1.1448764215508528e-12,1.6019956999411075e-19,8.403296729013536e-50,1.4072147756658145e-31,0.0,3.326428804157831e-32,9.266588435515653e-26,9.655042645670289e-51,1.3239367275760495e-31,7.033584056699819e-11,1.2270291046397286e-10,-134.719947199472
2.0479020021888127e-107,5.458786831994917e-95,3.783743460625321e-121,5.611559502870136e-47,1.8574458918156067e-18,1.9118360340645473e-104,2.657031682097031e-41,7.646126692737693e-11,3.880730745139891e-260,5.180304871706083e-265,1.4158952848553278e-59,8.106597099443189e-57,1.2978621526717514e-65,1.8785536209486966e-136,3.959604988044245e-43,5.669011873835433e-23,3.7499519385892303e-56,1.4935977775093944e-27,5.185696780002903e-90,9.641297767363947e-29,1.2955590025251958e-12,1.9944278780309415e-19,1.6094964786455822e-49,2.056612642611107e-31,0.0,4.9059753081471506e-32,1.2944680632672742e-25,2.1009479910116678e-50,1.955266878346309e-31,7.775682798684762e-11,1.381966796987048e-10,-134.559945599456
6.348125562213048e-107,1.5691261861860668e-94,1.5460208415337084e-120,9.57807256313902e-47,2.2757679004875858e-18,7.434274256877256e-104,4.640258651486828e-41,8.447078750933477e-11,1.9655772903927e-258,3.4365686301728285e-263,3.021714575957841e-59,1.7291451251147243e-56,3.3815253171279846e-65,1.1731921181621028e-135,1.2756818724382942e-42,7.938981071028065e-23,9.238851274016656e-56,2.010916369212059e-27,1.6046879525408133e-89,1.3777898082680918e-28,1.4655524396747915e-12,2.481338945446474e-19,3.0766102294311284e-49,3.0023551014098984e-31,0.0,7.227337620721391e-32,1.8063402062920653e-25,4.559132243882759e-50,2.884289147028562e-31,8.593634247299092e-11,1.5559103248427408e-10,-134.39994399943998
