0-Bebarova 2008,1-Calloe 2011,2-Calloe 2011,3-Calloe 2013,4-Hayashi 2015,5-Kato 2014,6-Liu 2005,7-Watanabe 2011b,8-Young 2005,sum,gauss,x
1.69041780114e-96,0.0,5.09992607832e-193,0.0,1.14124053431e-100,2.6963387848e-08,5.75051307761e-17,2.28747236756e-22,1.63285124951e-14,2.6963404234e-08,1.87073424064e-07,-131.039910399
4.94141439359e-96,0.0,7.07654819817e-192,0.0,4.70056661975e-100,2.92522870702e-08,7.82495943928e-17,3.11797348376e-22,1.85939067121e-14,2.92523057424e-08,2.01149916019e-07,-130.879908799
1.44062302812e-95,0.0,9.74198654839e-191,0.0,1.92749384387e-99,3.17267174725e-08,1.06323022354e-16,4.24546946609e-22,2.11668238447e-14,3.17267387457e-08,2.16238763853e-07,-130.719907199
4.18881603653e-95,0.0,1.33058324665e-189,0.0,7.86874643717e-99,3.44009473124e-08,1.44258778514e-16,5.77451839647e-22,2.40880567843e-14,3.44009715448e-08,2.32409126618e-07,-130.559905599
1.21471412237e-94,0.0,1.80303868634e-188,0.0,3.1980692653e-98,3.72902769975e-08,1.95446053942e-16,7.84589623425e-22,2.74036782683e-14,3.72903045966e-08,2.49734614191e-07,-130.399903999
3.51316649314e-94,0.0,2.42402172656e-187,0.0,1.29401688785e-97,4.04111084582e-08,2.64412073019e-16,1.064893299e-21,3.11657065279e-14,4.04111398883e-08,2.68293553966e-07,-130.239902399
1.01336346279e-93,0.0,3.23322880931e-186,0.0,5.21268866033e-97,4.37810187725e-08,3.57195002858e-16,1.44379778623e-21,3.54328525166e-14,4.37810545625e-08,2.88169272154e-07,-130.079900799
2.91523526816e-93,0.0,4.27863106899e-185,0.0,2.09051550231e-96,4.7418838271e-08,4.81835935446e-16,1.9554350359e-21,4.02713584152e-14,4.74188790242e-08,3.0945039041e-07,-129.919899199
8.3641889548e-93,0.0,5.61748226279e-184,0.0,8.34669919012e-96,5.1344733363e-08,6.49026930419e-16,2.64555720186e-21,4.5755938226e-14,5.1344779768e-08,3.32231138527e-07,-129.759897599
2.39340348794e-92,0.0,7.317235757e-183,0.0,3.31776709383e-95,5.55802943348e-08,8.72963262266e-16,3.57542492586e-21,5.19708325025e-14,5.55803471786e-08,3.56611683957e-07,-129.599895999
6.83045857887e-92,0.0,9.45629157852e-182,0.0,1.31294578252e-94,6.01486283805e-08,1.17246243131e-15,4.82697349404e-21,5.90109906408e-14,6.0148688564e-08,3.82698478967e-07,-129.439894399
1.94413161494e-91,0.0,1.21244802574e-180,0.0,5.1727019267e-94,6.5074458139e-08,1.57243109301e-15,6.50966902222e-21,6.69833956805e-14,6.50745266949e-08,4.10604626252e-07,-129.279892799
5.51878304773e-91,0.0,1.54231781561e-179,0.0,2.02888708515e-93,7.03842260211e-08,2.10578500525e-15,8.76959717785e-21,7.60085482566e-14,7.03843041354e-08,4.40450263875e-07,-129.119891199
1.56243816482e-90,0.0,1.94649408616e-178,0.0,7.92260613285e-93,7.61062046217e-08,2.81595787395e-15,1.18014976807e-20,8.62221282213e-14,7.61062936598e-08,4.7236297043e-07,-128.959889599
4.41168213855e-90,0.0,2.43725388161e-177,0.0,3.07998085983e-92,8.22706135266e-08,3.7601744755e-15,1.58646811879e-20,9.77768545352e-14,8.22707150637e-08,5.06478191346e-07,-128.799887999
1.24235996419e-89,0.0,3.02772844977e-176,0.0,1.19205895109e-91,8.8909742832e-08,5.01371403061e-15,2.13040570313e-20,1.10844566331e-13,8.89098586903e-08,5.42939687305e-07,-128.639886399
3.48925363252e-89,0.0,3.7316554811e-175,0.0,4.59321963224e-91,9.6058083711e-08,6.67545450283e-15,2.85778811871e-20,1.25618550608e-13,9.6058216005e-08,5.81900005769e-07,-128.479884799
9.77371091211e-89,0.0,4.56304372035e-174,0.0,1.76200223657e-90,1.03752466372e-07,8.87507108087e-15,3.82943303867e-20,1.42316144846e-13,1.03752617563e-07,6.23520976658e-07,-128.319883199
2.73041271354e-88,0.0,5.53574641255e-173,0.0,6.72923138768e-90,1.12032205767e-07,1.17823673368e-14,5.12596547458e-20,1.61181645942e-13,1.12032378731e-07,6.67974233229e-07,-128.159881599
7.60744749936e-88,0.0,6.66294477064e-172,0.0,2.55855190753e-89,1.20939255425e-07,1.56193514052e-14,6.85415019419e-20,1.8248956036e-13,1.20939453534e-07,7.15441759293e-07,-127.999879999
2.11393431452e-87,0.0,7.95654838853e-171,0.0,9.68484704793e-89,1.30518369786e-07,2.06758394814e-14,9.15520978427e-20,2.06548234179e-13,1.30518597011e-07,7.66116463892e-07,-127.839878399
5.85849240673e-87,0.0,9.42652605043e-170,0.0,3.64973274535e-88,1.40817275455e-07,2.73295843477e-14,1.22157384909e-19,2.33703905989e-13,1.40817536488e-07,8.20202784637e-07,-127.679876799
1.61928059868e-86,0.0,1.10801873709e-168,0.0,1.36930163108e-87,1.51886851757e-07,3.60721991637e-14,1.62820054944e-19,2.64345230222e-13,1.51887152175e-07,8.77917320921e-07,-127.519875199
4.46375358217e-86,0.0,1.2921442695e-167,0.0,5.11454437024e-87,1.63781321061e-07,4.75424909459e-14,2.16786787752e-19,2.98908323709e-13,1.63781667512e-07,9.39489498282e-07,-127.359873599
1.22721362753e-85,0.0,1.49500751585e-166,0.0,1.90188625341e-86,1.76558449269e-07,6.25692520562e-14,2.88333077105e-19,3.37882393907e-13,1.76558849721e-07,1.00516226521e-06,-127.199871999
3.36497610772e-85,0.0,1.71610641557e-165,0.0,7.04096024087e-86,1.90279756967e-07,8.22261040249e-14,3.83082988405e-19,3.81816013574e-13,1.9028022101e-07,1.07519282376e-06,-127.039870399
9.20207267592e-85,0.0,1.95440030889e-164,0.0,2.59506958802e-85,2.05010741681e-07,1.0790167387e-13,5.08426302404e-19,4.31324113568e-13,2.05011280907e-07,1.14985339533e-06,-126.879868799
2.509754208e-84,0.0,2.20826555918e-163,0.0,9.52216906525e-85,2.20821111726e-07,1.41389242993e-13,6.74062080092e-19,4.87095773122e-13,2.20821740212e-07,1.22943202308e-06,-126.719867199
6.82682203276e-84,0.0,2.47546929823e-162,0.0,3.47850419688e-84,2.3778503216e-07,1.85001084943e-13,8.92706148451e-19,5.49902895356e-13,2.37785767065e-07,1.31423341239e-06,-126.559865599
1.85202920151e-83,0.0,2.753165118e-161,0.0,1.26508276463e-83,2.55981383339e-07,2.41714052793e-13,1.18101088113e-18,6.20609865095e-13,2.55982245664e-07,1.404579811e-06,-126.399863999
5.01093693383e-83,0.0,3.03791376279e-160,0.0,4.58052344095e-83,2.75494032611e-07,3.15354653358e-13,1.56075960131e-18,7.00184296255e-13,2.75495048152e-07,1.50081193022e-06,-126.239862399
1.35217188587e-82,0.0,3.32573080439e-159,0.0,1.65112914979e-82,2.9641211969e-07,4.10833932086e-13,2.06041581562e-18,7.89708987357e-13,2.96413320235e-07,1.60328990894e-06,-126.079860799
3.63903912719e-82,0.0,3.61216195039e-158,0.0,5.92538731075e-82,3.18830356253e-07,5.34445084812e-13,2.71713037629e-18,8.90395216077e-13,3.18831781096e-07,1.71239432205e-06,-125.919859199
9.76749970213e-82,0.0,3.89238511283e-157,0.0,2.11700656699e-81,3.42849340352e-07,6.94239927114e-13,3.57933892909e-18,1.00359751738e-12,3.42851038193e-07,1.82852723496e-06,-125.759857599
2.61470047841e-81,0.0,4.16133674111e-156,0.0,7.53004256278e-81,3.68575886196e-07,9.00504330842e-13,4.71011936544e-18,1.13083010474e-12,3.68577917535e-07,1.95211330587e-06,-125.599855999
6.98075416743e-81,0.0,4.4138583111e-155,0.0,2.66650511137e-80,3.96123369928e-07,1.16635765281e-12,6.1915266422e-18,1.27378511045e-12,3.96125810077e-07,2.08360093777e-06,-125.439854399
1.85876548857e-80,0.0,4.64485737909e-154,0.0,9.40063463463e-80,4.25612091984e-07,1.50850724178e-12,8.1301830176e-18,1.434352839e-12,4.25615034853e-07,2.22346348167e-06,-125.279852799
4.93615416177e-80,0.0,4.84947637501e-153,0.0,3.29945105732e-79,4.57169656663e-07,1.9481965697e-12,1.06644789504e-17,1.61464424749e-12,4.57173219514e-07,2.37220049329e-06,-125.119851199
1.3073584773e-79,0.0,5.023261431e-152,0.0,1.15291150004e-78,4.90931369542e-07,2.51239469672e-12,1.39738379944e-17,1.81701588866e-12,4.90935698967e-07,2.53033904475e-06,-124.959849598
3.45336527843e-79,0.0,5.1623231064e-151,0.0,4.01069849913e-78,5.27040653392e-07,3.23528601499e-12,1.82906234857e-17,2.04409757612e-12,5.27045932794e-07,2.69843509352e-06,-124.799847998
9.09771247295e-79,0.0,5.26348093401e-150,0.0,1.38903702947e-77,5.6564948322e-07,4.16013296493e-12,2.39154225717e-17,2.2988230575e-12,5.656559422e-07,2.87707491034e-06,-124.639846398
2.39036243053e-78,0.0,5.32438429526e-149,0.0,4.78935903448e-77,6.06918841144e-07,5.34160120989e-12,3.12366428095e-17,2.58446401001e-12,6.0692676724e-07,3.06687656835e-06,-124.479844798
6.26378957711e-78,0.0,5.34360321197e-148,0.0,1.64403375652e-76,6.51019191739e-07,6.8486572246e-12,4.07556090134e-17,2.90466770426e-12,6.51028945105e-07,3.26849149534e-06,-124.319843198
1.63701411266e-77,0.0,5.32068415814e-147,0.0,5.6184151908e-76,6.98130978565e-07,8.76817315608e-12,5.3118666787e-17,3.26349871665e-12,6.9814301029e-07,3.48260609132e-06,-124.159841598
4.26687131727e-77,0.0,5.25616785031e-146,0.0,1.91155453429e-75,7.48445142555e-07,1.12094040538e-11,6.9158201165e-17,3.66548510847e-12,7.48460017513e-07,3.70994341346e-06,-123.999839998
1.10919658925e-76,0.0,5.15156804192e-145,0.0,6.47484414284e-75,8.02163662959e-07,1.43095392098e-11,8.99449850965e-17,4.11566953093e-12,8.02182088257e-07,3.95126493064e-06,-123.839838398
2.87573831493e-76,0.0,5.00931248294e-144,0.0,2.18344224672e-74,8.59500121561e-07,1.82405736653e-11,1.16854909408e-16,4.6196657605e-12,8.59522981917e-07,4.20737234983e-06,-123.679836798
7.43587465464e-76,0.0,4.83264926017e-143,0.0,7.33033568157e-74,9.20680290861e-07,2.32177994349e-11,1.51653946073e-16,5.1837212183e-12,9.20708692534e-07,4.47910951638e-06,-123.519835198
1.91759379219e-75,0.0,4.62552356318e-142,0.0,2.45005469989e-73,9.85942746943e-07,2.95102804296e-11,1.96606200667e-16,5.81478608116e-12,9.85978072206e-07,4.76736439075e-06,-123.359833598
4.93199954741e-75,0.0,4.39243140188e-141,0.0,8.1526249147e-73,1.05553950773e-06,3.74537525232e-11,2.54611168171e-16,6.52058965074e-12,1.05558348233e-06,5.07307110368e-06,-123.199831998
1.26511877016e-74,0.0,4.13825784013e-140,0.0,2.70077812118e-72,1.12973669737e-06,4.74664831315e-11,3.29377881196e-16,7.30972471148e-12,1.1297914739e-06,5.39721209239e-06,-123.039830398
3.2365433529e-74,0.0,3.86810784667e-139,0.0,8.90738277254e-72,1.20881523738e-06,6.00687359303e-11,4.25645608332e-16,8.19174067808e-12,1.20888349828e-06,5.74082031993e-06,-122.879828798
8.25797219641e-74,0.0,3.58713788364e-138,0.0,2.9246984019e-71,1.2930715654e-06,7.59066192574e-11,5.49463218182e-16,9.17724640994e-12,1.29315664981e-06,6.1049815802e-06,-122.719827198
2.1013929078e-73,0.0,3.300395876e-137,0.0,9.56052681384e-71,1.38281838208e-06,9.57812552258e-11,7.08542389113e-16,1.02780236531e-11,1.38292444207e-06,6.49083689095e-06,-122.559825598
5.33313977625e-73,0.0,3.01267629171e-136,0.0,3.11137475509e-70,1.47838542696e-06,1.20684395117e-10,9.12703661023e-16,1.15071521611e-11,1.47851761942e-06,6.89958497712e-06,-122.399823998
1.34989667792e-72,0.0,2.72839580169e-135,0.0,1.00807440255e-69,1.5801202839e-06,1.51841830484e-10,1.17443907159e-15,1.28791476456e-11,1.58028500605e-06,7.33248484702e-06,-122.239822398
3.40768897407e-72,0.0,2.45149348938e-134,0.0,3.25164117454e-69,1.6883892168e-06,1.9076621457e-10,1.50962101477e-15,1.44101138149e-11,1.68859439464e-06,7.79085846368e-06,-122.079820798
8.57948516829e-72,0.0,2.18535796177e-133,0.0,1.04419691338e-68,1.8035780363e-06,2.39321222176e-10,1.93839427244e-15,1.6117909875e-11,1.80383347737e-06,8.27609351385e-06,-121.919819198
2.15429098833e-71,0.0,1.93278209532e-132,0.0,3.33835071136e-68,1.92609299794e-06,2.9979934585e-10,2.48629723059e-15,1.80223349979e-11,1.92641082211e-06,8.78964627698e-06,-121.759817598
5.39497404825e-71,0.0,1.69594464049e-131,0.0,1.06255465418e-67,2.0563617327e-06,3.7501606155e-10,3.18566950225e-15,2.01453313976e-11,2.05675689728e-06,9.33304459666e-06,-121.599815998
1.3474610285e-70,0.0,1.47641659682e-130,0.0,3.36697862935e-67,2.19483421013e-06,4.68423607994e-10,4.07741703271e-15,2.25112078066e-11,2.19532514903e-06,9.90789095695e-06,-121.439814398
3.35648665568e-70,0.0,1.27518922432e-129,0.0,1.06218265556e-66,2.34198373507e-06,5.84248222801e-10,5.21322286014e-15,2.51468853096e-11,2.34259313539e-06,1.05158656658e-05,-121.279812798
8.33864518554e-70,0.0,1.09271981515e-128,0.0,3.33601361847e-66,2.49830797811e-06,7.27655378648e-10,6.65831277727e-15,2.8082167668e-11,2.49906372231e-06,1.11587301484e-05,-121.119811198
2.06608375399e-69,0.0,9.28990925418e-128,0.0,1.04310058248e-65,2.66433004065e-06,9.04948379203e-10,8.49491107976e-15,3.1350038462e-11,2.66526634756e-06,1.18383303517e-05,-120.959809598
5.10554618322e-69,0.0,7.83578648837e-127,0.0,3.2470899886e-65,2.84059955479e-06,1.12380662485e-09,1.08265534753e-14,3.49869875872e-11,2.84175835923e-06,1.25566002643e-05,-120.799807998
1.25828307071e-68,0.0,6.55725668424e-126,0.0,1.00631101184e-64,3.02769381866e-06,1.39357096131e-09,1.37834633783e-14,3.90333698688e-11,3.02912643677e-06,1.33155655517e-05,-120.639806398
3.09283218579e-68,0.0,5.44415202396e-125,0.0,3.10484475e-64,3.22621896749e-06,1.72558480174e-09,1.75292458188e-14,4.35337988017e-11,3.22798810362e-06,1.41173473113e-05,-120.479804798
7.58186796577e-68,0.0,4.48442507634e-124,0.0,9.53712153593e-64,3.43681118087e-06,2.13360118897e-09,2.2269211977e-14,4.85375786935e-11,3.4389933419e-06,1.49641659475e-05,-120.319803198
1.85369353931e-67,0.0,3.66481258033e-123,0.0,2.91651697583e-63,3.66013792644e-06,2.63426766553e-09,2.82607192381e-14,5.40991787736e-11,3.66282632154e-06,1.58583451701e-05,-120.159801598
4.52003204364e-67,0.0,2.97142816502e-122,0.0,8.87935590495e-63,3.89689924032e-06,3.24770277452e-09,3.58259994584e-14,6.0278753145e-11,3.90020725768e-06,1.68023161184e-05,-119.999799998
1.0992258912e-66,0.0,2.39027115345e-121,0.0,2.69133762437e-62,4.14782904448e-06,3.99818025697e-09,4.53680552109e-14,6.71427107923e-11,4.15189441282e-06,1.77986216112e-05,-119.839798398
2.66608654431e-66,0.0,1.90764506711e-120,0.0,8.12128339143e-62,4.41369650113e-06,4.91493957586e-09,5.7390334214e-14,7.4764340226e-11,4.41868626244e-06,1.88499205271e-05,-119.679796798
6.44916361387e-66,0.0,1.51048510218e-119,0.0,2.43978137566e-61,4.69530740433e-06,6.03314432257e-09,7.25210508056e-14,8.32244937356e-11,4.70142384567e-06,1.99589923145e-05,-119.519795198
