1-Abriel 2001,2-Abriel 2001,3-Abriel 2001,4-Abriel 2001,5-Abriel 2001,6-Akai 2000,8-Bankston 2007b,9-Baroudi 2000b,10-Baroudi 2001,11-Casini 2007,12-Deschenes 2000,13-Detta 2014,14-Huang 2009,15-Itoh 2005a,16-Itoh 2005b,18-Lin 2008,20-Lupoglazoff 2001,21-Makita 2002,22-Makiyama 2008,23-Mohler 2004,24-Moreau 2013,25-Neu 2010,26-Nguyen 2008,27-Smits 2005a,28-Smits 2005b,29-Viswanathan 2003,30-Wang 2002,31-Wang 2007a,32-Wang 2007b,33-Wang 2008,34-Wedekind 2001,35-Yang 2002,sum,gauss,x
0.0,0.0,0.0,0.0,0.0,0.0,1.678539522726356e-126,3.0963073407275283e-29,2.3962866653560107e-110,8.97688533461401e-142,3.350545645289066e-78,0.0,1.0772313556935952e-45,3.725210248272024e-39,1.1819843969692658e-51,0.0,2.203834690780771e-31,3.441281608684664e-113,2.324955983898134e-133,2.4984145717268253e-281,3.298141524195617e-94,3.2175636859373392e-49,0.0,7.850042890905783e-112,9.54837593652294e-27,1.0840296951643696e-95,4.879124122643672e-110,0.0,8.279962518031338e-41,0.0,4.42763484829947e-36,6.80955532141846e-21,6.809564900977857e-21,5.74248936405813e-26,-136.479964799648
0.0,0.0,0.0,0.0,0.0,0.0,3.783602510063192e-126,3.837531806062867e-29,5.781251176978022e-110,2.5479215096832288e-141,6.498228152540729e-78,0.0,1.5448550799203218e-45,4.9018604862865595e-39,1.7153183516769866e-51,0.0,2.7786410911136156e-31,8.526368521190245e-113,6.5403681701055215e-133,2.171412290183346e-280,7.027117886002861e-94,4.773557816280136e-49,0.0,1.838106075768e-111,1.1467121632260591e-26,2.2053720245459857e-95,1.1845810144708449e-109,0.0,1.1188216240014678e-40,0.0,5.7102284085850564e-36,7.936860462012188e-21,7.936871967787008e-21,6.933411716471245e-26,-136.31996319963199
0.0,0.0,0.0,0.0,0.0,0.0,8.518701041468289e-126,4.7543663970724555e-29,1.392575017381244e-109,7.21946810019974e-141,1.2586890782764703e-77,0.0,2.2139886752579868e-45,6.447234217267386e-39,2.4877549779818747e-51,0.0,3.5019124621848594e-31,2.109119432064534e-112,1.8366022190470246e-132,1.8803200209395615e-279,1.495172402185241e-93,7.076795231630088e-49,0.0,4.2977270544635224e-111,1.376708733123499e-26,4.481329304042823e-95,2.8713939704920633e-109,0.0,1.5109912349193071e-40,0.0,7.36116079035979e-36,9.248026802534723e-21,9.248040617515917e-21,8.368610438395211e-26,-136.159961599616
0.0,0.0,0.0,0.0,0.0,0.0,1.9157339180274468e-125,5.887976143042026e-29,3.3491072448277006e-109,2.0421288820823463e-140,2.4349276660285868e-77,0.0,3.170822532007993e-45,8.475948176969775e-39,3.605789363590662e-51,0.0,4.411614045658884e-31,5.208725059656414e-112,5.148176886947477e-132,1.6223066194138264e-278,3.17695736345962e-93,1.0483600886952265e-48,0.0,1.0034062660463112e-110,1.6523135119563892e-26,9.095282050222663e-95,6.949057660317298e-109,0.0,2.0395372947478145e-40,0.0,9.48528246611914e-36,1.0772580710425205e-20,1.0772597292881257e-20,1.0097626084991176e-25,-135.9999599996
0.0,0.0,0.0,0.0,0.0,0.0,4.3031941285319285e-125,7.289070818111675e-29,8.041798805118189e-109,5.766600732289314e-140,4.704329756374788e-77,0.0,4.538134538722835e-45,1.1137955580544937e-38,5.223035553910352e-51,0.0,5.555320619423217e-31,1.2842656964556966e-111,1.4405132707836763e-131,1.3945876066867133e-277,6.7412057362228355e-93,1.551900008559058e-48,0.0,2.3392923791585615e-110,1.982465234781258e-26,1.8437829705233087e-94,1.6790520580860407e-108,0.0,2.751502868999409e-40,0.0,1.2217022485563395e-35,1.2544714319763321e-20,1.2544734217861921e-20,1.2179929903610694e-25,-135.839958399584
0.0,0.0,0.0,0.0,0.0,0.0,9.654741001829414e-125,9.020093345343818e-29,1.927929043871511e-108,1.6256064253033922e-139,9.077234203452937e-77,0.0,6.490702278835068e-45,1.4629349456065628e-38,7.560934755074085e-51,0.0,6.9926234136747904e-31,3.1613422704758923e-111,4.023523238933783e-131,1.1944565434080484e-276,1.4284658362000607e-92,2.2956009683186226e-48,0.0,5.445802939133488e-110,2.37783351816581e-26,3.7332557518796854e-94,4.050489609741331e-108,0.0,3.71002555820912e-40,0.0,1.5728656155378253e-35,1.4604010506977473e-20,1.4604034376212868e-20,1.4686890748395063e-25,-135.679956799568
0.0,0.0,0.0,0.0,0.0,0.0,2.1636362845412495e-124,1.115790419866483e-28,4.6146905351852194e-108,4.574774807290012e-139,1.7492561809662883e-76,0.0,9.277156902402447e-45,1.920644073914258e-38,1.0938502697427202e-50,0.0,8.798133434629916e-31,7.76929016643916e-111,1.1218149202433898e-130,1.0193107340883e-275,3.0227916621190836e-92,3.3931922790680464e-48,0.0,1.2659281485504232e-109,2.851149879055343e-26,7.550053024016186e-94,9.75564522786528e-108,0.0,4.999797851761616e-40,0.0,2.024086200799254e-35,1.699627854778165e-20,1.6996307171739317e-20,1.7704126778055475e-25,-135.519955199552
0.0,0.0,0.0,0.0,0.0,0.0,4.84308200902782e-124,1.3797072892342434e-28,1.1028280716862196e-107,1.2852358281607067e-138,3.3666454749525783e-76,0.0,1.3250949696861892e-44,2.5204095170166506e-38,1.5815034566616222e-50,0.0,1.1065227354056794e-30,1.9062697339078864e-110,3.122204584107276e-130,8.666715347885507e-275,6.387819771780858e-92,5.011871737457627e-48,0.0,2.938501455950294e-109,3.417601250180997e-26,1.5250938712947763e-93,2.345900508339437e-107,0.0,6.734364242394843e-40,0.0,2.6036195878460386e-35,1.9774517043554584e-20,1.9774551358644363e-20,2.133431625523585e-25,-135.359953599536
0.0,0.0,0.0,0.0,0.0,0.0,1.0828126708968421e-123,1.705391222593916e-28,2.6313991859634053e-107,3.604580392073523e-138,6.471209284411102e-76,0.0,1.8914200984851718e-44,3.305960611172954e-38,2.285137262600513e-50,0.0,1.3910717536189998e-30,4.669609360799832e-110,8.674150429858858e-130,7.34199626111211e-274,1.3480412261876896e-91,7.397259141449869e-48,0.0,6.811025127371815e-109,4.0952976356072874e-26,3.0769997809223326e-93,5.632073258671502e-107,0.0,9.06586759341703e-40,0.0,3.3476280393884704e-35,2.3000023143674804e-20,2.3000064268581388e-20,2.5700555931583134e-25,-135.19995199951998
0.0,0.0,0.0,0.0,0.0,0.0,2.4181251509863e-123,2.107142090053001e-28,6.268726950964412e-107,1.0092189517266526e-137,1.2422745771797304e-75,0.0,2.6979747734425975e-44,4.3343759975844587e-38,3.299774927790885e-50,0.0,1.748067166760562e-30,1.1420100785424027e-109,2.4055699468317564e-129,6.197056797460203e-273,2.8409250426352186e-91,1.0909908932099556e-47,0.0,1.5764085203140005e-108,4.905827689652074e-26,6.2007278441453955e-93,1.3499948632340726e-106,0.0,1.2198059686546553e-39,0.0,4.3023724495274085e-35,2.6743669879682828e-20,2.6743719150422045e-20,3.095037233173278e-25,-135.039950399504
0.0,0.0,0.0,0.0,0.0,0.0,5.393841223643902e-123,2.6025336597369223e-28,1.491027538908001e-106,2.820816712734002e-137,2.381737209474291e-75,0.0,3.8458882464993516e-44,5.680124231060408e-38,4.761965273796017e-50,0.0,2.1957661837008055e-30,2.788383537096383e-109,6.659390414119276e-129,5.211568919837014e-272,5.978916072690396e-91,1.607869602568194e-47,0.0,3.643298737433122e-108,5.874918529665795e-26,1.2480793289959585e-92,3.2307328805765942e-106,0.0,1.6403659617190928e-39,0.0,5.527006195096495e-35,3.1087376617162614e-20,3.10874356287971e-20,3.726051123567338e-25,-134.879948799488
0.0,0.0,0.0,0.0,0.0,0.0,1.2017426678908791e-122,3.2131546017245327e-28,3.5408348404523793e-106,7.87087704334521e-137,4.560518035842024e-75,0.0,5.478533566894139e-44,7.440316836043165e-38,6.867805846924827e-50,0.0,2.756979025603553e-30,6.797172171487604e-109,1.840248240642794e-128,4.3667988326572027e-271,1.2565831170598862e-90,2.367881318923964e-47,0.0,8.407957578359945e-108,7.033219077193578e-26,2.5091465401531806e-92,7.719249926875561e-106,0.0,2.204750026140004e-39,0.0,7.09713455866058e-35,3.6125801278047284e-20,3.6125871934310566e-20,4.484265438616486e-25,-134.719947199472
0.0,0.0,0.0,0.0,0.0,0.0,2.6743530723645376e-122,3.965515241980763e-28,8.395360868537671e-106,2.1924524201895157e-136,8.721247380223471e-75,0.0,7.799035266252072e-44,9.741534412680453e-38,9.898734449830565e-50,0.0,3.4601922171868365e-30,1.654235051712957e-108,5.076259241150251e-128,3.6456047121476362e-270,2.637339654512685e-90,3.4845639945230427e-47,0.0,1.937563564819221e-107,8.41722974422401e-26,5.0384177904872175e-92,1.841425987485405e-105,0.0,2.9617375846313604e-39,0.0,9.109347459814357e-35,4.1968287153820633e-20,4.196837172612988e-20,5.395024060643806e-25,-134.559945599456
0.0,0.0,0.0,0.0,0.0,0.0,5.944563133761526e-122,4.892156693974767e-28,1.9874067535133675e-105,6.096716712096918e-136,1.665662948984459e-74,0.0,1.1094975107091006e-43,1.2748692678458392e-37,1.4258413910422782e-49,0.0,4.34096596601423e-30,4.019382659688274e-108,1.397772920146164e-127,3.0324081806554884e-269,5.527732143082384e-90,5.124085473797317e-47,0.0,4.458524168480607e-107,1.0070405437150064e-25,1.0105240244669713e-91,4.385696239437574e-105,0.0,3.976513026291543e-39,0.0,1.1686989037642667e-34,4.8741101891481706e-20,4.874120308909283e-20,6.488660191903944e-25,-134.39994399943998
0.0,0.0,0.0,0.0,0.0,0.0,1.3198211499921025e-121,6.033006988900071e-28,4.697295129513599e-105,1.6924686911568397e-135,3.1771647625738923e-74,0.0,1.5773231264885811e-43,1.667655265069693e-37,2.0525447822952988e-49,0.0,5.443671753778288e-30,9.750225896576156e-108,3.8419782241122886e-127,2.5131443453491673e-268,1.157001699683405e-89,7.529457622481884e-47,0.0,1.0244623681920289e-106,1.2044463753042374e-25,2.0243398505563494e-91,1.0428646438690521e-104,0.0,5.336135572887531e-39,0.0,1.4987498271766073e-34,5.659001167185222e-20,5.659013272523426e-20,7.8014664873081015e-25,-134.239942399424
0.0,0.0,0.0,0.0,0.0,0.0,2.9268749139758865e-121,7.437038540579481e-28,1.108466641103764e-104,4.69033713630635e-135,6.052522895580439e-74,0.0,2.240907346723105e-43,2.1804656510119246e-37,2.9528673939096853e-49,0.0,6.823652030835141e-30,2.3613653612671908e-107,1.0541408003853386e-126,2.0751949348695184e-267,2.4183941561588412e-89,1.105580648061022e-46,0.0,2.350556060724484e-106,1.4400936022835435e-25,4.0504616211937486e-91,2.4758393105283725e-104,0.0,7.156817012239721e-39,0.0,1.9211744216321946e-34,6.568323980792737e-20,6.568338456781529e-20,9.376851425260771e-25,-134.079940799408
0.0,0.0,0.0,0.0,0.0,0.0,6.4831665720388476e-121,9.164293084221847e-28,2.6116267096039706e-104,1.2976162235639967e-134,1.1515352496072439e-73,0.0,3.181529984839063e-43,2.849669958598569e-37,4.24546364983601e-49,0.0,8.549903387306655e-30,5.709589517269648e-107,2.8871396713909265e-126,1.707308707097769e-266,5.04808028874184e-89,1.6221707653840446e-46,0.0,5.385362425693065e-106,1.7213005668877089e-25,8.09487102925191e-91,5.868432039732636e-104,0.0,9.593599496654903e-39,0.0,2.461589247052357e-34,7.621486607595371e-20,7.621503913098986e-20,1.1266717199655688e-24,-133.919939199392
0.0,0.0,0.0,0.0,0.0,0.0,1.434379721426139e-120,1.1288354561964705e-27,6.143463313629536e-104,3.583828858147947e-134,2.1880745980865467e-73,0.0,4.513952987898734e-43,3.7225644220897806e-37,6.100089242783442e-49,0.0,1.0708408635335689e-29,1.3782873555552955e-106,7.893369131508281e-126,1.3995128903618758e-265,1.0522804545456225e-88,2.3783847935284303e-46,0.0,1.2320518267507945e-105,2.0567686371858087e-25,1.6158448611960078e-90,1.388758786762128e-103,0.0,1.2853217823331428e-38,0.0,3.152648241880895e-34,8.840873117515261e-20,8.840893799156051e-20,1.353310100967081e-24,-133.759937599376
0.0,0.0,0.0,0.0,0.0,0.0,3.169823146634666e-120,1.3899367827893038e-27,1.4428764016477198e-103,9.88113987265974e-134,4.1523227606179395e-73,0.0,6.400102558431809e-43,4.860626209659183e-37,8.759455891598638e-49,0.0,1.3406272940544118e-29,3.3217568935934076e-106,2.1541824280743174e-125,1.1430189799309863e-264,2.1904978685376774e-88,3.48455301020026e-46,0.0,2.8145744234145753e-105,2.4568401997641147e-25,3.221615487247078e-90,3.2812300099271053e-103,0.0,1.721118464405726e-38,0.0,4.0359575346376955e-34,1.0252291993075429e-19,1.0252316701811773e-19,1.6250129432409607e-24,-133.59993599935999
