0-Clatot 2012,1-Cordeiro 2006,2-Hu 2007,3-Keller 2005,4-Pfahnl 2007,5-Ye 2003,sum,gauss,x
1.098750053854181e-39,0.0,0.0,1.9111163464571118e-39,0.0,1.053054056148809e-08,1.053054056148809e-08,4.3042808737052366e-30,-130.39990399904
1.5074598649343164e-39,0.0,0.0,2.5801884917041038e-39,0.0,1.0983694059534137e-08,1.0983694059534137e-08,5.525884719597613e-30,-130.239902399024
2.0669840935758208e-39,0.0,0.0,3.481626784289017e-39,0.0,1.1455492763684662e-08,1.1455492763684662e-08,7.090766658258022e-30,-130.079900799008
2.8325203483490354e-39,0.0,0.0,4.695474322118148e-39,0.0,1.1946665631558982e-08,1.1946665631558982e-08,9.094414065646007e-30,-129.919899198992
3.879300924257526e-39,0.0,0.0,6.329118095474882e-39,0.0,1.2457968473462315e-08,1.2457968473462315e-08,1.1658600197548724e-29,-129.75989759897598
5.309803248989866e-39,0.0,0.0,8.526551174151015e-39,0.0,1.2990184873272446e-08,1.2990184873272446e-08,1.493854334857549e-29,-129.59989599896
7.263533024752565e-39,0.0,0.0,1.1480745262286372e-38,0.0,1.3544127138189868e-08,1.3544127138189868e-08,1.9131994618439177e-29,-129.43989439894398
9.93028995251218e-39,0.0,0.0,1.545016895305055e-38,0.0,1.4120637278151271e-08,1.4120637278151271e-08,2.4490768021187997e-29,-129.279892798928
1.3568144845387462e-38,0.0,0.0,2.0780828552985346e-38,0.0,1.4720588015726908e-08,1.4720588015726908e-08,3.133536194676266e-29,-129.119891198912
1.8527786619552464e-38,0.0,0.0,2.79356615198518e-38,0.0,1.5344883827339453e-08,1.5344883827339453e-08,4.0073491455989425e-29,-128.95988959889598
2.5285476203330014e-38,0.0,0.0,3.753371351703325e-38,0.0,1.599446201665985e-08,1.599446201665985e-08,5.122356560686488e-29,-128.79988799888
3.448762292381995e-38,0.0,0.0,5.040232657420765e-38,0.0,1.6670293821060506e-08,1.6670293821060506e-08,6.544441431477376e-29,-128.63988639886398
4.7011045880417147e-38,0.0,0.0,6.764662087544771e-38,0.0,1.7373385552016172e-08,1.7373385552016172e-08,8.3572909356272e-29,-128.479884798848
6.404438987691815e-38,0.0,0.0,9.074194940451749e-38,0.0,1.8104779770374286e-08,1.8104779770374286e-08,1.066715518385231e-28,-128.31988319883197
8.719805535023913e-38,0.0,0.0,1.2165685266640624e-37,0.0,1.886555649742438e-08,1.886555649742438e-08,1.3608863605966237e-28,-128.15988159881599
1.1865253849290614e-37,0.0,0.0,1.6301648439626188e-37,0.0,1.965683446272957e-08,1.965683446272957e-08,1.7353427506224932e-28,-127.99987999879998
1.613584807320884e-37,0.0,0.0,2.1831970875141964e-37,0.0,2.0479772389690328e-08,2.0479772389690328e-08,2.211764211980817e-28,-127.83987839878398
2.193062888425034e-37,0.0,0.0,2.9222733527845897e-37,0.0,2.133557031984418e-08,2.133557031984418e-08,2.817620792541181e-28,-127.67987679876799
2.9788929927382822e-37,0.0,0.0,3.909445892204013e-37,0.0,2.222547097691699e-08,2.222547097691699e-08,3.5877024456753605e-28,-127.51987519875199
4.043926444255396e-37,0.0,0.0,5.227283443423207e-37,0.0,2.315076117166796e-08,2.315076117166796e-08,4.566047720397899e-28,-127.35987359873599
5.48650930075268e-37,0.0,0.0,6.985594421309541e-37,0.0,2.4112773248590137e-08,2.4112773248590137e-08,5.80837478841107e-28,-127.19987199871998
7.439324785691945e-37,0.0,0.0,9.330333317621688e-37,0.0,2.511288657555218e-08,2.511288657555218e-08,7.385144096306056e-28,-127.03987039870398
1.0081274654996536e-36,0.0,0.0,1.2455392696879717e-36,0.0,2.6152529077485986e-08,2.6152529077485986e-08,9.385414801202076e-28,-126.879868798688
1.3653434201764221e-36,0.0,0.0,1.6618207015084396e-36,0.0,2.723317881525229e-08,2.723317881525229e-08,1.1921698270024097e-27,-126.71986719867199
1.8480464554802504e-36,0.0,0.0,2.216038896950658e-36,0.0,2.83563656108338e-08,2.83563656108338e-08,1.5136063341154888e-27,-126.55986559865599
2.4999331421473896e-36,0.0,0.0,2.9535006287378398e-36,0.0,2.9523672720032147e-08,2.9523672720032147e-08,1.9207812307002386e-27,-126.39986399863999
3.379779999737774e-36,0.0,0.0,3.934261568148274e-36,0.0,3.073673855386845e-08,3.073673855386845e-08,2.4363126842114588e-27,-126.23986239862398
4.5666002563206e-36,0.0,0.0,5.237883896200998e-36,0.0,3.1997258449905866e-08,3.1997258449905866e-08,3.0887183308420073e-27,-126.07986079860798
6.16654761587954e-36,0.0,0.0,6.969714345828633e-36,0.0,3.3306986494744616e-08,3.3306986494744616e-08,3.913936190558124e-27,-125.91985919859198
8.322153260404123e-36,0.0,0.0,9.26916396194096e-36,0.0,3.466773739895403e-08,3.466773739895403e-08,4.957233007103994e-27,-125.75985759857599
1.1224677117379667e-35,0.0,0.0,1.2320621737856777e-35,0.0,3.608138842574063e-08,3.608138842574063e-08,6.275597490569259e-27,-125.59985599855999
1.513061331737113e-35,0.0,0.0,1.636783198317297e-35,0.0,3.754988137466495e-08,3.754988137466495e-08,7.940740155375142e-27,-125.43985439854399
2.0383733621781122e-35,0.0,0.0,2.1732824184860099e-35,0.0,3.9075224621755015e-08,3.9075224621755015e-08,1.004285159871982e-26,-125.27985279852798
2.7444509014723995e-35,0.0,0.0,2.884082299842995e-35,0.0,4.065949521737993e-08,4.065949521737993e-08,1.2695308589522148e-26,-125.11985119851198
3.692935509267813e-35,0.0,0.0,3.8253009296209454e-35,0.0,4.230484104327902e-08,4.230484104327902e-08,1.6040564014070092e-26,-124.95984959849598
4.966294950927511e-35,0.0,0.0,5.070958274680149e-35,0.0,4.40134830301609e-08,4.40134830301609e-08,2.025751475314519e-26,-124.79984799847999
6.674793309670046e-35,0.0,0.0,6.718633365337258e-35,0.0,4.578771743731913e-08,4.578771743731913e-08,2.5570713669650926e-26,-124.63984639846399
8.965771421444132e-35,0.0,0.0,8.896892066370013e-35,0.0,4.762991819572744e-08,4.762991819572744e-08,3.22618814329417e-26,-124.47984479844798
1.2035995885745436e-34,0.0,0.0,1.177503415969696e-34,0.0,4.954253931611421e-08,4.954253931611421e-08,4.068428505748541e-26,-124.31984319843198
1.6148081262545333e-34,0.0,0.0,1.5575876812318486e-34,0.0,5.152811736352928e-08,5.152811736352928e-08,5.1280687929007953e-26,-124.15984159841598
2.165231563959563e-34,0.0,0.0,2.0592510970964937e-34,0.0,5.358927399995425e-08,5.358927399995425e-08,6.4605747075883e-26,-123.99983999839998
2.9015649749351255e-34,0.0,0.0,2.721025317005582e-34,0.0,5.572871859652024e-08,5.572871859652024e-08,8.135394534589053e-26,-123.83983839838399
3.88601773664532e-34,0.0,0.0,3.593538758519264e-34,0.0,5.79492509169386e-08,5.79492509169386e-08,1.0239440862234904e-25,-123.67983679836799
5.201418336161959e-34,0.0,0.0,4.74327777397331e-34,0.0,6.025376387375652e-08,6.025376387375652e-08,1.288142831572803e-25,-123.51983519835198
6.957982269122196e-34,0.0,0.0,6.257505754381766e-34,0.0,6.264524635909826e-08,6.264524635909826e-08,1.6197275016910281e-25,-123.35983359833598
9.302279377649791e-34,0.0,0.0,8.250693065075714e-34,0.0,6.512678615155541e-08,6.512678615155541e-08,2.0356825209249174e-25,-123.19983199831998
1.2429108154175274e-33,0.0,0.0,1.0872917154122895e-33,0.0,6.770157290093766e-08,6.770157290093766e-08,2.557221194819194e-25,-123.03983039830399
1.6597209775358257e-33,0.0,0.0,1.4320830383467198e-33,0.0,7.037290119260275e-08,7.037290119260275e-08,3.2108254686366947e-25,-122.87982879828797
2.215005080749941e-33,0.0,0.0,1.8851972485420163e-33,0.0,7.314417369312272e-08,7.314417369312272e-08,4.0295380336669957e-25,-122.71982719827199
2.9543292741049932e-33,0.0,0.0,2.480343715855561e-33,0.0,7.601890437906726e-08,7.601890437906726e-08,5.054567209733881e-25,-122.55982559825598
3.9381077673218936e-33,0.0,0.0,3.261620382945948e-33,0.0,7.900072185070567e-08,7.900072185070567e-08,6.337279303402401e-25,-122.39982399823998
5.246393035035752e-33,0.0,0.0,4.286683620517071e-33,0.0,8.209337273245939e-08,8.209337273245939e-08,7.941670734731429e-25,-122.23982239822398
6.985195676761515e-33,0.0,0.0,5.6308754957007173e-33,0.0,8.530072516196616e-08,8.530072516196616e-08,9.947433902952118e-25,-122.07982079820798
9.294817304564424e-33,0.0,0.0,7.392594626192451e-33,0.0,8.862677236963134e-08,8.862677236963134e-08,1.2453757457202438e-24,-121.91981919819199
1.236083094409603e-32,0.0,0.0,9.700281420253807e-33,0.0,9.207563635058242e-08,9.207563635058242e-08,1.558403449672697e-24,-121.75981759817599
1.642854127237549e-32,0.0,0.0,1.2721497883232386e-32,0.0,9.565157163095484e-08,9.565157163095484e-08,1.9491692646943742e-24,-121.59981599815998
2.182201586187069e-32,0.0,0.0,1.6674723463834515e-32,0.0,9.935896913046838e-08,9.935896913046838e-08,2.4367409658325812e-24,-121.43981439814398
2.8969117056053697e-32,0.0,0.0,2.1844670823595227e-32,0.0,1.0320236012328417e-07,1.0320236012328417e-07,3.044803925158424e-24,-121.27981279812798
3.843440637301402e-32,0.0,0.0,2.860216077130345e-32,0.0,1.0718642029914044e-07,1.0718642029914044e-07,3.8027646949325416e-24,-121.11981119811198
5.096237090180241e-32,0.0,0.0,3.7429899105262176e-32,0.0,1.1131597392681339e-07,1.1131597392681339e-07,4.747114772412273e-24,-120.95980959809597
6.753417493600363e-32,0.0,0.0,4.8955889254578143e-32,0.0,1.1559599812194518e-07,1.1559599812194518e-07,5.92311502814702e-24,-120.79980799807998
8.944212322318685e-32,0.0,0.0,6.399671842776308e-32,0.0,1.2003162722134058e-07,1.2003162722134058e-07,7.386875135276735e-24,-120.63980639806398
1.1838730367740695e-31,0.0,0.0,8.36136035434552e-32,0.0,1.246281572658117e-07,1.246281572658117e-07,9.207919319380246e-24,-120.47980479804798
1.5660754668450434e-31,0.0,0.0,1.0918491764116535e-31,0.0,1.2939105059372602e-07,1.2939105059372602e-07,1.1472350551227196e-23,-120.31980319803198
2.0704501122379243e-31,0.0,0.0,1.4249999039185417e-31,0.0,1.343259405473874e-07,1.343259405473874e-07,1.4286750774437967e-23,-120.15980159801597
2.735655352111365e-31,0.0,0.0,1.8588035512392316e-31,0.0,1.3943863629443764e-07,1.3943863629443764e-07,1.7782985926956947e-23,-119.99979999799999
3.6124556329843346e-31,0.0,0.0,2.423363856295275e-31,0.0,1.4473512776646467e-07,1.4473512776646467e-07,2.2124122633534988e-23,-119.83979839798398
4.767472415758788e-31,0.0,0.0,3.1576953908766187e-31,0.0,1.5022159071704013e-07,1.5022159071704013e-07,2.751171004170081e-23,-119.67979679796798
6.288084707128675e-31,0.0,0.0,4.112333374865836e-31,0.0,1.5590439190141999e-07,1.5590439190141999e-07,3.419473720087553e-23,-119.51979519795198
8.288827576431061e-31,0.0,0.0,5.352699586678039e-31,0.0,1.6179009438017157e-07,1.6179009438017157e-07,4.248064589728861e-23,-119.35979359793598
1.0919741440985415e-30,0.0,0.0,6.9634409888831055e-31,0.0,1.6788546294899626e-07,1.6788546294899626e-07,5.274886369350338e-23,-119.19979199791997
1.4377260190711602e-30,0.0,0.0,9.054019040955619e-31,0.0,1.74197469697056e-07,1.74197469697056e-07,6.546742540331576e-23,-119.03979039790397
1.8918401456390828e-30,0.0,0.0,1.176590619737779e-30,0.0,1.8073329969610465e-07,1.8073329969610465e-07,8.121337739128172e-23,-118.87978879788798
2.4879249156728707e-30,0.0,0.0,1.5281846537873714e-30,0.0,1.8750035682277646e-07,1.8750035682277646e-07,1.0069781280842316e-22,-118.71978719787198
3.269901189478201e-30,0.0,0.0,1.9837765893281958e-30,0.0,1.9450626971635319e-07,1.9450626971635319e-07,1.2479657308397153e-22,-118.55978559785598
4.295132013177291e-30,0.0,0.0,2.5738080907942248e-30,0.0,2.0175889787441193e-07,2.0175889787441193e-07,1.5458787886012358e-22,-118.39978399783998
5.63849151952666e-30,0.0,0.0,3.3375365999137135e-30,0.0,2.0926633788870053e-07,2.0926633788870053e-07,1.9139843076494807e-22,-118.23978239782397
7.397651602397085e-30,0.0,0.0,4.3255604567061194e-30,0.0,2.1703692982366026e-07,2.1703692982366026e-07,2.368598574714689e-22,-118.07978079780798
9.699946615275938e-30,0.0,0.0,5.60305918634054e-30,0.0,2.2507926373999414e-07,2.2507926373999414e-07,2.929777980889972e-22,-117.91977919779198
1.2711281648895996e-29,0.0,0.0,7.253949168377478e-30,0.0,2.3340218636570065e-07,2.3340218636570065e-07,3.6221640342367815e-22,-117.75977759777598
1.664768565280909e-29,0.0,0.0,9.386210293249283e-30,0.0,2.420148079170203e-07,2.420148079170203e-07,4.47601644565868e-22,-117.59977599775998
2.1790285448657068e-29,0.0,0.0,1.2138709735070917e-29,0.0,2.5092650907171635e-07,2.5092650907171635e-07,5.528475499879554e-22,-117.43977439774397
2.8504701646386923e-29,0.0,0.0,1.5689938714227952e-29,0.0,2.601469480971715e-07,2.601469480971715e-07,6.825103808637757e-22,-117.27977279772797
3.726615684230989e-29,0.0,0.0,2.0269192259612202e-29,0.0,2.6968606813572756e-07,2.6968606813572756e-07,8.42176831199126e-22,-117.11977119771197
4.869195845197333e-29,0.0,0.0,2.6170867054435735e-29,0.0,2.795541046497751e-07,2.795541046497751e-07,1.0386936438196646e-21,-116.95976959769598
6.358349639003323e-29,0.0,0.0,3.377273674030564e-29,0.0,2.897615930290355e-07,2.897615930290355e-07,1.2804476125422967e-21,-116.79976799767998
8.298050930552627e-29,0.0,0.0,4.355929802709285e-29,0.0,3.003193763625296e-07,3.003193763625296e-07,1.5777068518323624e-21,-116.63976639766398
1.0823116021408636e-28,0.0,0.0,5.615157783240949e-29,0.0,3.1123861337771277e-07,3.1123861337771277e-07,1.9430365263442644e-21,-116.47976479764797
1.4108247164217725e-28,0.0,0.0,7.234516814721888e-29,0.0,3.22530786549267e-07,3.22530786549267e-07,2.3918050262289072e-21,-116.31976319763197
1.8379696368198492e-28,0.0,0.0,9.315873245701654e-29,0.0,3.342077103800122e-07,3.342077103800122e-07,2.9427999488418622e-21,-116.15976159761598
2.393029945176017e-28,0.0,0.0,1.1989583190439531e-28,0.0,3.4628153985645997e-07,3.4628153985645997e-07,3.618977322249808e-21,-115.99975999759997
3.113884224946867e-28,0.0,0.0,1.5422368443691185e-28,0.0,3.5876477908143114e-07,3.5876477908143114e-07,4.448372423259506e-21,-115.83975839758398
4.049499195766442e-28,0.0,0.0,1.9827343811319998e-28,0.0,3.7167029008629057e-07,3.7167029008629057e-07,5.46520647361308e-21,-115.67975679756798
5.2631373079232685e-28,0.0,0.0,2.547677636231817e-28,0.0,3.850113018251865e-07,3.850113018251865e-07,6.711230647552274e-21,-115.51975519755197
6.83648099938736e-28,0.0,0.0,3.271831176991929e-28,0.0,3.9880141935382955e-07,3.9880141935382955e-07,8.237357437925963e-21,-115.35975359753597
8.87493231247369e-28,0.0,0.0,4.19955982422002e-28,0.0,4.1305463319521127e-07,4.1305463319521127e-07,1.0105639800705117e-20,-115.19975199751997
1.1514418637669348e-27,0.0,0.0,5.3874485097361425e-28,0.0,4.2778532889474016e-07,4.2778532889474016e-07,1.2391670981534268e-20,-115.03975039750398
1.4930127234468313e-27,0.0,0.0,6.907628406647392e-28,0.0,4.4300829676720317e-07,4.4300829676720317e-07,1.5187492944283753e-20,-114.87974879748798
1.934770824480408e-27,0.0,0.0,8.85199735377024e-28,0.0,4.5873874183797385e-07,4.5873874183797385e-07,1.8605119374479953e-20,-114.71974719747197
2.5057634971156346e-27,0.0,0.0,1.1337572005144257e-27,0.0,4.7499229398086135e-07,4.7499229398086135e-07,2.278080092229349e-20,-114.55974559745597
3.243359985976187e-27,0.0,0.0,1.4513271356586654e-27,0.0,4.917850182549871e-07,4.917850182549871e-07,2.788018639976246e-20,-114.39974399743997
4.1956065820703914e-27,0.0,0.0,1.8568509609913447e-27,0.0,5.091334254430227e-07,5.091334254430227e-07,3.410456491381454e-20,-114.23974239742398
5.424239903137487e-27,0.0,0.0,2.3744074833900293e-27,0.0,5.270544827931667e-07,5.270544827931667e-07,4.1698411424795554e-20,-114.07974079740796
7.008539865104246e-27,0.0,0.0,3.0345893702326053e-27,0.0,5.455656249670823e-07,5.455656249670823e-07,5.0958503190949623e-20,-113.91973919739198
9.050253295533817e-27,0.0,0.0,3.876243815292995e-27,0.0,5.646847651962032e-07,5.646847651962032e-07,6.22449284481948e-20,-113.75973759737597
1.1679881809300985e-26,0.0,0.0,4.948672513982486e-27,0.0,5.844303066485156e-07,5.844303066485156e-07,7.5994373214766e-20,-113.59973599735997
1.5064707005866444e-26,0.0,0.0,6.3144105767507504e-27,0.0,6.048211540081394e-07,6.048211540081394e-07,9.273614936542126e-20,-113.43973439734397
1.941902667947595e-26,0.0,0.0,8.05273475071613e-27,0.0,6.258767252698337e-07,6.258767252698337e-07,1.1311151954403975e-19,-113.27973279732797
2.501720313063329e-26,0.0,0.0,1.0264089851309409e-26,0.0,6.476169637505858e-07,6.476169637505858e-07,1.3789698499499422e-19,-113.11973119731198
3.221028584472842e-26,0.0,0.0,1.3075670573885055e-26,0.0,6.700623503203914e-07,6.700623503203914e-07,1.6803233446023873e-19,-112.95972959729598
4.1447174588332804e-26,0.0,0.0,1.6648456284752642e-26,0.0,6.932339158542559e-07,6.932339158542559e-07,2.04654410028452e-19,-112.79972799727997
5.330154646345972e-26,0.0,0.0,2.118607200171467e-26,0.0,7.171532539074745e-07,7.171532539074745e-07,2.491377341227086e-19,-112.63972639726397
6.850609559976517e-26,0.0,0.0,2.6945943324306436e-26,0.0,7.418425336161155e-07,7.418425336161155e-07,3.031433664719249e-19,-112.47972479724797
8.799604446444152e-26,0.0,0.0,3.425333123835826e-26,0.0,7.673245128246394e-07,7.673245128246394e-07,3.6867762780219345e-19,-112.31972319723197
1.1296440320218196e-25,0.0,0.0,4.3518980309377715e-26,0.0,7.936225514425029e-07,7.936225514425029e-07,4.48162646251882e-19,-112.15972159721596
1.449321055373675e-25,0.0,0.0,5.526129801400371e-26,0.0,8.207606250315488e-07,8.207606250315488e-07,5.445210628030577e-19,-111.99971999719997
1.8583697110844648e-25,0.0,0.0,7.013421280194768e-26,0.0,8.487633386259365e-07,8.487633386259365e-07,6.61277684746425e-19,-111.83971839718397
