0-Bebarova 2008,1-Calloe 2011,2-Calloe 2011,3-Calloe 2013,4-Hayashi 2015,5-Kato 2014,7-Watanabe 2011b,8-Young 2005,sum,gauss,x
3.75774226392234e-93,0.0,0.0,0.0,1.4635497734897437e-37,1.6312297979587615e-18,2.4817340871782356e-217,2.5751590541510077e-63,1.6312297979587615e-18,3.916352126867468e-25,-129.75989759897598
7.415308786094786e-93,0.0,0.0,0.0,1.969993179941811e-37,1.8985139918576547e-18,1.326410294734656e-216,4.0754954664958435e-63,1.8985139918576547e-18,4.703370114293731e-25,-129.59989599896
1.4616686508934662e-92,0.0,0.0,0.0,2.650217417064243e-37,2.208881387297737e-18,7.06911701764812e-216,6.445072851755426e-63,2.208881387297737e-18,5.646757936361063e-25,-129.43989439894398
2.8779686943330717e-92,0.0,0.0,0.0,3.5633447366261624e-37,2.569158668968309e-18,3.7567916187955447e-215,1.0184654657178292e-62,2.569158668968309e-18,6.777223062588878e-25,-129.279892798928
5.660315505367168e-92,0.0,0.0,0.0,4.788436495337134e-37,2.9872350426977282e-18,1.9908277728683347e-214,1.6081843981928487e-62,2.9872350426977282e-18,8.131431029650811e-25,-129.119891198912
1.1120201433214263e-91,0.0,0.0,0.0,6.431157998603728e-37,3.4722245331893885e-18,1.0519980234072743e-213,2.5374438565998406e-62,3.4722245331893885e-18,9.753147198678883e-25,-128.95988959889598
2.1822379795274956e-91,0.0,0.0,0.0,8.632650963952732e-37,4.034652587653545e-18,5.543203285251978e-213,4.000627348780744e-62,4.034652587653545e-18,1.169459452257167e-24,-128.79988799888
4.277687026527871e-91,0.0,0.0,0.0,1.1581338081601789e-36,4.686670550335059e-18,2.9125362298190406e-212,6.302760687579983e-62,4.686670550335059e-18,1.4018067652235402e-24,-128.63988639886398
8.375935882652461e-91,0.0,0.0,0.0,1.5528619656711393e-36,5.442302084402061e-18,1.5259718276809047e-211,9.922122756629695e-62,5.442302084402061e-18,1.6797851137408242e-24,-128.479884798848
1.6382309356005612e-90,0.0,0.0,0.0,2.0809733642364278e-36,6.3177262008045245e-18,7.9723497661313e-211,1.5608078277844735e-61,6.3177262008045245e-18,2.012249825280466e-24,-128.31988319883197
3.200621675871121e-90,0.0,0.0,0.0,2.787146168113718e-36,7.33160221831838e-18,4.1532762721734566e-210,2.453382897204697e-61,7.33160221831838e-18,2.409753734487672e-24,-128.15988159881599
6.2461297637503194e-90,0.0,0.0,0.0,3.730890685873637e-36,8.50544273617376e-18,2.1575454177630404e-209,3.853472754620376e-61,8.50544273617376e-18,2.884868483232391e-24,-127.99987999879998
1.217601301838249e-89,0.0,0.0,0.0,4.991428553419523e-36,9.864041562976143e-18,1.1176188579516712e-208,6.04797952649158e-61,9.864041562976143e-18,3.45256584379821e-24,-127.83987839878398
2.3709186122047043e-89,0.0,0.0,0.0,6.674162076966354e-36,1.1435964527307527e-17,5.772874874962756e-208,9.485044925824793e-61,1.1435964527307527e-17,4.1306701273053325e-24,-127.67987679876799
4.611536273906685e-89,0.0,0.0,0.0,8.919247066093608e-36,1.3254112212546419e-17,2.9734128670324413e-207,1.486413128546902e-60,1.3254112212546419e-17,4.9403947497217434e-24,-127.51987519875199
8.959670804921565e-89,0.0,0.0,0.0,1.1912946592031684e-35,1.5356364929263495e-17,1.5271543629185e-206,2.3276127801301403e-60,1.5356364929263495e-17,5.906978398100539e-24,-127.35987359873599
1.7388251701634976e-88,0.0,0.0,0.0,1.5902659153338326e-35,1.7786321683662112e-17,7.821234490759468e-206,3.6421094603653614e-60,1.7786321683662112e-17,7.060439033496733e-24,-127.19987199871998
3.3708328998388996e-88,0.0,0.0,0.0,2.1216798993643003e-35,2.0594146543197727e-17,3.994223156102738e-205,5.694640535915024e-60,2.0594146543197727e-17,8.436467258890504e-24,-127.03987039870398
6.527336029188991e-88,0.0,0.0,0.0,2.829108011321003e-35,2.383753766701828e-17,2.0340142547452574e-204,8.89714557924253e-60,2.383753766701828e-17,1.0077484457825669e-23,-126.879868798688
1.2625603854782162e-87,0.0,0.0,0.0,3.770324675992736e-35,2.7582836388979367e-17,1.0328572636514558e-203,1.3890124506299318e-59,2.7582836388979367e-17,1.2033895674910228e-23,-126.71986719867199
2.439415546760571e-87,0.0,0.0,0.0,5.021893839843166e-35,3.190629614814984e-17,5.229874564571291e-203,2.16686892195339e-59,3.190629614814984e-17,1.4365572583042016e-23,-126.55986559865599
4.708004365999263e-87,0.0,0.0,0.0,6.68522240987367e-35,3.689553379386456e-17,2.640625945239086e-202,3.3777710046612023e-59,3.689553379386456e-17,1.7143608205129592e-23,-126.39986399863999
9.076227380808862e-87,0.0,0.0,0.0,8.89454523764707e-35,4.265118889214894e-17,1.32949634660951e-201,5.261369782025996e-59,4.265118889214894e-17,2.045239249522518e-23,-126.23986239862398
1.7477983253724907e-86,0.0,0.0,0.0,1.1827451928252381e-34,4.9288820175834124e-17,6.674704740291779e-201,8.18914402613886e-59,4.9288820175834124e-17,2.4392066628699007e-23,-126.07986079860798
3.361976793024467e-86,0.0,0.0,0.0,1.571875664014209e-34,5.694107226624981e-17,3.34150118034055e-200,1.2736475155892348e-58,5.694107226624981e-17,2.9081424129649457e-23,-125.91985919859198
6.45974753044764e-86,0.0,0.0,0.0,2.08787620208568e-34,6.576015031099886e-17,1.6680759749542985e-199,1.979388563136996e-58,6.576015031099886e-17,3.4661339041009794e-23,-125.75985759857599
1.2398062427394485e-85,0.0,0.0,0.0,2.771729559655708e-34,7.592064529900576e-17,8.303375619945099e-199,3.0738588476754917e-58,7.592064529900576e-17,4.129881552857972e-23,-125.59985599855999
2.376892465361219e-85,0.0,0.0,0.0,3.6775324885569496e-34,8.762275860803212e-17,4.1215273920266416e-198,4.76988430434407e-58,8.762275860803212e-17,4.9191769966757504e-23,-125.43985439854399
4.551794953892583e-85,0.0,0.0,0.0,4.876651695154092e-34,1.0109598089862672e-16,2.0399820465454714e-197,7.396100944595319e-58,1.0109598089862672e-16,5.85746761046522e-23,-125.27985279852798
8.70709508246811e-85,0.0,0.0,0.0,6.463183902231876e-34,1.1660328788989486e-16,1.0068369580071209e-196,1.145958459749225e-57,1.1660328788989486e-16,6.972522685134499e-23,-125.11985119851198
1.6637241662452606e-84,0.0,0.0,0.0,8.561125116662857e-34,1.344459239468112e-16,4.955147664985185e-196,1.7742139124747716e-57,1.344459239468112e-16,8.297219312654435e-23,-124.95984959849598
3.175461150349035e-84,0.0,0.0,0.0,1.1333778742304003e-33,1.5496885390025546e-16,2.4317487549457813e-195,2.744821748468749e-57,1.5496885390025546e-16,9.870469177279672e-23,-124.79984799847999
6.054101858743613e-84,0.0,0.0,0.0,1.4996094600935282e-33,1.7856697424821293e-16,1.1899958642014169e-194,4.2431987283383055e-57,1.7856697424821293e-16,1.1738311150583283e-22,-124.63984639846399
1.1529489663090939e-83,0.0,0.0,0.0,1.983084262911036e-33,2.0569218700663381e-16,5.80679976540103e-194,6.554561740072755e-57,2.0569218700663381e-16,1.3955198921007156e-22,-124.47984479844798
2.1932487266960325e-83,0.0,0.0,0.0,2.6209800795653074e-33,2.368614531662824e-16,2.82548429686574e-193,1.011730879086561e-56,2.368614531662824e-16,1.6585517963940185e-22,-124.31984319843198
4.167572162197315e-83,0.0,0.0,0.0,3.462149581244075e-33,2.726659581645297e-16,1.3709246775875592e-192,1.5604771451606563e-56,2.726659581645297e-16,1.970537210098167e-22,-124.15984159841598
7.910352044999662e-83,0.0,0.0,0.0,4.570750234603345e-33,3.1378153921968237e-16,6.632831108141322e-192,2.405032113352643e-56,3.1378153921968237e-16,2.34046868528074e-22,-123.99983999839998
1.499774400207954e-82,0.0,0.0,0.0,6.030991387305627e-33,3.6098054404687365e-16,3.1999922952634964e-191,3.703867203863185e-56,3.6098054404687365e-16,2.7789684928798514e-22,-123.83983839838399
2.8403607433743263e-82,0.0,0.0,0.0,7.95333877300353e-33,4.15145312657312e-16,1.5394428649397294e-190,5.6998180899828295e-56,4.15145312657312e-16,3.298579871617323e-22,-123.67983679836799
5.373268070099336e-82,0.0,0.0,0.0,1.0482619219713065e-32,4.772834989463624e-16,7.384870198801861e-190,8.76471186905859e-56,4.772834989463624e-16,3.9141095762126103e-22,-123.51983519835198
1.0153621149819764e-81,0.0,0.0,0.0,1.3808601432162724e-32,5.485454769495008e-16,3.5325377065892402e-189,1.3467449394729655e-55,5.485454769495008e-16,4.643030625259418e-22,-123.35983359833598
1.9165530418725203e-81,0.0,0.0,0.0,1.8179801368476405e-32,6.302441083779275e-16,1.684982501011387e-188,2.0677790042102833e-55,6.302441083779275e-16,5.50595566926534e-22,-123.19983199831998
3.613584145998568e-81,0.0,0.0,0.0,2.3921484573180355e-32,7.238771837721511e-16,8.014356045247647e-188,3.1724438969805557e-55,7.238771837721511e-16,6.527193174906854e-22,-123.03983039830399
6.805702208436117e-81,0.0,0.0,0.0,3.1459127869198813e-32,8.31152889821992e-16,3.8010756989587825e-187,4.863566295828094e-55,8.31152889821992e-16,7.735400694703714e-22,-122.87982879828797
1.2803395258662673e-80,0.0,0.0,0.0,4.134897840668003e-32,9.540187006362085e-16,1.7976662038348839e-186,7.45052352092787e-55,9.540187006362085e-16,9.164351911088067e-22,-122.71982719827199
2.4059954669519507e-80,0.0,0.0,0.0,5.431783416494518e-32,1.0946941416174126e-15,8.477664734213958e-186,1.140485584749708e-54,1.0946941416174126e-15,1.0853836967216515e-21,-122.55982559825598
4.516290794691725e-80,0.0,0.0,0.0,7.131479874414518e-32,1.2557079317828653e-15,3.9866496401179554e-185,1.7444714690452688e-54,1.2557079317828653e-15,1.2850718889963504e-21,-122.39982399823998
8.468108835816721e-80,0.0,0.0,0.0,9.357857604137208e-32,1.439940074632793e-15,1.8694099566018455e-184,2.6662999333681394e-54,1.439940074632793e-15,1.521017275019368e-21,-122.23982239822398
1.5860190729263398e-79,0.0,0.0,0.0,1.227249204175418e-31,1.650669539848635e-15,8.741091805317954e-184,4.072163370211845e-54,1.6506695398486353e-15,1.7997138680712063e-21,-122.07982079820798
2.9672068381197e-79,0.0,0.0,0.0,1.6086021368012899e-31,1.8916282591491006e-15,4.07559912566759e-183,6.214589466389256e-54,1.8916282591491006e-15,2.1288025086680146e-21,-121.91981919819199
5.545039926582951e-79,0.0,0.0,0.0,2.1072888960116167e-31,2.1670622505981543e-15,1.8948807683192113e-182,9.476997290259833e-54,2.1670622505981547e-15,2.5172704456640397e-21,-121.75981759817599
1.0350920545911847e-78,0.0,0.0,0.0,2.7590468273803753e-31,2.4818007877150408e-15,8.784902876703745e-182,1.444109512150526e-53,2.481800787715041e-15,2.9756851253622325e-21,-121.59981599815998
1.930059569006445e-78,0.0,0.0,0.0,3.6103858603775705e-31,2.8413346441942956e-15,4.0612216208888383e-181,2.1988750988792395e-53,2.841334644194296e-15,3.516467959621068e-21,-121.43981439814398
3.594842706080039e-78,0.0,0.0,0.0,4.721801470946865e-31,3.2519045733590145e-15,1.872151816022558e-180,3.3455848895834074e-53,3.251904573359015e-15,4.154214801549333e-21,-121.27981279812798
6.688157818973536e-78,0.0,0.0,0.0,6.17193554461672e-31,3.720601325258059e-15,8.605776962766642e-180,5.086447978601254e-53,3.7206013252580596e-15,4.906070971159658e-21,-121.11981119811198
1.2429411703629826e-77,0.0,0.0,0.0,8.062961686004257e-31,4.255478665394808e-15,3.944607150835105e-179,7.727307957826974e-53,4.255478665394809e-15,5.792169968313128e-21,-120.95980959809597
2.3073425525156617e-77,0.0,0.0,0.0,1.0527551280911734e-30,4.865681039426189e-15,1.8029433370146097e-178,1.1730401967518951e-52,4.86568103942619e-15,6.836146515375111e-21,-120.79980799807998
4.278494897496961e-77,0.0,0.0,0.0,1.3737879111848652e-30,5.561587730051328e-15,8.217222504974854e-178,1.779379687317702e-52,5.56158773005133e-15,8.065736320693247e-21,-120.63980639806398
7.924783423271981e-77,0.0,0.0,0.0,1.7917258958536052e-30,6.3549755781680455e-15,3.734501727510652e-177,2.697089901737722e-52,6.354975578168047e-15,9.513476985005161e-21,-120.47980479804798
1.4662270483750246e-76,0.0,0.0,0.0,2.3355168563814215e-30,7.259202592990716e-15,1.6924074607886994e-176,4.085011445995297e-52,7.259202592990717e-15,1.1217526830935478e-20,-120.31980319803198
2.7097703882688448e-76,0.0,0.0,0.0,3.0426640063381415e-30,8.289415058231173e-15,7.647893762657189e-176,6.182472493745287e-52,8.289415058231176e-15,1.3222621172530734e-20,-120.15980159801597
5.002432061816811e-76,0.0,0.0,0.0,3.961726980608486e-30,9.462781057038586e-15,3.4462232697046e-175,9.349796710230423e-52,9.46278105703859e-15,1.5581188717019976e-20,-119.99979999799999
9.224595825520254e-76,0.0,0.0,0.0,5.155545745011711e-30,1.0798753690946291e-14,1.5484943439818422e-174,1.4129057871813248e-51,1.0798753690946296e-14,1.8354654473613418e-20,-119.83979839798398
1.6991469298845098e-75,0.0,0.0,0.0,6.705394000966364e-30,1.2319367661730586e-14,6.938098879837279e-174,2.1335130322879644e-51,1.2319367661730592e-14,2.1614959813702493e-20,-119.67979679796798
3.1263094579822114e-75,0.0,0.0,0.0,8.716326979709741e-30,1.4049573324488885e-14,3.099816569348629e-173,3.219203686784864e-51,1.4049573324488895e-14,2.5446335275127217e-20,-119.51979519795198
5.745799071037116e-75,0.0,0.0,0.0,1.1324063116883668e-29,1.6017612810505704e-14,1.3810078730973178e-172,4.853697132107369e-51,1.6017612810505716e-14,2.994736743603181e-20,-119.35979359793598
1.0548394071193918e-74,0.0,0.0,0.0,1.470383444502896e-29,1.8255443365236206e-14,6.13509034332315e-172,7.312534871731331e-51,1.825544336523622e-14,3.523340782333304e-20,-119.19979199791997
1.9343706680106036e-74,0.0,0.0,0.0,1.9081762338222774e-29,2.0799213656330112e-14,2.717755723675376e-171,1.1008655656468756e-50,2.079921365633013e-14,4.1439379507574074e-20,-119.03979039790397
3.543320943029736e-74,0.0,0.0,0.0,2.47494707344076e-29,2.3689799485892405e-14,1.2005065239098049e-170,1.656043289367618e-50,2.368979948589243e-14,4.872304593195505e-20,-118.87978879788798
6.483338919584759e-74,0.0,0.0,0.0,3.2082847350073784e-29,2.69734060979139e-14,5.2879005493052214e-170,2.4893166454948446e-50,2.6973406097913933e-14,5.726881681521894e-20,-118.71978719787198
1.1849619363445477e-73,0.0,0.0,0.0,4.1566116372677483e-29,3.070224511436722e-14,2.322558606686548e-169,3.739036127757443e-50,3.0702245114367266e-14,6.7292177870538e-20,-118.55978559785598
2.1633536260789295e-73,0.0,0.0,0.0,5.382270849281313e-29,3.4935295071322286e-14,1.0172196321363493e-168,5.611904089669376e-50,3.493529507132234e-14,7.904484484280811e-20,-118.39978399783998
