0-Albert 2008,2-Bezzina 2003,3-Bezzina 2003,4-Ellinor 2008,5-Gosselin-Badaroudine 2012,6-Groenewegen 2003a,7-Groenewegen 2003a,8-Groenewegen 2003b,9-Guetter 2013,10-Gui 2010a,13-Rook 1999,14-Surber 2008,15-Vatta 2002b,18-Zhang 2008,sum,gauss,x
0.0,3.57126682223e-12,3.0422346425e-26,0.0,4.62125207136e-227,2.0606541811e-48,5.12525249631e-26,1.08644450024e-49,3.86884656114e-152,1.99002683792e-246,0.0,1.00213388516e-41,0.0,0.0,3.57126682223e-12,2.08305314683e-21,-128.479884799
0.0,3.82613784864e-12,3.68418313924e-26,0.0,4.42074685868e-226,3.01311550214e-48,6.17808060139e-26,1.58306050884e-49,1.23084208264e-151,1.33457117374e-245,0.0,1.34326700778e-41,0.0,0.0,3.82613784864e-12,2.42466231796e-21,-128.319883199
0.0,4.09871319285e-12,4.46004650596e-26,0.0,4.20808120307e-225,4.40276736739e-48,7.44470094935e-26,2.30515610859e-49,3.90819069246e-151,8.92114787839e-245,0.0,1.79965333382e-41,0.0,0.0,4.09871319285e-12,2.82155952331e-21,-128.159881599
0.0,4.39018730612e-12,5.39743271546e-26,0.0,3.98588764532e-224,6.42887514938e-48,8.96801502012e-26,3.35440908709e-49,1.23851632372e-150,5.94423442466e-244,0.0,2.40993466486e-41,0.0,0.0,4.39018730612e-12,3.28257162439e-21,-127.999879999
0.0,4.70183270916e-12,6.52957267992e-26,0.0,3.75680341e-223,9.38087908887e-48,1.07994286589e-25,4.878031129e-49,3.91724110492e-150,3.9479106078e-243,0.0,3.22560800603e-41,0.0,0.0,4.70183270916e-12,3.8179149227e-21,-127.839878399
0.0,5.03500492025e-12,7.89645121949e-26,0.0,3.52341957091e-222,1.36789064283e-47,1.30005167646e-25,7.08901615986e-49,1.23654934092e-149,2.61357449957e-242,0.0,4.31526841245e-41,0.0,0.0,5.03500492025e-12,4.43941068476e-21,-127.679876799
0.0,5.39114768252e-12,9.54616258382e-26,0.0,3.28823411828e-221,1.9932350386e-47,1.56450096147e-25,1.02953288365e-48,3.89578675507e-149,1.72464077441e-241,0.0,5.77024092265e-41,0.0,0.0,5.39114768252e-12,5.16073359227e-21,-127.519875199
0.0,5.77179850807e-12,1.15365345188e-25,0.0,3.05361004897e-220,2.90245129616e-47,1.88211621384e-25,1.49419519833e-48,1.22498700712e-148,1.13438011986e-240,0.0,7.71205263356e-41,0.0,0.0,5.77179850807e-12,5.99769806757e-21,-127.359873599
0.0,6.17859455705e-12,1.39370733713e-25,0.0,2.82173936641e-219,4.2234821465e-47,2.26345789739e-25,2.16714169365e-48,3.84432740129e-148,7.43729068077e-240,0.0,1.03023412127e-40,0.0,0.0,6.17859455705e-12,6.96858815715e-21,-127.199871999
0.0,6.61327887121e-12,1.68312928418e-25,0.0,2.59461362345e-218,6.14151728138e-47,2.72115818107e-25,3.14108823517e-48,1.20409798924e-147,4.86034498867e-239,0.0,1.37559877538e-40,0.0,0.0,6.61327887121e-12,8.09453749399e-21,-127.039870399
0.0,7.07770698231e-12,2.03195010404e-25,0.0,2.37400138022e-217,8.92441972809e-47,3.2703221697e-25,4.54973206995e-48,3.76405425166e-147,3.16603439998e-238,0.0,1.83585145361e-40,0.0,0.0,7.07770698231e-12,9.39996681978e-21,-126.879868799
0.0,7.57385391704e-12,2.45221348197e-25,0.0,2.16143269306e-216,1.29593610846e-46,3.92900581707e-25,6.58573673134e-48,1.17436337038e-146,2.0557029243e-237,0.0,2.44891212309e-40,0.0,0.0,7.57385391704e-12,1.09130876469e-20,-126.719867199
0.0,8.10382162106e-12,2.95837473976e-25,0.0,1.9581905088e-215,1.88055693998e-46,4.71878497645e-25,9.52655252604e-48,3.65680412539e-146,1.33045830812e-236,0.0,3.26511717101e-40,0.0,0.0,8.10382162106e-12,1.26664818973e-20,-126.559865599
0.0,8.66984682623e-12,3.56777755239e-25,0.0,1.76530862195e-214,2.72702223083e-46,5.66543273015e-25,1.37714612538e-47,1.13645823234e-145,8.58298547917e-236,0.0,4.35125210912e-40,0.0,0.0,8.66984682623e-12,1.46977687948e-20,-126.399863999
0.0,9.27430938631e-12,4.30122365043e-25,0.0,1.5835756658e-213,3.95175637752e-46,6.79972531831e-25,1.98946883434e-47,3.52498959077e-145,5.51914339138e-235,0.0,5.79588325499e-40,0.0,0.0,9.27430938631e-12,1.70503719308e-20,-126.239862399
0.0,9.9197411078e-12,5.18365339668e-25,0.0,1.41354445943e-212,5.7225677251e-46,8.15840074549e-25,2.87214997165e-47,1.09122618304e-144,3.53753845029e-234,0.0,7.7164032888e-40,0.0,0.0,9.9197411078e-12,1.97744013072e-20,-126.079860799
0.0,1.06088351039e-11,6.24495851825e-25,0.0,1.25554592218e-211,8.28115690157e-46,9.78529858805e-25,4.14371563122e-47,3.3715087897e-144,2.26009582108e-233,0.0,1.02683369687e-39,0.0,0.0,1.06088351039e-11,2.29276673064e-20,-125.919859199
0.0,1.13444557014e-11,7.52095230126e-25,0.0,1.10970669729e-210,1.19754096658e-45,1.17327147771e-24,5.97428080358e-47,1.03964817061e-143,1.4392913898e-232,0.0,1.36576259147e-39,0.0,0.0,1.13444557014e-11,2.65768460001e-20,-125.759857599
0.0,1.21296489314e-11,9.0545273326e-25,0.0,9.75969595728e-210,1.73056947376e-45,1.40630113362e-24,8.60783981936e-47,3.19963965311e-143,9.13622516153e-232,0.0,1.81568380684e-39,0.0,0.0,1.21296489314e-11,3.07988180088e-20,-125.599855999
0.0,1.29676536372e-11,1.0897036538e-24,0.0,8.54115976666e-209,2.49911932147e-45,1.68505283797e-24,1.23941166534e-46,9.82807192648e-143,5.78070827059e-231,0.0,2.41265449908e-39,0.0,0.0,1.29676536372e-11,3.56822063345e-20,-125.439854399
0.0,1.38619132333e-11,1.31099399817e-24,0.0,7.43789218751e-208,3.60648590682e-45,2.01838543295e-24,1.78340442338e-46,3.01292389131e-142,3.64578877296e-230,0.0,3.20435005201e-39,0.0,0.0,1.38619132333e-11,4.13291422441e-20,-125.279852799
0.0,1.48160881526e-11,1.57667678511e-24,0.0,6.44518500921e-207,5.20092726787e-45,2.41685205118e-24,2.56446606769e-46,9.21850669467e-142,2.2919130919e-229,0.0,4.25377661595e-39,0.0,0.0,1.48160881526e-11,4.78572924574e-20,-125.119851199
0.0,1.58340690198e-11,1.89554594787e-24,0.0,5.55742197074e-206,7.49508591147e-45,2.89301983409e-24,3.68516494984e-46,2.81504647223e-141,1.43615389152e-228,0.0,5.64415993681e-39,0.0,0.0,1.58340690198e-11,5.54021856603e-20,-124.959849598
0.0,1.69199905917e-11,2.27811494153e-24,0.0,4.76830289461e-205,1.07937348132e-44,3.46184914921e-24,5.29212098489e-46,8.57952297119e-141,8.97015618958e-228,0.0,7.48537996093e-39,0.0,0.0,1.69199905918e-11,6.41198817944e-20,-124.799847998
