0-Abriel 2000,1-Abriel 2001,2-Abriel 2001,3-Abriel 2001,4-Abriel 2001,5-Abriel 2001,6-Akai 2000,7-An 1998,8-Bankston 2007b,9-Baroudi 2000b,10-Baroudi 2001,11-Casini 2007,12-Deschenes 2000,14-Huang 2009,17-Itoh 2007,18-Lin 2008,19-Liu 2002,20-Lupoglazoff 2001,21-Makita 2002,22-Makiyama 2008,23-Mohler 2004,24-Moreau 2013,25-Neu 2010,26-Nguyen 2008,27-Smits 2005a,28-Smits 2005b,29-Viswanathan 2003,30-Wang 2002,31-Wang 2007a,33-Wang 2008,34-Wedekind 2001,35-Yang 2002,sum,gauss,x
0.0,0.0,0.0,0.0,0.0,0.0,6.585097420061377e-20,3.6644246815553916e-59,6.607357715350009e-127,6.0547650519076774e-18,2.3054039731982834e-82,4.034202114575941e-12,6.861065889423259e-47,6.809850399910856e-20,3.913381409687239e-43,3.64258645435387e-51,2.20199583513964e-25,1.1821901842281187e-33,4.94100705008593e-23,2.455588207636884e-40,0.0,3.691032003306644e-22,6.138784343666964e-28,1.0515296691289939e-75,4.493852233812705e-39,1.1610156653715595e-08,1.92943285613413e-38,1.4977268831821048e-10,2.1132769424766688e-27,2.1132769424766688e-27,1.814876305572755e-15,0.0,1.1763965365213822e-08,2.6811211135110478e-05,-135.679956799568
0.0,0.0,0.0,0.0,0.0,0.0,8.213040776513658e-20,6.250766893498325e-59,2.7157142166377783e-126,7.79686847048866e-18,8.902683172756103e-82,4.607358409055729e-12,1.5922664499144174e-46,9.642557436479715e-20,7.547052149942846e-43,9.571100603019789e-51,2.853524512074994e-25,1.9854404525837613e-33,6.837202445421885e-23,3.942463656240771e-40,0.0,5.070466603887203e-22,9.20799902154233e-28,3.3376146723495846e-75,7.949315492297128e-39,1.286595709756152e-08,3.2166546168987393e-38,1.7400192079800964e-10,3.0984063138518183e-27,3.0984063138518183e-27,2.301256100426599e-15,0.0,1.3044568686000686e-08,2.7990636614536177e-05,-135.519955199552
2e-323,0.0,0.0,0.0,0.0,0.0,1.023683324408627e-19,1.065070235060168e-58,1.1122827115504936e-125,1.0030636541907981e-17,3.420723813813273e-81,5.259596283090185e-12,3.682209307890132e-46,1.363197903632097e-19,1.452050005900096e-42,2.5042504453860017e-50,3.6953662469973767e-25,3.328059326357757e-33,9.450076929869831e-23,6.321321986897034e-40,0.0,6.95732003763661e-22,1.3791702196389355e-27,1.055148651631132e-74,1.4034042793842103e-38,1.4251224626306347e-08,5.353986719005228e-38,2.0201187773504877e-10,4.536762434183901e-27,4.536762434183901e-27,2.9150291377236595e-15,0.0,1.4458499025623739e-08,2.9218053001429465e-05,-135.359953599536
5.7e-322,0.0,0.0,0.0,0.0,0.0,1.2751085373190122e-19,1.81276135149534e-58,4.53963758595976e-125,1.2892055131890271e-17,1.3077909157195635e-80,6.001487270966077e-12,8.485350212241485e-46,1.9241441143637115e-19,2.78717888630661e-42,6.524654264990729e-50,4.782380575215375e-25,5.567880796374092e-33,1.3046264753629642e-22,1.0122229526468856e-39,0.0,9.535203697469283e-22,2.0627196036493095e-27,3.3224150698112807e-74,2.4727372804641394e-38,1.577859537518267e-08,8.897095315897478e-38,2.343695651688262e-10,6.63406041519098e-27,6.63406041519098e-27,3.688764017653424e-15,0.0,1.6018970129599548e-08,3.0495230618693167e-05,-135.19995199951998
1.711e-320,0.0,0.0,0.0,0.0,0.0,1.587261759347594e-19,3.081913603284756e-58,1.8462990842246728e-124,1.655393279678044e-17,4.9748711143366245e-80,6.844968220181037e-12,1.948496564143726e-45,2.71161667417294e-19,5.3373681845252945e-42,1.6927823161331978e-49,6.185026227021075e-25,9.297227845764035e-33,1.7989991999335527e-22,1.61872287519125e-39,0.0,1.3053047183596315e-21,3.0805782156339943e-27,1.041974078426914e-73,4.3482576916258177e-38,1.7461862353417625e-08,1.4761051411472491e-37,2.717233553292368e-10,9.68809795185556e-27,9.68809795185556e-27,4.6631444720610295e-15,0.0,1.774043535709682e-08,3.1823996979088055e-05,-135.039950399504
5.1042e-319,0.0,0.0,0.0,0.0,0.0,1.9745576950620635e-19,5.233807282073448e-58,7.482690814030166e-124,2.1235651782061383e-17,1.8829923844870058e-79,7.803511060500464e-12,4.458595671022755e-45,3.815320332045282e-19,1.0196908685665006e-41,4.373293138378046e-49,7.993734564825345e-25,1.5494647330739175e-32,2.477819644421729e-22,2.5852162776724956e-39,0.0,1.7847926941889626e-21,4.594031859115465e-27,3.254788173873647e-73,7.631232552269794e-38,1.9316073486627237e-08,2.445031385740309e-37,3.148140953132844e-10,1.412938746499926e-26,1.412938746499926e-26,5.888936807910871e-15,0.0,1.9638697003754504e-08,3.3206238290290894e-05,-134.879948799488
1.510702e-317,0.0,0.0,0.0,0.0,0.0,2.454770964713104e-19,8.878353551249959e-58,3.0219579832700905e-123,2.7215441028529852e-17,7.091506504656451e-79,8.892312809873044e-12,1.0166351202266769e-44,5.359764774143326e-19,1.9435196967914803e-41,1.125070997935108e-48,1.0324491397914282e-24,2.577357088498968e-32,3.4088065231621875e-22,4.1233415856109255e-39,0.0,2.4375727723500188e-21,6.841092837664316e-27,1.0126312624449457e-72,1.3366454366170327e-37,2.1357637192667668e-08,4.043427679097588e-37,3.6448764774127676e-10,2.05794547163544e-26,2.05794547163544e-26,7.42942054803662e-15,0.0,2.173102461063904e-08,3.464390098569865e-05,-134.719947199472
4.4360911e-316,0.0,0.0,0.0,0.0,0.0,3.049804511429023e-19,1.5044043640529205e-57,1.2161689687300247e-122,3.4845807370190176e-17,2.6573677486474124e-78,1.012850811692523e-11,2.309940003206024e-44,7.517483183051301e-19,3.695629380978677e-41,2.882140419312227e-48,1.3325956035747631e-24,4.278900298746282e-32,4.684130130191236e-22,6.567949441089578e-39,0.0,3.3252273181924285e-21,1.01724762437164e-26,3.137926161604657e-72,2.3365757705440744e-37,2.3604435996873364e-08,6.675949102791653e-37,4.2170903583309664e-10,2.993436891207567e-26,2.993436891207567e-26,9.36338792197389e-15,0.0,2.4036282940117638e-08,3.613899328085317e-05,-134.559945599456
1.292381007e-314,0.0,0.0,0.0,0.0,0.0,3.7866302699306653e-19,2.5463269975287125e-57,4.877241822109835e-122,4.4572917364740973e-17,9.90804627730909e-78,1.1531406887063326e-11,5.230038239452896e-44,1.0527159725490966e-18,7.010789451270991e-41,7.352147444359293e-48,1.7188534546067618e-24,7.090133573844235e-32,6.4290897739232325e-22,1.0448124583985785e-38,0.0,4.530843154106678e-21,1.5104195674190488e-26,9.6849391482818e-72,4.076482994754214e-37,2.6075948720023736e-08,1.1004604785982885e-36,4.875783844364308e-10,4.3484258092999334e-26,4.3484258092999334e-26,1.1788841142847589e-14,0.0,2.6575070346197844e-08,3.769358675533129e-05,-134.39994399943998
3.73550350905e-313,0.0,0.0,0.0,0.0,0.0,4.698439911719051e-19,4.30507979683838e-57,1.949079418267791e-121,5.69609157515645e-17,3.675763874060848e-77,1.3122759811409482e-11,1.1799880288009258e-43,1.4718446432391568e-18,1.3268581197244742e-40,1.8675711039807558e-47,2.215593551142704e-24,1.1725769238152251e-31,8.813815751377113e-22,1.659873298088421e-38,0.0,6.166385273575741e-21,2.2394338629173308e-26,2.977240101269785e-71,7.0979595207701835e-37,2.8793381800669074e-08,1.811064756220038e-36,5.633488695218782e-10,6.308407475611718e-26,6.308407475611718e-26,1.482754463001713e-14,0.0,2.9369868316456646e-08,3.930981795990531e-05,-134.239942399424
1.071213899947e-311,0.0,0.0,0.0,0.0,0.0,5.826051600713394e-19,7.270523419276021e-57,7.761750115207849e-121,7.27224060154484e-17,1.3568454922515564e-76,1.4927054917240098e-11,2.6528879757008792e-43,2.054587978847565e-18,2.5053078369840097e-40,4.723935388024475e-47,2.8539877144538073e-24,1.9354989726074377e-31,1.2069030474470101e-21,2.63353800020177e-38,0.0,8.382551345029967e-21,3.3154966806586923e-26,9.115775289728248e-71,1.2334555934325578e-36,3.177981034266582e-08,2.9757168495132073e-36,6.5044691169585e-10,9.139724932760596e-26,9.139724932760596e-26,1.8630623506695182e-14,0.0,3.2445203015271606e-08,4.098989004875993e-05,-134.079940799408
