0-Bebarova 2008,1-Cheng 2010,2-Cheng 2010,3-Cheng 2011,4-Ge 2008,5-Hoshi 2014,6-Hsueh 2009,7-Hu 2015,8-Juang 2014a,9-Kapplinger 2015,10-Kapplinger 2015,11-Kapplinger 2015,12-Kapplinger 2015,13-Kapplinger 2015,15-Sarhan 2009,16-Shinlapawittayatorn 2011a,17-Shinlapawittayatorn 2011b,18-Tan 2005,19-Tan 2005,20-Tan 2005,21-Tan 2005,22-Tan 2005,23-Tan 2005,24-Tan 2005,25-Tan 2005,26-Tan 2006,27-Watanabe 2011b,28-Watanabe 2011b,29-Zeng 2013,sum,gauss,x
1.0202997175840786e-34,4.180616055079827e-28,5.161821374682841e-33,1.0917875086188367e-13,1.4253090260189156e-06,3.853532189275636e-23,5.096543927058535e-09,5.4714402235081544e-05,4.738716554872811e-37,3.895603891366581e-32,4.5717697188263426e-14,2.5581217553451533e-12,2.9469298158974405e-11,1.1096843840477564e-27,0.00010581585988859047,8.20453794671456e-05,1.157757384881886e-07,4.777248597818112e-09,2.1803857726579672e-21,9.647915757289059e-08,2.1132039696506374e-05,4.0935290408874925e-06,2.971418417119699e-11,1.068446221619719e-08,1.5960269286685776e-89,8.009736149144622e-09,1.018842093409551e-06,4.8141567986621416e-08,1.9257182552855553e-08,0.0002705536449816312,0.0020109573080819717,-103.99963999639996
1.9004612721004475e-34,7.251453725821921e-28,1.0488893249429661e-32,1.4185019924556878e-13,1.5623991782621955e-06,7.045887373810231e-23,6.337984525393915e-09,5.7160675800555804e-05,1.980541252502958e-36,1.5807988970370004e-31,6.382180518320313e-14,3.49834277606451e-12,4.166849088548041e-11,2.4377603247001944e-27,8.194548454073166e-05,9.02277772953971e-05,1.5090494936485485e-07,5.5204778060220015e-09,3.6615984571757814e-21,1.1199359523689377e-07,2.2335288855198846e-05,4.484581357017345e-06,3.894849175855132e-11,1.2615179655519031e-08,2.2766306038845416e-88,9.494899250235985e-09,1.1596663516866698e-06,6.178622411709305e-08,2.2738815644707316e-08,0.0002592573498254478,0.0021036757693022362,-103.83963839638396
3.530466863295612e-34,1.2544729623785312e-27,2.123577183243355e-32,1.8403539008839832e-13,1.7116774838800603e-06,1.2832067546190856e-22,7.867821216666522e-09,5.9698852844753243e-05,8.170234505049809e-36,6.321573947915637e-31,8.889732707027044e-14,4.773014655185734e-12,5.872945635614298e-11,5.3260698651509344e-27,6.298800353951161e-05,9.910071823473064e-05,1.960386624975253e-07,6.374234730617049e-09,6.129405069339047e-21,1.2986142366429978e-07,2.3598658204441153e-05,4.909719765836468e-06,5.0951807584607325e-11,1.4878243182040752e-08,3.190244579091507e-87,1.124264172629447e-08,1.3185480958553322e-06,7.90804009204439e-08,2.6818647548764572e-08,0.00025379845497170653,0.0021999458006488164,-103.67963679636796
6.541044647092675e-34,2.164456990939088e-27,4.2836909096281743e-32,2.384252841460362e-13,1.874126248175243e-06,2.3277793520404796e-22,9.749575268056278e-09,6.233149629391872e-05,3.3266922013558723e-35,2.4912687822480863e-30,1.2355012918898594e-13,6.496993515521116e-12,8.251148804918416e-11,1.157302891301637e-26,4.8056176333772435e-05,0.00010870856361899035,2.5382377591674086e-07,7.354141703246144e-09,1.0227657116358448e-20,1.504161338592421e-07,2.4924624713519014e-05,5.371582713109075e-06,6.652282195633203e-11,1.7527795876835253e-08,4.39171798411426e-86,1.3296956279102178e-08,1.497599336672877e-06,1.0093733924940358e-07,3.159365300415656e-08,0.0002533490245225934,0.0022998651952795307,-103.51963519635197
1.2086594323576044e-33,3.7246720955500046e-27,8.609538932530571e-32,3.0844862500901763e-13,2.0507972110201925e-06,4.2060189063127656e-22,1.205993079464355e-08,6.506119775617944e-05,1.3369593013794181e-34,9.675261558793206e-30,1.713296732349246e-13,8.823103156322217e-12,1.1555349566055314e-10,2.5009876189236732e-26,3.639143116533665e-05,0.00011909708308898632,3.2754818166301505e-07,8.477903966906432e-09,1.7011563331046634e-20,1.74034749716923e-07,2.6315736358399133e-05,5.872981008050843e-06,8.668098735374142e-11,2.062625591694378e-08,5.939145477381979e-85,1.5708762367861157e-08,1.6991512739483795e-06,1.2848150796794646e-07,3.717549449272698e-08,0.0002572127021861725,0.0024035325244732746,-103.35963359633595
2.227422672593756e-33,6.3926151501672886e-27,1.7240638793168493e-31,3.984675276962359e-13,2.2428155708008623e-06,7.569807994161805e-22,1.489127350507762e-08,6.789057568755945e-05,5.303361393415646e-34,3.70298206037104e-29,2.370592200358255e-13,1.1954173051484997e-11,1.6131025826292454e-10,5.375271066974167e-26,2.7353166681391742e-05,0.00013031334856448723,4.2127957926591e-07,9.765568917522221e-09,2.820476740842493e-20,2.011429490681626e-07,2.777461238724403e-05,6.416906203223532e-06,1.1272471663589699e-10,2.4245488445920396e-08,7.890282221851384e-84,1.8536919279277317e-08,1.9257734509391036e-06,1.6309294726760151e-07,4.369257124653827e-08,0.00026481413246731673,0.002511047040454754,-103.19963199631997
4.093956129862069e-33,1.094259948633521e-26,3.439842065922123e-31,5.140230553682246e-13,2.4513841650384477e-06,1.3570090426231132e-21,1.8354678019670154e-08,7.082227343729429e-05,2.0764033810157785e-33,1.3966489741921917e-28,3.272773858864416e-13,1.6158720844511164e-11,2.244662829099535e-10,1.1489827874739168e-25,2.0406787498319004e-05,0.00014240560939570598,5.400300738107363e-07,1.1239815002652142e-08,4.6613428675032614e-20,2.322207068140603e-07,2.9303943470614863e-05,7.006539130207406e-06,1.4630412535389736e-10,2.8468128309433135e-08,1.0297698361584302e-82,2.1849374421243195e-08,2.1802941430417843e-06,2.064598082457676e-07,5.1292325672594176e-08,0.00027568713392094757,0.0026225085736790075,-103.03963039630396
7.504566170790898e-33,1.8681591761109827e-26,6.8380983775314826e-31,6.621430564349354e-13,2.677787807170548e-06,2.423063824639606e-21,2.2583414518774124e-08,7.385895717065019e-05,8.024162234671761e-33,5.191223061699998e-28,4.508271119593929e-13,2.1791326912374344e-11,3.113511491938261e-10,2.4425923917689243e-25,1.511124426696533e-05,0.0001554231478880464,6.899502982360647e-07,1.2926273318340563e-08,7.679090836861397e-20,2.6780850245361926e-07,3.0906491729593084e-05,7.64525856993529e-06,1.895117356931818e-10,3.338907074413847e-08,1.320282449146821e-81,2.572446283241541e-08,2.465822007877993e-06,2.606403446408232e-07,6.014383515722896e-08,0.00028946239940932217,0.002738017424532714,-102.87962879628796
1.3719865576886598e-32,3.180963462957291e-26,1.3543904324257702e-30,8.517274153453573e-13,2.9233977782601133e-06,4.309542821051691e-21,2.7737054968410588e-08,7.700331366765796e-05,3.0606603896100324e-32,1.9015111630211523e-27,6.19639273392481e-13,2.931903229653415e-11,4.304870199065662e-10,5.1643159210372255e-25,1.1106682654931014e-05,0.00016941611449923142,8.785570947199488e-07,1.4853885211659346e-08,1.261010755714123e-19,3.085141362969242e-07,3.2585090634996755e-05,8.336650033957387e-06,2.449953059769659e-10,3.911714869933816e-08,1.6629247175112423e-80,3.025237547961681e-08,2.785769017480319e-06,3.2813574764829403e-07,7.044071960690444e-08,0.0003058553327218711,0.002857674249421177,-102.71962719627196
2.501589120765852e-32,5.40200415286314e-26,2.6727854664734986e-30,1.0940293943037086e-12,3.189676471624231e-06,7.634520776442003e-21,3.4006269616794076e-08,8.025804799634314e-05,1.1522800799779476e-31,6.863961411009502e-27,8.497726085261954e-13,3.9355446670658416e-11,5.933075556271931e-10,1.0859227415273584e-24,8.102649524866788e-06,0.00018443534213045265,1.1149990477550523e-06,1.7055299480749394e-08,2.0641345663599992e-19,3.550202005411141e-07,3.4342644770814327e-05,9.084514630174856e-06,3.1609784496791965e-10,4.5777017161237144e-08,2.057583089616114e-79,3.553681560509126e-08,3.14387468585073e-06,4.1197535165824824e-07,8.24043975891802e-08,0.00032465447531418364,0.0029815799412212128,-102.55962559625596
4.549084049201438e-32,9.149609864315959e-26,5.2552818904151024e-30,1.403256045384899e-12,3.4781821875375384e-06,1.3471519890292861e-20,4.161841589774262e-08,8.362588105924386e-05,4.281820272128404e-31,2.4417295116258104e-26,1.1627903042260889e-12,5.2704696634170036e-11,8.150981863178787e-10,2.270959448175393e-24,5.86716495793742e-06,0.0002005321390732619,1.4103643624363378e-06,1.956731306668122e-08,3.367964090267908e-19,4.08092253130577e-07,3.618212945494902e-05,9.89287798374886e-06,4.070309407434455e-10,5.351126663801902e-08,2.501043412037309e-78,4.1696864187278147e-08,3.544231596626518e-06,5.158158742543829e-07,9.628772654864156e-08,0.00034571083778933513,0.0031098355040927762,-102.39962399623997
8.250377124954016e-32,1.545616226722399e-25,1.0295314614541986e-29,1.7973159149072027e-12,3.790574074264152e-06,2.3677489157932945e-20,5.084403434210528e-08,8.710954701222131e-05,1.5704578426926764e-30,8.559867385330472e-26,1.5875775813607012e-12,7.041789653156389e-11,1.1162210400445832e-09,4.723285036033731e-24,4.216849458507954e-06,0.0002177580603314117,1.7780357029400148e-06,2.243135945260897e-08,5.477812060503572e-19,4.685877438861671e-07,3.81065902103585e-05,1.0765999180965545e-05,5.230888099185988e-10,6.248278984805686e-08,2.9865110983820535e-77,4.8869077491754335e-08,3.991312225892966e-06,6.440564837650032e-07,1.1237906527596446e-07,0.00036892833186326433,0.0032425419226550685,-102.23962239622395
1.492332160985703e-31,2.6040672184662924e-25,2.009531972968402e-29,2.2987486376908163e-12,4.128617210705522e-06,4.145137397742483e-20,6.200437959958367e-08,9.071179055478444e-05,5.685276618706488e-30,2.9572176225324993e-25,2.1627354303883857e-12,9.386550828863321e-11,1.5237043658634489e-09,9.770195518521388e-24,3.008198212149312e-06,0.0002361646572114139,2.234096622225216e-06,2.5694049325788152e-08,8.880901091423592e-19,5.374657437268198e-07,4.011914207967534e-05,1.1708379700821954e-05,6.709119889722227e-10,7.287742762942268e-08,3.5033706775143916e-76,5.7209841711710606e-08,4.48999704427206e-06,8.019716070087219e-07,1.3100679958914933e-07,0.0003942554014279871,0.0033798000255461052,-102.07962079620796
2.6921487635287605e-31,4.375766528789829e-25,3.9080661795684605e-29,2.9358787581074495e-12,4.4941878249231134e-06,7.228138225865101e-20,7.548012920673373e-08,9.44353640914031e-05,2.0314418100819686e-29,1.006807170260932e-24,2.93972505854904e-12,1.2482980224936008e-10,2.0732966659257137e-09,2.009956597148144e-23,2.130018395973706e-06,0.00025580320526686555,2.7977940955932928e-06,2.940776841729333e-08,1.4352156734893986e-18,6.157975288731823e-07,4.222296877643398e-05,1.272477229601608e-05,8.588113846237268e-10,8.490692215088424e-08,4.037263572141137e-75,6.68980118266698e-08,5.045603870252882e-06,9.95863492611118e-07,1.525443750261896e-07,0.00042167787565903185,0.0035217103433994616,-101.91961919619196
4.843669129725141e-31,7.333436285603678e-25,7.572522802588381e-29,3.7442454910179775e-12,4.889278641696286e-06,1.2554464762337355e-19,9.172142827705018e-08,9.828302476350806e-05,7.164479458487935e-29,3.377972263008633e-24,3.986987881317053e-12,1.6562267201220584e-10,2.8121107236144885e-09,4.1123912702357815e-23,1.4969897038299193e-06,0.00027672441088843347,3.492061386072001e-06,3.363133781270659e-08,2.3119984235250806e-18,7.047780726635695e-07,4.4421321666064106e-05,1.3820189781868916e-05,1.0971655189384046e-09,9.881220764486404e-08,4.570536383485801e-74,7.813786403886803e-08,5.6639184332650946e-06,1.2332366243321102e-06,1.7741588322549256e-07,0.0004512130113128829,0.0036683729612853396,-101.75961759617596
8.691440100009371e-31,1.2257794434767524e-24,1.4619447543440837e-28,4.768371472925486e-12,5.316004351117731e-06,2.171971835760659e-19,1.1125944478551793e-07,0.00010225753135215668,2.4939765512864324e-28,1.1168957121348465e-23,5.3953298217314436e-12,2.1923533347786537e-10,3.802013141217594e-09,8.368093079554793e-23,1.0442700584367835e-06,0.0002989780970531685,4.3441049846571586e-06,3.843074242462269e-08,3.712514243866197e-18,8.057384979732017e-07,4.671751856989877e-05,1.4999913688516922e-05,1.3989062969263277e-09,1.1486707109173777e-07,5.083072364720251e-73,9.116239347181547e-08,6.351226090218878e-06,1.5229961261474002e-06,2.0610225155839507e-07,0.000482904652994101,0.0038198873656792635,-101.59961599615997
1.5554314366269428e-30,2.0434714495055073e-24,2.8121146578920433e-28,6.063947235232677e-12,5.77660718900169e-06,3.7427809569223622e-19,1.3471962749193117e-07,0.0001063616410515994,8.568949013484068e-28,3.6392838750395855e-23,7.284939738236583e-12,2.8952799969843194e-10,5.123951856697665e-09,1.6934910296092405e-22,7.230451082922621e-07,0.0003226128689817175,5.386058647854192e-06,4.387993373419518e-08,5.942359928068041e-18,9.201595431468212e-07,4.9114942385531716e-05,1.626950272848172e-05,1.7801115454803563e-09,1.3338221754968551e-07,5.553470502171347e-72,1.0623699122520228e-07,7.114344623114047e-06,1.8756723072392541e-06,2.3914808844569055e-07,0.0005168194163647203,0.003976352286036536,-101.43961439614395
2.776207103693874e-30,3.397631265043731e-24,5.389478927662174e-28,7.700524609616759e-12,6.273462618590949e-06,6.42419725194252e-19,1.628368766793721e-07,0.00011059810611425863,2.9059639370231813e-27,1.1686003385619216e-22,9.814514259986798e-12,3.8146952493497955e-10,6.883458483710713e-09,3.408502550860072e-22,4.969085988932204e-07,0.00034767576069859936,6.655706563067568e-06,5.0061713343672607e-08,9.481127963390862e-18,1.0496860937694461e-06,5.1617039516979076e-05,1.763480102848157e-05,2.260725984322471e-09,1.54709777130052e-07,5.960486395641549e-71,1.2366353736236308e-07,7.960658027863303e-06,2.3036734504645286e-06,2.771692396017804e-07,0.0005530437870241269,0.0041378655310664505,-101.27961279612796
4.941908593389475e-30,5.634240019942226e-24,1.0291347041194329e-27,9.764832082487786e-12,6.80908510169949e-06,1.0983166258614794e-18,1.964728566211717e-07,0.00011496967036794036,9.727032141045273e-27,3.697965435197088e-22,1.3193090421738399e-11,5.014393192564814e-10,9.217615412891755e-09,6.822894731407112e-22,3.3895823197950673e-07,0.0003742118637471279,8.197276374650773e-06,5.706870433428168e-08,1.507895665082819e-17,1.1961428314439737e-06,5.4227318108257354e-05,1.9101946071117737e-05,2.865436260250503e-09,1.7924829294677276e-07,6.28460501330637e-70,1.4378494894573239e-07,8.898151185695038e-06,2.8215688412935615e-06,3.2086111316498046e-07,0.0005916820242261497,0.004304523819817452,-101.11961119611196
8.773631985435152e-30,9.318497079474352e-24,1.9579849992232422e-27,1.2364848876169562e-11,7.386133946012735e-06,1.8703396587668506e-18,2.3663569783051762e-07,0.00011947906560636851,3.2136453711322886e-26,1.1532048289488894e-21,1.769534968989455e-11,6.576066252514114e-10,1.2303840728571762e-08,1.3583073246943125e-21,2.2949562609688035e-07,0.00040226393957413885,1.0062301168090081e-05,6.500441789283921e-08,2.3905223426798045e-17,1.3615510489452143e-06,5.694934607414372e-05,2.0677376288847614e-05,3.6247302798373715e-09,2.0744823169817242e-07,6.509585397511896e-69,1.6699022481335458e-07,9.935445288415057e-06,3.4464038539342444e-06,3.7100783424376705e-07,0.0006328547611193295,0.004476422607699822,-100.95960959609596
1.5534811124109846e-29,1.537120209037008e-23,3.711574549765094e-27,1.5634802980762744e-11,8.00741921380163e-06,3.1724708630629857e-18,2.8450235644101645e-07,0.00012412900785447012,1.0479559273559506e-25,3.5440253702775236e-21,2.368136010043158e-11,8.604056088947888e-10,1.6370918521764542e-08,2.6893773264199104e-21,1.54227277970177e-07,0.00043187201736852743,1.2310547509915586e-05,7.398442315504371e-08,3.777674646271186e-17,1.5481466786083748e-06,5.978674892210312e-05,2.236783824950264e-05,4.576176393616798e-09,2.398180608459282e-07,6.62380783917803e-68,1.9372003138387303e-07,1.108183386748266e-05,4.198048645170203e-06,4.284922917851432e-07,0.0006766981995678913,0.004653655907590895,-100.79960799607996
2.7433069213294793e-29,2.528839235392711e-23,7.010011126327318e-27,1.9741292347586664e-11,8.675907675780163e-06,5.359928987074117e-18,3.4144391720636294e-07,0.00012892219351013737,3.372993897194462e-25,1.0733317025678207e-20,3.1621976816303536e-11,1.123128748125724e-09,2.1712789563892904e-08,5.295777866151268e-21,1.0287421350318775e-07,0.0004630729794082824,1.5011004256541568e-05,8.413762871179214e-08,5.950679027375113e-17,1.7583995775082768e-06,6.274320735957858e-05,2.4180393369508624e-05,5.7659641035333536e-09,2.769309386101935e-07,6.621268138031536e-67,2.2447287636215984e-07,1.2347319254340599e-05,5.099581641921457e-06,4.943071427938424e-07,0.0007233638060165362,0.004836316106184246,-100.63960639606395
4.831529986274445e-29,4.149407038613659e-23,1.3191400855642193e-26,2.489076897896257e-11,9.394728792261954e-06,9.019961087019202e-18,4.0905414522527035e-07,0.00013386129536452633,1.0715576996054506e-24,3.203449316543145e-20,4.213143698508151e-11,1.4626658200928304e-09,2.870571901224566e-08,1.0371273942927162e-20,6.810992717670397e-08,0.0004959001362406776,1.8242924065920407e-05,9.560768473535791e-08,9.343696634306446e-17,1.9950341088197517e-06,6.582245468110518e-05,2.6122424087973738e-05,7.250754977504825e-09,3.194320651695272e-07,6.502100550191039e-66,2.59811919763134e-07,1.3742649275833723e-05,6.1777085334291404e-06,5.695668407366698e-07,0.0007730184238954728,0.005024493775762369,-100.47960479604797
8.486660275924244e-29,6.790508343978322e-23,2.473288735066622e-26,3.133867386775661e-11,1.0167180702149907e-05,1.5119398940714818e-17,4.891816091600722e-07,0.00013894895850328796,3.360029078397457e-24,9.42211763976577e-20,5.600907622946284e-11,1.900421521258853e-09,3.7829575279937774e-08,2.0200344490251342e-20,4.475822524458641e-08,0.0005303827942860424,2.2096906373339307e-05,1.0855451520252381e-07,1.462450460083687e-16,2.2610510536426067e-06,6.902827392998993e-05,2.8201639431936707e-05,9.099900457633215e-09,3.680467455025799e-07,6.272566029021332e-65,3.003724741426958e-07,1.527935396396334e-05,7.463216881617311e-06,6.555207563841679e-07,0.0008258447266967766,0.0052182774815901995,-100.31960319603195
1.4867255809365994e-28,1.108332235494784e-22,4.6203025197972253e-26,3.94005679956296e-11,1.0996736198626723e-05,2.5243445009667204e-17,5.8396571492021e-07,0.00014418779609145618,1.0399153273986488e-23,2.7310267407360097e-19,7.429257810531061e-11,2.4634515495640984e-09,4.969408874959754e-08,3.912999302677073e-20,2.919401674199416e-08,0.0005665458187136419,2.667600704342925e-05,1.23155990219134e-07,2.2816752273380114e-16,2.559750881449254e-06,7.236449482960794e-05,3.0426079900340592e-05,1.1398092342957192e-08,4.2358921619439243e-07,5.944507192735125e-64,3.4687024828295954e-07,1.6969782033783617e-05,8.991465733065748e-06,7.535674602959975e-07,0.0008820419433980979,0.005417753585144516,-100.15960159601596
2.5975664646341874e-28,1.804218251819689e-22,8.599589023441305e-26,4.946567244284267e-11,1.1887048668718434e-05,4.198043696492192e-17,6.958770029488908e-07,0.00014958038504509088,3.1767306384120033e-23,7.8009976638561015e-19,9.832576433559085e-11,3.1858649972593748e-09,6.507111177977913e-08,7.538502613541287e-20,1.890050471222826e-08,0.0006044091946853825,3.209685601858906e-05,1.3960974898211409e-07,3.5484339095157165e-16,2.8947584000975427e-06,7.583499047972452e-05,3.2804121591768195e-05,1.4248522017015736e-08,4.869722902085593e-07,5.534336056493707e-63,4.001103907804477e-07,1.882713685713118e-05,1.0802908744353382e-05,8.652702365651743e-07,0.0009418267939556816,0.00562300604341332,-99.99959999599996
4.526310905933864e-28,2.929271382143857e-22,1.5947649137424563e-25,6.201331088306667e-11,1.2841957972166021e-05,6.953917283532402e-17,8.277620737286047e-07,0.00015512926159309208,9.578340524028594e-23,2.1959432289358974e-18,1.2984466627436377e-10,4.1105503264843985e-09,8.49340732851114e-08,1.4443908664354606e-19,1.214539109179308e-08,0.0006439875902949055,3.849076010353171e-05,1.581351844469566e-07,5.500850528344226e-16,3.2700487979679464e-06,7.944367381360297e-05,3.5344479498628004e-05,1.777663607854148e-08,5.592178750465536e-07,5.061674943238629e-62,4.609973919807759e-07,2.086551163324268e-05,1.2943648312866888e-05,9.92373897210299e-07,0.001005434576951798,0.005834116204516225,-99.83959839598396
7.866181319138903e-28,4.743310722986051e-22,2.9466417574417655e-25,7.763284239003492e-11,1.38654962332928e-05,1.1473510583720788e-16,9.828935141814253e-07,0.0001608369167329943,2.850543171222573e-22,6.0917045779236284e-18,1.7108651494368933e-10,5.291293223814834e-09,1.1050601247477447e-07,2.752381954731454e-19,7.746546998048531e-09,0.0006852899247433685,4.600476363286946e-05,1.7897560129740087e-07,8.50027933329192e-16,3.689975081171848e-06,8.319449381208698e-05,3.805620988840802e-05,2.2134589021995332e-08,6.41468420823932e-07,4.5478070570970814e-61,5.305459044385478e-07,2.3099923430413346e-05,1.546601703425616e-05,1.1368229656526955e-06,0.0010731203541573021,0.006051162599916505,-99.67959679596797
1.3634065693881217e-27,7.66046215326947e-22,5.424624699978644e-25,9.704778392538684e-11,1.496189351778253e-05,1.8855903856354622e-16,1.165025201475642e-06,0.00016670579158489524,8.373218831781163e-22,1.6653415749994143e-17,2.2492738120948026e-10,6.795367467750109e-09,1.4331778693416067e-07,5.216233148904542e-19,4.9041457603679295e-09,0.000728318945484067,5.480263526348738e-05,2.0240055933468257e-07,1.3093229513747495e-15,4.159296897865641e-06,8.709143147126496e-05,4.094871169079137e-05,2.7506508099883202e-08,7.349993555292922e-07,4.0141062677444285e-60,6.098925434960645e-07,2.5546345745883155e-05,1.8429181486093033e-05,1.3007812959365604e-06,0.0011451601778828448,0.006274220733512954,-99.51959519595195
2.3568322369299094e-27,1.2338995248831802e-21,9.950015251885682e-25,1.211449528018619e-10,1.6135583364505865e-05,3.086616148817219e-16,1.3784533594821535e-06,0.00017273827264803617,2.427642484276665e-21,4.486571362414098e-17,2.950555280449337e-10,8.70669482236217e-09,1.8527827919665872e-07,9.83172250131122e-19,3.0816061561137677e-09,0.0007730708182328267,6.506574464075378e-05,2.2870841491135687e-07,2.010344998712537e-15,4.6832107294409185e-06,9.113849552079031e-05,4.403172680791888e-05,3.411470156871874e-08,8.412325650330739e-07,3.4806051207865938e-59,7.00308730604694e-07,2.822173920439245e-05,2.189976187019918e-05,1.4866531916427248e-06,0.0012218523067651277,0.0065033628679177,-99.35959359593596
4.063252541432873e-27,1.9822391636879676e-21,1.8184002694633936e-24,1.5100961289167634e-10,1.739120814076396e-05,5.032712567948948e-16,1.62808373580461e-06,0.00017893668696494756,6.947114959767304e-21,1.1911668557917937e-16,3.8618914869863073e-10,1.1129687131712868e-08,2.3875867138285243e-07,1.8430051727409184e-18,1.9219825925719214e-09,0.0008195347338762506,7.699378835705263e-05,2.5822907352388345e-07,3.076838043433575e-15,5.2673814146976e-06,9.533971789044574e-05,4.731533926393363e-05,4.2226959249974195e-08,9.617509752116051e-07,2.9648293330460683e-58,8.03214642588981e-07,3.1144079989633446e-05,2.5952459444209096e-05,1.697106084705054e-06,0.0013035183543565882,0.006738657808245344,-99.19959199591996
6.986518601603998e-27,3.1760237207388418e-21,3.31105899556704e-24,1.8796778786136516e-10,1.873362418754617e-05,8.17345856015747e-16,1.9195052529209455e-06,0.0001853032971984054,1.9622381309583867e-20,3.116573592734118e-16,5.043491105800611e-10,1.4193903483234019e-08,3.066931163119777e-07,3.4359577956155998e-18,1.189817412765155e-09,0.000867692536411102,9.080532062596126e-05,2.9132696714220504e-07,4.694062950952579e-15,5.917974957996993e-06,9.969914892303613e-05,5.0809973109124985e-05,5.21651137830434e-08,1.0983142927736436e-06,2.4809824805694273e-57,9.201943300986976e-07,3.4332385577407136e-05,3.067068195296001e-05,1.9350948294503523e-06,0.0013905043128896422,0.006980170683754859,-99.03959039590396
1.1980906583977983e-26,5.075313247821598e-21,6.006978010230715e-24,2.3363711420808334e-10,2.016790671966795e-05,1.3221899056492326e-15,2.2590704644620456e-06,0.00019184029662685736,5.470492222507243e-20,8.035796635881515e-16,6.571996656133929e-10,1.8059677789104613e-08,3.926984012366662e-07,6.370791790889126e-18,7.310881499777757e-10,0.0009175183761132899,0.0001067380406309354,3.2840427028730927e-07,7.138441621037981e-15,6.641692555822528e-06,0.00010422085233228186,5.452638899363072e-05,6.431505214216287e-08,1.2528759599488305e-06,2.0395142828888744e-56,1.0530120679308367e-06,3.78067373150979e-05,3.614715545593066e-05,2.203887661041722e-06,0.0014831813922325536,0.007227962727704985,-98.87958879588795
2.0490870206935804e-26,8.088973195780402e-21,1.0858175492751967e-23,2.899878508006776e-10,2.1699354443941266e-05,2.130423988994804e-15,2.6539831159059354e-06,0.00019854980406432176,1.505319085102942e-19,2.0418660744325338e-15,8.544728935462431e-10,2.292489765666947e-08,5.012154708861541e-07,1.1747983487337664e-17,4.4587972268072854e-10,0.0009689783921597975,0.00012504878578633173,3.699043692611641e-07,1.082101862805681e-14,7.4458057581187945e-06,0.00010890889990495239,5.8475679325694355e-05,7.91383899356165e-08,1.427601376037719e-06,1.6470578732819194e-55,1.2036299986446261e-06,4.158829936939007e-05,4.248450906901088e-05,2.5070938599955783e-06,0.0015819466117153545,0.0074820910558000215,-98.71958719587195
3.4952076408863344e-26,1.2858057697716404e-20,1.9555519708141746e-23,3.594159449998968e-10,2.3333493856871303e-05,3.419184094943533e-15,3.1123930668591875e-06,0.00020543385871114956,4.0884453749535465e-19,5.112959285853554e-15,1.1084959950101293e-09,2.903314422741513e-08,6.376759418060337e-07,2.1545549140423286e-17,2.69913280564635e-10,0.0010220304289096588,0.0001460131783970979,4.1631559927982293e-07,1.6350954387275433e-14,8.33819266124812e-06,0.0001137673659471033,6.266926193001067e-05,9.718604566802365e-08,1.6248874358518678e-06,1.306682342852491e-54,1.374227128851534e-06,4.5699333543419295e-05,4.979581723607708e-05,2.8486931554573904e-06,0.0016872230805607626,0.00774260844362021,-98.55958559585596
5.946034408144989e-26,2.0384908846429628e-20,3.5090823421388304e-23,4.44830383857792e-10,2.507608318176995e-05,5.465918601936472e-15,3.643498778497595e-06,0.00021249441494240753,1.0960119772641976e-18,1.2617234670076269e-14,1.4348445365454005e-09,3.668343498597409e-08,8.086969899154657e-07,3.9298514335213493e-17,1.6217702847198157e-10,0.0010766237899880121,0.0001699248726536014,4.681752645510261e-07,2.46279520441445e-14,9.327375008411728e-06,0.00011880032147492429,6.711887212272984e-05,1.1911397844341445e-07,1.8473834312047052e-06,1.0183808883801942e-53,1.5672197346458468e-06,5.016320944615599e-05,5.820508226463755e-05,3.2330668893517686e-06,0.0017994599014789466,0.008009563103447484,-98.39958399583995
1.0088432978556941e-25,3.2232471474768557e-20,6.273782341466211e-23,5.49757438642098e-10,2.6933115903640073e-05,8.703382482549772e-15,4.257657503530468e-06,0.00021973333704099438,2.900012498050837e-18,3.0683351263470206e-14,1.85314947238854e-09,4.624184757330048e-08,1.022308215306046e-06,7.128842530377203e-17,9.671926271949052e-11,0.0011326990342083918,0.00019709434978025043,5.260739565628659e-07,3.697632295695009e-14,1.0422556050966784e-05,0.00012401182815137055,7.183655312124642e-05,1.4570138038155038e-07,2.0980133567636343e-06,7.79703552878908e-53,1.7852832287545198e-06,5.5004409481178224e-05,6.784763805447636e-05,3.6650309512652736e-06,0.0019191316319352636,0.008282998460912487,-98.23958239582396
1.707111415534522e-25,5.083114234213895e-20,1.1175758978442002e-22,6.784648489678851e-10,2.891082385874662e-05,1.3803754086342143e-14,4.966503236176946e-06,0.0002271523938830001,7.57376643270489e-18,7.353399618781791e-14,2.388091341831433e-09,5.815534253522363e-08,1.2882142676439917e-06,1.2861340479371288e-16,5.725259413562979e-11,0.0011901878172119993,0.00022784721169028728,5.906601860004393e-07,5.533875360521157e-14,1.1633659000300796e-05,0.00012940593197047155,7.683464470906209e-05,1.7787164411163095e-07,2.379999655658109e-06,5.864457464981681e-52,2.03137553703309e-06,6.0248528109587626e-05,7.887045428054844e-05,4.149870479883372e-06,0.002046737239014644,0.008562952931905744,-98.07958079580796
