0-Bebarova 2008,1-Cheng 2010,2-Cheng 2010,3-Cheng 2011,4-Ge 2008,5-Hoshi 2014,6-Hsueh 2009,7-Hu 2015,8-Juang 2014a,9-Kapplinger 2015,10-Kapplinger 2015,11-Kapplinger 2015,12-Kapplinger 2015,13-Kapplinger 2015,15-Sarhan 2009,16-Shinlapawittayatorn 2011a,17-Shinlapawittayatorn 2011b,18-Tan 2005,19-Tan 2005,20-Tan 2005,21-Tan 2005,22-Tan 2005,23-Tan 2005,24-Tan 2005,25-Tan 2005,26-Tan 2006,27-Watanabe 2011b,28-Watanabe 2011b,29-Zeng 2013,sum,gauss,x
1.5054151341552276e-114,2.1691718121427446e-101,1.1238075754344792e-129,4.274332766610763e-50,4.316795299092442e-20,4.282956174961738e-113,9.909286878301677e-45,1.4488148723806845e-11,3.7146433675974405e-284,5.4972282398320826e-291,3.804025914718559e-64,1.5782289432916295e-61,1.9256956235792004e-71,6.539563076313924e-148,2.196274561155765e-50,7.012146662072408e-25,8.003841626246922e-62,2.9455695176192045e-29,6.92428004216214e-97,5.338349177678641e-31,1.3617718700117298e-13,2.4098619010094947e-20,1.8440280538969272e-53,1.123723571577863e-33,0.0,2.1186089257437194e-34,5.012740276373713e-28,1.7802641775506527e-55,6.356524571059026e-34,1.462432597807529e-11,1.8862211146095074e-10,-136.79996799968
4.8440275036756894e-114,6.470467679335856e-101,4.833057235959609e-129,7.443015850693159e-50,5.332313544326617e-20,1.7601605564552445e-112,1.7741779651800318e-44,1.6071516351819187e-11,2.2589633017842066e-282,4.475677232450462e-289,8.374857477858498e-64,3.4778692136391966e-61,5.247210664864912e-71,4.409138386856142e-147,7.855202806840976e-50,9.995456188620025e-25,2.066132846893475e-61,4.01045661945688e-29,2.2408607978134838e-96,7.745909206868784e-31,1.5481405627184758e-13,3.026280572440678e-20,3.6237675520647147e-53,1.6661913423496086e-33,0.0,3.1711862480707396e-34,7.100174228316268e-28,4.0148597651180235e-55,9.530975144655026e-34,1.6226330491677975e-11,2.110755227300004e-10,-136.639966399664
1.5545288312605067e-113,1.924991524886993e-100,2.0709213844114778e-128,1.2942230332318887e-49,6.58289413868629e-20,7.205185612431858e-112,3.170880433523708e-44,1.7822710338867372e-11,1.3559032300591733e-280,3.591042252702818e-287,1.839696851046438e-63,7.646201640949759e-61,1.4252123848384597e-70,2.956535182539314e-146,2.78860323425449e-49,1.4229992169398382e-24,5.315820655521966e-61,5.455956845992325e-29,7.2287859301420045e-96,1.1227036021013294e-30,1.7593895241917942e-13,3.7978428467336853e-20,7.107146328238838e-53,2.4677871421017283e-33,0.0,4.741312283890141e-34,1.0046147533054315e-27,9.029466492230645e-55,1.4274104859425521e-33,1.7998649395095344e-11,2.361241283323492e-10,-136.479964799648
4.975455200721786e-113,5.71180537791173e-100,8.841317326951056e-128,2.2472369773344637e-49,8.12203830559732e-20,2.9378004703826803e-111,5.657055722154656e-44,1.9758937089962314e-11,8.032961469686724e-279,2.8394160696758565e-285,4.032273547912621e-63,1.6771330040948805e-60,3.8586990181090395e-70,1.971681209080605e-145,9.825951244584217e-49,2.023285245282945e-24,1.3631219820441537e-60,7.416527094717626e-29,2.3244814178498877e-95,1.6254930577760893e-30,1.9987533051008094e-13,4.7629448807262084e-20,1.391144681183054e-52,3.650967454748473e-33,0.0,7.080782129637125e-34,1.4199296924127904e-27,2.0251611334255716e-54,2.1352777154069776e-33,1.9958812549324248e-11,2.6405845917551484e-10,-136.31996319963199
1.5882128935825098e-112,1.6903218673664866e-99,3.760815560933719e-127,3.896441739899319e-49,1.0015212423330723e-19,1.1931187021404163e-110,1.0074626457144395e-43,2.1899103866907314e-11,4.697319937124718e-277,2.2125053103802603e-283,8.818375554269969e-63,3.6701052772847146e-60,1.041387717905553e-69,1.307719705599973e-144,3.4365370986672664e-48,2.8731611145068175e-24,3.483785804695407e-60,1.0073556026237712e-28,7.45069907987692e-95,2.35089055468622e-30,2.2698751436998259e-13,5.969320362721645e-20,2.717637078663474e-52,5.395425088215709e-33,0.0,1.0562573938131548e-33,2.0047991677417157e-27,4.529631372478899e-54,3.19046357982254e-33,2.2126091541125502e-11,2.952004564566764e-10,-136.159961599616
5.056225946096329e-112,4.989038419878424e-99,1.5938916052583708e-126,6.746322037491508e-49,1.2342475288289991e-19,4.8264659318547573e-110,1.7909990436408894e-43,2.4263980243928586e-11,2.7111407667767655e-275,1.6989725914084188e-281,1.9242525732729604e-62,8.012698417442044e-60,2.801523229965008e-69,8.62614915256523e-144,1.1929603845945525e-47,4.0748653063500675e-24,8.874021811008304e-60,1.3671544556567527e-28,2.3805548799798215e-94,3.3963074065837426e-30,2.576857035419867e-13,7.476270131031147e-20,5.298497529182712e-52,7.964542120768662e-33,0.0,1.5738529480847187e-33,2.827558826871052e-27,1.0103501702612461e-53,4.76153689783642e-33,2.4521666145662104e-11,3.299067393583776e-10,-135.9999599996
1.605410453733903e-111,1.4686412310071867e-98,6.73049835895612e-126,1.1663946445372521e-48,1.5201671277172446e-19,1.9447289132261833e-109,3.1782617470770517e-43,2.68763742063286e-11,1.5444770611191969e-273,1.2856868107875134e-279,4.189579572579586e-62,1.745292932204505e-59,7.51253026203426e-69,5.659050673748604e-143,4.1104518100189573e-47,5.771875407756714e-24,2.2528997207091847e-59,1.8539794485553718e-28,7.581752485114543e-94,4.901272651268218e-30,2.924315733695627e-13,9.357414081511516e-20,1.0309939818319138e-51,1.1743928559081771e-32,0.0,2.342418024818667e-33,3.983723322213902e-27,2.2474330383022674e-53,7.09797484295391e-33,2.716880602529479e-11,3.6857219837939563e-10,-135.839958399584
5.083789484644145e-111,4.311873530872417e-98,2.831700734010457e-125,2.013740628167658e-48,1.87123088615888e-19,7.8050040293726465e-109,5.630045092347227e-43,2.976132415247494e-11,8.684370157883526e-272,9.58806059037904e-278,9.1015150717696e-62,3.792688029607489e-59,2.00811449413752e-68,3.692279143053735e-142,1.4057615278881511e-46,8.165279399032804e-24,5.700534170923574e-59,2.5121455986842883e-28,2.406973099126445e-93,7.065420623463177e-30,3.317445359069463e-13,1.1704085274867906e-19,2.002173188999437e-51,1.729750356866781e-32,0.0,3.482334697764978e-33,5.6066498030857635e-27,4.985484676459733e-53,1.0568557057014902e-32,3.0093068992554e-11,4.1163394520280096e-10,-135.679956799568
1.6055760772058796e-110,1.2626056887602258e-97,1.1870231129541454e-124,3.471691406874706e-48,2.302026861225295e-19,3.1201209279562507e-108,9.955475114312507e-43,3.294630816144119e-11,4.8197294354605936e-270,7.046494479672672e-276,1.9728398131237062e-61,8.222713716273399e-59,5.350580925984486e-68,2.3959061142585664e-141,4.771910612141114e-46,1.1536539685572363e-23,1.4376115994372637e-58,3.401239820399596e-28,7.616985005057593e-93,1.0174064111681333e-29,3.7620873677658173e-13,1.4629513107489078e-19,3.880514136773734e-51,2.5449010329941815e-32,0.0,5.171094548878996e-33,7.882326789369843e-27,1.102894049284979e-52,1.5717768066718582e-32,3.332251727472713e-11,4.595756527738007e-10,-135.519955199552
5.0572692592155285e-110,3.68740549722313e-97,4.957727914928408e-124,5.976656053024042e-48,2.830351450015165e-19,1.2423785820641443e-107,1.757276148660707e-42,3.64614719982356e-11,2.6401856150804037e-268,5.10343076461992e-274,4.2668250546620555e-61,1.7785762028075558e-58,1.4210967070462818e-67,1.5462132450127635e-140,1.607798057665618e-45,1.6279103748324752e-23,3.6134321634596926e-58,4.601318129026555e-28,2.402731237460335e-92,1.463451072974096e-29,4.264808712826344e-13,1.8273975286797903e-19,7.506180706601797e-51,3.7400362196301266e-32,0.0,7.670087288730778e-33,1.1069861442385457e-26,2.4331337570320815e-52,2.334855427413245e-32,3.688795333530942e-11,5.129323222621882e-10,-135.359953599536
1.588704492110646e-109,1.0740524386057933e-96,2.0630886654672568e-123,1.0274364752139636e-47,3.4779017942880664e-19,4.927432906155885e-107,3.0963207503600915e-42,4.033987744641496e-11,1.4274921570907766e-266,3.642487781994168e-272,9.207733295753386e-61,3.8381243611704586e-58,3.762327171507287e-67,9.924149707131572e-140,5.376866492915509e-45,2.2942240589140667e-23,9.052125498896733e-58,6.219848753267478e-28,7.555053053828725e-92,2.1027577091898223e-29,4.832989121315157e-13,2.2811138425109827e-19,1.4490750484612495e-50,5.49032633685275e-32,0.0,1.1363810785132062e-32,1.552982912447771e-26,5.353082759369032e-52,3.464360291183364e-32,4.0823176934471e-11,5.722955168370454e-10,-135.19995199951998
4.97750870596198e-109,3.120193313508663e-96,8.553912212442032e-123,1.763726590683456e-47,4.271114682812547e-19,1.9465775824092415e-106,5.446026842335256e-42,4.4617772684392795e-11,7.617991258662719e-265,2.5620095552157276e-270,1.9826018540410275e-60,8.263325603013523e-58,9.928867494353343e-67,6.3349260486618526e-139,1.7847835734272264e-44,3.229174994304988e-23,2.2601306747755912e-57,8.400979887207976e-28,2.3679911346102816e-91,3.0180577760238956e-29,5.474918510867612e-13,2.845585587234805e-19,2.7919321416025547e-50,8.050779849902934e-32,0.0,1.6817194254763204e-32,2.1763458552535018e-26,1.1744856480313204e-51,5.134285900327391e-32,4.516526524718189e-11,6.383191057021171e-10,-135.039950399504
1.5553308678696888e-108,9.04042708600285e-96,3.533648734497663e-122,3.023340852158726e-47,5.242182307051098e-19,7.659615159958714e-106,9.561840991721741e-42,4.9334886557657894e-11,4.012681391773527e-263,1.7758658331603074e-268,4.2594464872860753e-60,1.7749247574115562e-57,2.611879282277101e-66,4.0217411652717877e-138,5.880312693362823e-44,4.539392585952033e-23,5.62430489211822e-57,1.1337900026569676e-27,7.398315634303863e-91,4.3270623588669953e-29,6.19990567889845e-13,3.5473750805661733e-19,5.368598871099751e-50,1.1792209432733958e-31,0.0,2.485930296131742e-32,3.0466733340653595e-26,2.569787744134815e-51,7.600304353549173e-32,4.99548780045489e-11,7.117255656514506e-10,-134.879948799488
4.847026705285932e-108,2.6124490149286e-95,1.4544327802889818e-121,5.175145077964769e-47,6.430281378591567e-19,3.0021087265614947e-105,1.6758346377664836e-41,5.45347487448845e-11,2.086201987396391e-261,1.2130712872211931e-266,9.130734332678923e-60,3.8035951649888075e-57,6.848835198957697e-66,2.53928243185568e-137,1.922975872373192e-43,6.373152629042255e-23,1.3949430724138744e-56,1.5289309035925526e-27,2.304071060183186e-90,6.197064946897156e-29,7.018399519085686e-13,4.419298482596158e-19,1.0302892541319278e-49,1.7253207977511904e-31,0.0,3.670542128725882e-32,4.260500430122139e-26,5.607284295126121e-51,1.1237659226109703e-31,5.523658978181484e-11,7.933128915258947e-10,-134.719947199472
1.5065026222998162e-107,7.529361147579196e-95,5.964521711330556e-121,8.845808083342085e-47,7.883059487811593e-19,1.1720067641775002e-104,2.9318970285208617e-41,6.026503797231679e-11,1.0705464124523837e-259,8.165997827319934e-265,1.9529590135935554e-59,8.132009629535487e-57,1.7901546933403466e-65,1.5945282724232967e-136,6.241741853074673e-43,8.936373397179008e-23,3.4482316676682577e-56,2.0601348655301988e-27,7.152685213797107e-90,8.865561165392135e-29,7.942124153411163e-13,5.501870008361218e-19,1.973329015963932e-49,2.521517416228177e-31,0.0,5.413489995196856e-32,5.951577302378273e-26,1.2201512833461594e-50,1.6596429736626495e-31,6.105925172624029e-11,8.839621714070768e-10,-134.559945599456
4.6698854710532763e-107,2.164311980946299e-94,2.437077188624565e-120,1.5098439508396487e-46,9.658431407904874e-19,4.557409506131651e-104,5.120285408537189e-41,6.657796059849046e-11,5.422282180393655e-258,5.417251042636971e-263,4.1678821737349535e-59,1.7345656427483125e-56,4.6641728512110124e-65,9.958129384930316e-136,2.0109270895579023e-42,1.2514649964182172e-22,8.495495424383131e-56,2.7736777506373225e-27,2.2133626931597423e-89,1.2669331570281303e-28,8.984229515247764e-13,6.845072952955791e-19,3.772089170183759e-49,3.6810484001960436e-31,0.0,7.974993236658087e-32,8.305012442722139e-26,2.647771902073472e-50,2.448202989520265e-31,6.74763852004909e-11,9.846458872002002e-10,-134.39994399943998
