0-Aiba 2014,1-Amin 2005,2-Bankston 2007a,3-Beckermann 2014,4-Chang 2004,5-Chen 2016,6-Crotti 2012a,8-Hayashi 2015,9-Holst 2009,11-Huang 2006,12-Keller 2006,13-Li 2009,14-Liu 2003a,15-Makita 2005,16-Makita 2008,17-Marangoni 2011,18-Medeiros-Domingo 2007,19-Mok 2003,21-Olesen 2012,22-Otagiri 2008,23-Rivolta 2001,24-Rossenbacker 2004,25-Ruan 2007,26-Ruan 2010,27-Saber 2015,28-Shy 2014,29-Sottas 2013,30-Splawski 2002,31-Tan 2001,32-Tsurugi 2009,34-Vatta 2002b,36-Wang 2016,37-Wehrens 2003,38-Winkel 2012,39-Yokoi 2005,40-Zhang 2015,sum,gauss,x
3.0612191017117784e-43,3.1375965632247863e-26,0.0,2.0426871238945175e-217,2.1208758346622897e-26,2.5069748543926605e-125,2.658931588537689e-10,8.975372120240565e-23,2.080518643398985e-261,4.2154564009754284e-80,7.5796645982859785e-28,1.943978295229349e-35,1.087634983824163e-40,1.2477307811057283e-53,1.967321271278683e-22,2.058892806952135e-17,6.482064513033616e-112,6.83041825443639e-29,8.650457426455581e-41,1.62900173605211e-51,2.02634836094e-313,0.0,0.0,0.0,5.7105022385670825e-67,1.4501506321200483e-101,0.0,3.0000608113422013e-109,8.776769984105293e-79,5.468681801648189e-91,0.0,3.5636698479266314e-41,0.0,2.203062336208495e-17,2.3732197411665487e-57,7.52731232511061e-58,2.6589320147360684e-10,1.2307761391810704e-08,-107.83967839678397
4.8237892804552344e-43,3.96841771707717e-26,0.0,1.9127052396188182e-216,2.988011450972242e-26,1.0660521097239419e-124,2.8954697192594204e-10,1.1198729919772733e-22,2.4252132461269782e-260,1.374245735444521e-79,1.1060841258451314e-27,3.083232493038387e-35,1.7555148619204857e-40,2.3200211236578413e-53,2.500751480683363e-22,2.4146857488986522e-17,2.261593240402744e-111,9.303279256923424e-29,1.2198132784159467e-40,2.849466410353468e-51,3.023414898637e-312,0.0,0.0,0.0,9.981270753116953e-67,3.65700052884725e-101,0.0,7.8390034949236425e-109,2.244707572899672e-78,1.4093437394867674e-90,0.0,5.529506548280315e-41,0.0,2.491712064646429e-17,4.712260726529089e-57,1.2445088561244822e-57,2.895470209902823e-10,1.317831629447532e-08,-107.67967679676796
7.592626262512054e-43,5.0165823412851827e-26,0.0,1.7819202344582833e-215,4.205006894022584e-26,4.516335192719232e-124,3.152295380622134e-10,1.3965118767703916e-22,2.812692577127636e-259,4.462399295664995e-79,1.612036770847649e-27,4.883090525831655e-35,2.8297350014663605e-40,4.306659750837377e-53,3.176717817914938e-22,2.8308299407886837e-17,7.866081619955375e-111,1.266106631363063e-28,1.7188920544605108e-40,4.9772824871411225e-51,4.488050717126e-311,0.0,0.0,0.0,1.7427460622301064e-66,9.204804751333054e-101,0.0,2.044416177969529e-108,5.726402023296819e-78,3.6239824735245664e-90,0.0,8.570235023090555e-41,0.0,2.817502322560772e-17,9.338955842351526e-57,2.0554999020935513e-57,3.1522959454599345e-10,1.4108208690461742e-08,-107.51967519675196
1.1937283243794536e-42,6.338241697194707e-26,0.0,1.6516669819721211e-214,5.911104099846965e-26,1.9062206790502263e-123,3.4310796333372174e-10,1.7405241420431766e-22,3.245552346695017e-258,1.443300271134634e-78,2.3464447984795143e-27,7.722482197615357e-35,4.555194619874126e-40,7.981173581107397e-53,4.0327342218469477e-22,3.3173647109053226e-17,2.727377177302582e-110,1.721670255096396e-28,2.4204984867570796e-40,8.681760309473866e-51,6.6281775125823e-310,0.0,0.0,0.0,3.039618835621927e-66,2.312500255394036e-100,0.0,5.321761541314562e-108,1.4571387414516927e-77,9.298012560678116e-90,0.0,1.3268338048189122e-40,0.0,3.185121978737911e-17,1.8473321262601522e-56,3.391550930209356e-57,3.4310802835916605e-10,1.5101320086616385e-08,-107.35967359673597
1.8746869491780086e-42,8.003868287703827e-26,0.0,1.523178252010827e-213,8.300188285537491e-26,8.015663240785787e-123,3.733625073408316e-10,2.168078610818652e-22,3.726052629515672e-257,4.649745603328916e-78,3.411099224498181e-27,1.2195305801666862e-34,7.322982916400513e-40,1.4766260420623517e-52,5.1160339740213435e-22,3.8859654885928247e-17,9.427027157110072e-110,2.3392419089335175e-28,3.4061360496491292e-40,1.5122028294105873e-50,9.73883199119482e-309,0.0,0.0,0.0,5.295913551842418e-66,5.798646697925183e-100,0.0,1.382671984125611e-107,3.698426425475821e-77,2.3802854958547445e-89,0.0,2.0519074335704637e-40,0.0,3.599840126155373e-17,3.6472815923842062e-56,5.590371118960967e-57,3.7336258219961636e-10,1.6161774398165115e-08,-107.19967199671996
2.940774978247786e-42,1.010186025143548e-25,0.0,1.397568131906159e-212,1.1641922977035455e-25,3.3580335152722624e-122,4.061875662585929e-10,2.6991657447248563e-22,4.256017130249901e-256,1.4920587575497426e-77,4.952528426800262e-27,1.923101084516685e-34,1.1756796989075662e-39,2.7274190087158855e-52,6.48604707471939e-22,4.550204722724357e-17,3.2482325719786757e-109,3.1757460198993946e-28,4.789830333881683e-40,2.6302622660104855e-50,1.423626239908962e-307,0.0,0.0,0.0,9.217208056472597e-66,1.4512731445779927e-99,0.0,3.585589492710793e-107,9.363324391673004e-77,6.079989844228035e-89,0.0,3.1696874674908926e-40,0.0,4.067576379724424e-17,7.187390767617238e-56,9.205435723430601e-57,4.0618765243732267e-10,1.7293952303341954e-08,-107.03967039670397
4.607916644372935e-42,1.2743040550716917e-25,0.0,1.2758195817808443e-211,1.6310938116626835e-25,1.4015541008988895e-121,4.4179272502737696e-10,3.358486737717235e-22,4.83672911849185e-255,4.768995296448751e-77,7.181385073228142e-27,3.02820428414484e-34,1.884993821778754e-39,5.029337435368688e-52,8.217498440921516e-22,5.3258534654530144e-17,1.1157381380793895e-108,4.307862726876713e-28,6.730994461772285e-40,4.568512486212604e-50,2.070434341391194e-306,0.0,0.0,0.0,1.6024874520624326e-65,3.6253448161565566e-99,0.0,9.280676202650445e-107,2.3645046031131327e-76,1.5495712113901068e-88,0.0,4.890942549808892e-40,0.0,4.5949795021863896e-17,1.4136792090543114e-55,1.5142914628524082e-56,4.4179282423686457e-10,1.8502506396435098e-08,-106.87966879668797
7.212024862925181e-42,1.6066269954333219e-25,0.0,1.1587761655002886e-210,2.282709253287311e-25,5.827925392190545e-121,4.804038832080171e-10,4.1765460768963963e-22,5.4688269230309126e-254,1.518280787765023e-76,1.0400113181857998e-26,4.761478910829676e-34,3.018219058393951e-39,9.258641305848076e-52,1.0404279768038987e-21,6.231229805961763e-17,3.820500337099972e-108,5.838797532532671e-28,9.452339250196774e-40,7.9238698069334955e-50,2.9957344146674634e-305,0.0,0.0,0.0,2.7830860062761146e-65,9.03914038777871e-99,0.0,2.397597767740795e-106,5.95589819540937e-76,3.940534249357438e-88,0.0,7.53852051882623e-40,0.0,5.1895153215030175e-17,2.775288493973655e-55,2.488490640826898e-56,4.804039974169268e-10,1.9792377180383366e-08,-106.71966719667196
1.1275079104394603e-41,2.0245445633512235e-25,0.0,1.0471378539423253e-209,3.191094750313211e-25,2.414334148542584e-120,5.222644592900569e-10,5.190993340787679e-22,6.15220231013709e-253,4.814614654107909e-76,1.5042379110766537e-26,7.4760500391325405e-34,4.826268696706569e-39,1.7016150413755575e-51,1.3164284834548757e-21,7.287601255244836e-17,1.3041303707249272e-107,7.907340540616424e-28,1.326478854870315e-39,1.3724186138402993e-49,4.312424675889239e-304,0.0,0.0,0.0,4.828312389721575e-65,2.2494823714159372e-98,0.0,6.182308622062548e-106,1.4964126657541542e-75,9.998470179967057e-88,0.0,1.160638898998349e-39,0.0,5.859565011702342e-17,5.4380481697225976e-55,4.085300086780961e-56,5.222645907635556e-10,2.116880994198387e-08,-106.55966559665598
1.760725933825706e-41,2.549822255213679e-25,0.0,9.414606682762826e-209,4.456010860183406e-25,9.96460407876959e-120,5.676366785247491e-10,6.448270118475851e-22,6.885905423621025e-252,1.5207408237319545e-75,2.172919350925881e-26,1.172131055905972e-33,7.707120531959199e-39,3.1221441085782024e-51,1.6645443720592442e-21,8.519649231246118e-17,4.43776783546056e-107,1.0699979272114377e-27,1.860211506201911e-39,2.373682464565545e-49,6.176125381973327e-303,0.0,0.0,0.0,8.367598581960831e-65,5.58747647234943e-98,0.0,1.5911190955491135e-105,3.750183278202906e-75,2.5313190449384405e-87,0.0,1.7849479792829243e-39,0.0,6.614534929670232e-17,1.0635443776737341e-54,6.699977258049571e-56,5.676368298689007e-10,2.2637372554769178e-08,-106.39966399663996
2.746462703803128e-41,3.209687567254798e-25,0.0,8.42159822123756e-208,6.2154163040704765e-25,4.0973399199277584e-119,6.168029496522654e-10,8.005630238880934e-22,7.668060206984447e-251,4.784462006579389e-75,3.134868287086086e-26,1.835074857499233e-33,1.2291155662325243e-38,5.719026992326514e-51,2.1033247891158352e-21,9.956004992393283e-17,1.5053966660901257e-106,1.4467080460601817e-27,2.6069054814574335e-39,4.099636930206334e-49,8.800088778130764e-302,0.0,0.0,0.0,1.4485819106637612e-64,1.3852446182815797e-97,2e-323,4.087260754571158e-105,9.374554071425856e-75,6.394330792094185e-87,0.0,2.7420252268623505e-39,0.0,7.46497933409078e-17,2.076088356466541e-54,1.097701120790161e-55,6.168031238650135e-10,2.4203974256683168e-08,-106.23966239662397
4.279228051644641e-41,4.0381820923493913e-25,0.0,7.495159357524669e-207,8.659875446062925e-25,1.6785072411789253e-118,6.700673362060034e-10,9.933616464406472e-22,8.49579433423752e-250,1.4993231622122063e-74,4.5169325218176907e-26,2.868831467527816e-33,1.957551519105e-38,1.0458488425591536e-50,2.656012785666171e-21,1.1629867737634583e-16,5.090730709869738e-106,1.9544489182669468e-27,3.65080980353999e-39,7.070578124458792e-49,1.2474822378141558e-300,0.0,0.0,0.0,2.5050824293128652e-64,3.427795359931324e-97,4.8e-322,1.0479478075607081e-104,2.3374684171686455e-74,1.6116776900518922e-86,0.0,4.207603129479998e-39,0.0,8.422737461033385e-17,4.044955053791631e-54,1.7966202917626302e-55,6.70067536735706e-10,2.587488545186167e-08,-106.07966079660797
6.659888206362669e-41,5.077843632053687e-25,0.0,6.636838343057545e-206,1.2052315989708913e-24,6.850522863594163e-118,7.277571284054959e-10,1.2319094990410407e-21,9.365187622632272e-249,4.6799544341838995e-74,6.500047349514938e-26,4.478472643749468e-33,3.1135338844912685e-38,1.9093839440970887e-50,3.351713122802982e-21,1.3579717156226975e-16,1.7161375786721462e-105,2.6382334244384303e-27,5.109214015245256e-39,1.2177305657516964e-48,1.7593735380018878e-299,0.0,0.0,0.0,4.32750648480286e-64,8.4660524030066e-97,1.0464e-320,2.681789044983903e-104,5.813502889067906e-74,4.053182610114277e-86,0.0,6.449343874193939e-39,0.0,9.501086595097382e-17,7.86609556841e-54,2.9375813822826124e-55,7.277573592181188e-10,2.7656758588054268e-08,-105.91965919659197
1.0353286393243548e-40,6.381797703827631e-25,0.0,5.847034057940116e-205,1.675509190558118e-24,2.785502149249044e-117,7.902245219956454e-10,1.5268971181556658e-21,1.02712426716484e-247,1.4550309571929413e-73,9.341961026639269e-26,6.981173868039644e-33,4.945542134273916e-38,3.4801277366788164e-50,4.226845517894182e-21,1.5850134497697176e-16,5.7672248105559576e-105,3.5583411181221435e-27,7.145291409719789e-39,2.09427757567085e-48,2.468641970735815e-298,0.0,0.0,0.0,7.467756991992768e-64,2.0870106675102875e-96,2.25956e-319,6.849947171845446e-104,1.4422051481199666e-73,1.017065748799144e-85,0.0,9.874468735660836e-39,0.0,1.0714912957267402e-16,1.5268008308925961e-53,4.798272709536076e-55,7.90224787651876e-10,2.9556650163572308e-08,-105.75965759657596
1.6076788465440765e-40,8.016356629499114e-25,0.0,5.125119821018252e-204,2.326700912323798e-24,1.128398635884001e-116,8.578484107524558e-10,1.8914736788670094e-21,1.120788105812779e-246,4.505957349680019e-73,1.3409364474754391e-25,1.0866773671361028e-32,7.845021352144682e-38,6.332492378654343e-50,5.326951820479776e-21,1.8492748272074225e-16,1.9320771444274074e-104,4.795428353883673e-27,9.98588959492225e-39,3.596698479453616e-48,3.446152792702038e-297,0.0,0.0,0.0,1.287298817275458e-63,5.135066076075146e-96,4.84753e-318,1.7463346964468543e-103,3.568725944566937e-73,2.5464594760098377e-85,0.0,1.5101823329108797e-38,0.0,1.208090243256583e-16,2.957898093942774e-53,7.829632203130219e-55,8.578487164961845e-10,3.158204392007222e-08,-105.59965599655996
2.493619287937595e-40,1.00642475828677e-24,0.0,4.4695771561979916e-203,3.227392213007611e-24,4.554082395031725e-116,9.310362997565537e-10,2.3418031414779445e-21,1.2167967816780642e-245,1.3899083189307015e-72,1.9223256144394852e-25,1.6890652543761864e-32,1.2427800345580643e-37,1.1503546148798401e-49,6.708941724225659e-21,2.1567323017264945e-16,6.452452970574631e-104,6.4573258341128405e-27,1.394615663663299e-38,6.168230201546399e-48,4.7861611503558176e-296,0.0,0.0,0.0,2.2166917585602393e-63,1.2610870166715012e-95,1.03325006e-316,4.443706780098845e-103,8.808386501469933e-73,6.361497946684513e-85,0.0,2.3070790337929534e-38,0.0,1.3617753384285943e-16,5.719547593979088e-53,1.2763189265663038e-54,9.310366516163729e-10,3.3740875279994074e-08,-105.43965439654397
3.8634098329970924e-40,1.2628619557994322e-24,0.0,3.878134524313342e-202,4.4717794354201154e-24,1.8311271082951871e-115,1.0102263469351552e-09,2.897744042907274e-21,1.3143366158284994e-244,4.270408946578457e-72,2.752290833083598e-25,2.6215966496155414e-32,1.966139459038605e-37,2.0862501205373987e-49,8.443881455015783e-21,2.514301222342236e-16,2.148166972866965e-103,8.688073024711225e-27,1.9463604948402312e-38,1.0563403492778599e-47,6.613273339931299e-295,0.0,0.0,0.0,3.8130103690052053e-63,3.091161697957611e-95,2.1881796e-315,1.1286023657656395e-102,2.1685854274225974e-72,1.5856849171616168e-84,0.0,3.520570134686489e-38,0.0,1.5346414049320693e-16,1.103869667317899e-52,2.07844468627756e-54,1.0102267518407655e-09,3.604155709010933e-08,-105.27965279652796
5.9788986880176594e-40,1.5838014428190514e-24,0.0,3.347906468603494e-201,6.189084938158381e-24,7.335257718524617e-115,1.0958895407916934e-09,3.583679929848493e-21,1.4125023441991824e-243,1.3068839149021568e-71,3.935594163031776e-25,4.0631135297320997e-32,3.106377878890446e-37,3.777274813685003e-49,1.0620454263832229e-20,2.9299799527616136e-16,7.129417128579995e-103,1.1679915226973306e-26,2.714519636092405e-38,1.806483161729448e-47,9.091216436279811e-294,0.0,0.0,0.0,6.55190224731575e-63,7.562685552290966e-95,4.604186153e-314,2.8609757013383804e-102,5.325418163777856e-72,3.9437491322015315e-84,0.0,5.366374404005139e-38,0.0,1.7290347283363593e-16,2.1264323567410466e-52,3.381264512939844e-54,1.0958900067073737e-09,3.849300673532738e-08,-105.11965119651197
9.242328258240118e-40,1.985253060913892e-24,0.0,2.875529178775755e-200,8.556377802617793e-24,2.9274638364523412e-114,1.1885320226816237e-09,4.42953321470095e-21,1.5103088358122633e-242,3.983719885746244e-71,5.620499392893304e-25,6.288190356431878e-32,4.901332487818986e-37,6.827604615276231e-49,1.334925152013944e-20,3.413015573615611e-16,2.358754913149945e-102,1.568922118061603e-26,3.783237953751815e-38,3.0849684022845906e-47,1.2433800329037138e-292,0.0,0.0,0.0,1.124614232710239e-62,1.8467496012659052e-94,9.625319792e-313,7.238774254442046e-102,1.304451400055914e-71,9.786706150062687e-84,0.0,8.170833849346219e-38,0.0,1.9475825728323914e-16,4.088490520989767e-52,5.495171306852857e-54,1.1885325587592283e-09,4.110467468974888e-08,-104.95964959649596
1.4270900077924432e-39,2.4871461166381895e-24,0.0,2.4572891151078763e-199,1.1816011439312287e-23,1.1639839112238536e-113,1.2886975624516488e-09,5.472002234101372e-21,1.6067058122509544e-241,1.20955273754762e-70,8.016561266433132e-25,9.717757154791385e-32,7.723140896209485e-37,1.2320709451882647e-48,1.676808999538526e-20,3.9740943153081213e-16,7.779548863758845e-102,2.1057584265093834e-26,5.269086062535086e-38,5.26083009339377e-47,1.691851139847322e-291,0.0,0.0,0.0,1.9283083640514612e-62,4.5010893629455097e-94,1.999262610503e-311,1.8280730563772507e-101,3.1871250153425905e-71,2.423252659854097e-83,0.0,1.2427083893703686e-37,0.0,2.1932260810163279e-16,7.846068025125959e-52,8.921640898514462e-54,1.2886981792059437e-09,4.388657457485482e-08,-104.79964799647996
2.201056154501886e-39,3.114275377882008e-24,0.0,2.0892420130291596e-198,1.6299312787789706e-23,4.610857420048757e-113,1.3969701967414029e-09,6.756069753345002e-21,1.7005953294075553e-240,3.658011431452531e-70,1.1419574971811138e-24,1.4996159206364693e-31,1.2153284522964939e-36,2.2196302827364506e-48,2.1048596068380175e-20,4.625560315564615e-16,2.5578131203562488e-101,2.8239771332700677e-26,7.333442487308193e-38,8.958691568463541e-47,2.290323216860851e-290,0.0,0.0,0.0,3.3028293698337924e-62,1.0949767747440675e-93,4.125882961373e-310,4.607864643240393e-101,7.767250338916634e-71,5.986813501657521e-83,0.0,1.8879457989169055e-37,0.0,2.4692569346904555e-16,1.502860928820703e-51,1.447003745749466e-53,1.396970906250953e-09,4.684931479776699e-08,-104.63964639646396
3.390944340360011e-39,3.897472055028045e-24,0.0,1.7673202755390574e-197,2.2458726494322006e-23,1.8196827792807397e-112,1.5139770397494303e-09,8.336841388159134e-21,1.7908516643120472e-239,1.1019186722394411e-69,1.624652104622618e-24,2.3108283226628085e-31,1.9099116894953264e-36,3.992115877700863e-48,2.6404352927216295e-20,5.381666803323138e-16,8.383512402176755e-101,3.784070953350107e-26,1.0199560361848718e-37,1.5234269961736174e-46,3.084663328942858e-289,0.0,0.0,0.0,5.65109403310695e-62,2.65870303056833e-93,8.45972699209531e-309,1.1592671496351377e-100,1.8881327020948623e-70,1.475800464114743e-82,0.0,2.8650173390088975e-37,0.0,2.7793581957404874e-16,2.873182214512772e-51,2.3445310342677674e-53,1.5139778558866992e-09,5.0004131845652926e-08,-104.47964479644796
5.218191116270658e-39,4.87505246282508e-24,0.0,1.4874274257551857e-196,3.0911380383439825e-23,7.154659240309136e-112,1.6403912767915152e-09,1.0281784768400369e-20,1.876343138378288e-238,3.3062695756244955e-69,2.308444449873064e-24,3.555731507484121e-31,2.9974560374533773e-36,7.168086027725691e-48,3.310097464013338e-20,6.258864387652442e-16,2.7392143246525324e-100,5.066439175616317e-26,1.4176074227011237e-37,2.5869346813098817e-46,4.1332829188498345e-288,0.0,0.0,0.0,9.658633197361527e-62,6.443360114949714e-93,1.7234082802998948e-307,2.911018707301339e-100,4.578199709881726e-70,3.6298981341658665e-82,0.0,4.342925988615027e-37,0.0,3.1276497915684877e-16,5.482582755682497e-51,3.7949296556511617e-53,1.6403922154863539e-09,5.336292531558536e-08,-104.31964319643197
8.021010450931261e-39,6.094609206686515e-24,0.0,1.2455189099911783e-195,4.2498060798261257e-23,2.8026024672769886e-111,1.7769353515297519e-09,1.2673455178398138e-20,1.9559553093996098e-237,9.881234670902394e-69,3.2758732690917116e-24,5.463411055195716e-31,4.697991985146498e-36,1.2849340896085512e-47,4.1468553960837927e-20,7.276131786096932e-16,8.922135606016125e-100,6.777848576508414e-26,1.9689354054063636e-37,4.386680785596404e-46,5.510092173632714e-287,0.0,0.0,0.0,1.6490565770903006e-61,1.558592668747972e-92,3.488288418645354e-306,7.295988053838603e-100,1.1072710891983e-69,8.90832626282573e-82,0.0,6.575897615763027e-37,0.0,3.51873915975796e-16,1.0442028468827561e-50,6.136389074766535e-53,1.7769364310710404e-09,5.693829476256778e-08,-104.15964159641595
1.2315384188767778e-38,7.615224639321394e-24,0.0,1.0376690939916345e-194,5.836295442958169e-23,1.0937380541057928e-110,1.9243843583244997e-09,1.561281139383677e-20,2.028614883331642e-236,2.9414969386955723e-68,4.642836281490902e-24,8.382478207263014e-31,7.353458314638725e-36,2.299514041901782e-47,5.191703225132001e-20,8.455355071596256e-16,2.8970395749287684e-99,9.059961616981369e-26,2.7328004621040983e-37,7.428024969867086e-46,7.308007126546783e-286,0.0,0.0,0.0,2.8124977389272897e-61,3.762967821628179e-92,7.015021081251091e-305,1.8251597504139475e-99,2.671223308500735e-69,2.181386761668431e-81,0.0,9.94592312774283e-37,0.0,3.9577776221072604e-16,1.9850077234185958e-50,9.912505922432988e-53,1.9243855997053695e-09,6.074357845188626e-08,-103.99963999639996
1.8887593540588102e-38,9.51020460403392e-24,0.0,8.601247682330101e-194,8.00613417911218e-23,4.2525009775497697e-110,2.083569651762294e-09,1.9223247115837048e-20,2.0933136382776354e-235,8.7218742804219e-68,6.571859351355677e-24,1.2842649434031123e-30,1.149452190094045e-35,4.1083634135563e-47,6.495516398853405e-20,9.821762362595387e-16,9.377408575202544e-99,1.2100583706733014e-25,3.790402591354683e-37,1.2560225338071848e-45,9.643072419105549e-285,0.0,0.0,0.0,4.791655110342336e-61,9.067885565515326e-92,1.4016447622428087e-303,4.557170761547875e-99,6.427816030779412e-69,5.329716564142569e-81,0.0,1.502631866076759e-36,0.0,4.450523119427839e-16,3.766319680867164e-50,1.5996149165954138e-52,2.0835710790751173e-09,6.479289410560092e-08,-103.83963839638396
2.8934439444850764e-38,1.1870452867852727e-23,0.0,7.093458650117365e-193,1.0970486851465914e-22,1.6472321056758935e-109,2.255382686037033e-09,2.365548952215152e-20,2.149131620807987e-234,2.5759384300938397e-67,9.290557257545085e-24,1.9647643136337216e-30,1.7943621647898333e-35,7.327894573248048e-47,8.121389987170744e-20,1.1404421840278944e-15,3.025896382098311e-98,1.6148483703990027e-25,5.253681276811447e-37,2.1208417314946584e-45,1.2659258325920896e-283,0.0,0.0,0.0,8.154844117433332e-61,2.1810177892108456e-91,2.7825265696427267e-302,1.1357097980664628e-98,1.5428144188165033e-68,1.2993029848578745e-80,0.0,2.267657872002992e-36,0.0,5.003410006143127e-16,7.132631861483119e-50,2.578747646451192e-52,2.2553843269252176e-09,6.910118173668748e-08,-103.67963679636796
4.427548214485372e-38,1.480863406223649e-23,0.0,5.820343881888161e-192,1.501572752604333e-22,6.356886414253599e-109,2.4407790975157715e-09,2.9093547902032356e-20,2.1952588716312557e-233,7.577838908975422e-67,1.3117282792978334e-23,3.001510961922683e-30,2.7973654618586954e-35,1.3048696931557393e-46,1.0147519750523643e-19,1.3236812064862875e-15,9.733478369206554e-98,2.1532906057737337e-25,7.276844051777228e-37,3.5760686149661437e-45,1.6533982129209098e-282,0.0,0.0,0.0,1.3863807502088156e-60,5.235884234614128e-91,5.4882396251166216e-301,2.8249911631052603e-98,3.6936942852524558e-68,3.1604697682641406e-80,0.0,3.4183766253956124e-36,0.0,5.623626678395996e-16,1.3482179023125596e-49,4.153016510431469e-52,2.4407809836903932e-09,7.368424866822372e-08,-103.51963519635197
6.767391578568246e-38,1.8464306500918896e-23,0.0,4.751527680607748e-191,2.0529780107648215e-22,2.4440685428835297e-108,2.6407830444998716e-09,3.5761933178018475e-20,2.231014964927534e-232,2.2204423069598724e-66,1.8496715306025e-23,4.578709023896557e-30,4.355201244522721e-35,2.319704412356281e-46,1.267074941914545e-19,1.5357474796178263e-15,3.1212236334377444e-97,2.868923768795469e-25,1.0072177656397975e-36,6.021298802439747e-45,2.148439029399942e-281,0.0,0.0,0.0,2.3544318206804377e-60,1.2545804463174436e-90,1.0755217408490121e-299,7.013656070284937e-98,8.820743914962179e-68,7.670571570936214e-80,0.0,5.1473029432558775e-36,0.0,6.319201891773566e-16,2.5435953408713395e-49,6.681590950975721e-52,2.6407852123302525e-09,7.855881683901308e-08,-103.35963359633595
1.0332111761457832e-37,2.3010247283296876e-23,0.0,3.859329847307184e-190,2.8037523934467796e-22,9.361848052722056e-108,2.856491818900565e-09,4.3934414614471646e-20,2.255865703100451e-231,6.480639338627631e-66,2.6049173961269603e-23,6.974607864929857e-30,6.771535517321807e-35,4.116951257175196e-46,1.5810935123272041e-19,1.781076192112553e-15,9.977563670520227e-97,3.8192741929437624e-25,1.3931717226588063e-36,1.0124212889483219e-44,2.7774418211711986e-280,0.0,0.0,0.0,3.9941692250717795e-60,3.0004379088743914e-90,2.0941013943034224e-298,1.7379988637243347e-97,2.101098863605829e-67,1.8575422236883832e-79,0.0,7.742068140593657e-36,0.0,7.099100715666226e-16,4.789758345624478e-49,1.0738843789706122e-51,2.8564943100892026e-09,8.374257250113768e-08,-103.19963199631997
1.5756750750838135e-37,2.8660242258936634e-23,0.0,3.1187786207092727e-189,3.824832825190716e-22,3.5726384795612874e-107,3.0890807452866637e-09,5.394463468530244e-20,2.2694363946595724e-230,1.8839980385262866e-65,3.663885670522457e-23,1.0608895808115169e-29,1.0514436627496529e-34,7.294514201907175e-46,1.971631138374651e-19,2.064768967301272e-15,3.179559318264072e-96,5.080285681815992e-25,1.9256922760370152e-36,1.6998833173484428e-44,3.5722617680720985e-279,0.0,0.0,0.0,6.768673207711549e-60,7.162232652339447e-90,4.0510593115466096e-297,4.298650749824496e-97,4.9921171663250124e-67,4.488327558747681e-79,0.0,1.1631927600221784e-35,0.0,7.97333117154762e-16,9.002369523495174e-49,1.7242354877949497e-51,3.089083607640304e-09,8.925421841923455e-08,-103.03963039630396
2.4002363928460644e-37,3.567867471853837e-23,0.0,2.5075593122897816e-188,5.211979505801994e-22,1.358300410204829e-106,3.3398083835278237e-09,6.61989687311086e-20,2.2715212539984108e-229,5.4554084781065114e-65,5.146814121189063e-23,1.611366060121555e-29,1.630439802300839e-34,1.2903115818708737e-45,2.457008379637551e-19,2.392691511890621e-15,1.0100715947402463e-95,6.752131599818605e-25,2.6599292784594628e-36,2.850123690541916e-44,4.571070804140202e-278,0.0,0.0,0.0,1.1458225785070817e-59,1.7064354130007326e-89,7.786313416762988e-296,1.061188380316273e-96,1.1830962003129797e-66,1.082094715000446e-78,0.0,1.7456767682925974e-35,0.0,8.953062713006088e-16,1.6887980514960737e-48,2.7656489130176954e-51,3.3398116718381153e-09,9.511352868564826e-08,-102.87962879628796
3.652171379212777e-37,4.439232151116335e-23,0.0,2.005912089763398e-187,7.094313590803062e-22,5.144958416304957e-106,3.6100220520565093e-09,8.119209483637639e-20,2.2620885934937817e-228,1.5734695278047095e-64,7.22077259207177e-23,2.4439475353221685e-29,2.5248957061063073e-34,2.2786120475888737e-45,3.059852305648077e-19,2.771585191751196e-15,3.1987491760628136e-95,8.966833966609899e-25,3.6715906499993017e-36,4.771940915654252e-44,5.819276446509809e-277,0.0,0.0,0.0,1.9376170530788608e-59,4.057970982532726e-89,1.4869197978051272e-294,2.6147517422094334e-96,2.796741695278445e-66,2.6030402854347797e-78,0.0,2.6169378891961686e-35,0.0,1.0050757827222266e-15,3.162104757789946e-48,4.4315834250783474e-51,3.610025829105488e-09,1.0134140627018838e-07,-102.71962719627196
5.550831733158736e-37,5.520485660611932e-23,0.0,1.596491435590942e-186,9.645738971019346e-22,1.9415437574645962e-105,3.901163689599779e-09,9.952583387114348e-20,2.241281624855026e-227,4.520366351305037e-64,1.0117599053324954e-22,3.701375824737118e-29,3.904829113809579e-34,4.017202787685886e-45,3.808089512343021e-19,3.2091944641455654e-15,1.0098363945159638e-94,1.1898242748832625e-24,5.0645327574630995e-36,7.978351405673677e-44,7.370490611643222e-276,0.0,0.0,0.0,3.2730697747404505e-59,9.631760386017413e-89,2.8212111424119094e-293,6.430519905868343e-96,6.594496810834026e-66,6.247861371534798e-78,0.0,3.918685761718766e-35,0.0,1.1280318171859635e-15,5.909523157619171e-48,7.093853658023228e-51,3.901168027307517e-09,1.0795994342790152e-07,-102.55962559625596
