0-Aiba 2014,1-Amin 2005,2-Bankston 2007a,3-Beckermann 2014,4-Chang 2004,5-Chen 2016,6-Crotti 2012a,8-Hayashi 2015,9-Holst 2009,11-Huang 2006,12-Keller 2006,13-Li 2009,14-Liu 2003a,15-Makita 2005,16-Makita 2008,17-Marangoni 2011,18-Medeiros-Domingo 2007,19-Mok 2003,21-Olesen 2012,22-Otagiri 2008,23-Rivolta 2001,24-Rossenbacker 2004,25-Ruan 2007,26-Ruan 2010,27-Saber 2015,28-Shy 2014,29-Sottas 2013,30-Splawski 2002,31-Tan 2001,32-Tsurugi 2009,34-Vatta 2002b,36-Wang 2016,37-Wehrens 2003,38-Winkel 2012,39-Yokoi 2005,40-Zhang 2015,sum,gauss,x
4.624908620600472e-87,1.7672828755176322e-48,0.0,0.0,2.7124093097898875e-61,8.365034329786528e-266,1.0299349175478083e-18,3.9412758589398086e-44,0.0,2.9626905667198652e-201,1.2267355417669262e-66,5.1868854706786925e-82,7.048927406666941e-88,2.759659361057375e-114,5.07002370150802e-46,8.359975160991022e-33,1.6920263431359504e-232,5.090560013027149e-59,9.921803858909627e-73,1.434615559183001e-105,0.0,0.0,0.0,0.0,1.7052419240004072e-118,8.065743315332853e-188,0.0,2.701106269910777e-198,9.112041742747953e-171,2.667580912350962e-181,0.0,1.1772629112911757e-83,0.0,8.733993073769079e-29,8.167484671849358e-125,1.3485841188533382e-104,1.0299349176351566e-18,3.827526889233477e-15,-136.79996799968
8.939776521318468e-87,2.459827178122967e-48,0.0,0.0,4.6726734643207015e-61,6.989515648015872e-265,1.1712323917170056e-18,5.435927102518307e-44,0.0,1.97451148685611e-200,2.252631272740654e-66,1.068053212843181e-81,1.448905142054094e-87,6.934033375771512e-114,7.264036962050046e-46,1.0540844802493436e-32,1.0393480319157019e-231,8.037571140808791e-59,1.5847853564563114e-72,3.240224999277038e-105,0.0,0.0,0.0,0.0,3.6153221061345443e-118,2.865507225212979e-187,0.0,9.943005397592286e-198,3.6904756040053225e-170,1.027870170466594e-180,0.0,2.2336008642743327e-83,0.0,1.0318677205728649e-28,2.2846774310036593e-124,2.6768263891824777e-104,1.171232391820203e-18,4.2176633858556555e-15,-136.639966399664
1.7260761414558443e-86,3.421948017327235e-48,0.0,0.0,8.040685581568017e-61,5.8184286388191215e-264,1.3315956924846264e-18,7.493245650812231e-44,0.0,1.3107421606644997e-199,4.131215816044463e-66,2.1961032858827836e-81,2.9742452957714664e-87,1.7393779075991668e-113,1.0400613519364728e-45,1.328532337080022e-32,6.364403096406748e-231,1.268030106087634e-58,2.529596349462613e-72,7.308050731523184e-105,0.0,0.0,0.0,0.0,7.656754726499286e-118,1.0160995747676322e-186,0.0,3.653182176766238e-197,1.4908913147086674e-169,3.9517895281241854e-180,0.0,4.233066749732767e-83,0.0,1.2187947336185173e-28,6.378801766936846e-124,5.307912840919539e-104,1.331595692606519e-18,4.646828775451313e-15,-136.479964799648
3.328917391727236e-86,4.757869282845561e-48,0.0,0.0,1.3820958670509942e-60,4.825514441653974e-263,1.5135532419613719e-18,1.0323474083607478e-43,0.0,8.666806645867483e-199,7.566835118700165e-66,4.509062671074609e-81,6.09724332558442e-87,4.355916479341652e-113,1.4881706297859644e-45,1.6737674555726644e-32,3.885054909591068e-230,1.9988479846117318e-58,4.0349017675182925e-72,1.6459426238141224e-104,0.0,0.0,0.0,0.0,1.6198664746079626e-117,3.596240123597354e-186,0.0,1.3396848184710463e-196,6.007677879358321e-169,1.515947744698129e-179,0.0,8.01349749422548e-83,0.0,1.4392375111840544e-28,1.777587431637909e-123,1.0514503609650246e-103,1.5135532421053124e-18,5.118851304593157e-15,-136.31996319963199
6.41292067463936e-86,6.611833220767254e-48,0.0,0.0,2.373016169388823e-60,3.987133745592915e-262,1.7199627365394062e-18,1.4214818824535945e-43,0.0,5.708015986878652e-198,1.3842013601559143e-65,9.2447127254189e-81,1.2482747465628418e-86,1.0890371893483034e-112,2.1279398963317093e-45,2.1078727403636004e-32,2.364174054273659e-229,3.1482951127104415e-58,6.43155029305373e-72,3.7018139174243445e-104,0.0,0.0,0.0,0.0,3.4233432138392175e-117,1.2703949115923146e-185,0.0,4.90356111528387e-196,2.4147062165624963e-168,5.80242503569738e-179,0.0,1.5153276055583667e-82,0.0,1.6991422098841107e-28,4.9442507358095046e-123,2.0807273691320497e-103,1.7199627367093414e-18,5.637926990588074e-15,-136.159961599616
1.2340094880949331e-85,9.183358957993057e-48,0.0,0.0,4.06987122150982e-60,3.2821412328979587e-261,1.9540532177519524e-18,1.9562139022298e-43,0.0,3.744514255776294e-197,2.5289071588304835e-65,1.8926669903224494e-80,2.5521532911430095e-86,2.718212778105334e-112,3.0407368870816595e-45,2.653505147119734e-32,1.434182883320578e-228,4.954690951253249e-58,1.0244702188342515e-71,8.313831708909852e-104,0.0,0.0,0.0,0.0,7.227005925541905e-117,4.479261937287252e-185,0.0,1.7914232229748626e-195,9.680972125345662e-168,2.215999852786205e-178,0.0,2.862255546575703e-82,0.0,2.0054985222314476e-28,1.3726115643874302e-122,4.1134194650046834e-103,1.9540532179525288e-18,6.2086541814621715e-15,-135.9999599996
2.3718701592176038e-85,1.274827772926073e-47,0.0,0.0,6.972332319731402e-60,2.691739347670667e-260,2.2194724114656148e-18,2.6906109701039898e-43,0.0,2.4467524409577414e-196,4.614398667806473e-65,3.869266418212665e-80,5.211026017945005e-86,6.77332260751645e-112,4.3422136214181895e-45,3.3390410635775894e-32,8.673061495451074e-228,7.791178829123873e-58,1.6307371686428701e-71,1.864552549540022e-103,0.0,0.0,0.0,0.0,1.5240637116714622e-116,1.576347000676882e-184,0.0,6.532244893477765e-195,3.87142318794025e-167,8.444322241640052e-178,0.0,5.400422239991186e-82,0.0,2.3665207805254625e-28,3.8034041064375203e-122,8.123669224315445e-103,2.2194724117023004e-18,6.836071288186748e-15,-135.839958399584
4.5537911083508994e-85,1.7687716071317947e-47,0.0,0.0,1.1931441891653692e-59,2.1993179448696712e-259,2.5203399812509924e-18,3.698665288089776e-43,0.0,1.5924610054488211e-195,8.409031011860645e-65,7.898719643218423e-80,1.0625751156515211e-85,1.684991230721591e-111,6.196641705134183e-45,4.200005551495546e-32,5.22857231565037e-227,1.2241517047045786e-57,2.5939975755964064e-71,4.1757527887663394e-103,0.0,0.0,0.0,0.0,3.21058799594688e-116,5.537004042199662e-184,0.0,2.3774115432241237e-194,1.5442561232329876e-166,3.2106632020656248e-177,0.0,1.0178047409750497e-81,0.0,2.7918601316468575e-28,1.0519011729149453e-121,1.6027392709403785e-102,2.5203399815302202e-18,7.525697973090903e-15,-135.679956799568
8.733032563949267e-85,2.452800838857532e-47,0.0,0.0,2.0395071085291e-59,1.7902855622391277e-258,2.861307419183082e-18,5.081579328422424e-43,0.0,1.0323615411989439e-194,1.530472069303343e-64,1.610120588375139e-79,2.1637942102216968e-85,4.184765254942061e-111,8.837195103611503e-45,5.280855056330917e-32,3.1422201914248653e-226,1.9218203043456452e-57,4.1234062573075335e-71,9.338598098630176e-103,0.0,0.0,0.0,0.0,6.756204334622e-116,1.941223352616685e-183,0.0,8.636224569117203e-194,6.144195487318572e-166,1.2180344871819717e-176,0.0,1.9161021704619985e-81,0.0,3.292853050595981e-28,2.9037221569444893e-121,3.158893168948661e-102,2.8613074195124203e-18,8.283580103144895e-15,-135.519955199552
1.6728878834714163e-84,3.39956304671465e-47,0.0,0.0,3.482370355573861e-59,1.4518972332681493e-257,3.2476253837824132e-18,6.977694375273149e-43,0.0,6.66621110006305e-194,2.7819766191668153e-64,3.277432425923925e-79,4.400400260894206e-85,1.0375812851438067e-110,1.259462839967227e-44,6.637200075052755e-32,1.882491021611311e-225,3.0146422401076575e-57,6.550035433043625e-71,2.0855247300945795e-102,0.0,0.0,0.0,0.0,1.4202268453916034e-115,6.792878154022217e-183,0.0,3.1312744724035603e-193,2.438415586952041e-165,4.6106196970252775e-176,0.0,3.6032159979739985e-81,0.0,3.8828123428712806e-28,8.00042076564691e-121,6.2196853251920255e-102,3.2476253841707608e-18,9.116338803622372e-15,-135.359953599536
3.200946186431439e-84,4.709276599653089e-47,0.0,0.0,5.939393944502422e-59,1.1730829504359738e-256,3.68521939136195e-18,9.576013116396755e-43,0.0,4.2875632711493884e-193,5.050450936607158e-64,6.661664059214209e-79,8.936929317114272e-85,2.5683294444147547e-110,1.7937798070757698e-44,8.338575205732312e-32,1.124273605001116e-224,4.725026509208573e-57,1.0397576802636222e-70,4.650886661945342e-102,0.0,0.0,0.0,0.0,2.9822867733815372e-115,2.3725195118955536e-182,0.0,1.1331724279922242e-192,9.652669452286248e-165,1.74138139223721e-175,0.0,6.768296446628544e-81,0.0,4.577367813958517e-28,2.200129524963759e-120,1.2233854209883965e-101,3.68521939181977e-18,1.0031223976749145e-14,-135.19995199951998
6.117862212690918e-84,6.52011994477455e-47,0.0,0.0,1.0118747236503396e-58,9.44280116130975e-256,4.180774874825839e-18,1.3134606810107377e-42,0.0,2.74679504857498e-192,9.15704715254719e-64,1.3520892144080005e-78,1.8126100281033276e-84,6.346830558107213e-110,2.553087860607447e-44,1.0471889945592727e-31,6.693510028896666e-224,7.399769393547585e-57,1.6493832831477903e-70,1.0357213335748318e-101,0.0,0.0,0.0,0.0,6.255727615534383e-115,8.270721781077359e-182,0.0,4.0930637705726885e-192,3.811396675455237e-164,6.562410288544737e-175,0.0,1.2699478534409047e-80,0.0,5.3948649820856215e-28,6.0389484265584634e-120,2.4039177399828264e-101,4.1807748753654304e-18,1.1036172681481287e-14,-135.039950399504
1.167967589112156e-83,9.022507602655749e-47,0.0,0.0,1.72198277959902e-58,7.572726004858787e-255,4.7418327442661956e-18,1.800565714013626e-42,0.0,1.7527751370501052e-191,1.6581711621328005e-63,2.7403220662212055e-78,3.671473074757205e-84,1.565815723379772e-109,3.631409688456145e-44,1.3145725742253826e-31,3.972634636266911e-223,1.1579174225300222e-56,2.6146406210223115e-70,2.3032275187881216e-101,0.0,0.0,0.0,0.0,1.3108198279213721e-114,2.8777607284504375e-181,0.0,1.47563407092449e-191,1.5011285160700468e-163,2.467560111972118e-174,0.0,2.380180239716985e-80,0.0,6.356831605670307e-28,1.6544438910147963e-119,4.718862444992396e-101,4.7418327449020105e-18,1.2139872804752701e-14,-134.879948799488
2.22726387158417e-83,1.2478696269871522e-46,0.0,0.0,2.9271723996951328e-58,6.0503837241145046e-254,5.376896717917579e-18,2.4669504758675615e-42,0.0,1.1140646317422761e-190,2.998830219344071e-63,5.545893253434295e-78,7.426705981142713e-84,3.8565766538249873e-109,5.161757442142851e-44,1.6495684598190639e-31,2.3504235708077506e-222,1.810433004760124e-56,4.1419359953296133e-70,5.1146687637888644e-101,0.0,0.0,0.0,0.0,2.7437523958176267e-114,9.99409796732262e-181,0.0,5.30990178175692e-191,5.897237345849146e-163,9.257782747325868e-174,0.0,4.456062189597946e-80,0.0,7.488523421612237e-28,4.5239772905596064e-119,9.253721972759771e-101,5.3768967186665965e-18,1.3351832491579088e-14,-134.719947199472
