0-Bebarova 2008,1-Calloe 2011,2-Calloe 2011,3-Calloe 2013,4-Hayashi 2015,5-Kato 2014,6-Liu 2005,7-Watanabe 2011b,8-Young 2005,sum,gauss,x
1.1315305122145211e-38,0.0,2.320981329519188e-58,0.0,5.215323419884589e-29,0.00040857454567923615,0.0004931617981440365,5.944988640338672e-07,2.3503192390016528e-07,0.0009025658746112067,0.0010432378468988321,-106.55966559665598
2.1995193923996481e-38,0.0,9.614018657005543e-58,0.0,1.0882485952971878e-28,0.00042490170940815737,0.0005374423643672096,6.883182951884264e-07,2.548516192481854e-07,0.0009632872436898036,0.001084980949060741,-106.39966399663996
4.264137295510515e-38,0.0,3.950997392463815e-57,0.0,2.2607094438043175e-28,0.0004417591936278873,0.0005848494495904503,7.960939808520311e-07,2.762542461218887e-07,0.0010276809914453117,0.001128149178561984,-106.23966239662397
8.244729697864285e-38,0.0,1.6109312054104961e-56,0.0,4.67553320335014e-28,0.0004591585346767118,0.0006355152737774236,9.19763372576608e-07,2.9935846942398394e-07,0.001095892930296136,0.001172780107585154,-106.07966079660797
1.5898769850094663e-37,0.0,6.516519728381914e-56,0.0,9.626918743813297e-28,0.0004771112667819686,0.0006895688243668841,1.0615113072252838e-06,3.24291197439092e-07,0.0011680658936535169,0.0012189118268026826,-105.91965919659197
3.0576831599636294e-37,2e-322,2.6153083672531515e-55,0.0,1.973391396836521e-27,0.0004956289089763023,0.0007471347964729899,1.2237984018954191e-06,3.5118810207690986e-07,0.0012443386919532646,0.0012665829321384333,-105.75965759657596
5.86493628546103e-37,1.7972e-319,1.0413544108890262e-54,0.0,4.027253045349385e-27,0.0005147229515219351,0.0008083324745885027,1.4093922599441728e-06,3.8019416793406933e-07,0.001324845012538316,0.0013158325104475604,-105.59965599655996
1.1219563831372569e-36,1.5804887e-316,4.1137953920314953e-54,0.0,8.182280626577493e-27,0.0005344048418466691,0.0008732745609491844,1.621401706608933e-06,4.1146427147737495e-07,0.00140971226877394,0.001366700124091134,-105.43965439654397
2.140575287277797e-36,1.3466663719e-313,1.612335003835497e-53,0.0,1.6550441587735533e-26,0.0005546859699964593,0.0009420659567153959,1.863314281947752e-06,4.451637916891676e-07,0.0014990604047854922,0.0014192257943828515,-105.27965279652796
4.07311712760853e-36,1.11173816749703e-310,6.269549659733161e-53,0.0,3.332840767714968e-26,0.0005755776536104776,0.0010148025031332635,2.139037227382959e-06,4.81469253553075e-07,0.001593000663224677,0.0014734499838858466,-105.11965119651197
7.729744677206648e-36,8.892397983840889e-308,2.4187215805517248e-52,0.0,6.681735930320848e-26,0.0005970911224258671,0.0010915696908408263,2.452942209825226e-06,5.205690057956973e-07,0.0016916343244823143,0.0015294135775388836,-104.95964959649596
1.4630031359520424e-35,6.891426719547874e-305,9.257716584528166e-52,0.0,1.3336252648764623e-25,0.000619237502320435,0.0011724413464686988,2.80991403397161e-06,5.626639343357725e-07,0.0017950514267574412,0.0015871578625917507,-104.79964799647996
2.761641010714163e-35,5.174558110787121e-302,3.515526302654636e-51,0.0,2.6500134894651603e-25,0.0006420277989029064,0.0012574783066374696,3.2154035986869703e-06,6.079682129281668e-07,0.001903329477351991,0.0016467245073312465,-104.63964639646396
5.199134444439332e-35,3.764534397305118e-299,1.3244796527198438e-50,0.0,5.242423703447675e-25,0.0006654728806615032,0.0013467270903576658,3.6754853571381455e-06,6.567100925241531e-07,0.002016532166468831,0.0017081555385799274,-104.47964479644796
9.761953414600106e-35,2.653524770932253e-296,4.950723812379744e-50,0.0,1.0324901478393327e-24,0.0006895834616829436,0.0014402185816783477,4.196919542293544e-06,7.091327309026902e-07,0.0021347080956344877,0.0017714933179512238,-104.31964319643197
1.828034011915615e-34,1.8122115657397383e-293,1.8359488425259518e-49,0.0,2.0244612928922384e-24,0.0007143700839552358,0.0015379667351903927,4.787219419237577e-06,7.6549506415906e-07,0.0022578895336290254,0.0018367805168458065,-104.15964159641595
3.414079824223648e-34,1.1991362297476383e-290,6.754931064880901e-49,0.0,3.95187139194728e-24,0.0007398430992689054,0.0016399673176540155,5.454723823177289e-06,8.260727216670913e-07,0.0023860912134677655,0.0019040600901753019,-103.99963999639996
6.359235795105345e-34,7.687799116221994e-288,2.465753940062862e-48,0.0,7.680082608104313e-24,0.0007660126507327436,0.001746196699572285,6.208675236722478e-06,8.911589861595915e-07,0.0025193091845279107,0.0019733752488013123,-103.83963839638396
1.1813485273335317e-33,4.775396137230636e-285,8.929908706719874e-48,0.0,1.4859313443348004e-23,0.0007928886539213123,0.0018566107109558993,7.059303651656241e-06,9.610658005971034e-07,0.0026575197343294645,0.0020447694306786677,-103.67963679636796
2.1887341703733182e-33,2.874025758329041e-282,3.2085792531238522e-47,0.0,2.862209111936739e-23,0.000820480777672978,0.00197114357580775,8.017916448648634e-06,1.036124823519165e-06,0.0028006783947528953,0.0021182862706939825,-103.51963519635197
4.044360408273523e-33,1.6758910580084275e-279,1.1437918345173963e-46,0.0,5.488753661367981e-23,0.0008487984245584796,0.002089706939982664,9.096994512831325e-06,1.116688534592913e-06,0.0029487190475885675,0.002193969569191969,-103.35963359633595
7.453298942909876e-33,9.468360532458954e-277,4.045290191135121e-46,0.0,1.0478904522728603e-22,0.0008778507110413889,0.0022121890070380145,1.0310294783489354e-05,1.203131392091836e-06,0.0031015531442549846,0.0022718632591836926,-103.19963199631997
1.3699007049923075e-32,5.182957699721563e-274,1.4194524208473265e-45,0.0,1.9917177353896077e-22,0.0009076464473532974,0.0023384537964746704,1.1672959411977553e-05,1.2958510440527592e-06,0.003259069054283998,0.0023520113722331412,-103.03963039630396
2.5111432956108007e-32,2.74887136659681e-271,4.9415189712934624e-45,0.0,3.7688552816971953e-22,0.0009381941171077168,0.002468340538364744,1.3201631672946794e-05,1.3952695948698345e-06,0.0034211315567402776,0.0024344580030198288,-102.87962879628796
4.5908780968812845e-32,1.4125539561821346e-268,1.7067447005168718e-44,0.0,7.100041646506526e-22,0.0009695018566782168,0.002601663217770267,1.4914578739740787e-05,1.501834929092534e-06,0.003587581488117317,0.0025192472725776844,-102.71962719627196
8.370702057947275e-32,7.032820764523208e-266,5.848508532271702e-44,0.0,1.331625473588907e-21,0.0010015774343675253,0.0027382102815685164,1.6831821395016218e-05,1.6160220941976612e-06,0.003758235559425256,0.0026064232902121595,-102.55962559625596
1.5221935087712505e-31,3.392563052488443e-263,1.9883377657531992e-43,0.0,2.4864117903525907e-21,0.0010344282293956808,0.002877744519316982,1.8975270701938896e-05,1.738334744104578e-06,0.003932886354158707,0.002696030114099744,-102.39962399623997
2.7607031148884593e-31,1.5856238947842091e-260,6.7066194454086555e-43,0.0,4.622040879233298e-21,0.0010680612107366392,0.003020003128614908,2.136887160939619e-05,1.8693066451971568e-06,0.004111302517606141,0.002788111710576318,-102.23962239622395
4.9935730002213915e-31,7.180361521017873e-258,2.2443244202370046e-42,0.0,8.553902026036938e-21,0.0011024829158339288,0.0031646979740541396,2.403875340625657e-05,2.009503246604826e-06,0.0042932291465409295,0.0028827119121227402,-102.07962079620796
9.008343939500084e-31,3.1504044710303074e-255,7.451369073935482e-42,0.0,1.5760301621570925e-20,0.001137699429227368,0.003311516047309258,2.7013386874584662e-05,2.1595233164792234e-06,0.0044783883867276905,0.002979874374058944,-101.91961919619196
1.6207662087926435e-30,1.3392454962762476e-252,2.4544544891546973e-41,0.0,2.890909801700889e-20,0.0011737163611238244,0.0034601201342040885,3.0323747919634663e-05,2.320000645980082e-06,0.0046664802438935275,0.00307964252995941,-101.75961759617596
2.908289571926213e-30,5.516046888365234e-250,8.021255707804721e-41,0.0,5.2792754488558476e-20,0.0012105388259464262,0.003610149692727188,3.400348737532569e-05,2.491605822656262e-06,0.004857183611871596,0.0031820595458060524,-101.59961599615997
5.2047128840978476e-30,2.201251064399767e-247,2.600747607916253e-40,0.0,9.598068969393629e-20,0.0012481714208976396,0.0037612219439662874,3.8089106597595206e-05,2.6750480748723265e-06,0.005050157519536394,0.0032871682728966216,-101.43961439614395
9.289616077744886e-30,8.511088059838316e-245,8.366089818813731e-40,0.0,1.7372534157682169e-19,0.0012866182045726856,0.003912933175813411,4.262013836456045e-05,2.87107718888906e-06,0.005245042595939546,0.003395011199529191,-101.27961279612796
1.6536386447110938e-29,3.1884122139810894e-242,2.6700248713415223e-39,0.0,3.1304894597592773e-19,0.0013258826756610389,0.00406486025708189,4.7639332501874974e-05,3.0804855001575387e-06,0.005441462750744961,0.003505630401486433,-101.11961119611196
2.935792241280224e-29,1.1572780593690312e-239,8.454278682893449e-39,0.0,5.616051493517142e-19,0.0013659677517744355,0.004216562357395973,5.3192845544129845e-05,3.304109960328018e-06,0.0056390270646748675,0.003619067491345152,-100.95960959609596
5.198186799221372e-29,4.0698167047384885e-237,2.6558667458745e-38,0.0,1.0030432973905763e-18,0.0014068757484410601,0.004367582865895418,5.933043362898409e-05,3.5428342814107694e-06,0.005837331882246874,0.0037353635666400923,-100.79960799607996
9.179527005987104e-29,1.3867106653171524e-234,8.277600675608642e-38,0.0,1.783520242764128e-18,0.0014486083583062797,0.004517451499465672,6.610564770016198e-05,3.797591158451063e-06,0.0060359630966305665,0.0038545591569131236,-100.63960639606395
1.6167042646379877e-28,4.577946749603675e-232,2.559594278297358e-37,0.0,3.1572296254942688e-18,0.001491166630581186,0.004665686588893059,7.357602996907902e-05,4.0693645719979826e-06,0.006234498614015325,0.003976694169681893,-100.47960479604797
2.839767092328497e-28,1.4642980795263647e-229,7.852469507417361e-37,0.0,5.564217007953634e-18,0.001534550950780969,0.0048117975290835405,8.180331045321914e-05,4.359192171554354e-06,0.0064325109824892885,0.0041018078353649194,-100.31960319603195
4.974812520826314e-28,4.537975262033903e-227,2.39006578824817e-36,0.0,9.76273977110125e-18,0.001578761020795741,0.004955287377304932,9.085360227317998e-05,4.668167741092096e-06,0.0066295701681149555,0.004229938651202405,-100.15960159601596
8.691857016275936e-28,1.3626007716694729e-224,7.21741903920409e-36,0.0,1.7053327428488933e-17,0.0016237958393372496,0.0050956555813493525,0.00010079759425048693,4.9974437476065825e-06,0.006825246458684713,0.004361124324215729,-99.99959999599996
1.51457326467787e-27,3.964140258527991e-222,2.1623323975243525e-35,0.0,2.965625531264406e-17,0.0016696536828051107,0.0052324008175929975,0.0001117107392056685,5.348233973557995e-06,0.007019113473577364,0.004495401713250257,-99.83959839598396
2.6321452875580178e-27,1.1173861116389403e-219,6.427342724922821e-35,0.0,5.134442053037842e-17,0.0017163320866169893,0.005365023917188703,0.00012367343621205916,5.721816233916031e-06,0.007210751256251718,0.004632806770150074,-99.67959679596797
4.5621681360294844e-27,3.051626665117847e-217,1.8954351507247638e-34,0.0,8.849932645252597e-17,0.0017638278270473017,0.005493030857087117,0.0001367712049164206,6.119535178377361e-06,0.007399749424229305,0.004773374480115326,-99.51959519595195
7.88632325434239e-27,8.074830380491144e-215,5.545680830018839e-34,0.0,1.5186456052387642e-16,0.0018121369036192517,0.005615935791273752,0.00015109484989428575,6.542805179167878e-06,0.00758571034996661,0.004917138801295798,-99.35959359593596
1.359626811941e-26,2.0701856352177503e-212,1.6097902051732993e-33,0.0,2.594434278137737e-16,0.0018612545220954679,0.0057332640965550834,0.00016674061286757602,6.9931133046740874e-06,0.007768252344823061,0.005064132603677781,-99.19959199591996
2.3377966089982613e-26,5.142319403220325e-210,4.636093209041066e-33,0.0,4.4126417869936063e-16,0.0019111750781121576,0.005844555406445563,0.00018381031047596437,7.4720223789633164e-06,0.00794701281741309,0.0052143876073230235,-99.03959039590396
4.0089956646387873e-26,1.2376067834798489e-207,1.3246572050248695e-32,0.0,7.471786206755018e-16,0.001961892141502095,0.005949366606219626,0.00020241145516390879,7.981174127060683e-06,0.008121651377013438,0.005367934320022466,-98.87958879588795
6.85656041539775e-26,2.885892762996446e-205,3.755115693236878e-32,0.0,1.2595632007132018e-15,0.0020133984413513648,0.006047274762007888,0.00022265735662381147,8.522292405640903e-06,0.008291852852389966,0.005524801974429468,-98.71958719587195
1.169550249065812e-25,6.520059699136403e-203,1.0561159622744253e-31,0.0,2.113903971195904e-15,0.0020656858518346565,0.006137879956946548,0.00024466720112476794,9.097186518572784e-06,0.008457330196426659,0.005685018464740272,-98.55958559585596
1.9896345904177467e-25,1.4272394143746868e-200,2.946920094601477e-31,0.0,3.531996862388501e-15,0.0021187453788736135,0.006220808007836705,0.0002685661059578813,9.707754616519566e-06,0.00861782724728825,0.005848610282992253,-98.39958399583995
3.3757448812863614e-25,3.0270246957008824e-198,8.158185620852984e-31,0.0,5.875233443015307e-15,0.002172567147662129,0.006295713036536174,0.000294485146145385,1.0355987179548072e-05,0.00877312131752911,0.006015602455052618,-98.23958239582396
5.712257428903978e-25,6.220266226633531e-196,2.240718364532645e-30,0.0,9.729705813118991e-15,0.002227140391102267,0.00636227987138659,0.0003225613504944076,1.1043970581440162e-05,0.008923025583574433,0.006186018476373898,-98.07958079580796
9.640238593455948e-25,1.2384425266207122e-193,6.10589643110253e-30,0.0,1.6041465985340107e-14,0.002282453439193349,0.006420226255362162,0.0003529376640289805,1.1773890734118079e-05,0.009067391249334651,0.006359880247593637,-97.91957919579195
1.622593203378514e-24,2.3890025638661098e-191,1.6507452724266445e-29,0.0,2.633044287863976e-14,0.002338493709416455,0.006469304839301924,0.0003857628738089662,1.2548036810308566e-05,0.009206109459363985,0.006537208010059603,-97.75957759577597
2.723788491045049e-24,4.465100620517574e-189,4.427709911724036e-29,0.0,4.3027096145385316e-14,0.0023952476981553917,0.00650930494053409,0.0004211914951435922,1.3368805042261921e-05,0.009339112938918363,0.006718020281363389,-97.59957599575995
4.560148302058125e-24,8.085739762671688e-187,1.1782751703761173e-28,0.0,6.999961858849873e-14,0.0024527009731941884,0.006540054049398367,0.0004593836152330324,1.4238702594021192e-05,0.009466377340489609,0.006902333790967578,-97.43957439574396
7.61423736240522e-24,1.4186724801038268e-184,3.1108764342981193e-28,0.0,1.1337546310095318e-13,0.0025108381673303597,0.006561419068592974,0.0005005046913262481,1.5160351504405324e-05,0.009587922278867364,0.007090163416014813,-97.27957279572796
1.2679896652054074e-23,2.4116729045720667e-182,8.148680029984526e-28,0.0,1.8281517313328082e-13,0.002569642973141458,0.0065733072728872965,0.000544725300568694,1.613649269751471e-05,0.009703812039477778,0.007281522117407785,-97.11957119571196
2.1059442725322623e-23,3.972176512405787e-180,2.1176795249304475e-27,0.0,2.934777398848853e-13,0.002629098138941571,0.00657566697951694,0.0005922208388324425,1.716999005720932e-05,0.00981415594764164,0.007476420876252702,-96.95956959569595
3.488348721830295e-23,6.33888027703806e-178,5.460113607491931e-27,0.0,4.690378142224874e-13,0.0026891854659626398,0.006568487922478724,0.0006431711659746277,1.8263834561627265e-05,0.009919108389446657,0.007674868630759697,-96.79956799567995
5.762816236680831e-23,9.80100102670342e-176,1.3967271955898117e-26,0.0,7.462946228319102e-13,0.0027498858067940336,0.006551801326932503,0.0006977601951601621,1.942114847342089e-05,0.010018868478106416,0.007876872213695978,-96.63956639566396
9.494924301380164e-23,1.4682573895648966e-173,3.544785564323389e-26,0.0,1.1821770699833546e-12,0.002811179065112142,0.006525679682955248,0.0007561754241125032,2.064518958098168e-05,0.010113679362943051,0.008082436290489218,-96.47956479564795
1.560235303285977e-22,2.1311196378759914e-171,8.925587591049695e-26,0.0,1.864337408391291e-12,0.0028730441967297973,0.00649023622094133,0.0008186074064226852,2.1939355485501984e-05,0.010203827181443652,0.008291563298079759,-96.31956319563196
2.556998965890445e-22,2.997004133979446e-169,2.2297292597790917e-25,0.0,2.927091241066646e-12,0.0029354592119937867,0.006445624093961385,0.0008852491613533155,2.330718792829627e-05,0.010289639658163876,0.008504253384622863,-96.15956159561595
4.179389647140557e-22,4.083576803256394e-167,5.526318592634748e-25,0.0,4.5752809769602565e-12,0.002998401179556173,0.006392035275341756,0.0009562955209197179,2.475237715234768e-05,0.010371484357545275,0.00872050435014185,-95.99955999559995
6.812978697219055e-22,5.39098333703222e-165,1.3589021090078942e-24,0.0,7.119820485318921e-12,0.0030618462315436055,0.006329699182568435,0.0010319424134166253,2.6278766291599234e-05,0.010449766600940083,0.008940311588235801,-95.83955839558396
1.1076512899909663e-21,6.895553399050611e-163,3.3151936030149986e-24,0.0,1.1030370013834727e-11,0.0031257695701461855,0.006258881041317948,0.0011123860829834564,2.789035578103239e-05,0.010524927061258993,0.00916366802894559,-95.67955679556795
1.7960190650755517e-21,8.545631031937434e-161,8.024132428410377e-24,0.0,1.7012999221903792e-11,0.0031901454756452273,0.006179880005938252,0.0011978222452642595,2.9591307780095072e-05,0.010597439051640834,0.009390564082882755,-95.51955519555196
2.9044284724186843e-21,1.026107884232493e-158,1.9268847882211665e-23,0.0,2.612410657881044e-11,0.003254947315897121,0.006093027055013557,0.0012884451797185643,3.1385950601559544e-05,0.010667805527354909,0.009620987586727575,-95.35955359553596
4.684381820096901e-21,1.1937566026006084e-156,4.590731340451128e-23,0.0,3.993666316170158e-11,0.003320147557287523,0.005998682682721462,0.0013844467596730305,3.327878313737548e-05,0.010736555822756054,0.009854923750201472,-95.19955199551995
7.53504319607926e-21,1.3455889868236836e-154,1.085116771329918e-22,0.0,6.078156351619712e-11,0.00338571777716803,0.005897234408502272,0.0014860154217707605,3.527447927259155e-05,0.01080424214749522,0.01009235510462106,-95.03955039550395
1.2088184057755949e-20,1.4695451587368415e-152,2.544717303559386e-22,0.0,9.209620259973103e-11,0.0034516286777845004,0.0057890941290908,0.001593335077069775,3.737789227789123e-05,0.010871435868319169,0.010333261453140005,-94.87954879548795
1.9340969497255265e-20,1.5549890101420988e-150,5.920673043537222e-22,0.0,1.3892529986001693e-10,0.0035178501017035916,0.005674695338192501,0.0017065839666625482,3.9594059170771765e-05,0.010938723604654713,0.010577619822785555,-94.71954719547196
3.0862938552242705e-20,1.5942102122704016e-148,1.3666933567363552e-21,0.0,2.0863671018589725e-10,0.0035843510487413204,0.0055544902400079385,0.0018259334653295163,4.192820503486878e-05,0.011006703167750355,0.010825404418396325,-94.55954559545594
4.9117716324630184e-20,1.583571674335334e-146,3.12996554504931e-21,0.0,3.119391418168829e-10,0.003651099694394401,0.005428946783415257,0.0019515468373961834,4.4385747286390804e-05,0.011075979374431373,0.01107658657856699,-94.39954399543996
7.796163116687721e-20,1.5240658715876776e-144,7.111750288286503e-21,0.0,4.6432148919770814e-10,0.003718063409772583,0.005298545643906367,0.002083577949631667,4.6972299876107734e-05,0.011147159767508213,0.011331134733706363,-94.23954239542395
1.23414311851745e-19,1.4211621305843907e-142,1.6031786111001242e-20,0.0,6.880776604159455e-10,0.0037852087830266886,0.005163777180343562,0.002222169946697911,4.9693677414783874e-05,0.011220850275560605,0.011589014366312494,-94.07954079540795
1.9484622362148498e-19,1.2839774308751883e-140,3.585550056309154e-20,0.0,1.0151398952976203e-09,0.0038525016422646025,0.005025138393262821,0.0023674538953305513,5.2555899209429384e-05,0.011297650845207301,0.011850187973569586,-93.91953919539195
3.068035060383684e-19,1.1239449200107247e-138,7.956061627271133e-20,0.0,1.4910221587235695e-09,0.003919907079944016,0.004883129910812742,0.0025195474040941284,5.556519319719904e-05,0.011378151079070245,0.012114615032368837,-93.75953759537595
4.818041114866012e-19,9.532494045947285e-137,1.7514952178838018e-19,0.0,2.1802789567759835e-09,0.003987389478727807,0.004738253027496348,0.002678553226201582,5.8727999763242634e-05,0.011462925912467937,0.012382251966854612,-93.59953599535996
7.546099779584328e-19,7.833248997855659e-135,3.8255003153894243e-19,0.0,3.174020974221799e-09,0.004054912538784863,0.004591006819697286,0.002844557853512054,6.20509754282901e-05,0.011552531361443468,0.012653052118595817,-93.43953439534394
1.1787357170378725e-18,6.2366474717548106e-133,8.289646233216583e-19,0.0,4.600206053184816e-09,0.004122439306515805,0.0044418853605441,0.0030176301104140064,6.55409963912275e-05,0.011647500374071196,0.012926965719479752,-93.27953279532795
1.836336224778068e-18,4.810988686624405e-131,1.7821826890717583e-18,0.0,6.637652951031276e-09,0.0041899322046803945,0.004291375055020124,0.003197819756856571,6.920516191143307e-05,0.011748338816121478,0.013203939867425352,-93.11953119531195
2.8531842490073656e-18,3.595765409826893e-129,3.8013417324882416e-18,0.0,9.535018979392425e-09,0.004257353063899625,0.004139952114392402,0.0033851561102992917,7.305079751511868e-05,0.011855521621125423,0.01348391850500821,-92.95952959529595
4.421292956839466e-18,2.603887640454529e-127,8.044333643062633e-18,0.0,1.363635647305442e-08,0.0043246631555030075,0.0039880801870361,0.0035796466968060436,7.70854580094658e-05,0.011969489133711105,0.013766842401089588,-92.79952799527996
6.832987483520244e-18,1.826951445091657e-125,1.6889302141460674e-17,0.0,1.9415335220552242e-08,0.004391823225688039,0.0038362081606058353,0.0037812759419002346,8.131693028786362e-05,0.012090643673817217,0.014052649135537556,-92.63952639526394
1.0532071922597818e-17,1.2419543858987739e-123,3.518048351770984e-17,0.0,2.7520809534738998e-08,0.004458793530955803,0.0036847681482814203,0.003990003912120774,8.575323590910343e-05,0.012219346348076681,0.014341273087125597,-92.47952479524795
1.6190447974138034e-17,8.180091487892807e-122,7.270434594673109e-17,0.0,3.8837143496037993e-08,0.004525533874783878,0.0035341736695242553,0.004205765118464591,9.040263343297588e-05,0.012355914133349286,0.014632645424692281,-92.31952319523195
2.4822514489558885e-17,5.220168859324962e-120,1.4906902414252977e-16,0.0,5.4563612802873275e-08,0.004592003645494214,0.003384818033456621,0.0044284673930614134,9.527362049427913e-05,0.012500617256119504,0.014926694101640074,-92.15952159521595
3.7955484412264585e-17,3.227637981131553e-118,3.032375044039436e-16,0.0,7.631830579354541e-08,0.004658161855271131,0.0032370729306460118,0.004657990850499194,0.00010037493559689451,0.012653676890319366,0.015223343853850125,-91.99951999519995
5.788221771285416e-17,1.9335658111103102e-116,6.119936105696648e-16,0.0,1.0627328052262238e-07,0.004723967180281395,0.0030912872367746544,0.00489418694519265,0.00010571555960921132,0.012815263195139103,0.015522516201084635,-91.83951839518394
8.803546135670612e-17,1.1222948616858814e-114,1.2254041052874708e-15,0.0,1.473293309735027e-07,0.004789378001845549,0.0029477860294258623,0.005136877636061979,0.00011130471694186668,0.012985493713607544,0.015824129451945206,-91.67951679516796
1.3354018847559733e-16,6.311445929139103e-113,2.4343344364155934e-15,0.0,2.0334060445319194e-07,0.00485435244860692,0.00280686981705154,0.005385854669557729,0.00011715187638847651,0.013164432152211686,0.016128098712451397,-91.51951519515194
2.0202642715522152e-16,3.4389402678265625e-111,4.797882669859124e-15,0.0,2.7940152191592996e-07,0.00491884843964187,0.002668813977123401,0.005640878991727791,0.0001232667516097601,0.013352087561629738,0.016434335898298826,-91.35951359513595
3.048219522027091e-16,1.8154917269755853e-109,9.381828129843582e-15,0.0,3.822110056770976e-07,0.004982823728452567,0.0025338683985342224,0.005901680299573655,0.00012965930124127835,0.013548413938817087,0.01674274975085324,-91.19951199511995
4.586972697403976e-16,9.28619482904877e-108,1.8200938859793355e-14,0.0,5.205319277687435e-07,0.005046235947780543,0.002402257321526753,0.006167956741379301,0.0001363397286047745,0.013753310271237799,0.01705324585692989,-91.03951039510395
6.884112014705959e-16,4.60209080148265e-106,3.503229406741549e-14,0.0,7.057669565805576e-07,0.005109042655177338,0.0022741793667984604,0.006439374775024393,0.00014331848100302208,0.013966621044995515,0.017365726672405213,-90.87950879508796
1.0304135468980197e-15,2.2097668315646836e-104,6.689779964476604e-14,0.0,9.526755802775286e-07,0.005171201379265984,0.0021498077439769878,0.006715569192508335,0.00015060624857796582,0.01418813723997748,0.017680091549701182,-90.71950719507194
1.5382150258209244e-15,1.0280437403385511e-102,1.2674287608709447e-13,0.0,1.2802609790550462e-06,0.005232669666624801,0.002029290628391393,0.006996143318019588,0.00015821396271189264,0.014417597836855011,0.017996236769177616,-90.55950559505595
2.290152470994426e-15,4.633942181528214e-101,2.3823400476351426e-13,0.0,1.7128595296774768e-06,0.0052934051292232755,0.0019127516939846717,0.00728066938589009,0.00016615279395142384,0.014654691862819664,0.018314055574463882,-90.39950399503995
3.4005847533102845e-15,2.0237809501794657e-99,4.442755503392016e-13,0.0,2.281469941793492e-06,0.005353365492337325,0.0018002907893296398,0.007568689103677196,0.0001744341494341149,0.014899061005167746,0.018633438211753364,-90.23950239502395
5.03598777991391e-15,8.563479681818012e-98,8.219956976923656e-13,0.0,3.02536318760332e-06,0.005412508642869945,0.001691984743020017,0.00785971440443033,0.00018306966979763555,0.015150302824132562,0.01895427197308115,-90.07950079500795
7.438024252833224e-15,3.5108390065892148e-96,1.5088815360995378e-12,0.0,3.994018283441972e-06,0.005470792678001244,0.0015878882842132035,0.008153228390925343,0.00019207122555163557,0.015407974598491187,0.019276441243597613,-89.91949919499194
1.0956513314783264e-14,1.3945864245236565e-94,2.7479524449938638e-12,1.9773e-320,5.2494323439316424e-06,0.005528175954090512,0.0014880350637933722,0.008448686473302025,0.00020145091289265802,0.015671597839181407,0.019599827552845724,-89.75949759497595
1.609640941187274e-14,5.367274744694939e-93,4.965142874391909e-12,2.01370357e-315,6.868855823317528e-06,0.005584617135751587,0.0013924387614973584,0.008745517700125924,0.00021122104894277221,0.0159406635071222,0.019924309630043678,-89.59949599495994
2.358454526233082e-14,2.00141013961115e-91,8.90067116151614e-12,1.8717542108517e-310,8.948005085367484e-06,0.005640075245021488,0.0013010942643922345,0.009043126281426313,0.00022139416639292993,0.01621463797124259,0.02024976346336769,-89.43949439494395
3.4464173054647884e-14,7.23089807177846e-90,1.583004797634989e-11,1.5877948163063355e-305,1.1604803938706867e-05,0.00569450971054153,0.0012139789023001986,0.009340893300752799,0.00023198300753255526,0.016492969740930303,0.02057606236322529,-89.27949279492795
5.022848463612497e-14,2.531175503895481e-88,2.7932523627771853e-11,1.2292273722337241e-300,1.4983703014545341e-05,0.005747880416668836,0.0011310537261230971,0.009638178611750743,0.0002430005176472886,0.016775097003187262,0.020903077029500592,-89.11949119491194
7.300862138434641e-14,8.584720364807756e-87,4.8899744203150506e-11,8.684850501024003e-296,1.92606202746709e-05,0.005800147752435929,0.001052264815508648,0.009934322913202936,0.00025445983776747357,0.017060455988162408,0.021230675622749245,-88.95948959489596
1.0583762307715668e-13,2.8210054340969167e-85,8.493202298717674e-11,5.5999577875201474e-291,2.4648536912291135e-05,0.005851272660275276,0.0009775446029111855,0.010228649994928117,0.0002663742967505744,0.017348490176815307,0.021558723839312652,-88.79948799487994
1.5301988318097435e-13,8.98163842160699e-84,1.463540748455508e-10,3.2953340161703563e-286,3.1403769830234625e-05,0.005901216684425356,0.0009068132018140662,0.010520469145386069,0.00027875740268143076,0.01763866035064425,0.02188708499031475,-88.63948639486395
2.206467386380149e-13,2.770646299878277e-82,2.502111377024628e-10,1.7697275480088065e-281,3.9832924155354525e-05,0.005949942018934917,0.0008399797276829836,0.010809077710330038,0.00029162283357512614,0.017930455465110205,0.022215620084499472,-88.47948479484795
3.17313841828336e-13,8.280956103161596e-81,4.244015147884327e-10,8.673725283478665e-277,5.0300506340682174e-05,0.005997411555181687,0.0007769436010944304,0.01109376379037995,0.0003049844273680209,0.0182234043050836,0.022544187914858037,-88.31948319483195
4.551162896524241e-13,2.398025255954018e-79,7.141931522588753e-10,3.879691527354289e-272,6.323714989208107e-05,0.006043588928822477,0.0007175958234132279,0.011373809063989253,0.00031885617118356885,0.018517087851948878,0.02287264514899127,-88.15948159481594
6.510249026989561e-13,6.728231071058789e-78,1.1924025802051289e-09,1.5837295192289165e-267,7.914837136930141e-05,0.006088438566091697,0.0006618202163639172,0.011648491720950015,0.0003332521898604974,0.018811152257689034,0.023200846423143587,-87.99947999479994
9.287839045999946e-13,1.8290345905824752e-76,1.975143260433444e-09,5.900069244763178e-263,9.862373400891652e-05,0.006131925729366058,0.0006094946178361892,0.0119170894903473,0.00034818673373208855,0.019105322281362597,0.02352864443983977,-87.83947839478395
