0-Bebarova 2008,1-Calloe 2011,2-Calloe 2011,3-Calloe 2013,4-Hayashi 2015,5-Kato 2014,6-Liu 2005,7-Watanabe 2011b,8-Young 2005,sum,gauss,x
7.90180402773621e-99,0.0,5.487122308537665e-199,0.0,9.976487548955801e-104,2.5975580805983824e-08,7.514784749274005e-18,7.949404565834654e-23,1.1750896374858309e-14,2.5975592564395062e-08,1.383587977760155e-07,-131.839918399184
2.340853215862409e-98,0.0,7.920632885453394e-198,0.0,4.2014758362219504e-103,2.8219603206782394e-08,1.0300147671321875e-17,1.0893500167912141e-22,1.3402626233283393e-14,2.8219616619708886e-08,1.4892045609625058e-07,-131.67991679916798
6.916143051861225e-98,0.0,1.1343409151916287e-196,0.0,1.761553505987183e-102,3.0649012422747926e-08,1.40974341850586e-17,1.491203904817976e-22,1.5281635591249432e-14,3.0649027718481103e-08,1.6025351943279048e-07,-131.519915199152
2.0379597921353194e-97,0.0,1.6117429476244874e-195,0.0,7.352915444370908e-102,3.3278367534951185e-08,1.926665936292466e-17,2.0391227187532947e-22,1.741850169197613e-14,3.327838497271974e-08,1.7241158131042425e-07,-131.35991359913598
5.989204102401672e-97,0.0,2.2720423844083057e-194,0.0,3.055575844831538e-101,3.6123305917774955e-08,2.6293141652869587e-17,2.7853927298761163e-22,1.9847818227919817e-14,3.61233257918866e-08,1.8545174945174263e-07,-131.19991199912
1.7554338704162966e-96,0.0,3.177646248802012e-193,0.0,1.2641433610845619e-100,3.9200617717505505e-08,3.5830119945118883e-17,3.8007233183993997e-22,2.2608709608623253e-14,3.920064036204561e-08,1.994348608885589e-07,-131.039910399104
5.131468793345752e-96,0.0,4.40923387731849e-192,0.0,5.206781486496064e-100,4.252832504825286e-08,4.8755516506257215e-17,5.180632865318451e-22,2.5745409293707677e-14,4.252835084241819e-08,2.1442570916456317e-07,-130.87990879908799
1.4960316061283062e-95,0.0,6.070007003225063e-191,0.0,2.135070103974542e-99,4.6125766171573753e-08,6.624742162028272e-17,7.054010805191793e-22,2.930790993875037e-14,4.6125795545731817e-08,2.3049328423645838e-07,-130.719907199072
4.349924345625246e-95,0.0,8.290557152188855e-190,0.0,8.716149899636925e-99,5.0013684938858564e-08,8.988431584345537e-17,9.594584412603263e-22,3.3352694008974434e-14,5.001371838143785e-08,2.477110257066561e-07,-130.55990559905598
1.2614338963112137e-94,0.0,1.1234317968752323e-188,0.0,3.542476724645021e-98,5.421432578864194e-08,1.2177792591761073e-16,1.3036258358447816e-21,3.79435545253396e-14,5.42143638539757e-08,2.661570900471415e-07,-130.39990399904
3.6482882813406274e-94,0.0,1.5103519988570603e-187,0.0,1.4333725526925011e-97,5.875153460458642e-08,1.6474906088116124e-16,1.7693611737297207e-21,4.315251673099199e-14,5.875157792185398e-08,2.859146325017135e-07,-130.239902399024
1.0523389805847477e-93,0.0,2.014550258109831e-186,0.0,5.774055131443385e-97,6.36508657538634e-08,2.2255996331918553e-16,2.3989255525028934e-21,4.906087271524978e-14,6.365091503729848e-08,3.0707210438190007e-07,-130.079900799008
3.027359701553822e-93,0.0,2.6659162814469408e-185,0.0,2.315647941023599e-96,6.893969564011758e-08,3.002208520858143e-16,3.2490305211879843e-21,5.576034242108185e-14,6.89397517006841e-08,3.297235665010348e-07,-129.919899198992
8.685888529983807e-93,0.0,3.5001235637398486e-184,0.0,9.245574487520026e-96,7.464734312009815e-08,4.043937027994612e-16,4.3956950430863166e-21,6.335437600522626e-14,7.464740687887225e-08,3.5396901952089035e-07,-129.75989759897598
2.4854574682419475e-92,0.0,4.5592007408984255e-183,0.0,3.675065088544895e-95,8.080519714834492e-08,5.43923263411902e-16,5.940706030666799e-21,7.195961423419688e-14,8.080526965188836e-08,3.7991475201586905e-07,-129.59989599896
7.093168524215349e-92,0.0,5.891997060463695e-182,0.0,1.4543399437132538e-94,8.744685203013234e-08,7.305342841255397e-16,8.02020211317407e-21,8.170752550267745e-14,8.744693446820015e-08,4.0767370709150264e-07,-129.43989439894398
2.0189059078185728e-91,0.0,7.554483852700343e-181,0.0,5.729762134186777e-94,9.460825067903229e-08,9.797455271838382e-16,1.0816065452310953e-20,9.274624017306182e-14,9.46083444050288e-08,4.373658684261482e-07,-129.279892798928
5.731043934176766e-91,0.0,9.609826389558443e-180,0.0,2.2473826173964057e-93,1.0232783629214987e-07,1.3120660417314769e-15,1.4571023003196752e-20,1.0524260527837962e-13,1.0232794284683576e-07,4.691186666382114e-07,-129.119891198912
1.6225319403937991e-90,0.0,1.2128155459930751e-178,0.0,8.775809870239089e-93,1.1064671287309295e-07,1.7545583676149609e-15,1.960864230022424e-20,1.1938448522956098e-13,1.1064683401215616e-07,5.030674069149747e-07,-128.95988959889598
4.581362220802147e-90,0.0,1.5185966493115048e-177,0.0,3.411671106269125e-92,1.1960881505024103e-07,2.342877942426214e-15,2.6359777973688157e-20,1.3538333704878954e-13,1.196089527764824e-07,5.393557188740641e-07,-128.79988799888
1.290143039734725e-89,0.0,1.8865077263979635e-176,0.0,1.3204345304427477e-91,1.2926108765576114e-07,3.123929511378848e-15,3.5397510144316294e-20,1.5347709184278993e-13,1.2926124425681787e-07,5.78136029664177e-07,-128.63988639886398
3.623455695314268e-89,0.0,2.325108415144495e-175,0.0,5.087874054173649e-91,1.3965367554902595e-07,4.159321651761408e-15,4.7483248741567924e-20,1.7393337776534433e-13,1.3965385364177284e-07,6.195700613478423e-07,-128.479884798848
1.0149622870271004e-88,0.0,2.843127241143738e-174,0.0,1.951756323587198e-90,1.508401241868087e-07,5.529851981155084e-15,6.36275027964335e-20,1.9705312363289697e-13,1.5084032676984793e-07,6.638293536464217e-07,-128.31988319883197
2.835428587132611e-88,0.0,3.449195841666858e-173,0.0,7.45391784481573e-90,1.6287759146151846e-07,7.341321186787686e-15,8.5169887885363e-20,2.2317458668895592e-13,1.6287782197751151e-07,7.110958131649842e-07,-128.15988159881599
7.900041633951483e-88,0.0,4.151527126319352e-172,0.0,2.8340882668070454e-89,1.758270713481614e-07,9.732057413978636e-15,1.1388434168811891e-19,2.5267785280559086e-13,1.7582733375818548e-07,7.61562290253688e-07,-127.99987999879998
2.195239480461104e-87,0.0,4.957541688239694e-171,0.0,1.0727830576169672e-88,1.897536299202484e-07,1.2882638446100174e-14,1.521173318001303e-19,2.859898627093459e-13,1.897539287929017e-07,8.154331847010648e-07,-127.83987839878398
6.083819037761281e-87,0.0,5.873450846808284e-170,0.0,4.04278088715822e-88,2.0472665431487496e-07,1.702843332434177e-14,2.0296919338789341e-19,3.2359002367662744e-13,2.0472699493353493e-07,8.729250814948772e-07,-127.67987679876799
1.6815606217057452e-86,0.0,6.903809054161637e-169,0.0,1.5167648836546521e-87,2.2082011524730449e-07,2.247575486352665e-14,2.7053178359850455e-19,3.6601647261530067e-13,2.208205037398025e-07,9.342674179264551e-07,-127.51987519875199
4.635436412253621e-86,0.0,8.051052756136465e-168,0.0,5.665341456270561e-87,2.3811284369581318e-07,2.962262897397434e-14,3.6019958580267375e-19,4.1387306359682184e-13,2.3811328719186598e-07,9.997031833555441e-07,-127.35987359873599
1.2744141516622058e-85,0.0,9.315046829500068e-167,0.0,2.106704773008207e-86,2.5668882239815934e-07,3.89854570504324e-14,4.790764973440647e-19,4.678371607939648e-13,2.5668932922125623e-07,1.0694896529944474e-06,-127.19987199871998
3.4943982657111213e-85,0.0,1.0692663050868634e-165,0.0,7.79921749757724e-86,2.766374928217205e-07,5.123318789244182e-14,6.365071191964764e-19,5.286683264864501e-13,2.7663807272387135e-07,1.1438991571120821e-06,-127.03987039870398
9.555998548071645e-85,0.0,1.2177417309261692e-164,0.0,2.874538620572547e-85,2.9805407829026307e-07,6.723104294981181e-14,8.447698563013325e-19,5.972180034013814e-13,2.9805474274015417e-07,1.2232198871013638e-06,-126.879868798688
2.60628321599895e-84,0.0,1.3759193099494853e-163,0.0,1.0547633426126534e-84,3.2103992397115854e-07,8.809637448049801e-14,1.1199800715373672e-18,6.74440301245215e-13,3.210406865089542e-07,1.3077567398960936e-06,-126.71986719867199
7.089392110940546e-84,0.0,1.542407793512902e-162,0.0,3.8531123411600695e-84,3.457028544478041e-07,1.1526990677228892e-13,1.4832656005025625e-18,7.61404008955013e-13,3.4570373112320307e-07,1.3978322022667463e-06,-126.55986559865599
1.9232610938771245e-83,0.0,1.715433650445359e-161,0.0,1.4013224469796763e-83,3.721575496229433e-07,1.5060644827894193e-13,1.9622950024951047e-18,8.593059670546553e-13,3.7215855953732094e-07,1.4937872765682966e-06,-126.39986399863999
5.203665277441303e-83,0.0,1.8928539598943997e-160,0.0,5.0738105807499136e-83,4.005259397192812e-07,1.9649020709213807e-13,2.5932621067898063e-18,9.694859486601153e-13,4.005271056980302e-07,1.5959824495565276e-06,-126.23986239862398
1.4041784968620683e-82,0.0,2.0721861165816424e-159,0.0,1.8289430582319574e-82,4.309376201645229e-07,2.5598114229984166e-13,3.4234601244113456e-18,1.0934432132629506e-12,4.309389695923019e-07,1.7047987059334954e-06,-126.07986079860798
3.7790021705440016e-82,0.0,2.250654753707555e-158,0.0,6.563505944215739e-82,4.6353028716833065e-07,3.3300039899837265e-13,4.5146166252267894e-18,1.2328549145686779e-12,4.6353185302815884e-07,1.8206385883262504e-06,-125.91985919859198
1.0143172767592562e-81,0.0,2.4252553395330735e-157,0.0,2.344991889591755e-81,4.984501948188087e-07,4.325648776633032e-13,5.947209297571844e-18,1.3895965625252842e-12,4.984520169861961e-07,1.9439273054471084e-06,-125.75985759857599
2.7152658814275014e-81,0.0,2.592832892539616e-156,0.0,8.340970223382976e-81,5.358526345459889e-07,5.610834676785371e-13,7.826044484118576e-18,1.5657647604093007e-12,5.358547614020431e-07,2.0751138902270756e-06,-125.59985599855999
7.24924471233154e-81,0.0,2.7501732553803633e-155,0.0,2.953667200290717e-80,5.759024378189119e-07,7.267305375194789e-13,1.0287459651661983e-17,1.7637024606181426e-12,5.759049282621975e-07,2.2146724097575066e-06,-125.43985439854399
1.930256468903467e-80,0.0,2.8941034438975135e-154,0.0,1.0413010672208286e-79,6.187745029619522e-07,9.399160506490866e-13,1.3508611783095654e-17,1.986027007840811e-12,6.187774289185193e-07,2.3631032289184287e-06,-125.27985279852798
5.126006244918243e-80,0.0,3.021596818274267e-153,0.0,3.654776555801445e-79,6.646543469940036e-07,1.2138763241983073e-12,1.7719441948433814e-17,2.2356612657521738e-12,6.646577965493129e-07,2.520934329613972e-06,-125.11985119851198
1.3576414956576476e-79,0.0,3.129878276238159e-152,0.0,1.2770712000389305e-78,7.137386834116786e-07,1.5654151571855344e-12,2.3218069282998943e-17,2.515868153526972e-12,7.137427647182073e-07,2.688722687578002e-06,-124.95984959849598
3.5861870199111526e-79,0.0,3.216524397065722e-151,0.0,4.442619875954777e-78,7.662360268544125e-07,2.0158320554912097e-12,3.0390574407021794e-17,2.8302889515441316e-12,7.662408730058101e-07,2.867055708753832e-06,-124.79984799847999
9.447624491137877e-79,0.0,3.2795535050357785e-150,0.0,1.5386256326440613e-77,8.223673256050183e-07,2.5920828473767437e-12,3.973639442678306e-17,3.1829857719192195e-12,8.223731007133741e-07,3.056552727292839e-06,-124.63984639846399
2.482299447088743e-78,0.0,3.3175009839725947e-149,0.0,5.3051361612667446e-77,8.823666228939892e-07,3.328228446161724e-12,5.1900883437318116e-17,3.578488629251046e-12,8.823735296629655e-07,3.2578665672558418e-06,-124.47984479844798
6.504704560849446e-78,0.0,3.329475847460566e-148,0.0,1.821083545678645e-76,9.464817479895714e-07,4.267240270715396e-12,6.771701189910917e-17,4.02184759051781e-12,9.464900371451496e-07,3.471685170140036e-06,-124.31984319843198
1.699976193919706e-77,0.0,3.3151955139198096e-147,0.0,6.223475288274906e-76,1.0149750380678091e-06,5.463246351097372e-12,8.825870789216731e-17,4.5186905307450395e-12,1.0149850200929497e-06,3.69873329039106e-06,-124.15984159841598
4.430981752552556e-77,0.0,3.274996891348418e-146,0.0,2.1174142533655777e-75,1.0881240918679225e-06,6.984320987392705e-12,1.1490901116654464e-16,5.075287073267946e-12,1.088136151590892e-06,3.939774261095646e-06,-123.99983999839998
1.1518579965237936e-76,0.0,3.209823164579422e-145,0.0,7.17213505052536e-75,1.1662225561477046e-06,8.91594366146985e-12,1.4944705216031514e-16,5.698619350523765e-12,1.1662371708601638e-06,4.195611832084309e-06,-123.83983839838399
2.98634363473429e-76,0.0,3.121187008598604e-144,0.0,2.418582180981706e-74,1.2495809459616821e-06,1.1365280514529193e-11,1.9415892640106315e-16,6.396460283771357e-12,1.2495987078966394e-06,4.46709208270634e-06,-123.67983679836799
7.721869833661563e-76,0.0,3.011112231338455e-143,0.0,8.119756447274592e-74,1.3385274997905944e-06,1.446647503252533e-11,2.519788642446482e-16,7.177460148414449e-12,1.3385491439777543e-06,4.755105411569071e-06,-123.51983519835198
1.9913473995799012e-75,0.0,2.882056989366522e-142,0.0,2.7139067444939474e-73,1.4334090705551693e-06,1.8387174729228506e-11,3.2666876418462574e-16,8.051242266216048e-12,1.4334355092988335e-06,5.060588605562482e-06,-123.35983359833598
5.121691837691465e-75,0.0,2.73682264271153e-141,0.0,9.030599905511054e-73,1.5345920535491462e-06,2.333656887983773e-11,4.230462486540662e-16,9.02850874717715e-12,1.5346244190498194e-06,5.384526990515819e-06,-123.19983199831998
1.3137771843949675e-74,0.0,2.5784529619299688e-140,0.0,2.9916311496113883e-72,1.6424633523262906e-06,2.9575270258880454e-11,5.472740179865689e-16,1.0121157292814606e-11,1.642503049301116e-06,5.7279566658561105e-06,-123.03983039830399
3.361025789550408e-74,0.0,2.41012873523352e-139,0.0,9.866639378817637e-72,1.7574313835739236e-06,3.7427443156543496e-11,7.072265492282787e-16,1.1342410169651425e-11,1.7574801541344763e-06,6.091966825660142e-06,-122.87982879828797
8.575586511654748e-74,0.0,2.2350628351890118e-138,0.0,3.2396659221061e-71,1.8799271219999965e-06,4.7295662768089315e-11,9.12954270210082e-16,1.270695656761386e-11,1.8799871255322865e-06,6.477702168507538e-06,-122.71982719827199
2.1822157119453565e-73,0.0,2.0564005073517348e-137,0.0,1.0590122009175824e-70,2.0104051862536315e-06,5.967908979455336e-11,1.1772704311421501e-15,1.423110967347987e-11,2.01047909763037e-06,6.886365398559662e-06,-122.55982559825598
5.5382605368712794e-73,0.0,1.87712907406609e-136,0.0,3.446445882558128e-70,2.1493449668877106e-06,7.51956615731661e-11,1.5164922367774493e-15,1.5932979915316155e-11,2.149436097045691e-06,7.3192198202973675e-06,-122.39982399823998
1.4018157809143335e-72,0.0,1.7000004610538908e-135,0.0,1.1166362612880285e-69,2.2972517973589857e-06,9.460914053222614e-11,1.951375688183859e-15,1.7832665970886938e-11,2.2973642411168647e-06,7.777592029360562e-06,-122.23982239822398
3.538753934610264e-72,0.0,1.5274690203085855e-134,0.0,3.6018179164128794e-69,2.4546581690440925e-06,1.1886202600140953e-10,2.5082933783893048e-15,1.9952465282209637e-11,2.4547969860436697e-06,8.262874701934969e-06,-122.07982079820798
8.909465367068377e-72,0.0,1.3616461146408702e-133,0.0,1.1566488886640297e-68,2.622124991229399e-06,1.4911553074020416e-10,3.220716637282457e-15,2.231710598080793e-11,2.6222964270868363e-06,8.77652948513097e-06,-121.91981919819199
