0-Bebarova 2008,1-Cheng 2010,2-Cheng 2010,3-Cheng 2011,4-Ge 2008,6-Hsueh 2009,7-Hu 2015,8-Juang 2014a,9-Kapplinger 2015,10-Kapplinger 2015,11-Kapplinger 2015,12-Kapplinger 2015,13-Kapplinger 2015,18-Tan 2005,19-Tan 2005,20-Tan 2005,21-Tan 2005,22-Tan 2005,23-Tan 2005,24-Tan 2005,25-Tan 2005,26-Tan 2006,27-Watanabe 2011b,28-Watanabe 2011b,29-Zeng 2013,sum,gauss,x
1.169732654237884e-83,1.0110582622596519e-163,0.0,1.9870107811270272e-53,2.5102564283100593e-70,3.7311525892296674e-224,1.8430252687073877e-23,0.0,0.0,0.0,2.4374800754446756e-81,4.587045367953424e-139,8.253119168772962e-95,2.6657572735699866e-102,2.6657572735699866e-102,4.783862624774655e-97,1.2720663947644891e-24,0.0,7.207264079208576e-131,1.3332893020915257e-51,0.0,8.530883189057921e-58,2.3545702473881167e-193,8.610935826013095e-69,1.4815220073523246e-100,1.9702319081838365e-23,4.855160438559317e-42,-124.31984319843198
2.222705153171901e-83,3.590239735825349e-163,0.0,3.0648288143827943e-53,4.3825315726499123e-70,2.7347489875996584e-223,2.2017953131072587e-23,0.0,0.0,0.0,4.684823231440654e-81,1.4903245886598148e-138,1.785529346756378e-94,6.2519606621248144e-102,6.2519606621248144e-102,1.107221434511254e-96,1.5339470465341002e-24,0.0,2.258578831678136e-130,2.0316585364309146e-51,0.0,1.4077417519243402e-57,1.1424372313229661e-192,1.6209540842502044e-68,3.2895981275849186e-100,2.355190017760669e-23,6.855328376441904e-42,-124.15984159841598
4.21885442399982e-83,1.2721118381128267e-162,0.0,4.723418643877286e-53,7.643559851570203e-70,1.996628871783943e-222,2.629505699489699e-23,0.0,0.0,0.0,8.9935190374669e-81,4.8312952632202596e-138,3.857476582733896e-94,1.4639187912633685e-101,1.4639187912633685e-101,2.5584751497533375e-96,1.8490835567339554e-24,0.0,7.062117734358574e-130,3.093353818677515e-51,0.0,2.320692957972474e-57,5.527359256784435e-192,3.047311062566988e-68,7.293901747130421e-100,2.8144140551630943e-23,9.67325487814696e-42,-123.99983999839998
7.998796801109087e-83,4.497609205160814e-162,0.0,7.273624480288055e-53,1.3317721819591194e-69,1.4520535741106477e-221,3.1392276457076536e-23,0.0,0.0,0.0,1.7244492720990744e-80,1.5627200171196456e-137,8.321987002279376e-94,3.422337604257574e-101,3.422337604257574e-101,5.90226704592803e-96,2.228169815732192e-24,0.0,2.203279204703397e-129,4.706098743480552e-51,0.0,3.821889040605306e-57,2.666660246052914e-191,5.721219080187857e-68,1.6149508011825898e-99,3.362044627280873e-23,1.3640701039127179e-41,-123.83983839838399
1.514859063132974e-82,1.5866923149419842e-161,0.0,1.1191531741900734e-52,2.3180770062577064e-69,1.0518973236143013e-220,3.746476600758654e-23,0.0,0.0,0.0,3.3025964037417207e-80,5.043518893016084e-137,1.792826228379273e-93,7.987922230037144e-101,7.987922230037144e-101,1.3594005482809921e-95,2.684019198055803e-24,0.0,6.858655654586507e-129,7.15393566964525e-51,0.0,6.287878782872432e-57,1.2828690541164412e-190,1.0727192724464212e-67,3.5705984167836667e-99,4.0148785205642344e-23,1.9222967939679572e-41,-123.67983679836799
2.865742970719646e-82,5.585451660364053e-161,0.0,1.7205702318109695e-52,4.03078311378213e-69,7.59048413353442e-220,4.469662785134842e-23,0.0,0.0,0.0,6.3174948905848205e-80,1.6241308314041733e-136,3.856885892370316e-93,1.861443769372419e-100,1.861443769372419e-100,3.125841552111921e-95,3.231978999588957e-24,0.0,2.1303126431545685e-128,1.086629730292915e-50,0.0,1.0334654073159968e-56,6.15405849900155e-190,2.0086732819806772e-67,7.88324536767105e-99,4.792860685093738e-23,2.7072220826460043e-41,-123.51983519835198
5.415264613237207e-82,1.9619071726414843e-160,0.0,2.6430142065636245e-52,7.001879837445879e-69,5.455958021347122e-219,5.330623549956319e-23,0.0,0.0,0.0,1.2070315175781432e-79,5.218470723973684e-136,8.285578046551071e-93,4.3308299359422596e-100,4.3308299359422596e-100,7.17591709969096e-95,3.89042478712336e-24,0.0,6.60210720829986e-128,1.6491900022142356e-50,0.0,1.696888961639386e-56,2.9437814221577e-189,3.7562824176528966e-67,1.7380065341063748e-98,5.719666028668654e-23,3.8101933742354714e-41,-123.35983359833598
1.0221616223320108e-81,6.876274264989368e-160,0.0,4.056680543847725e-52,1.2150762373758099e-68,3.9064114138794894e-218,6.355252184787851e-23,0.0,0.0,0.0,2.3034385814498112e-79,1.673017076501997e-135,1.777445379943538e-92,1.005998778863024e-99,1.005998778863024e-99,1.6446701085324183e-94,4.681349847213288e-24,0.0,2.041534303423929e-127,2.500992336340512e-50,0.0,2.783406273036477e-56,1.404152084176156e-188,7.01508417843212e-67,3.826309445306549e-98,6.82338716950918e-23,5.35907509069963e-41,-123.19983199831998
1.9272448778659028e-81,2.404819607192457e-159,0.0,6.221374426053454e-52,2.1064737593831448e-68,2.7860593064922602e-217,7.574240378079812e-23,0.0,0.0,0.0,4.3905505177301304e-79,5.351707614408867e-135,3.807651081776378e-92,2.333076030988502e-99,2.333076030988502e-99,3.763319747336438e-94,5.63106776434004e-24,0.0,6.298913912135166e-127,3.789715308098432e-50,0.0,4.5610567472905e-56,6.678630037706373e-188,1.3083780540737563e-66,8.411841853984604e-98,8.137347154513817e-23,7.532729263511848e-41,-123.03983039830399
3.6297078444992624e-81,8.392017793421915e-159,0.0,9.533362101345485e-52,3.6481461682622697e-68,1.9792841660591847e-216,9.023954553521112e-23,0.0,0.0,0.0,8.358832749693931e-79,1.708123486704472e-134,8.145269423701797e-92,5.4021351519127845e-99,5.4021351519127845e-99,8.597147402787583e-94,6.771049525380269e-24,0.0,1.9391417008336914e-126,5.737905198352849e-50,0.0,7.466551181254719e-56,3.167563082465652e-187,2.4370213274388644e-66,1.846649330500496e-97,9.701059506059139e-23,1.0581191298432575e-40,-122.87982879828797
6.828477471286758e-81,2.922165883147093e-158,0.0,1.4596544549480182e-51,6.3117829992423495e-68,1.4006555952906386e-215,1.0747469845938847e-22,0.0,0.0,0.0,1.5894856375967911e-78,5.439776196121767e-134,1.7399677268670958e-91,1.2488408998181301e-98,1.2488408998181301e-98,1.9607786086510304e-93,8.138920533305577e-24,0.0,5.956460974846922e-126,8.680659245430743e-50,0.0,1.2210693046155983e-55,1.4980551698624033e-186,4.5332651716744284e-66,4.048182573734591e-97,1.1561361899269405e-22,1.4853762135814729e-40,-122.71982719827199
1.2831975823743737e-80,1.0153082475933245e-157,0.0,2.233048954607939e-51,1.0909266204598208e-67,9.873246667888006e-215,1.2795789630050555e-22,0.0,0.0,0.0,3.0189220245474606e-78,1.7285330274642078e-133,3.7116273048504287e-91,2.88239766115149e-98,2.88239766115149e-98,4.4647143804448e-93,9.779647629831329e-24,0.0,1.8255844904506608e-125,1.3122138159940228e-49,0.0,1.994923647792391e-55,7.064720611844965e-186,8.42148408616467e-66,8.861721016887863e-97,1.3773754393033688e-22,2.083809699091582e-40,-122.55982559825598
2.4086884238355865e-80,3.5200233171373105e-157,0.0,3.413427240149998e-51,1.883660674172457e-67,6.932566286629681e-214,1.5229283377356103e-22,0.0,0.0,0.0,5.7270569127586625e-78,5.480361589630114e-133,7.906330378953271e-91,6.642105888414063e-98,6.642105888414063e-98,1.0149618901042812e-92,1.1746951806186352e-23,0.0,5.582779255076513e-125,1.982024693626738e-49,0.0,3.255951594895869e-55,3.32220803343163e-185,1.5623986525906716e-65,1.937128275569628e-96,1.640397855797474e-22,2.9214559112638067e-40,-122.39982399823998
4.516324712435585e-80,1.21772085711458e-156,0.0,5.213474751913759e-51,3.2491776257087105e-67,4.8487912917458185e-213,1.8119381310903451e-22,0.0,0.0,0.0,1.085164099167579e-77,1.733706699253663e-132,1.6817947187070725e-90,1.528138818054442e-97,1.528138818054442e-97,2.303545122172791e-92,1.4104988878502761e-23,0.0,1.7034675167517568e-124,2.9913420318763035e-49,0.0,5.308786963483877e-55,1.557841630501538e-184,2.894814864449908e-65,4.228448170621999e-96,1.9529880198753727e-22,4.093174966898623e-40,-122.23982239822398
8.458768388940478e-80,4.2034368499521244e-156,0.0,7.956244452738796e-51,5.5989667500868937e-67,3.378145630568637e-212,2.1550570994485484e-22,0.0,0.0,0.0,2.053731438097656e-77,5.472388514804526e-132,3.572386501898137e-90,3.510144020710016e-97,3.510144020710016e-97,5.2195690272172266e-92,1.693034820208872e-23,0.0,5.1862343670349605e-124,4.5110292511886e-49,0.0,8.64725672598184e-55,7.284243171098295e-184,5.356430164300505e-65,9.216923169937692e-96,2.3243605814694355e-22,5.731139419351924e-40,-122.07982079820798
1.58251031366384e-79,1.447824387991054e-155,0.0,1.213202175982449e-50,9.638422824873738e-67,2.344383528969388e-211,2.562274879516792e-22,0.0,0.0,0.0,3.882184760352137e-77,1.7235071919212476e-131,7.5775938564857e-90,8.04993138848222e-97,8.04993138848222e-97,1.1807650795352791e-91,2.0314428711924982e-23,0.0,1.5754524606687347e-123,6.79732085639584e-49,0.0,1.407106938572054e-54,3.396332604722992e-183,9.89819065953805e-65,2.0061954788990874e-95,2.7654191666360423e-22,8.019389894467533e-40,-121.91981919819199
2.957354627510907e-79,4.976016670577243e-155,0.0,1.8484276732189524e-50,1.6575540986520108e-66,1.6206318573576068e-210,3.0453988285757624e-22,0.0,0.0,0.0,7.329815868983747e-77,5.416068632274141e-131,1.6050613533823303e-89,1.843166365145964e-96,1.843166365145964e-96,2.6667560530770746e-91,2.4366262457621667e-23,0.0,4.7752196040382574e-123,1.0234165960793835e-48,0.0,2.2873970316889332e-54,1.579067306932676e-182,1.826677576819796e-64,4.36056587525429e-95,3.289061453151979e-22,1.1214021274663427e-39,-121.75981759817599
5.520490957819652e-79,1.7064844828885904e-154,0.0,2.813947314526704e-50,2.847692559084149e-66,1.1159519584392456e-209,3.618379832798945e-22,0.0,0.0,0.0,1.382274336147205e-76,1.6982049405080099e-130,3.394996889805102e-89,4.213490406261237e-96,4.213490406261237e-96,6.013038880622416e-91,2.921586864672947e-23,0.0,1.4441632082698255e-122,1.5396418152755764e-48,0.0,3.7146824898630876e-54,7.320752397253121e-182,3.366616869035409e-64,9.464436910341837e-95,3.9105385192662396e-22,1.5671158882654532e-39,-121.59981599815998
1.029365103470104e-78,5.839523878344801e-154,0.0,4.280294792816432e-50,4.887447898034443e-66,7.654415663234303e-209,4.297695605506964e-22,0.0,0.0,0.0,2.603632835832322e-76,5.312891206152288e-130,7.170914637728007e-89,9.616667427175543e-96,9.616667427175543e-96,1.3536165889139806e-90,3.5018236369432723e-23,0.0,4.3578681505185934e-122,2.3144057379390836e-48,0.0,6.026533026383172e-54,3.3843513507406987e-181,6.196567823440637e-64,2.051299309169221e-94,4.647877969201291e-22,2.188570510604552e-39,-121.43981439814398
1.9172494432426874e-78,1.9939171639291946e-153,0.0,6.505424164923116e-50,8.379822747145166e-66,5.22978701789093e-208,5.102801455294537e-22,0.0,0.0,0.0,4.898347036053993e-76,1.658466209704246e-129,1.5125061659895366e-88,2.1913527833557307e-95,2.1913527833557307e-95,3.0422034731280804e-90,4.195805205991316e-23,0.0,1.3120995236647674e-121,3.4762568251562996e-48,0.0,9.767402394312084e-54,1.5601265133521317e-180,1.1390280905504129e-63,4.439618079744509e-94,5.522381975893669e-22,3.054496724965301e-39,-121.27981279812798
3.5670175034525527e-78,6.79346532753508e-153,0.0,9.87919994458477e-50,1.4353280610936776e-65,3.559273652022364e-207,6.056660207115559e-22,0.0,0.0,0.0,9.20457363823116e-76,5.165557663052934e-129,3.185716933824418e-88,4.985458636362118e-95,4.985458636362118e-95,6.826086401956504e-90,5.0255308835878616e-23,0.0,3.941797876411781e-121,5.2171913939140094e-48,0.0,1.5814530965758886e-53,7.171480802305535e-180,2.0909486946022362e-63,9.59498970919589e-94,6.559213295474345e-22,4.260283261571419e-39,-121.11981119811198
6.629019575269241e-78,2.3095650170697784e-152,0.0,1.4990363033764456e-49,2.4560158776790037e-65,2.4129269461533408e-206,7.186364948065511e-22,0.0,0.0,0.0,1.7275957133369876e-75,1.6053239397952342e-128,6.700460378065421e-88,1.1324083155364454e-94,1.1324083155364454e-94,1.5291364405209003e-89,6.017195971209487e-23,0.0,1.1815627921055915e-120,7.823736971245275e-48,0.0,2.557992393491601e-53,3.287172625695921e-179,3.833346113191702e-63,2.0707407956551503e-93,7.788084545186459e-22,5.938229513773416e-39,-120.95980959809597
1.2305826946750195e-77,7.834722168052712e-152,0.0,2.2727242449459514e-49,4.198313023276902e-65,1.6294175279803178e-205,8.523870590731083e-22,0.0,0.0,0.0,3.238656397690628e-75,4.977864061408343e-128,1.4073092166645897e-87,2.568065504686036e-94,2.568065504686036e-94,3.419885993561017e-89,7.201980596813901e-23,0.0,3.533899084657965e-120,1.1723148624002522e-47,0.0,4.1334042179712566e-53,1.5024527808455082e-178,7.018404667004371e-63,4.462613658583769e-93,9.244068650412474e-22,8.271707596769022e-39,-120.79980799807998
2.2818639453317126e-77,2.6519881920609393e-151,0.0,3.4429091119421254e-49,7.1693884792526295e-65,1.096039007827432e-204,1.0106852955125758e-21,0.0,0.0,0.0,6.064178081059393e-75,1.540133134823368e-127,2.9516295499296495e-87,5.814525234111928e-94,5.814525234111928e-94,7.636035743641913e-89,8.616984644079726e-23,0.0,1.0545965891815586e-119,1.7552010013070225e-47,0.0,6.672402013565768e-53,6.847685420812379e-178,1.2832890589740615e-62,9.603624379583377e-93,1.096855141953373e-21,1.1514711460932552e-38,-120.63980639806398
4.22655115907839e-77,8.957238743907283e-151,0.0,5.211330179462233e-49,1.2230749250936963e-64,7.34387125493316e-204,1.197971722872192e-21,0.0,0.0,0.0,1.1341312928882721e-74,4.7545386084831565e-127,6.181894603200883e-87,1.3143999591334342e-93,1.3143999591334342e-93,1.702218124285709e-88,1.0306335411711908e-22,0.0,3.140172190494947e-119,2.6258021676535225e-47,0.0,1.0760246687740101e-52,3.1120847729255435e-177,2.3433453256440784e-62,2.063779836100733e-92,1.3010350769893111e-21,1.60188242673096e-38,-120.47980479804798
7.819877591333465e-77,3.0187788039283557e-150,0.0,7.881626328211611e-49,2.084431669546238e-64,4.9015057351380813e-203,1.4194781346393852e-21,0.0,0.0,0.0,2.118551551376676e-74,1.4645134821408701e-126,1.2929114224580489e-86,2.966510768340828e-93,2.966510768340828e-93,3.7883788352441957e-88,1.2322499419032097e-22,0.0,9.329437202468118e-119,3.9250907699082342e-47,0.0,1.7335163738016776e-52,1.4103395506572496e-176,4.2734025904594385e-62,4.428675797419482e-92,1.5427031288297062e-21,2.2270394263367356e-38,-120.31980319803198
1.4452108737433837e-76,1.0151799041139758e-149,0.0,1.1910426422804528e-48,3.5488358751581825e-64,3.2586625706743775e-202,1.6813664123419482e-21,0.0,0.0,0.0,3.952747332765564e-74,4.501043930274454e-126,2.7002462859657557e-86,6.684507829508648e-93,6.684507829508648e-93,8.417488399999085e-88,1.4727835395511504e-22,0.0,2.7656187455253725e-118,5.86259595411161e-47,0.0,2.7899689183119796e-52,6.373244802214324e-176,7.782820960166734e-62,9.490011463545108e-92,1.828644766297063e-21,3.0941749479587426e-38,-120.15980159801597
2.6679637663022993e-76,3.4065071940896805e-149,0.0,1.798386356448756e-48,6.035980360818343e-64,2.158016128329221e-201,1.9908912973866288e-21,0.0,0.0,0.0,7.366197988575745e-74,1.38028259319336e-125,5.631517157614773e-86,1.503827624787241e-92,1.503827624787241e-92,1.8672505029437203e-87,1.7596432102197016e-22,0.0,8.180202534107463e-118,8.749490841175764e-47,0.0,4.485764594579251e-52,2.8718527247538336e-175,1.4155525145137985e-61,2.0306819552599161e-91,2.166855618408599e-21,4.296170580046428e-38,-119.99979999799999
4.9197844402774685e-76,1.1405916473720576e-148,0.0,2.7132068601186545e-48,1.0255890439671245e-63,1.4235587551537436e-200,2.3565911868216766e-21,0.0,0.0,0.0,1.3711091728916042e-73,4.2233556243447315e-125,1.1728294832698068e-85,3.377783387411339e-92,3.377783387411339e-92,4.135362423999374e-87,2.101628240297332e-22,1e-323,2.4141857642412775e-117,1.3047525528501578e-46,0.0,7.205087998539677e-52,1.290411953318202e-174,2.5712283392833228e-61,4.339097478076932e-91,2.5667540108514097e-21,5.961257190589256e-38,-119.83979839798398
9.062116959384052e-76,3.8107077346311075e-148,0.0,4.090035077572933e-48,1.740854918848766e-63,9.354089564145504e-200,2.788511696063974e-21,0.0,0.0,0.0,2.5490890087892952e-73,1.2893836994919595e-124,2.439112138295056e-85,7.574790875818238e-92,7.574790875818238e-92,9.143563871089372e-87,2.50918541331617e-22,2.1e-322,7.109060246047902e-117,1.9441335148142768e-46,0.0,1.1561329978629225e-51,5.781749066531066e-174,4.6642414216867445e-61,9.258470094166489e-91,3.039430237395591e-21,8.266351972811438e-38,-119.67979679796798
1.6673650442571794e-75,1.2703859272547927e-147,0.0,6.160491713556522e-48,2.9519937697831683e-63,6.122560253675713e-199,3.29846752015239e-21,0.0,0.0,0.0,4.733498891717979e-73,3.927729589626887e-124,5.0654273287624947e-85,1.695956131047334e-91,1.695956131047334e-91,2.0184052273854756e-86,2.9947129035675186e-22,4.54e-321,2.0887602137550567e-116,2.8945201446938968e-46,0.0,1.853284105484918e-51,2.5831804744571907e-173,8.449813268841711e-61,1.972701495772102e-90,3.597938810509142e-21,1.1455383114219731e-37,-119.51979519795198
3.064426171219795e-75,4.22591040373966e-147,0.0,9.271456000965691e-48,5.000713176454178e-63,3.9918115315975674e-198,3.900349042258481e-21,0.0,0.0,0.0,8.779380554015345e-73,1.1938118001270154e-123,1.0504801247614636e-84,3.791086520753274e-91,3.791086520753274e-91,4.4482803975391415e-86,3.5729193623881946e-22,9.6654e-320,6.123501946832921e-116,4.306055501399875e-46,0.0,2.9678496921570734e-51,1.1508398942477649e-172,1.5287586122535217e-60,4.197259725055089e-90,4.2576409784973006e-21,1.586445053146335e-37,-119.35979359793598
5.625810171303423e-75,1.402682807889235e-146,0.0,1.3941988635415804e-47,8.462761588117792e-63,2.5924620385179727e-197,4.6104812045822275e-21,0.0,0.0,0.0,1.62640905887444e-72,3.6204706904602185e-123,2.175439549911822e-84,8.46092592463496e-91,8.46092592463496e-91,9.787389722058972e-86,4.261248060435462e-22,2.04335e-318,1.7912079816886908e-115,6.400814297101311e-46,0.0,4.747964904036921e-51,5.112575286102626e-172,2.7622083670829426e-60,8.91769549117474e-90,5.036606010625774e-21,2.195634987323116e-37,-119.19979199791997
1.031664356272322e-74,4.645722247382758e-146,0.0,2.0948152458174611e-47,1.4307241836217825e-62,1.6771047914399228e-196,5.4480433961888594e-21,0.0,0.0,0.0,3.009400647185781e-72,1.0955421379262888e-122,4.49876832703313e-84,1.885285835039296e-90,1.885285835039296e-90,2.1499707026588532e-85,5.080377682425426e-22,4.2923257e-317,5.227897369384558e-115,9.506997707243538e-46,0.0,7.588200452387444e-51,2.264796436396147e-171,4.984248319420399e-60,1.8920027248271665e-89,5.956081164431402e-21,3.0367912663828776e-37,-119.03979039790397
1.889771169615859e-74,1.5353294712696805e-145,0.0,3.144929732644927e-47,2.4163697014979757e-62,1.080720551715331e-195,6.435560552312826e-21,0.0,0.0,0.0,5.561789537793907e-72,3.3077145138571507e-122,9.290255692425393e-84,4.194127522974825e-90,4.194127522974825e-90,4.7150807588140976e-85,6.054813403175751e-22,8.95906266e-316,1.522449768411719e-114,1.410925583514603e-45,0.0,1.2115345018855544e-50,1.0004221032581708e-170,8.981908376604656e-60,4.0084198197570536e-89,7.0410418926304e-21,4.197487699964229e-37,-118.87978879788798
3.4577807571118717e-74,5.0629601587676275e-145,0.0,4.717592080399358e-47,4.076941655750203e-62,6.937005482756551e-195,7.599477331982929e-21,0.0,0.0,0.0,1.02667599303472e-71,9.964645045008546e-122,1.915795436577501e-83,9.315607302386789e-90,9.315607302386789e-90,1.0323730599299498e-84,7.213584256087933e-22,1.858030885e-314,4.423782574318425e-114,2.092268347693078e-45,0.0,1.9324064341032814e-50,4.4065837910876845e-170,1.6164537565295732e-59,8.480217058621431e-89,8.320835757591721e-21,5.798072131537574e-37,-118.71978719787198
6.319796993837588e-74,1.6659501863877782e-144,0.0,7.070889393364704e-47,6.8717802468516425e-62,4.435433597096764e-194,8.970829182233875e-21,0.0,0.0,0.0,1.8929388229834605e-71,2.9952324293788937e-121,3.945100134274079e-83,2.0657883748623226e-89,2.0657883748623226e-89,2.2567067293007574e-84,8.591065596550817e-22,3.82880935655e-313,1.2825652134074513e-113,3.100153651519668e-45,0.0,3.0791217402358746e-50,1.9354655055721235e-169,2.90525103071065e-59,1.7915257742344715e-88,9.829935741888957e-21,8.003823204870294e-37,-118.55978559785598
1.1537886005754291e-73,5.469833302942272e-144,0.0,1.058941383275679e-46,1.1570914392605621e-61,2.8249160268077406e-193,1.0586026350106228e-20,0.0,0.0,0.0,3.485973371001823e-71,8.983262845856034e-121,8.11249340112649e-83,4.573678155336391e-89,4.573678155336391e-89,4.924980536282594e-84,1.0227948732090354e-21,7.83962007244e-312,3.7102230682692997e-113,4.589882952881659e-45,0.0,4.901408980445946e-50,8.476830267802911e-169,5.2147051534165675e-59,3.779387976520154e-88,1.1608821223315264e-20,1.1041575626757669e-36,-118.39978399783998
2.1041020552296895e-73,1.7920113207650695e-143,0.0,1.584579439943748e-46,1.9463894847419134e-61,1.7921750212858886e-192,1.2487769517062041e-20,0.0,0.0,0.0,6.412034751246241e-71,2.6882680276229974e-120,1.6658585082905927e-82,1.0109984432513452e-88,1.0109984432513452e-88,1.0730620766861197e-83,1.217238361875197e-21,1.59494881239526e-310,1.0709161498753392e-112,6.790043549377398e-45,0.0,7.794364671551267e-50,3.702083311199299e-168,9.347631137905168e-59,7.961634164344505e-88,1.370500787893724e-20,1.52224412676501e-36,-118.23978239782397
3.832876255299776e-73,5.858170194727747e-143,0.0,2.369192402495651e-46,3.270811155777304e-61,1.1325586831927958e-191,1.4726118760866552e-20,0.0,0.0,0.0,1.1780181586113203e-70,8.026864069428533e-120,3.4159326173669024e-82,2.2312102076087398e-88,2.2312102076087398e-88,2.334189485429195e-83,1.4481325002731627e-21,3.224177497908213e-309,3.084223177204696e-112,1.0036818397050085e-44,0.0,1.238243898983173e-49,1.6122171516307443e-167,1.6733974010169517e-58,1.6748089891026169e-87,1.6174251261139716e-20,2.0972840504990102e-36,-118.07978079780798
6.974293772436497e-73,1.910899289655643e-142,0.0,3.5394099283312255e-46,5.490916537489533e-61,7.12929236286626e-191,1.7359741062590295e-20,0.0,0.0,0.0,2.161685044003405e-70,2.3914105010499438e-119,6.994680926755416e-82,4.9162686204942553e-88,4.9162686204942553e-88,5.06918689879411e-83,1.722211762662067e-21,6.476070910165795e-308,8.862801179198633e-112,1.4824229512152328e-44,0.0,1.9651575281564395e-49,7.001087977300349e-167,2.991729532269343e-58,3.518120194639619e-87,1.9081952825252363e-20,2.887685502162185e-36,-117.91977919779198
1.267631773589513e-72,6.219682151521277e-142,0.0,5.283304201140278e-46,9.208690271411828e-61,4.4703090888440284e-190,2.0457365646295478e-20,0.0,0.0,0.0,3.962024584688177e-70,7.108815409210552e-119,1.4302565668362284e-81,1.0815231886104544e-87,1.0815231886104544e-87,1.0990853845782728e-82,2.0474362247519492e-21,1.292482608463047e-306,2.541154666298159e-111,2.1877654103951025e-44,0.0,3.115689988575814e-49,3.0316019792390076e-166,5.3415989973500434e-58,7.379694555499333e-87,2.2504801871047427e-20,3.9733994022804153e-36,-117.75977759777598
2.3014600301848146e-72,2.0200083357127492e-141,0.0,7.87997044002162e-46,1.54281744535008e-60,2.7921201100378975e-189,2.4099481152793062e-20,0.0,0.0,0.0,7.253142827852673e-70,2.108507860737753e-118,2.9204341740037503e-81,2.3754242268599363e-87,2.3754242268599363e-87,2.3791153294899924e-82,2.433211137722626e-21,2.5630570922800913e-305,7.269860428115235e-111,3.2261304964958007e-44,0.0,4.934882369501635e-49,1.3090115468460448e-165,9.524582539302353e-58,1.5457826384818936e-86,2.6532692290515687e-20,5.463793071423078e-36,-117.59977599775998
4.1737958049332306e-72,6.546251857055311e-141,0.0,1.1743235716849978e-45,2.582229673254261e-60,1.7371449474126015e-188,2.838031410634524e-20,0.0,0.0,0.0,1.3262323235318257e-69,6.240050342998601e-118,5.954815665980069e-81,5.208967436777418e-87,5.208967436777418e-87,5.141507711165671e-82,2.8906452024145265e-21,5.0502434286862785e-304,2.07518074440963e-110,4.753523736993346e-44,0.0,7.808454214608448e-49,5.636109496236745e-165,1.696079998135304e-57,3.233261180051078e-86,3.1270959308759764e-20,7.5083750064555e-36,-117.43977439774397
7.560950598898987e-72,2.1168341674047e-140,0.0,1.7486189768848367e-45,4.317564610671734e-60,1.0765728794753999e-187,3.3410134449180793e-20,0.0,0.0,0.0,2.422129185753068e-69,1.842620269823911e-117,1.2124857742555453e-80,1.1404262846841679e-86,1.1404262846841679e-86,1.109318922817303e-81,3.4328542491807594e-21,9.887506998911409e-303,5.910451618903803e-110,6.998451556712869e-44,0.0,1.2342951657457965e-48,2.4198030229201377e-164,3.0162853878222154e-57,6.753291174120133e-86,3.684298869836155e-20,1.031139346185255e-35,-117.27977279772797
1.3681667878249896e-71,6.830233354049536e-140,0.0,2.60163768635873e-45,7.211846503987995e-60,6.645937141644883e-187,3.9317941225456375e-20,0.0,0.0,0.0,4.418341828796299e-69,5.428982941346291e-117,2.46531495717909e-80,2.4928027166108544e-86,2.4928027166108544e-86,2.3895343867853597e-81,4.075318170154885e-21,1.9234537824360864e-301,1.6796557703561973e-109,1.0295342807966173e-43,0.0,1.9491204799901573e-48,1.0359654144555016e-163,5.35703202527504e-57,1.408550709269709e-85,4.339325939561126e-20,1.4151694800629419e-35,-117.11977119771197
2.4729715943595265e-71,2.199068838378918e-139,0.0,3.867609885123672e-45,1.203421470247058e-59,4.0867158320118395e-186,4.625458994586857e-20,0.0,0.0,0.0,8.050180855748692e-69,1.5960114091745058e-116,5.005593735976032e-80,5.4401855813714965e-86,5.4401855813714965e-86,5.138792500394882e-81,4.836300282579098e-21,3.717895395145052e-300,4.762717122387373e-109,1.5133250494477453e-43,0.0,3.0748507352162534e-48,4.422574397421185e-163,9.501709971495965e-57,2.933673801974896e-85,5.109089022844767e-20,1.9409718646591106e-35,-116.95976959769598
4.464950545820492e-71,7.064748169039268e-139,0.0,5.744903353934688e-45,2.006100507172881e-59,2.5032145121506773e-185,5.439643293156744e-20,0.0,0.0,0.0,1.4649954561036166e-68,4.681536222602178e-116,1.0149069242726223e-79,1.185344627910185e-85,1.185344627910185e-85,1.1033157357303157e-80,5.73733985558302e-21,7.140572572114742e-299,1.347485718660308e-108,2.2226761379824942e-43,0.0,4.845907151791264e-48,1.882650425689002e-162,1.6830809795376656e-56,6.101455987640632e-85,6.013377278715046e-20,2.660417020648697e-35,-116.79976799767998
8.05251641813225e-71,2.2646918893969514e-138,0.0,8.526425686583771e-45,3.340806111059011e-59,1.5273097079891274e-184,6.394955522230775e-20,0.0,0.0,0.0,2.6628777772186495e-68,1.3701738234872513e-115,2.054869574005136e-79,2.578580365538683e-85,2.578580365538683e-85,2.364990913162368e-80,6.803830344615075e-21,1.3626658370707267e-297,3.803894261390397e-108,3.261915532472924e-43,0.0,7.629425489594669e-48,7.991510510831124e-162,2.9773779586831484e-56,1.2671775425239191e-84,7.075338556692283e-20,3.64418055584261e-35,-116.63976639766398
