0-Abe 2014,1-Abriel 2000,2-Abriel 2001,3-Abriel 2001,4-Abriel 2001,5-Abriel 2001,6-Abriel 2001,7-Aiba 2014,8-Akai 2000,9-Amin 2005,10-An 1998,11-An 1998,12-Bankston 2007a,13-Bankston 2007b,14-Baroudi 2000a,15-Baroudi 2000b,16-Baroudi 2001,17-Beckermann 2014,19-Beyder 2014,20-Casini 2007,21-Chang 2004,22-Chen 2016,23-Cheng 2010,24-Cheng 2010,25-Cheng 2010,26-Cheng 2010,27-Cheng 2011,28-Cheng 2011,29-Clatot 2012,30-Cordeiro 2006,31-Crotti 2012a,32-Deschenes 2000,34-Ge 2008,35-Glaaser 2012,36-Guetter 2013,37-Gui 2010a,38-Gui 2010b,39-Holst 2009,40-Hoshi 2014,41-Hsueh 2009,42-Hu 2007,43-Hu 2010,44-Hu 2014,45-Hu 2015,46-Hu 2015,47-Huang 2006,48-Huang 2009,51-Itoh 2007,52-Juang 2014a,53-Kapplinger 2015,54-Kapplinger 2015,55-Kapplinger 2015,56-Kapplinger 2015,57-Kapplinger 2015,58-Kapplinger 2015,59-Kapplinger 2015,60-Kapplinger 2015,61-Kapplinger 2015,62-Kapplinger 2015,63-Kapplinger 2015,64-Kapplinger 2015,65-Kapplinger 2015,66-Kapplinger 2015,67-Kapplinger 2015,68-Kapplinger 2015,69-Kapplinger 2015,70-Kapplinger 2015,71-Kapplinger 2015,72-Kapplinger 2015,73-Kapplinger 2015,74-Kapplinger 2015,75-Kapplinger 2015,76-Kapplinger 2015,77-Kapplinger 2015,78-Kapplinger 2015,79-Kapplinger 2015,80-Keller 2005,81-Keller 2006,82-Li 2009,83-Lin 2008,84-Liu 2002,85-Liu 2003a,86-Lupoglazoff 2001,87-Makita 2002,88-Makita 2005,89-Makita 2008,90-Makiyama 2008,91-Marangoni 2011,92-Medeiros-Domingo 2007,93-Medeiros-Domingo 2009,94-Mohler 2004,95-Mok 2003,96-Moreau 2013,97-Murphy 2012,98-Nakajima 2015,99-Neu 2010,100-Nguyen 2008,101-Olesen 2012,102-Otagiri 2008,103-Pfahnl 2007,105-Rivolta 2001,106-Rossenbacker 2004,107-Ruan 2007,108-Ruan 2010,109-Saber 2015,110-Samani 2009,111-Sarhan 2009,112-Shinlapawittayatorn 2011a,113-Shinlapawittayatorn 2011b,114-Shirai 2002,115-Shuraih 2007,116-Shy 2014,117-Smits 2005a,118-Smits 2005b,119-Sottas 2013,121-Surber 2008,122-Swan 2014,123-Tan 2001,124-Tan 2002,125-Tan 2005,126-Tan 2005,127-Tan 2005,128-Tan 2005,129-Tan 2005,130-Tan 2005,131-Tan 2005,132-Tan 2005,133-Tan 2005,134-Tan 2005,135-Tan 2005,136-Tan 2005,137-Tan 2005,138-Tan 2005,139-Tan 2005,140-Tan 2006,141-Tan 2006,142-Tarradas 2013,143-Tester 2010,144-Tsurugi 2009,145-Valdivia 2004,146-Vatta 2002a,147-Viswanathan 2003,148-Wang 1996,149-Wang 2002,150-Wang 2007a,152-Wang 2008,153-Wang 2011,154-Wang 2015,155-Wang 2016,156-Watanabe 2011b,157-Wedekind 2001,158-Wehrens 2003,159-Winkel 2012,160-Yang 2002,161-Ye 2003,162-Ye 2003,163-Yokoi 2005,164-Zeng 2013,sum,gauss,x
1.1009410840946023e-30,0.0,0.0,0.0,0.0,0.0,0.0,6.18623645474064e-38,2.0673205847745885e-23,1.0788743813383942e-25,1.0282068023979488e-40,3.6525328873412024e-66,2.8754688412436706e-104,7.287401932602983e-145,3.413714599007355e-14,1.664514254277032e-21,3.451475234166951e-100,0.0,2.6705391419286445e-32,2.1260105619468973e-14,2.62731701514293e-36,1.2813209337785945e-41,4.529135808186118e-61,5.029398703636545e-112,2.1185013140569845e-146,1.2240856379515836e-143,4.9879379436951497e-48,5.299433450853468e-56,1.0964163619670885e-208,0.0,1.885752745416066e-31,2.5277230805794536e-58,2.2807633663639064e-22,1.432438509926806e-15,8.963413296061406e-31,5.91497612737525e-67,1.9831741060736208e-83,3.3773787541635533e-37,2.7970393642884575e-126,9.353480890694828e-51,0.0,1.885752745416066e-31,9.37590575105741e-37,4.990937784880806e-20,3.764822148456942e-13,6.994007852049115e-13,4.8726251111669205e-25,4.997049435276193e-52,3.16e-322,2.6958908817258114e-102,6.448296762239835e-109,0.0,0.0,1.2465293169244873e-127,8.217560924510815e-227,1.5335963561631227e-121,1.4198169459233398e-127,4.1893416633052477e-72,3.1292407281410785e-107,2.2940788295797757e-69,4.2747291742935233e-103,3.7910742890233453e-119,0.0,1.5335963561631227e-121,4.063899665998477e-283,4.2747291742935233e-103,5.195599306998804e-273,2.4275884308285637e-81,1.137009595687457e-52,1.1237419769320254e-165,1.2465293169244873e-127,0.0,1.9278032766419113e-54,1.2465293169244873e-127,3.66323839994257e-98,8.70516792624945e-112,2.2962477009102763e-71,1.720409125564018e-90,1.200599681382361e-22,4.8023629494197895e-64,1.084441594822551e-29,5.428059815998096e-42,9.071287236544559e-41,1.113489071633674e-27,1.0659357431451654e-48,4.738063793817611e-24,1.5987215780305504e-46,9.318090239780539e-14,5.180840870898223e-70,2.4337789219440284e-36,0.0,0.0,1.0125471209231692e-26,4.9503165963512214e-12,2.1082500670458658e-107,9.744485015423405e-34,1.149416604860712e-90,2.214317989496745e-35,5.071106374741001e-28,2.0144743611330223e-09,5.966287892845713e-137,0.0,8.774304716622247e-286,8.484501372097883e-129,7.532893987693884e-54,7.330088338389721e-23,4.293701150446451e-63,4.927984305067667e-29,4.339490143319138e-71,2.6256853948096387e-15,0.0,4.253140168704479e-22,6.812465983114107e-47,1.3806533061078892e-10,0.0,5.859499225734873e-72,1.3518937938831128e-41,6.24916952053727e-29,5.381687708724864e-29,6.530880092411023e-33,1.0620088977841298e-29,6.528152778680459e-47,9.076104520655877e-33,7.251136473386013e-50,3.2517095590882442e-18,3.793363740931366e-39,6.530880092411023e-33,2.7988142856973677e-108,4.679255204041932e-35,2.7478598354129408e-15,1.3840079724572522e-23,2.3343436183357643e-60,4.768955198376706e-38,0.0,1.85860363981384e-58,8.222967210772983e-39,3.091468848260456e-85,7.351821251250167e-205,1.659289959591168e-94,1.9968074482989583e-37,0.0,2.028160457582179e-45,2.0165067719167167e-45,6.637013872962292e-13,1.1587829902364647e-32,1.1587829902364647e-32,2.5156656249440505e-69,5.912998643308456e-163,1.1815424644145704e-31,2.5757293058928045e-63,2.4681355765910087e-19,8.201667858141558e-249,6.689249426703191e-17,0.0,1.023245542794812e-06,2.0175203956966304e-07,1.1694610661265729e-67,3.0810903022024736e-38,1.2271569674117837e-06,1.4802650520243683e-08,-140.0
1.5659371223912405e-30,0.0,0.0,0.0,0.0,0.0,0.0,9.37219861709007e-38,2.6236927707511085e-23,1.4269310062596245e-25,1.5160333067151787e-40,6.420232173995454e-66,7.327399503701639e-104,3.293118388616638e-144,4.153974590253295e-14,2.199405665770812e-21,1.5259907862711898e-99,0.0,4.2612245587393024e-32,2.4575136868684364e-14,5.411327233262212e-36,2.0444220351534863e-41,9.118106630581416e-61,1.5817184944336886e-111,9.918093281690758e-146,5.663800663937735e-143,8.262960536587778e-48,9.495519251007182e-56,1.4579674547799664e-207,0.0,2.8951451491515706e-31,6.452116215459854e-58,2.850329465868945e-22,1.6080014799010694e-15,1.2892995050497871e-30,1.3114072480263897e-66,5.2915310260269905e-83,5.149582614477364e-37,1.2440061993583552e-125,1.7352814859375656e-50,0.0,2.8951451491515706e-31,1.5659009960945832e-36,6.078336499855191e-20,4.200777874015448e-13,8.527765284014205e-13,7.201008736529551e-25,1.0268440901900367e-51,2.48e-320,8.910206764101453e-102,2.7890192253099044e-108,0.0,0.0,5.657423157177939e-127,1.1587204653595958e-225,6.702924500230827e-121,6.41438428003982e-127,9.642332470263533e-72,1.1858543736103188e-106,5.29622489030821e-69,1.3981465841309514e-102,1.6321887934983319e-118,0.0,6.702924500230827e-121,1.2893922678915802e-281,1.3981465841309514e-102,1.7982323764173357e-271,7.051984012365216e-81,2.1112661414176747e-52,8.452498647561118e-165,5.657423157177939e-127,0.0,3.5639771162184744e-54,5.657423157177939e-127,1.1112243701525932e-97,3.2433612417750064e-111,5.035607623794244e-71,1.0026935550036683e-89,1.755930783126533e-22,1.4144337867185816e-63,1.4308055090710945e-29,8.437594688859477e-42,1.6046938243959802e-40,1.5900565598185926e-27,1.9806181194424507e-48,6.275145453840397e-24,2.6596685748844686e-46,1.0798479354070184e-13,1.1462337865095892e-69,3.536897973431499e-36,0.0,0.0,1.4354200464506365e-26,5.761126606629395e-12,8.655196872447204e-107,1.5200552485445437e-33,4.0644040362140935e-90,3.4012526766177806e-35,7.1875206554645715e-28,2.209452827349556e-09,2.1233978174218525e-136,0.0,1.2783585098620206e-284,3.0284523504396875e-128,1.233060296684214e-53,9.645085099900849e-23,1.7829185850274885e-62,7.204646899569547e-29,1.1974351605531865e-70,3.1359665184311846e-15,0.0,5.238264454663388e-22,1.2710953443331894e-46,1.548548597015718e-10,0.0,1.33494305343303e-71,2.0729596231171801e-41,9.128978869087518e-29,8.00253305112994e-29,9.035352633714099e-33,1.4172218565715447e-29,1.1140099059636204e-46,1.2829983640058358e-32,1.2600368861241576e-49,3.82260717260821e-18,5.8375646754891585e-39,9.035352633714099e-33,9.656277541254869e-108,6.938991819520679e-35,3.1462192592372936e-15,1.7613282839229105e-23,4.7721627801670683e-60,7.23002512766346e-38,0.0,3.697448525551129e-58,1.2591640628247189e-38,9.16573432305934e-85,6.461262213776175e-204,5.97974475785516e-94,3.1158876532103083e-37,0.0,3.5320633475430077e-45,4.300363573904926e-45,7.855161312620228e-13,1.7607178449963026e-32,1.7607178449963026e-32,7.15962039744472e-69,3.3650602512479977e-162,1.8452883133742549e-31,6.137202996523176e-63,3.216371843704378e-19,8.795815861764202e-248,7.934688686266958e-17,0.0,1.0593339062452348e-06,2.0928070550263964e-07,2.9121967125102513e-67,4.728716251270669e-38,1.270986921005398e-06,1.610082425414803e-08,-139.839998399984
2.2250817641904823e-30,0.0,0.0,0.0,0.0,0.0,0.0,1.4183189070559574e-37,3.327652774251698e-23,1.885783868207053e-25,2.2333152156453065e-40,1.1272617562995415e-65,1.863649870841784e-103,1.4829169852347712e-143,5.0506760034497904e-14,2.903411108297002e-21,6.713086969455406e-99,0.0,6.787954425889635e-32,2.839438980225318e-14,1.1106315112480792e-35,3.257879013617042e-41,1.8322577650586835e-60,4.961280131216473e-111,4.62645513798911e-145,2.6110537310566115e-142,1.367101399013751e-47,1.6989772414382197e-55,1.925004607031483e-206,0.0,4.438409020925854e-31,1.6411317267696718e-57,3.5600562961781e-22,1.804610421357709e-15,1.8525930769008e-30,2.901193803813066e-66,1.4081794646050588e-82,7.842566893014081e-37,5.511004239861034e-125,3.2136199042951275e-50,0.0,4.438409020925854e-31,2.6107409122828795e-36,7.398756620423945e-20,4.685844863646554e-13,1.0387604836855632e-12,1.0625165137623574e-24,2.105108178772196e-51,1.93323e-318,2.935625435052334e-101,1.2009578447638534e-107,0.0,0.0,2.5573456807801334e-126,1.6227423840580557e-224,2.9179120205496173e-120,2.8862927678557764e-126,2.2143858875434584e-71,4.477164196046939e-106,1.219870578684431e-68,4.558904443986348e-102,6.998953277568543e-118,0.0,2.9179120205496173e-120,4.053070689709515e-280,4.558904443986348e-102,6.160897827294248e-270,2.0420097379745606e-80,3.913637756880526e-52,6.323069281602615e-164,2.5573456807801334e-126,0.0,6.578063070300643e-54,2.5573456807801334e-126,3.361266756987563e-97,1.2042060836238713e-110,1.102088381454616e-70,5.798447320040996e-89,2.56374178399566e-22,4.14833794948097e-63,1.886539080063744e-29,1.3101171607514032e-41,2.833218831709e-40,2.2679481720494577e-27,3.67335626728246e-48,8.303843346589592e-24,4.418860198319125e-46,1.2507902342865272e-13,2.530718169640754e-69,5.135202490684927e-36,0.0,0.0,2.0325288092656645e-26,6.700449058634287e-12,3.538466480245984e-106,2.3677158051921436e-33,1.4314595110296162e-89,5.217815995365482e-35,1.0176207967804136e-27,2.422448652162695e-09,7.537280604252497e-136,0.0,1.852201256202642e-283,1.077931283006372e-127,2.016245986977637e-53,1.268006961463795e-22,7.348348829493427e-62,1.0519776134282016e-28,3.293196378009084e-70,3.743053457235377e-15,0.0,6.4481544335008335e-22,2.3669769380779113e-46,1.7360854937141233e-10,0.0,3.034726495981862e-71,3.1752348680200514e-41,1.3319027326194372e-28,1.1883449951127289e-28,1.249024799038522e-32,1.8898994111825843e-29,1.898267946393079e-46,1.8119987574647097e-32,2.186402711385036e-49,4.4918585528686484e-18,8.97285287483567e-39,1.249024799038522e-32,3.3208986945633724e-107,1.0278821116157356e-34,3.601048539195371e-15,2.240024623551896e-23,9.736611250580812e-60,1.0948983763959164e-37,0.0,7.341674753676121e-58,1.9259364002480672e-38,2.708925380855951e-84,5.64957997371262e-203,2.1464819591427025e-93,4.8559195679929325e-37,0.0,6.14119309336775e-45,9.143352655254292e-45,9.290496765739458e-13,2.671795013463323e-32,2.671795013463323e-32,2.0302419334703064e-68,1.907130304775249e-161,2.8774764054470776e-31,1.4582988740272853e-62,4.18719817860596e-19,9.385957087505237e-247,9.407363454868149e-17,0.0,1.096559664329134e-06,2.1706671440281352e-07,7.23136521000118e-67,7.248965310244482e-38,1.316231786005135e-06,1.750864639375083e-08,-139.679996799968
3.158486630943146e-30,0.0,0.0,0.0,0.0,0.0,0.0,2.1439948704012267e-37,4.217770091964879e-23,2.490219929166177e-25,3.287034928961035e-40,1.9770436311926608e-65,4.730989937636191e-103,6.654282128972749e-143,6.13598418914476e-14,3.829103473864973e-21,2.9384333743981574e-98,0.0,1.0794746233307726e-31,3.279255096893261e-14,2.2714912082594369e-35,5.185028145003508e-41,3.6750314158881646e-60,1.5520643944250633e-110,2.1502513926991126e-144,1.1993207540056329e-141,2.2589997823514984e-47,3.0355400764999064e-55,2.5236396300087e-205,0.0,6.7944716135916665e-31,4.1596163295071275e-57,4.443913924118916e-22,2.0247296323173792e-15,2.659206626632609e-30,6.404282501744646e-66,3.73758280291597e-82,1.192994310377712e-36,2.431773828156808e-124,5.940828146848744e-50,0.0,6.7944716135916665e-31,4.3452188689469414e-36,9.001277761781038e-20,5.225393849249196e-13,1.264057005915442e-12,1.5652728466792666e-24,4.3054978605943806e-51,1.48724075e-316,9.641417495247956e-101,5.148417791452173e-107,0.0,0.0,1.1513697489723793e-125,2.2571251431251992e-223,1.2651285729068294e-119,1.2935659493831126e-125,5.074104297459374e-71,1.6840460429315183e-105,2.8031759211487307e-68,1.48194455461328e-101,2.989168539744197e-117,0.0,1.2651285729068294e-119,1.2622353170864207e-278,1.48194455461328e-101,2.0894415735299237e-268,5.894059673492831e-80,7.242309105721641e-52,4.704300929788093e-163,1.1513697489723793e-125,0.0,1.2121380745952522e-53,1.1513697489723793e-125,1.0138386699893543e-96,4.4554711542428643e-110,2.4072010223742356e-70,3.3270721180832434e-88,3.7367917123556095e-22,1.2115169727043997e-62,2.485774762726431e-29,2.0319782358301017e-41,4.992668539225069e-40,3.231079303547687e-27,6.800141277536916e-48,1.097910543239289e-23,7.331976363431666e-46,1.4480799836739609e-13,5.575861604466416e-69,7.448798889805586e-36,0.0,0.0,2.874672351307027e-26,7.787937293879167e-12,1.440577170306154e-105,3.682726711880288e-33,5.0213911208301916e-89,7.994468175389388e-35,1.4392072070693317e-27,2.6550413185331954e-09,2.6684198174601988e-135,0.0,2.6688197040783676e-282,3.825932620973682e-127,3.2933619318828395e-53,1.6655433111005365e-22,3.0061217796738385e-61,1.5340895344962742e-28,9.026836465875883e-70,4.464846428585535e-15,0.0,7.933297239197809e-22,4.398980554900347e-46,1.9454651017933416e-10,0.0,6.883842913299703e-71,4.858448575610148e-41,1.9407662459559115e-28,1.7622344518568145e-28,1.7252402153994947e-32,2.5184347322256006e-29,3.2299492227001987e-46,2.5567888718269974e-32,3.788321026671085e-49,5.2760749053582285e-18,1.377593273045053e-38,1.7252402153994947e-32,1.1384441899095445e-106,1.5209590790357338e-34,4.12016441204094e-15,2.846925099804062e-23,1.9826339057829973e-59,1.6562475840392782e-37,0.0,1.4550093886404675e-57,2.942438687865343e-38,7.980942968632836e-84,4.914635610881873e-202,7.674605718834194e-93,7.557971863946951e-37,0.0,1.0660439688759157e-44,1.9382088540862634e-44,1.0980552951760353e-12,4.048948183294384e-32,4.048948183294384e-32,5.7362266962767766e-68,1.0763917170303255e-160,4.480143807251402e-31,3.4556390689841595e-62,5.44553816857878e-19,9.965738423512714e-246,1.114785943447146e-16,0.0,1.1349534332611859e-06,2.2511791604137465e-07,1.7905420824954102e-66,1.1099482405311116e-37,1.3629318594077796e-06,1.903499961935737e-08,-139.519995199952
4.478922267625746e-30,0.0,0.0,0.0,0.0,0.0,0.0,3.2373602691535037e-37,5.342538709843e-23,3.2857940549171695e-25,4.8336102115955755e-40,3.463579617823979e-65,1.1987068114100134e-102,2.9755034339313386e-142,7.44848593311154e-14,5.04511470302449e-21,1.2797720903753012e-97,0.0,1.7137796422767691e-31,3.785505937296378e-14,4.6294244840362416e-35,8.241742686724258e-41,7.357463596716222e-60,4.842583880582517e-110,9.957511938326067e-144,5.488663181162477e-141,3.7280528689687447e-47,5.415816580874032e-55,3.284993587787793e-204,0.0,1.0386170352072169e-30,1.0505861721739442e-56,5.543976497335237e-22,2.2711048132656133e-15,3.8130276862535914e-30,1.410648459360186e-65,9.894179731959874e-82,1.8126437258944317e-36,1.0688083779646437e-123,1.0962948548541926e-49,0.0,1.0386170352072169e-30,7.219513716624114e-36,1.094513202446649e-19,5.825364282388559e-13,1.5366995309396102e-12,2.3022709111487827e-24,8.785194591348355e-51,1.1292922913e-314,3.156519844733205e-100,2.1973010599895266e-106,2e-323,0.0,5.162912903907547e-125,3.1181489329646746e-222,5.463258390736943e-119,5.774302828328709e-125,1.1601131685281762e-70,6.3107965176434616e-105,6.4265251147258225e-68,4.802497016846839e-101,1.2715174274194444e-116,0.0,5.463258390736943e-119,3.8945161482254716e-277,4.802497016846839e-101,7.014625473167582e-267,1.695826736139094e-79,1.3379265672652977e-51,3.480860148908393e-162,5.162912903907547e-125,0.0,2.229960070431464e-53,5.162912903907547e-125,3.049294515895124e-96,1.6427587181463422e-109,5.247345835503006e-70,1.8941733421438553e-87,5.437274025406366e-22,3.523292842728219e-62,3.2731695974008116e-29,3.1480774578074047e-41,8.781122285338504e-40,4.597863227723423e-27,1.2565084129942694e-47,1.4503980967907232e-23,1.214954196015226e-45,1.675663494608764e-13,1.2259642713415133e-68,1.0794649836014128e-35,0.0,0.0,4.061008820615705e-26,9.046134243679379e-12,5.840382312533768e-105,5.719777425101254e-33,1.754412930078452e-88,1.2233235919506162e-34,2.033251771806622e-27,2.90894054713998e-09,9.422145079912313e-135,0.0,3.8242462524318465e-281,1.354127223129556e-126,5.37368431546406e-53,2.185792554019655e-22,1.2206240695281143e-60,2.2343197718766536e-28,2.466072515633034e-69,5.3224661150864384e-15,0.0,9.755337712630109e-22,8.159286353655304e-46,2.1791235216431528e-10,0.0,1.5581057285930543e-70,7.426019902489169e-41,2.8243880337638794e-28,2.6097019777697445e-28,2.381116487603747e-32,3.3536201684978377e-29,5.4878672101757355e-46,3.604433506766387e-32,6.554402545356328e-49,6.194614893183784e-18,2.1125310697726012e-38,2.381116487603747e-32,3.890255204546669e-106,2.248117676081899e-34,4.71243853723532e-15,3.615847088792462e-23,4.029204818205231e-59,2.5026155845307187e-37,0.0,2.87815448773662e-57,4.4903352041743646e-38,2.3438982781986947e-83,4.253464900528359e-201,2.7331856861197737e-92,1.1748519688294149e-36,0.0,1.847547352101239e-44,4.0962879894794384e-44,1.2969132594462914e-12,6.127834362228052e-32,6.127834362228052e-32,1.6148252621414806e-67,6.050103222806216e-160,6.964737960521871e-31,8.16612443341276e-62,7.074864422042058e-19,1.0528557843760162e-244,1.320384975383532e-16,0.0,1.1745464630250392e-06,2.3344236369573714e-07,4.42092775933811e-66,1.697553114328897e-37,1.411128434254878e-06,2.0689453143198344e-08,-139.359993599936
6.344967783518783e-30,0.0,0.0,0.0,0.0,0.0,0.0,4.8828767687576195e-37,6.762890056555711e-23,4.332113449566894e-25,7.101530293094707e-40,6.061101232558853e-65,3.0314273871780012e-102,1.3258505601758472e-141,9.034431302828688e-14,6.6409522941699435e-21,5.545907652511609e-97,0.0,2.716230020931148e-31,4.367960762525407e-14,9.401947530760808e-35,1.3083946266350074e-40,1.4702384246913867e-59,1.5069401281043695e-109,4.594445980682678e-143,2.5027040895361796e-140,6.144666948826439e-47,9.648759710174627e-55,4.245739414700181e-203,0.0,1.585355198434504e-30,2.6441047662742685e-56,6.912324088986157e-22,2.546794348610347e-15,5.4617731705176954e-30,3.1004283180721618e-65,2.612311269034137e-81,2.7509358991708805e-36,4.6790830445265686e-123,2.0194619172590237e-49,0.0,1.585355198434504e-30,1.1974369139484125e-35,1.3301764821516668e-19,6.49232247020367e-13,1.8663036954175878e-12,3.380919366332902e-24,1.788374389280583e-50,8.4636737293e-313,1.0301573046789047e-99,9.336306737601904e-106,2.283e-321,0.0,2.3058411676571195e-124,4.278319635222327e-221,2.3497595549585667e-118,2.5672805166948222e-124,2.6465262445243227e-70,2.3560997327292808e-104,1.4699119556654535e-67,1.5515505686124235e-100,5.387023089729137e-116,0.0,2.3497595549585667e-118,1.1904844381081003e-275,1.5515505686124235e-100,2.3311315150981862e-265,4.863609044127304e-79,2.4674382208425544e-51,2.5615472958524457e-161,2.3058411676571195e-124,0.0,4.095745981359806e-53,2.3058411676571195e-124,9.145228098227085e-96,6.035889077581506e-109,1.1415591269154077e-69,1.0700011197126815e-86,7.8980753219602e-22,1.0203093018893434e-61,4.307110448120566e-29,4.871797273591128e-41,1.5414590504462224e-39,6.535193000425334e-27,2.3174237146658155e-47,1.9144319969454445e-23,2.0106052345709265e-45,1.9380601666614312e-13,2.6899317834299315e-68,1.562875933129842e-35,0.0,0.0,5.730248453222161e-26,1.0500879058081888e-11,2.3579214493521695e-104,8.870712123188769e-33,6.105234868585076e-88,1.8695801118263316e-34,2.8693893150702608e-27,3.185996274805955e-09,3.31819246772939e-134,0.0,5.449642554304206e-280,4.779225597702284e-126,8.758738924895665e-53,2.866029606985675e-22,4.9194419775401606e-60,3.2500523946203884e-28,6.714728141674808e-69,6.340816256536708e-15,0.0,1.1989502884213574e-21,1.510408514782851e-45,2.439755578243046e-10,0.0,3.518985484705195e-70,1.1338388945351447e-40,4.1051204795163665e-28,3.8594393725125446e-28,3.28370601819364e-32,4.4626025332321617e-29,9.310675962228184e-46,5.076733289673199e-32,1.1323721125862437e-48,7.270029129556245e-18,3.235763871198504e-38,3.28370601819364e-32,1.325118354931874e-105,3.3193101967393746e-34,5.387936048967584e-15,4.589388646591795e-23,8.17218665522234e-59,3.777291249687417e-37,0.0,5.682508027887312e-57,6.8447243362586e-38,6.861999785522842e-83,3.66244196290667e-200,9.695415747254666e-92,1.8239172011715183e-36,0.0,3.1967901949504617e-44,8.631279841738928e-44,1.530731770109517e-12,9.261845480620196e-32,9.261845480620196e-32,4.529450095732278e-67,3.3865514568120425e-159,1.0810611275522341e-30,1.9244622395756545e-61,9.182384247282883e-19,1.106768462364912e-243,1.5631303411957178e-16,0.0,1.2153706438628758e-06,2.420483181311275e-07,1.0884461633843564e-65,2.5932115978044593e-37,1.4608638232435322e-06,2.2482312981135077e-08,-139.19999199992
8.979387860720324e-30,0.0,0.0,0.0,0.0,0.0,0.0,7.356613441538537e-37,8.555331691415131e-23,5.7071087768543915e-25,1.0424260953071456e-39,1.059486289400088e-64,7.651641511867079e-102,5.887129268914582e-141,1.0949207489854346e-13,8.733233059368647e-21,2.391309806547357e-96,0.0,4.297809219311696e-31,5.0377845771362625e-14,1.9027578275681325e-34,2.0744846209118384e-40,2.9325133415218675e-59,4.676988189089564e-109,2.11220554940829e-142,1.137009562601102e-139,1.0114980417865973e-46,1.7165584710092794e-54,5.448585455805735e-202,0.0,2.416401557721805e-30,6.631231819843075e-56,8.61338328581489e-22,2.8552039660425527e-15,7.81525562339085e-30,6.799534302591446e-65,6.879014245404633e-81,4.170061197002382e-36,2.0403557265752613e-122,3.713401128304359e-49,0.0,2.416401557721805e-30,1.9826485914901536e-35,1.6157305814415964e-19,7.233525426483867e-13,2.2643665561204798e-12,4.957071829150214e-24,3.6319891858211273e-50,6.260931202901e-311,3.3513976150220196e-99,3.949393634775737e-105,2.3137e-319,0.0,1.0256958169399403e-123,5.830217516795239e-220,1.0065832816248007e-117,1.1368675771928576e-123,6.024027356950792e-70,8.76359783936194e-104,3.3542520476401565e-67,4.997219757956805e-100,2.273159777615862e-115,0.0,1.0065832816248007e-117,3.605379365602344e-274,4.997219757956805e-100,7.668617826168903e-264,1.390420193767586e-78,4.542752615022889e-51,1.8747463107889214e-160,1.0256958169399403e-123,0.0,7.510344776413341e-53,1.0256958169399403e-123,2.734981292819619e-95,2.2100191887361422e-108,2.478497737883005e-69,5.997299678317997e-86,1.1452994226576898e-21,2.942244881733828e-61,5.663883012824155e-29,7.530961847705485e-41,2.7007142436690286e-39,9.278007655944432e-27,4.266169179543936e-47,2.524789205859276e-23,3.322934395598335e-45,2.2404429613163598e-13,5.889824366762253e-68,2.2606539226096702e-35,0.0,0.0,8.0761971369662e-26,1.218176818700602e-11,9.479833207228972e-104,1.3737495415310032e-32,2.1160977223092264e-87,2.8536306614856444e-34,4.044997682844993e-27,3.488209330136734e-09,1.1654925866223266e-133,0.0,7.72299473406392e-279,1.682021349762456e-125,1.4260926986619969e-52,3.7546643709063047e-22,1.9679239414957e-59,4.72156321077017e-28,1.8222306534339211e-68,7.549241440494688e-15,0.0,1.4727544051491379e-21,2.790479218568866e-45,2.7303407948627727e-10,0.0,7.930354559584216e-70,1.7293517424456839e-40,5.959061458547917e-28,5.699852438497575e-28,4.524811098913264e-32,5.934084204532237e-29,1.5773517393725456e-45,7.143924509636614e-32,1.9535068516427547e-48,8.528574915118826e-18,4.950421329211011e-38,4.524811098913264e-32,4.499264001082464e-105,4.89557748619884e-34,6.158071779755626e-15,5.821171353421168e-23,1.6542430837258685e-58,5.69487559567546e-37,0.0,1.1198082565022703e-56,1.0421710893530837e-37,2.0025807069193035e-82,3.1374370230670354e-199,3.425689292265309e-91,2.8279464487504888e-36,0.0,5.522437212374797e-44,1.813237612624881e-43,1.8054634764581785e-12,1.3980212075648407e-31,1.3980212075648407e-31,1.2658613474575016e-66,1.887795865804454e-158,1.67543801399581e-30,4.522812437602176e-61,1.1905642245959954e-18,1.1576389943997313e-242,1.8495894585244454e-16,0.0,1.2574585125898395e-06,2.5094425161480077e-07,2.672176474460044e-65,3.956821672656094e-37,1.512181383236612e-06,2.44246756786113e-08,-139.03999039990399
