1-Feng 1996,4-Sakakibara 1992,5-Sakakibara 1993,6-Schneider 1994,sum,gauss,x
1.24282491038e-35,5.70959693731e-47,1.75528759127e-23,1.50037396351e-16,1.50037413903e-16,8.20947331389e-24,-126.239862399
1.64054255362e-35,8.30501082205e-47,2.10928229256e-23,1.69803973283e-16,1.69803994376e-16,9.90861573285e-24,-126.079860799
2.16443582855e-35,1.20719258894e-46,2.53377465796e-23,1.92128316779e-16,1.92128342117e-16,1.19552042418e-23,-125.919859199
2.85418153787e-35,1.75353534644e-46,3.04262288039e-23,2.17335218643e-16,2.17335249069e-16,1.4419404878e-23,-125.759857599
3.76182107121e-35,2.5453885979e-46,3.65237299289e-23,2.45789903738e-16,2.45789940262e-16,1.73853723135e-23,-125.599855999
4.95557827967e-35,3.69228546111e-46,4.38277298478e-23,2.7790295917e-16,2.77903002998e-16,2.09540018412e-23,-125.439854399
6.52484517028e-35,5.35227047254e-46,5.25738384791e-23,3.14135851201e-16,3.14135903775e-16,2.524621536e-23,-125.279852799
8.58668921487e-35,7.75322593508e-46,6.30430555667e-23,3.55007098327e-16,3.5500716137e-16,3.04068835054e-23,-125.119851199
1.12943422006e-34,1.12235031717e-45,7.55703927726e-23,4.0109917674e-16,4.0109925231e-16,3.66095053308e-23,-124.959849598
1.48482682016e-34,1.62358875006e-45,9.05551098673e-23,4.53066243005e-16,4.53066333561e-16,4.40617897658e-23,-124.799847998
1.95105866865e-34,2.34706565919e-45,1.08472862636e-22,5.11642768393e-16,5.11642876866e-16,5.3012310136e-23,-124.639846398
2.56238579532e-34,3.3905960435e-45,1.29890114142e-22,5.77653189894e-16,5.77653319784e-16,6.37584350705e-23,-124.479844798
3.36355374295e-34,4.89472693556e-45,1.55481224642e-22,6.52022694798e-16,6.52022850279e-16,7.66557770823e-23,-124.319843198
4.41297927885e-34,7.06126470777e-45,1.86048710464e-22,7.35789268753e-16,7.35789454802e-16,9.21294450248e-23,-124.159841598
5.78688789346e-34,1.01797736632e-44,2.22547250459e-22,8.30117151763e-16,8.30117374311e-16,1.10687439794e-22,-123.999839998
7.58469137456e-34,1.46654487882e-44,2.66112122619e-22,9.36311862659e-16,9.36312128771e-16,1.32936595518e-22,-123.839838398
9.93597345066e-34,2.1113206692e-44,3.18092875782e-22,1.0558369704e-15,1.05583728849e-15,1.59601542828e-22,-123.679836798
1.30095595934e-33,3.03748853224e-44,3.80093185243e-22,1.19033281033e-15,1.19033319042e-15,1.91547258656e-22,-123.519835198
1.70252865885e-33,4.36693472759e-44,4.54018010285e-22,1.34163736536e-15,1.34163781938e-15,2.29805870841e-22,-123.359833598
2.22692674638e-33,6.27393998731e-44,5.42129370468e-22,1.51180955633e-15,1.51181009846e-15,2.75608508389e-22,-123.199831998
2.91136794137e-33,9.00752810287e-44,6.47112291157e-22,1.70315521253e-15,1.70315585964e-15,3.30423132983e-22,-123.039830398
3.80424013756e-33,1.29232723625e-43,7.72152743096e-22,1.91825602308e-15,1.91825679523e-15,3.95999458103e-22,-122.879828798
4.96842130266e-33,1.85285304206e-43,9.21029722923e-22,2.16000180286e-15,2.16000272389e-15,4.74422263577e-22,-122.719827198
6.48557626861e-33,2.65467315682e-43,1.09822399942e-21,2.43162644253e-15,2.43162754076e-15,5.68174650906e-22,-122.559825598
8.46171493606e-33,3.80086765536e-43,1.30904649366e-21,2.73674795295e-15,2.73674926199e-15,6.80213064688e-22,-122.399823998
1.10343784203e-32,5.43821086736e-43,1.55978978087e-21,3.07941305811e-15,3.0794146179e-15,8.14056235306e-22,-122.239822398
1.43819250505e-32,7.77554689316e-43,1.85790681135e-21,3.46414684021e-15,3.46414869811e-15,9.73890586529e-22,-122.079820798
1.87355234935e-32,1.1109830993e-42,2.21222166109e-21,3.89600799416e-15,3.89601020638e-15,1.16469510903e-21,-121.919819198
2.43946340398e-32,1.58630088226e-42,2.63317795931e-21,4.38065030922e-15,4.3806529424e-15,1.392389239e-21,-121.759817598
3.17469820372e-32,2.26342070943e-42,3.13313161806e-21,4.92439106098e-15,4.92439419411e-15,1.66400791413e-21,-121.599815998
4.1294313356e-32,3.2273540443e-42,3.72669563482e-21,5.53428707009e-15,5.53429079679e-15,1.98790872377e-21,-121.439814398
5.36855881894e-32,4.59864137017e-42,4.43114607831e-21,6.21821926459e-15,6.21822369574e-15,2.3740169449e-21,-121.279812798
6.97597388631e-32,6.54808154799e-42,5.26689993412e-21,6.98498667121e-15,6.98499193811e-15,2.83411528394e-21,-121.119811198
9.0600718243e-32,9.31751762007e-42,6.25807731773e-21,7.84441085911e-15,7.84441711719e-15,3.38218635153e-21,-120.959809598
1.17608334243e-31,1.32491486291e-41,7.4331627015e-21,8.80745196716e-15,8.80745940033e-15,4.03481731557e-21,-120.799807998
1.52589349282e-31,1.88268354737e-41,8.82578230045e-21,9.88633756499e-15,9.88634639078e-15,4.81167784067e-21,-120.639806398
1.97874580417e-31,2.67342674641e-41,1.04756176781e-20,1.10947057287e-14,1.10947162043e-14,5.73608437469e-21,-120.479804798
2.56469341568e-31,3.79368140577e-41,1.24294790376e-20,1.24477638567e-14,1.24477762862e-14,6.83566613059e-21,-120.319803198
3.32246619306e-31,5.37966248384e-41,1.47425656325e-20,1.39624649097e-14,1.39624796523e-14,8.14315079502e-21,-120.159801598
4.30194989853e-31,7.62343687358e-41,1.74799453629e-20,1.56577029343e-14,1.56577204142e-14,9.69729113757e-21,-119.999799998
5.56736621536e-31,1.07956350253e-40,2.07182910172e-20,1.75545299207e-14,1.7554550639e-14,1.15439573762e-20,-119.839798398
7.20134960216e-31,1.52773203303e-40,2.45479169066e-20,1.96763962592e-14,1.96764208071e-14,1.3737424464e-20,-119.679796798
9.31017113927e-31,2.16046772129e-40,2.90751669639e-20,2.20494172896e-14,2.20494463648e-14,1.63418885056e-20,-119.519795198
1.2030428528e-30,3.05316296159e-40,3.44252139002e-20,2.4702668697e-14,2.47027031222e-14,1.9433252414e-20,-119.359793598
1.55376092131e-30,4.31175220766e-40,4.07453389346e-20,2.76685137867e-14,2.7668554532e-14,2.31012278146e-20,-119.199791998
2.00570452882e-30,6.08498076225e-40,4.82087731524e-20,3.09829659803e-14,3.09830141891e-14,2.74518082737e-20,-119.039790398
2.58779208278e-30,8.58155975017e-40,5.70191949642e-20,3.46860902162e-14,3.46861472353e-14,3.26101783459e-20,-118.879788798
3.33711726916e-30,1.20941362722e-39,6.74159937371e-20,3.88224473074e-14,3.88225147234e-14,3.87241339479e-20,-118.719787198
4.30123549283e-30,1.70327625027e-39,7.96804277894e-20,4.34415857241e-14,4.34416654046e-14,4.59681024113e-20,-118.559785598
5.54108276582e-30,2.39715949026e-39,9.41428259872e-20,4.8598585712e-14,4.85986798548e-14,5.45478655675e-20,-118.399783998
7.13470001204e-30,3.37140071799e-39,1.11191006614e-19,5.43546611542e-14,5.43547723452e-14,6.47061067114e-20,-118.239782398
9.18198251467e-30,4.73833133339e-39,1.31280115544e-19,6.0777825125e-14,6.07779564051e-14,7.67289226903e-20,-118.079780798
1.18107334788e-29,6.654908414e-39,1.54944118626e-19,6.79436256746e-14,6.79437806187e-14,9.09534661501e-20,-117.919779198
1.51843757125e-29,9.3402896876e-39,1.82809221354e-19,7.59359590355e-14,7.59361418448e-14,1.07776910673e-19,-117.759777598
1.95117703958e-29,1.31002690444e-38,2.15609533072e-19,8.48479681542e-14,8.48481837638e-14,1.27666963821e-19,-117.599775998
2.50597120454e-29,1.83612265828e-38,2.54205344201e-19,9.47830352287e-14,9.4783289434e-14,1.51174190666e-19,-117.439774398
3.21688206741e-29,2.57172644602e-38,2.99604444291e-19,1.05855877791e-13,1.05856177396e-13,1.78946454126e-19,-117.279772798
4.1273744083e-29,3.59956033766e-38,3.52986977374e-19,1.18193758808e-13,1.18194111795e-13,2.11745829282e-19,-117.119771198
5.29288256375e-29,5.03472496114e-38,4.1573441054e-19,1.31937822293e-13,1.31938238027e-13,2.50468408016e-19,-116.959769598
6.78406988636e-29,7.03726085512e-38,4.8946328363e-19,1.4724456705e-13,1.47245056513e-13,2.96167479072e-19,-116.799767998
8.69096562262e-29,9.82953909875e-38,5.76064514173e-19,1.64287472391e-13,1.64288048456e-13,3.50080648523e-19,-116.639766398
1.11282126189e-28,1.3720320783e-37,6.77749154597e-19,1.83258791009e-13,1.83259468758e-13,4.13661558423e-19,-116.479764798
1.42417206034e-28,1.91380190346e-37,7.9710164064e-19,2.04371525648e-13,2.0437232275e-13,4.88616969171e-19,-116.319763198
1.82170970479e-28,2.66766508705e-37,9.37141733846e-19,2.27861607835e-13,2.27862544977e-13,5.76950096114e-19,-116.159761598
2.32903248644e-28,3.71592751507e-37,1.10139655023e-18,2.53990298643e-13,2.5399140004e-13,6.81011235962e-19,-115.999759998
2.97612785442e-28,5.1725508477e-37,1.29398428561e-18,2.83046833423e-13,2.83048127407e-13,8.03556886769e-19,-115.839758398
3.80108242026e-28,7.19521721612e-37,1.51971149985e-18,3.15351334468e-13,3.15352854179e-13,9.47818760174e-19,-115.679756798
4.85224423431e-28,1.00019494692e-36,1.78418611298e-18,3.51258017902e-13,3.51259802088e-13,1.11758431045e-18,-115.519755198
6.19095550212e-28,1.38939908603e-36,2.09394860042e-18,3.91158723521e-13,3.9116081747e-13,1.31729066655e-18,-115.359753598
7.89500439717e-28,1.92872792112e-36,2.45662426065e-18,4.35486799072e-13,4.35489255696e-13,1.55213415608e-18,-115.199751998
1.00629828797e-27,2.67557132153e-36,2.88109987246e-18,4.84721373354e-13,4.84724254454e-13,1.82819796081e-18,-115.039750398
1.28197854006e-27,3.70905866893e-36,3.37772857005e-18,5.39392055804e-13,5.39395433533e-13,2.15260084852e-18,-114.879748797
1.63235434892e-27,5.13821744866e-36,3.95856735295e-18,6.00084103692e-13,6.00088062259e-13,2.53367039495e-18,-114.719747197
2.07743665322e-27,7.11316466181e-36,4.63765232371e-18,6.67444101895e-13,6.67448739547e-13,2.98114465136e-18,-114.559745597
2.64253533288e-27,9.84044754986e-36,5.43131752465e-18,7.4218620438e-13,7.42191635698e-13,3.50640683945e-18,-114.399743997
3.35964569742e-27,1.360405708e-35,6.35856413885e-18,8.25098991061e-13,8.25105349625e-13,4.12275837807e-18,-114.239742397
4.2691933145e-27,1.87941914292e-35,7.44148784755e-18,9.17052998615e-13,9.17060440103e-13,4.84573638116e-18,-114.079740797
5.42222862432e-27,2.59465997592e-35,8.7057733155e-18,1.01900898923e-12,1.019017695e-12,5.69348272949e-18,-113.919739197
6.88318581802e-27,3.57963598447e-35,1.01812661297e-17,1.13202702707e-12,1.13203720833e-12,6.68717292962e-18,-113.759737597
8.73334921408e-27,4.93513325566e-35,1.19026340701e-17,1.25727643865e-12,1.25728834128e-12,7.85151425482e-18,-113.599735997
1.1075206248e-26,6.79924214575e-35,1.39101313725e-17,1.3960467401e-12,1.39606065023e-12,9.21532413903e-18,-113.439734397
1.40379109392e-26,9.36103219204e-35,1.62504816855e-17,1.54975962191e-12,1.54977587239e-12,1.08122014962e-17,-113.279732797
1.77841374724e-26,1.28791907436e-34,1.89778977659e-17,1.71998208992e-12,1.72000106781e-12,1.26813055961e-17,-113.119731197
2.25186730147e-26,1.77074089638e-34,2.21552586347e-17,1.90844086989e-12,1.90846302515e-12,1.48682593826e-17,-112.959729597
2.84991853924e-26,2.43289332112e-34,2.58554679896e-17,2.11703819308e-12,2.11706404855e-12,1.74261967167e-17,-112.799727997
3.60497089002e-26,3.34035573984e-34,3.01630211799e-17,2.34786909018e-12,2.3478992532e-12,2.04169760081e-17,-112.639726397
4.55775253908e-26,4.58314904689e-34,3.51758120726e-17,2.60324033253e-12,2.60327550834e-12,2.39125861352e-17,-112.479724797
5.75942841964e-26,6.28400970947e-34,4.10072157347e-17,2.88569117188e-12,2.88573217909e-12,2.79967744922e-17,-112.319723197
7.27424111615e-26,8.61016194067e-34,4.77884881108e-17,3.19801604298e-12,3.19806383147e-12,3.27669315369e-17,-112.159721597
9.18281137365e-26,1.17892831395e-33,5.56715298829e-17,3.54328940794e-12,3.54334507947e-12,3.83362714124e-17,-111.999719997
1.15862607592e-25,1.61311408203e-33,6.48320685565e-17,3.92489293679e-12,3.92495776886e-12,4.48363541893e-17,-111.839718397
1.46113585244e-25,2.20568948495e-33,7.54733206491e-17,4.3465452357e-12,4.34662070902e-12,5.24200021262e-17,-111.679716797
1.84169436829e-25,3.01387522942e-33,8.78302047936e-17,4.81233435241e-12,4.81242218262e-12,6.12646702049e-17,-111.519715197
2.32019339796e-25,4.11535942526e-33,1.02174186768e-16,5.32675330864e-12,5.32685548283e-12,7.15763402059e-17,-111.359713597
2.92153085372e-25,5.61554458464e-33,1.18818849083e-16,5.8947389302e-12,5.89485774905e-12,8.35940179151e-17,-111.199711997
3.67685439128e-25,7.65733405698e-33,1.38126291019e-16,6.52171426916e-12,6.52185239545e-12,9.75949248763e-17,-111.039710397
4.62510982565e-25,1.04343383227e-32,1.60514480094e-16,7.21363493739e-12,7.21379545187e-12,1.13900489649e-16,-110.879708797
5.81496803628e-25,1.42086834994e-32,1.86465693146e-16,7.97703969773e-12,7.97722616342e-12,1.32883259025e-16,-110.719707197
7.30722159621e-25,1.93350087341e-32,2.16536204789e-16,8.81910568874e-12,8.81932222494e-12,1.54974867399e-16,-110.559705597
9.1777640365e-25,2.6292780195e-32,2.51367403265e-16,9.74770869028e-12,9.74796005769e-12,1.80675222744e-16,-110.399703997
1.15212914073e-24,3.57297728279e-32,2.91698539079e-16,1.07714888717e-11,1.07717805702e-11,2.10563090853e-16,-110.239702397
1.44558987894e-24,4.85205377063e-32,3.3838134058e-16,1.1899922501e-11,1.19002608824e-11,2.45308285973e-16,-110.079700797
1.81287850803e-24,6.58449634939e-32,3.92396763412e-16,1.31434001337e-11,1.31437925305e-11,2.85685706204e-16,-109.919699197
2.27233294826e-24,8.9293762595e-32,4.54874177948e-16,1.45133118425e-11,1.45137667167e-11,3.32591486607e-16,-109.759697597
2.84678648176e-24,1.21010008495e-31,5.27113341064e-16,1.60221400955e-11,1.60226672089e-11,3.87061582337e-16,-109.599695997
3.5646548709e-24,1.63878909554e-31,6.10609546526e-16,1.76835609416e-11,1.76841715511e-11,4.50293139118e-16,-109.439694397
4.46128270635e-24,2.21782076601e-31,7.07082402686e-16,1.95125542133e-11,1.95132612957e-11,5.23669059629e-16,-109.279692797
5.58060990586e-24,2.99937958809e-31,8.18508747861e-16,2.15255235181e-11,2.15263420268e-11,6.0878623281e-16,-109.119691197
6.97723338765e-24,4.05357323414e-31,9.47160283688e-16,2.37404268502e-11,2.37413740105e-11,7.07487959678e-16,-108.959689597
8.71895625795e-24,5.47452220508e-31,1.09564658601e-15,2.61769187216e-11,2.61780143682e-11,8.21901185078e-16,-108.799687997
1.08899381025e-23,7.38849571232e-31,1.26696424259e-15,2.88565047859e-11,2.88577717501e-11,9.54479231087e-16,-108.639686397
1.35945860352e-23,9.96477359169e-31,1.46455296862e-15,3.18027100037e-11,3.18041745567e-11,1.10805082602e-15,-108.479684797
1.69623581056e-23,1.34301372676e-30,1.6923596659e-15,3.50412614847e-11,3.50429538444e-11,1.28587633469e-15,-108.319683197
2.11536898097e-23,1.80881884282e-30,1.95491152181e-15,3.86002872292e-11,3.86022421408e-11,1.49171222263e-15,-108.159681597
2.63673023743e-23,2.43450853476e-30,2.25739939116e-15,4.25105320918e-11,4.25127894912e-11,1.72988493121e-15,-107.999679997
3.2849210138e-23,3.27438042483e-30,2.6057728704e-15,4.68055923909e-11,4.68081981638e-11,2.00537550471e-15,-107.839678397
4.09038160843e-23,4.40097169299e-30,3.00684866158e-15,5.15221707019e-11,5.15251775506e-11,2.32391649639e-15,-107.679676797
5.09075722742e-23,5.91111789208e-30,3.46843403528e-15,5.67003524918e-11,5.67038209259e-11,2.69210289221e-15,-107.519675197
6.33257890503e-23,7.93400140247e-30,3.9994674418e-15,6.23839063795e-11,6.2387905847e-11,3.11751903019e-15,-107.359673597
7.87333076927e-23,1.06418352393e-29,4.6101785895e-15,6.86206099482e-11,6.86252201268e-11,3.60888376578e-15,-107.199671997
