0-Bebarova 2008,1-Calloe 2011,2-Calloe 2011,3-Calloe 2013,4-Hayashi 2015,5-Kato 2014,7-Watanabe 2011b,8-Young 2005,sum,gauss,x
5.732168504474841e-101,0.0,0.0,0.0,5.669598088488916e-41,3.381967259355622e-20,1.8072037669681858e-236,1.7238509420652774e-68,3.381967259355622e-20,4.070228155211592e-24,-133.919939199392
1.1643076088856213e-100,0.0,0.0,0.0,7.742140712763876e-41,3.9692612088754473e-20,1.0400372476174157e-235,2.7824572353149507e-68,3.9692612088754473e-20,4.818395646885649e-24,-133.759937599376
2.3622940910778553e-100,0.0,0.0,0.0,1.0566457307213342e-40,4.6570392512313904e-20,5.96836413802945e-235,4.487746803060195e-68,4.6570392512313904e-20,5.7024825709633686e-24,-133.59993599935999
4.787597511376919e-100,0.0,0.0,0.0,1.441309669733403e-40,5.462230894721809e-20,3.415280510641943e-234,7.232680062853841e-68,5.462230894721809e-20,6.746884576382348e-24,-133.439934399344
9.69211910341805e-100,0.0,0.0,0.0,1.96491945787521e-40,6.404572522772259e-20,1.9487767797863186e-233,1.1647728075565403e-67,6.404572522772259e-20,7.980321710540433e-24,-133.27993279932798
1.9599152546706985e-99,0.0,0.0,0.0,2.6772674732227856e-40,7.507065043910795e-20,1.1088236015855747e-232,1.874365371398105e-67,7.507065043910795e-20,9.436595153885358e-24,-133.119931199312
3.958888633349072e-99,0.0,0.0,0.0,3.6458460436007472e-40,8.796504865456743e-20,6.2911128464548945e-232,3.0139659487844035e-67,8.796504865456743e-20,1.1155474624003972e-23,-132.959929599296
7.98779144949751e-99,0.0,0.0,0.0,4.962087798972664e-40,1.0304099725161259e-19,3.559238890203708e-231,4.842766071099174e-67,1.0304099725161259e-19,1.3183738703310372e-23,-132.79992799928
1.609895146398422e-98,0.0,0.0,0.0,6.749787785620663e-40,1.2066182694785979e-19,2.007943320758527e-230,7.775345586464171e-67,1.2066182694785979e-19,1.5576394080610453e-23,-132.639926399264
3.241051302496525e-98,0.0,0.0,0.0,9.176463646950697e-40,1.4125039718438986e-19,1.129562874299875e-229,1.247432260072756e-66,1.4125039718438986e-19,1.8398104050969524e-23,-132.47992479924798
6.517659393476713e-98,0.0,0.0,0.0,1.246867007479666e-39,1.6529868406208003e-19,6.3362750161947444e-229,1.999794187773338e-66,1.6529868406208003e-19,2.1724861691081874e-23,-132.319923199232
1.3092267109469558e-97,0.0,0.0,0.0,1.693263215677638e-39,1.9337888515854037e-19,3.5442330956804807e-228,3.203499737254364e-66,1.9337888515854037e-19,2.5645949035544222e-23,-132.159921599216
2.62697230648334e-97,0.0,0.0,0.0,2.2982029068450612e-39,2.2615627674141433e-19,1.9768566738251437e-227,5.127848007254086e-66,2.2615627674141433e-19,3.0266230458444104e-23,-131.9999199992
5.26518423971204e-97,0.0,0.0,0.0,3.117538465476292e-39,2.6440409474485634e-19,1.0994936830315726e-226,8.201941275281992e-66,2.6440409474485634e-19,3.5708836471610207e-23,-131.839918399184
1.0541176659864212e-96,0.0,0.0,0.0,4.226635798646087e-39,3.0902075207140514e-19,6.097824805187921e-226,1.3108989854393585e-65,3.0902075207140514e-19,4.2118303467736463e-23,-131.67991679916798
2.1080555541263994e-96,0.0,0.0,0.0,5.727134583482752e-39,3.61049752100451e-19,3.372265779345248e-225,2.0935959019521096e-65,3.61049752100451e-19,4.9664245774279675e-23,-131.519915199152
4.21106992256712e-96,0.0,0.0,0.0,7.75603045856891e-39,4.2170271261795737e-19,1.859658917934947e-224,3.3410852112149027e-65,4.2170271261795737e-19,5.854564898701561e-23,-131.35991359913598
8.402727789271117e-96,0.0,0.0,0.0,1.0497869708677817e-38,4.923859767454569e-19,1.0226086158309466e-223,5.327866140237003e-65,4.923859767454569e-19,6.899588820319416e-23,-131.19991199912
1.6748101235754137e-95,0.0,0.0,0.0,1.4201113749890298e-38,5.747313590015067e-19,5.607254222393273e-223,8.489656488916524e-65,5.747313590015067e-19,8.128859180115317e-23,-131.039910399104
3.334481414224234e-95,0.0,0.0,0.0,1.9200086673382193e-38,6.706316566985259e-19,3.0658838276790447e-222,1.351755021362789e-64,6.706316566985259e-19,9.574449119483816e-23,-130.87990879908799
6.631449484791139e-95,0.0,0.0,0.0,2.5944393796746495e-38,7.822816509736649e-19,1.671574707565439e-221,2.1506855903310956e-64,7.822816509736649e-19,1.1273941996677386e-22,-130.719907199072
1.317364849700656e-94,0.0,0.0,0.0,3.503833184141506e-38,9.122254295961935e-19,9.08783716332687e-221,3.4192190104563955e-64,9.122254295961935e-19,1.3271365245867417e-22,-130.55990559905598
2.61409350339872e-94,0.0,0.0,0.0,4.729365408723752e-38,1.0634109872469873e-18,4.9267432578000406e-220,5.431852569781595e-64,1.0634109872469873e-18,1.5618280286139198e-22,-130.39990399904
5.181477363748788e-94,0.0,0.0,0.0,6.380017574132721e-38,1.239253200467427e-18,2.6633238237692104e-219,8.622636708714758e-64,1.239253200467427e-18,1.83750541773378e-22,-130.239902399024
1.0258964654645213e-93,0.0,0.0,0.0,8.602019739405054e-38,1.4437064364676007e-18,1.4356635216998796e-218,1.367739104251221e-63,1.4437064364676007e-18,2.1612342887189213e-22,-130.079900799008
2.0289479354291634e-93,0.0,0.0,0.0,1.1591470918202552e-37,1.6813482403710642e-18,7.71695568324428e-218,2.167891283434602e-63,1.6813482403710642e-18,2.5412820866869164e-22,-129.919899198992
4.008258414850496e-93,0.0,0.0,0.0,1.56111975838906e-37,1.9574757575505137e-18,4.136223478630393e-217,3.4335454055346767e-63,1.9574757575505137e-18,2.9873197234621954e-22,-129.75989759897598
7.909662705167772e-93,0.0,0.0,0.0,2.1013260586045983e-37,2.2782167902291855e-18,2.2106838245577602e-216,5.433993955327791e-63,2.2782167902291855e-18,3.5106565359634555e-22,-129.59989599896
1.5591132276196973e-92,0.0,0.0,0.0,2.826898578201859e-37,2.6506576647572844e-18,1.17818616960802e-215,8.593430469007234e-63,2.6506576647572844e-18,4.1245140160378913e-22,-129.43989439894398
3.0698332739552766e-92,0.0,0.0,0.0,3.80090105240124e-37,3.082990402761971e-18,6.261319364659242e-215,1.357953954290439e-62,3.082990402761971e-18,4.844344614333172e-22,-129.279892798928
6.037669872391646e-92,0.0,0.0,0.0,5.107665595026277e-37,3.584682051237274e-18,3.3180462881138912e-214,2.1442458642571314e-62,3.584682051237274e-18,5.688202929461014e-22,-129.119891198912
1.1861548195428547e-91,0.0,0.0,0.0,6.85990186517731e-37,4.166669439827266e-18,1.753330039012124e-213,3.383258475466454e-62,4.166669439827266e-18,6.677177761175107e-22,-128.95988959889598
2.3277205114959954e-91,0.0,0.0,0.0,9.208161028216247e-37,4.8415831051842544e-18,9.23867214208663e-213,5.334169798374325e-62,4.8415831051842544e-18,7.835894857157591e-22,-128.79988799888
4.562866161629729e-91,0.0,0.0,0.0,1.2353427287041908e-36,5.624004660402071e-18,4.854227049698401e-212,8.403680916773311e-62,5.624004660402071e-18,9.193101745599797e-22,-128.63988639886398
8.934331608162625e-91,0.0,0.0,0.0,1.656386096715882e-36,6.530762501282473e-18,2.5432863794681745e-211,1.3229497008839593e-61,6.530762501282473e-18,1.0782347852675742e-21,-128.479884798848
1.7474463313072651e-90,0.0,0.0,0.0,2.2197049218521896e-36,7.581271440965428e-18,1.3287249610218835e-210,2.0810771037126312e-61,7.581271440965428e-18,1.2642775192828996e-21,-128.31988319883197
3.4139964542625287e-90,0.0,0.0,0.0,2.9729559126546327e-36,8.797922661982055e-18,6.922127120289095e-210,3.271177196272929e-61,8.797922661982055e-18,1.4820037333685783e-21,-128.15988159881599
6.662538414667007e-90,0.0,0.0,0.0,3.979616731598546e-36,1.0206531283408511e-17,3.595909029605067e-209,5.1379636728271674e-61,1.0206531283408511e-17,1.7367367126162557e-21,-127.99987999879998
1.2987747219607988e-89,0.0,0.0,0.0,5.324190456980825e-36,1.1836849875571372e-17,1.8626980965861186e-208,8.063972701988773e-61,1.1836849875571372e-17,2.0346816911074936e-21,-127.83987839878398
2.5289798530183513e-89,0.0,0.0,0.0,7.119106215430778e-36,1.3723157432769033e-17,9.621458124937927e-208,1.264672656776639e-60,1.3723157432769033e-17,2.383069863211014e-21,-127.67987679876799
4.918972025500464e-89,0.0,0.0,0.0,9.513863537166515e-36,1.5904934655055703e-17,4.955688111720736e-207,1.981884171395869e-60,1.5904934655055703e-17,2.790325557690231e-21,-127.51987519875199
9.556982191916335e-89,0.0,0.0,0.0,1.2707143031500462e-35,1.8427637915116193e-17,2.5452572715308335e-206,3.103483706840187e-60,1.8427637915116193e-17,3.266260242007475e-21,-127.35987359873599
1.8547468481743974e-88,0.0,0.0,0.0,1.696283643022755e-35,2.1343586020394534e-17,1.3035390817932446e-205,4.856145947153815e-60,2.1343586020394534e-17,3.822297595421386e-21,-127.19987199871998
3.595555093161493e-88,0.0,0.0,0.0,2.263125225988587e-35,2.4712975851837273e-17,6.657038593504563e-205,7.592854047886697e-60,2.4712975851837273e-17,4.471734548133574e-21,-127.03987039870398
6.962491764468257e-88,0.0,0.0,0.0,3.0177152120757364e-35,2.8605045200421936e-17,3.3900237579087624e-204,1.1862860772323372e-59,2.8605045200421936e-17,5.2300439430117385e-21,-126.879868798688
1.3467310778434307e-87,0.0,0.0,0.0,4.0216796543922516e-35,3.3099403666775237e-17,1.7214287727524263e-203,1.8520166008399089e-59,3.3099403666775237e-17,6.1152253513745786e-21,-126.71986719867199
2.602043249877942e-87,0.0,0.0,0.0,5.356686762499377e-35,3.828755537777981e-17,8.716457607618819e-203,2.88915856260452e-59,3.828755537777981e-17,7.148211582293312e-21,-126.55986559865599
5.021871323732547e-87,0.0,0.0,0.0,7.130903903865247e-35,4.427464055263747e-17,4.401043242065144e-202,4.503694672881603e-59,4.427464055263747e-17,8.353339585695719e-21,-126.39986399863999
9.681309206196119e-87,0.0,0.0,0.0,9.487514920156875e-35,5.118142667057873e-17,2.2158272443491835e-201,7.015159709367995e-59,5.118142667057873e-17,9.758895785997485e-21,-126.23986239862398
1.8643182137306568e-86,0.0,0.0,0.0,1.2615948723469206e-34,5.914658421100094e-17,1.1124507900486299e-200,1.0918858701518478e-58,5.914658421100094e-17,1.13977474211498e-20,-126.07986079860798
3.586108579226098e-86,0.0,0.0,0.0,1.6766673749484895e-34,6.832928671949977e-17,5.569168633900916e-200,1.698196687452313e-58,6.832928671949977e-17,1.3308073231712314e-20,-125.91985919859198
6.890397365810816e-86,0.0,0.0,0.0,2.227067948891392e-34,7.891218037319863e-17,2.7801266249238307e-199,2.6391847508493277e-58,7.891218037319863e-17,1.5534208880127648e-20,-125.75985759857599
1.3224599922554117e-85,0.0,0.0,0.0,2.956511530299422e-34,9.110477435880691e-17,1.3838959366575165e-198,4.098478463567322e-58,9.110477435880691e-17,1.812762482090547e-20,-125.59985599855999
2.535351963051967e-85,0.0,0.0,0.0,3.922701321127413e-34,1.0514731032963854e-16,6.869212320044403e-198,6.359845739125427e-58,1.0514731032963854e-16,2.114805703282032e-20,-125.43985439854399
4.8552479508187554e-85,0.0,0.0,0.0,5.201761808164365e-34,1.2131517707835207e-16,3.399970077575786e-197,9.861467926127091e-58,1.2131517707835207e-16,2.4664814115788065e-20,-125.27985279852798
9.287568087965984e-85,0.0,0.0,0.0,6.894062829047335e-34,1.3992394546787382e-16,1.678061596678535e-196,1.5279446129989666e-57,1.3992394546787382e-16,2.87582878064613e-20,-125.11985119851198
1.7746391106616113e-84,0.0,0.0,0.0,9.131866791107047e-34,1.6133510873617343e-16,8.258579441641975e-196,2.365618549966362e-57,1.6133510873617343e-16,3.352169804498632e-20,-124.95984959849598
3.387158560372304e-84,0.0,0.0,0.0,1.2089363991790937e-33,1.8596262468030654e-16,4.0529145915763025e-195,3.6597623312916654e-57,1.8596262468030654e-16,3.90631084073503e-20,-124.79984799847999
6.457708649326521e-84,0.0,0.0,0.0,1.5995834240997632e-33,2.142803690978555e-16,1.9833264403356948e-194,5.657598304451074e-57,2.142803690978555e-16,4.550775309113551e-20,-124.63984639846399
1.2298122307297e-83,0.0,0.0,0.0,2.1152898804384383e-33,2.468306244079606e-16,9.677999609001718e-194,8.739415653430339e-57,2.468306244079606e-16,5.3000722807251163e-20,-124.47984479844798
2.339465308475768e-83,0.0,0.0,0.0,2.795712084869661e-33,2.842337437995389e-16,4.709140494776233e-193,1.3489745054487479e-56,2.842337437995389e-16,6.171006400077386e-20,-124.31984319843198
4.445410306343802e-83,0.0,0.0,0.0,3.6929595533270134e-33,3.2719914979743563e-16,2.2848744626459322e-192,2.0806361935475415e-56,3.2719914979743563e-16,7.183035393086664e-20,-124.15984159841598
8.43770884799964e-83,0.0,0.0,0.0,4.8754669169102345e-33,3.7653784706361886e-16,1.105471851356887e-191,3.2067094844701907e-56,3.7653784706361886e-16,8.358682343169494e-20,-123.99983999839998
1.5997593602218174e-82,0.0,0.0,0.0,6.433057479792669e-33,4.331766528562484e-16,5.333320492105828e-191,4.938489605150913e-56,4.331766528562484e-16,9.724010982343581e-20,-123.83983839838399
3.029718126265948e-82,0.0,0.0,0.0,8.483561357870432e-33,4.981743751887744e-16,2.5657381082328823e-190,7.599757453310439e-56,4.981743751887744e-16,1.130917346383022e-19,-123.67983679836799
5.731485941439292e-82,0.0,0.0,0.0,1.1181460501027269e-32,5.727401987356348e-16,1.23081169980031e-189,1.1686282492078118e-55,5.727401987356348e-16,1.3149041479211866e-19,-123.51983519835198
1.0830529226474414e-81,0.0,0.0,0.0,1.472917486097357e-32,6.58254572339401e-16,5.8875628443154e-189,1.795659919297287e-55,6.58254572339401e-16,1.5283933181898215e-19,-123.35983359833598
2.0443232446640216e-81,0.0,0.0,0.0,1.9391788126374833e-32,7.562929300535129e-16,2.808304168352312e-188,2.7570386722803776e-55,7.562929300535129e-16,1.7760450208146994e-19,-123.19983199831998
3.8544897557318055e-81,0.0,0.0,0.0,2.551625021139238e-32,8.686526205265813e-16,1.3357260075412746e-187,4.229925195974074e-55,8.686526205265813e-16,2.0632441179880722e-19,-123.03983039830399
7.259415688998525e-81,0.0,0.0,0.0,3.3556403060478734e-32,9.973834677863904e-16,6.335126164931304e-187,6.4847550611041244e-55,9.973834677863904e-16,2.3962110467135145e-19,-122.87982879828797
1.3656954942573516e-80,0.0,0.0,0.0,4.4105576967125365e-32,1.1448224407634502e-15,2.9961103397248067e-186,9.93403136123716e-55,1.1448224407634502e-15,2.782129372456891e-19,-122.71982719827199
2.5663951647487475e-80,0.0,0.0,0.0,5.793902310927486e-32,1.313632969940895e-15,1.412944122368993e-185,1.520647446332944e-54,1.313632969940895e-15,3.229292484414394e-19,-122.55982559825598
4.817376847671173e-80,0.0,0.0,0.0,7.606911866042153e-32,1.5068495181394383e-15,6.64441606686326e-185,2.325961958727025e-54,1.5068495181394383e-15,3.74727225395831e-19,-122.39982399823998
9.03264942487117e-80,0.0,0.0,0.0,9.981714777746355e-32,1.7279280895593516e-15,3.115683261003076e-184,3.5550665778241855e-54,1.7279280895593518e-15,4.347112885988219e-19,-122.23982239822398
1.6917536777880956e-79,0.0,0.0,0.0,1.3090658177871125e-31,1.980803447818362e-15,1.456848634219659e-183,5.42955116028246e-54,1.980803447818362e-15,5.041553658958029e-19,-122.07982079820798
3.16502062732768e-79,0.0,0.0,0.0,1.7158422792547092e-31,2.2699539109789206e-15,6.792665209445984e-183,8.286119288519008e-54,2.2699539109789206e-15,5.845284781327347e-19,-121.91981919819199
5.914709255021814e-79,0.0,0.0,0.0,2.247774822412391e-31,2.600474700717785e-15,3.158134613865352e-182,1.263599638701311e-53,2.6004747007177855e-15,6.775241199206786e-19,-121.75981759817599
1.1040981915639303e-78,0.0,0.0,0.0,2.9429832825390667e-31,2.9781609452580487e-15,1.4641504794506242e-181,1.9254793495340347e-53,2.978160945258049e-15,7.850939882420354e-19,-121.59981599815998
2.058730206940208e-78,0.0,0.0,0.0,3.8510782510694087e-31,3.4096015730331545e-15,6.768702701481397e-181,2.931833465172319e-53,3.409601573033155e-15,9.094866905847894e-19,-121.43981439814398
3.834498886485375e-78,0.0,0.0,0.0,5.036588235676655e-31,3.9022854880308176e-15,3.1202530267042633e-180,4.460779852777876e-53,3.902285488030818e-15,1.0532921543086846e-18,-121.27981279812798
7.1340350069051055e-78,0.0,0.0,0.0,6.583397914257834e-31,4.464721590309671e-15,1.434296160461107e-179,6.781930638135004e-53,4.4647215903096715e-15,1.2194925615349523e-18,-121.11981119811198
1.3258039150538481e-77,0.0,0.0,0.0,8.600492465071208e-31,5.106574398473769e-15,6.574345251391842e-179,1.0303077277102632e-52,5.10657439847377e-15,1.4115207507231752e-18,-120.95980959809597
2.461165389350039e-77,0.0,0.0,0.0,1.1229388032972515e-30,5.838817247311427e-15,3.0049055616910163e-178,1.5640535956691934e-52,5.838817247311428e-15,1.6333271592059002e-18,-120.79980799807998
4.563727890663425e-77,0.0,0.0,0.0,1.4653737719305229e-30,6.6739052760615935e-15,1.3695370841624757e-177,2.372506249756936e-52,6.673905276061595e-15,1.8894565324943816e-18,-120.63980639806398
8.45310231815678e-77,0.0,0.0,0.0,1.911174288910512e-30,7.625970693801654e-15,6.224169545851087e-177,3.596119868983629e-52,7.625970693801656e-15,2.185135798651131e-18,-120.47980479804798
1.563975518266693e-76,0.0,0.0,0.0,2.491217980140183e-30,8.711043111588859e-15,2.8206791013144992e-176,5.446681927993729e-52,8.711043111588862e-15,2.5263747022736386e-18,-120.31980319803198
2.8904217474867675e-76,0.0,0.0,0.0,3.245508273427351e-30,9.947298069877408e-15,1.2746489604428648e-175,8.243296658327049e-52,9.947298069877411e-15,2.920081015849032e-18,-120.15980159801597
5.3359275326045986e-76,0.0,0.0,0.0,4.225842112649052e-30,1.1355337268446302e-14,5.743705449507667e-175,1.2466395613640564e-51,1.1355337268446307e-14,3.3741924000536956e-18,-119.99979999799999
9.839568880554937e-76,0.0,0.0,0.0,5.499248794679158e-30,1.2958504429135549e-14,2.580823906636404e-174,1.8838743829084328e-51,1.2958504429135554e-14,3.897827273074686e-18,-119.83979839798398
1.8124233918768105e-75,0.0,0.0,0.0,7.152420267697455e-30,1.4783241194076704e-14,1.1563498133062132e-173,2.844684043050619e-51,1.478324119407671e-14,4.501457376865882e-18,-119.67979679796798
3.334730088514359e-75,0.0,0.0,0.0,9.297415445023723e-30,1.6859487989386663e-14,5.1663609489143814e-173,4.292271582379818e-51,1.6859487989386673e-14,5.197105100661247e-18,-119.51979519795198
6.12885234243959e-75,0.0,0.0,0.0,1.2079000658009246e-29,1.9221135372606843e-14,2.3016797884955298e-172,6.471596176143159e-51,1.9221135372606855e-14,5.9985690449627346e-18,-119.35979359793598
1.1251620342606845e-74,0.0,0.0,0.0,1.5684090074697555e-29,2.1906532038283446e-14,1.0225150572205252e-171,9.750046495641775e-51,2.1906532038283462e-14,6.921681789316392e-18,-119.19979199791997
2.063328712544644e-74,0.0,0.0,0.0,2.0353879827437626e-29,2.4959056387596132e-14,4.529592872792294e-171,1.467820754195834e-50,2.495905638759615e-14,7.984604372005959e-18,-119.03979039790397
3.779542339231718e-74,0.0,0.0,0.0,2.639943545003477e-29,2.8427759383070885e-14,2.0008442065163415e-170,2.2080577191568237e-50,2.842775938307091e-14,9.20816260790793e-18,-118.87978879788798
6.915561514223743e-74,0.0,0.0,0.0,3.4221703840078703e-29,3.236808731749668e-14,8.813167582175369e-170,3.3190888606597927e-50,3.236808731749671e-14,1.0616231071735915e-17,-118.71978719787198
1.2639593987675176e-73,0.0,0.0,0.0,4.433719079752265e-29,3.684269413724067e-14,3.870931011144247e-169,4.9853815036765905e-50,3.684269413724071e-14,1.2236171368665862e-17,-118.55978559785598
2.3075772011508582e-73,0.0,0.0,0.0,5.741088905900067e-29,4.192235408558674e-14,1.6953660535605821e-168,7.482538786225834e-50,4.19223540855868e-14,1.4099332215097544e-17,-118.39978399783998
