0-Bebarova 2008,1-Calloe 2011,2-Calloe 2011,3-Calloe 2013,4-Hayashi 2015,5-Kato 2014,7-Watanabe 2011b,8-Young 2005,sum,gauss,x
1.013140171206168e-41,0.0,0.0,0.0,1.0444690345671634e-15,1.1395742715892038e-07,2.3473355423671588e-91,1.5353109431344492e-28,1.1395742820338942e-07,3.2817702274103445e-10,-96.15956159561595
1.5831948950029478e-41,0.0,0.0,0.0,1.251582309791354e-15,1.2394475887840542e-07,6.903575102448019e-91,2.0725039608116858e-28,1.2394476012998773e-07,3.6354140169299924e-10,-95.99955999559995
2.471249912878153e-41,0.0,0.0,0.0,1.4989350624277373e-15,1.3476392020178781e-07,2.024592304027027e-90,2.7955383430092973e-28,1.347639217007229e-07,4.026033545044378e-10,-95.83955839558396
3.8531542413690074e-41,0.0,0.0,0.0,1.794179029696809e-15,1.4648023980436916e-07,5.920600510515242e-90,3.7679627243663175e-28,1.4648024159854818e-07,4.4573702074565846e-10,-95.67955679556795
6.001137287021457e-41,0.0,0.0,0.0,2.146388286019718e-15,1.5916383185729285e-07,1.7264682008505303e-89,5.074798496408153e-28,1.5916383400368114e-07,4.933530618990758e-10,-95.51955519555196
9.336157532750228e-41,0.0,0.0,0.0,2.5663173375879654e-15,1.728899177271347e-07,5.020142647470749e-89,6.829706923031491e-28,1.7288992029345203e-07,5.459020874018557e-10,-95.35955359553596
1.4508423396076092e-40,0.0,0.0,0.0,3.066704862512684e-15,1.8773916699837143e-07,1.4555870419755778e-88,9.184518494252176e-28,1.877391700650763e-07,6.038783880259424e-10,-95.19955199551995
2.252110585172653e-40,0.0,0.0,0.0,3.662630950005941e-15,2.0379805880382824e-07,4.208476945549964e-88,1.2341893051653521e-27,2.037980624664592e-07,6.678240027907624e-10,-95.03955039550395
3.492019366115302e-40,0.0,0.0,0.0,4.371937003702911e-15,2.211592644854488e-07,1.2133228396655004e-87,1.657212592901279e-27,2.211592688573858e-07,7.383331477062009e-10,-94.87954879548795
5.408552083120696e-40,0.0,0.0,0.0,5.215718997998662e-15,2.3992205264557984e-07,3.488128230509234e-87,2.2235440171843327e-27,2.399220578612988e-07,8.160570369031389e-10,-94.71954719547196
8.367636965056744e-40,0.0,0.0,0.0,6.218906545246935e-15,2.601927176871278e-07,9.999382006758913e-87,2.9811532209490745e-27,2.6019272390603433e-07,9.017091291360312e-10,-94.55954559545594
1.2931296935059885e-39,0.0,0.0,0.0,7.410942283918412e-15,2.820850329794387e-07,2.8583705379371697e-86,3.993870002973092e-27,2.82085040390381e-07,9.960708352477463e-10,-94.39954399543996
1.9961757701036723e-39,0.0,0.0,0.0,8.826578477104975e-15,3.057207298255488e-07,8.147578290879738e-86,5.346562059350498e-27,3.0572073865212727e-07,1.0999977249842468e-09,-94.23954239542395
3.078030480129094e-39,0.0,0.0,0.0,1.0506810467302516e-14,3.312300034451903e-07,2.3158115019968383e-85,7.151981128648887e-27,3.3123001395200074e-07,1.214426274546406e-09,-94.07954079540795
4.7409403749395574e-39,0.0,0.0,0.0,1.2499969824886171e-14,3.5875204722693666e-07,6.563606246791099e-85,9.5598079533009e-27,3.587520597269065e-07,1.3403811994842658e-09,-93.91953919539195
7.294130206874603e-39,0.0,0.0,0.0,1.4863003720183282e-14,3.8843561654157363e-07,1.8550109667584347e-84,1.2768592768517398e-26,3.8843563140457733e-07,1.4789834209869951e-09,-93.75953759537595
1.1209854373291908e-38,0.0,0.0,0.0,1.7662971318307365e-14,4.2043962344735096e-07,5.227753387092871e-84,1.7041505723942397e-26,4.204396411103223e-07,1.6314587173163206e-09,-93.59953599535996
1.720853386361715e-38,0.0,0.0,0.0,2.0978792928646208e-14,4.549337636560276e-07,1.4690898271327539e-83,2.272709638158521e-26,4.549337846348205e-07,1.7991471160879373e-09,-93.43953439534394
2.638792322066755e-38,0.0,0.0,0.0,2.4903293336289457e-14,4.920991771661782e-07,4.1166719433665665e-83,3.02866335575308e-26,4.920992020694716e-07,1.9835130873394073e-09,-93.27953279532795
4.04188538063343e-38,0.0,0.0,0.0,2.954558731417495e-14,5.321291440075398e-07,1.1502938992023513e-82,4.0330082702187346e-26,5.32129173553127e-07,2.1861566018552797e-09,-93.11953119531195
6.184152868043e-38,0.0,0.0,0.0,3.503386289180136e-14,5.752298165760256e-07,3.20505895199362e-82,5.366341202452662e-26,5.752298516098885e-07,2.408825124064205e-09,-92.95952959529595
9.451350742418515e-38,0.0,0.0,0.0,4.1518626686956356e-14,6.216209900746458e-07,8.904876004068745e-82,7.135074510497669e-26,6.216210315932724e-07,2.65342661400381e-09,-92.79952799527996
1.4428626285606445e-37,0.0,0.0,0.0,4.917648565958605e-14,6.715369126093122e-07,2.4670865163550443e-81,9.479595438447033e-26,6.715369617857978e-07,2.922043618382825e-09,-92.63952639526394
2.2002576038710297e-37,0.0,0.0,0.0,5.821455121393836e-14,7.252271365212542e-07,6.815622557921108e-81,1.2584969118431728e-25,7.252271947358054e-07,3.2169485366798106e-09,-92.47952479524795
3.3515022637692146e-37,0.0,0.0,0.0,6.887556487537419e-14,7.829574125689468e-07,1.8775492264951964e-80,1.6694967017546802e-25,7.829574814445117e-07,3.5406201545288798e-09,-92.31952319523195
5.09944538112979e-37,0.0,0.0,0.0,8.1443860050635e-14,8.450106286013862e-07,5.157530225944402e-80,2.213043940003183e-25,8.450107100452462e-07,3.895761543372296e-09,-92.15952159521595
7.750394570860512e-37,0.0,0.0,0.0,9.625229192835281e-14,9.116877943920119e-07,1.4127225586050883e-79,2.9313357782041e-25,9.116878906443039e-07,4.2853194325416584e-09,-91.99951999519995
1.1766359740150556e-36,0.0,0.0,0.0,1.1369028771165442e-13,9.833090743272974e-07,3.858661013545574e-79,3.8798252129199823e-25,9.83309188017585e-07,4.712505167580815e-09,-91.83951839518394
1.7843410729667145e-36,0.0,0.0,0.0,1.3421319246228003e-13,1.0602148696662923e-06,1.0509475036148493e-78,5.131328441269042e-25,1.0602150038794848e-06,5.180817376778993e-09,-91.67951679516796
2.702906754615269e-36,0.0,0.0,0.0,1.5835311229002528e-13,1.1427669521070968e-06,2.8542372352286006e-78,6.781386951457077e-25,1.142767110460209e-06,5.694066476566522e-09,-91.51951519515194
4.0897964692079405e-36,0.0,0.0,0.0,1.867314869119989e-13,1.2313496504121513e-06,7.729719971430438e-78,8.955262063882098e-25,1.2313498371436382e-06,6.256401155668297e-09,-91.35951359513595
6.181441573190707e-36,0.0,0.0,0.0,2.200736582653994e-13,1.326371091857952e-06,2.0873828111185402e-77,1.181705162662921e-24,1.3263713119316104e-06,6.87233698774781e-09,-91.19951199511995
9.332441636120241e-36,0.0,0.0,0.0,2.5922574148658985e-13,1.4282645002830044e-06,5.620890096268552e-77,1.5581563240476988e-24,1.4282647595087459e-06,7.54678733272929e-09,-91.03951039510395
1.4074022384651756e-35,0.0,0.0,0.0,3.0517414984955236e-13,1.5374895525140483e-06,1.509290134757336e-76,2.052976512617375e-24,1.5374898576881982e-06,8.285096698106433e-09,-90.87950879508796
2.120111165352684e-35,0.0,0.0,0.0,3.590681769565442e-13,1.6545337949507714e-06,4.0411504726569923e-76,2.702887658196847e-24,1.6545341540189484e-06,9.093076743353276e-09,-90.71950719507194
3.1901894163912507e-35,0.0,0.0,0.0,4.2224609846153414e-13,1.7799141220854411e-06,1.0789515888632463e-75,3.5558470325878265e-24,1.7799145443315396e-06,9.977045123093665e-09,-90.55950559505595
4.7950346246314924e-35,0.0,0.0,0.0,4.962653228621265e-13,1.9141783187254796e-06,2.8725231990505036e-75,4.674435860481858e-24,1.9141788149908026e-06,1.094386737799905e-08,-90.39950399503995
7.19920376739945e-35,0.0,0.0,0.0,5.829371975209815e-13,2.0579066676718445e-06,7.625876708119592e-75,6.140254901456081e-24,2.057907250609042e-06,1.2001002096496316e-08,-90.23950239502395
1.0796789284524833e-34,0.0,0.0,0.0,6.843671633176227e-13,2.2117136245867603e-06,2.0187412764209352e-74,8.059621675412667e-24,2.2117143089539236e-06,1.3156549585343033e-08,-90.07950079500795
1.6174178284877642e-34,0.0,0.0,0.0,8.030010505828091e-13,2.376249561757625e-06,5.328883124327028e-74,1.0570948870185314e-23,2.3762503647586755e-06,1.4419304302987078e-08,-89.91949919499194
2.420289224534312e-34,0.0,0.0,0.0,9.416784218041582e-13,2.552202582431198e-06,1.4026728024123181e-73,1.3854292376079568e-23,2.5522035241096196e-06,1.579881132642923e-08,-89.75949759497595
3.6176766728452522e-34,0.0,0.0,0.0,1.1036939947790008e-12,2.7403004073525844e-06,3.681639034362108e-73,1.81436970307527e-23,2.740301511046579e-06,1.730542714009378e-08,-89.59949599495994
5.4014414481581195e-34,0.0,0.0,0.0,1.2928683254107735e-12,2.9413123350959863e-06,9.635864503423392e-73,2.3743147051986298e-23,2.9413136279643115e-06,1.8950385054028e-08,-89.43949439494395
8.055769602699331e-34,0.0,0.0,0.0,1.5136290944238513e-12,3.1560512777202583e-06,2.5148078755206123e-72,3.1047157129592066e-23,3.156052791349353e-06,2.07458655786572e-08,-89.27949279492795
1.2001121754427846e-33,0.0,0.0,0.0,1.7711045293961043e-12,3.3853758732179516e-06,6.544607230114494e-72,4.0567333025973796e-23,3.385377644322481e-06,2.2705072104343627e-08,-89.11949119491194
1.7858874598032227e-33,0.0,0.0,0.0,2.0712307054725537e-12,3.6301926761563624e-06,1.6983492845648249e-71,5.296660480682484e-23,3.630194747387068e-06,2.4842312256226198e-08,-88.95948959489596
2.654628634202336e-33,0.0,0.0,0.0,2.420874708043042e-12,3.8914584278277155e-06,4.394759222720399e-71,6.910331370818172e-23,3.8914608487024235e-06,2.7173085318267066e-08,-88.79948799487994
3.9415850532931576e-33,0.0,0.0,0.0,2.8279759120301617e-12,4.1701824071355e-06,1.1339863021145701e-70,9.008794331612784e-23,4.170185235111412e-06,2.9714176145179105e-08,-88.63948639486395
5.845955042035736e-33,0.0,0.0,0.0,3.301707939136614e-12,4.467428863345454e-06,2.9177305299609516e-70,1.1735606288046722e-22,4.467432165053393e-06,3.248375600702181e-08,-88.47948479484795
8.660789450838788e-33,0.0,0.0,0.0,3.852664200780686e-12,4.7843195317176714e-06,7.485954783680822e-70,1.5276204037649136e-22,4.784323384381872e-06,3.550149083874452e-08,-88.31948319483195
1.2816721024221672e-32,0.0,0.0,0.0,4.493070325357697e-12,5.122036232917884e-06,1.9151988321469457e-69,1.9869934249719904e-22,5.122040725988209e-06,3.878865739595615e-08,-88.15948159481594
1.8945838146167484e-32,0.0,0.0,0.0,5.237027209283537e-12,5.481823556972659e-06,4.885906881340306e-69,2.5825484028248615e-22,5.4818287939998685e-06,4.2368267848692e-08,-87.99947999479994
2.7974875037651495e-32,0.0,0.0,0.0,6.100788928015269e-12,5.8649916323909395e-06,1.2429142059925455e-68,3.35406573695918e-22,5.864997733179867e-06,4.626520337706086e-08,-87.83947839478395
4.126101703136118e-32,0.0,0.0,0.0,7.103080302567162e-12,6.272918980919624e-06,3.1528388023959454e-68,4.352770110782794e-22,6.272926083999927e-06,5.0506357366407805e-08,-87.67947679476794
6.078958000248135e-32,0.0,0.0,0.0,8.265459546355349e-12,6.707055458232602e-06,7.974932769311162e-68,5.644571148841911e-22,6.707063723692149e-06,5.512078883509346e-08,-87.51947519475195
8.946142220033298e-32,0.0,0.0,0.0,9.612732124743644e-12,7.168925280675589e-06,2.0114856702656982e-67,7.314206758182448e-22,7.168934893407715e-06,6.013988676527283e-08,-87.35947359473595
1.315103380529122e-31,0.0,0.0,0.0,1.1173422754517195e-11,7.660130137993104e-06,5.0590795020530094e-67,9.470536328585925e-22,7.66014131141586e-06,6.559754604612935e-08,-87.19947199471994
1.9310851812649043e-31,0.0,0.0,0.0,1.298031336280472e-11,8.182352391761705e-06,1.26879282573788e-66,1.225329745062607e-21,8.182365372075069e-06,7.153035578008084e-08,-87.03947039470395
2.8324379797210292e-31,0.0,0.0,0.0,1.507105582584515e-11,8.737358359032356e-06,3.1730328849129797e-66,1.584172384628049e-21,8.737373430088184e-06,7.797780074545396e-08,-86.87946879468794
4.149892320916232e-31,0.0,0.0,0.0,1.748886942981679e-11,9.3270016804519e-06,7.912670490404557e-66,2.046552833811075e-21,9.327019169321331e-06,8.498247685418316e-08,-86.71946719467195
6.07338325664341e-31,0.0,0.0,0.0,2.0283334252357336e-11,9.953226771888854e-06,1.967597386283982e-65,2.6418888605893457e-21,9.95324705522311e-06,9.259032149029227e-08,-86.55946559465595
8.87854885087164e-31,0.0,0.0,0.0,2.3511293069422472e-11,1.06180723583237e-05,4.8788115363516984e-65,3.407824232823875e-21,1.0618095869616772e-05,1.0085085966421984e-07,-86.39946399463994
1.296494653727888e-30,0.0,0.0,0.0,2.7237875964393225e-11,1.1323675088492698e-05,1.2063032445488688e-64,4.392491100908083e-21,1.1323702326368668e-05,1.098174669697118e-07,-86.23946239462394
1.8911105298481578e-30,0.0,0.0,0.0,3.153766357306576e-11,1.2072273228480635e-05,2.974155001664924e-64,5.657383950707457e-21,1.2072304766144213e-05,1.1954765038389683e-07,-86.07946079460794
2.7553738749506884e-30,0.0,0.0,0.0,3.6496006859470485e-11,1.2866210432154818e-05,7.311985978931326e-64,7.281007496371322e-21,1.2866246928161685e-05,1.3010334800747507e-07,-85.91945919459195
4.010159076935175e-30,0.0,0.0,0.0,4.221052350544824e-11,1.3707939586013371e-05,1.792551947038972e-63,9.363503186599533e-21,1.3707981796536886e-05,1.415512489007059e-07,-85.75945759457593
5.829886586037711e-30,0.0,0.0,0.0,4.879279343577869e-11,1.4600026725683975e-05,4.382004296360575e-63,1.2032512108245396e-20,1.4600075518477423e-05,1.5396313423211956e-07,-85.59945599455995
8.465956885345722e-30,0.0,0.0,0.0,5.637027871708755e-11,1.554515502096558e-05,1.0681653766935996e-62,1.5450598691343912e-20,1.5545211391244313e-05,1.6741624102076522e-07,-85.43945439454394
1.2280313095970836e-29,0.0,0.0,0.0,6.508849609173248e-11,1.654612882593436e-05,2.5963835158642366e-62,1.9824643115050753e-20,1.6546193914430473e-05,1.8199364981917298e-07,-85.27945279452794
1.7793454320801264e-29,0.0,0.0,0.0,7.511347376949033e-11,1.76058777902642e-05,6.2930884871710284e-62,2.5417714869909065e-20,1.7605952903737997e-05,1.9778469775343108e-07,-85.11945119451195
2.575304204028934e-29,0.0,0.0,0.0,8.663452783478981e-11,1.8727461027515357e-05,1.5209799265601065e-61,3.256407074859488e-20,1.8727547662043227e-05,2.1488541840863018e-07,-84.95944959449594
3.7231818325552113e-29,0.0,0.0,0.0,9.986739777365138e-11,1.9914071335737084e-05,3.665622817018976e-61,4.168808407079707e-20,1.99141712031349e-05,2.3339901012254475e-07,-84.79944799447995
5.376719716518829e-29,0.0,0.0,0.0,1.1505778522398916e-10,2.1169039465316333e-05,8.809205001380044e-61,5.332811620551247e-20,2.116915452310161e-05,2.5343633432802496e-07,-84.63944639446393
7.756003377411622e-29,0.0,0.0,0.0,1.3248534515054105e-10,2.249583842855911e-05,2.111010079645065e-60,6.81665963585408e-20,2.249597091390433e-05,2.7511644566478996e-07,-84.47944479444794
1.1175733123517496e-28,0.0,0.0,0.0,1.524681842910613e-10,2.3898087845058437e-05,5.044388721957227e-60,8.706789343001958e-20,2.3898240313242817e-05,2.9856715566478694e-07,-84.31944319443194
1.6085386328074124e-28,0.0,0.0,0.0,1.7536792796663213e-10,2.5379558316429132e-05,1.2019639268000316e-59,1.11125959713132e-19,2.537973368435721e-05,3.239256319012887e-07,-84.15944159441594
2.3126207102159067e-28,0.0,0.0,0.0,2.015954232547164e-10,2.6944175823529592e-05,2.8558735254185854e-59,1.4172421908271365e-19,2.6944377418952988e-05,3.5133903458127854e-07,-83.99943999439995
3.32119798752431e-28,0.0,0.0,0.0,2.3161715415152103e-10,2.8596026138802994e-05,6.766298542709419e-59,1.8061078530205437e-19,2.8596257755957324e-05,3.809651926527641e-07,-83.83943839438393
4.764337979834523e-28,0.0,0.0,0.0,2.6596245276897933e-10,3.033935924587454e-05,1.5985564970445356e-58,2.299928577674023e-19,3.0339625208327538e-05,4.129733215937854e-07,-83.67943679436794
6.826966942554917e-28,0.0,0.0,0.0,3.052315998952742e-10,3.2178593758049505e-05,3.7659059771168636e-58,2.926550876756146e-19,3.217889898964969e-05,4.4754478514823213e-07,-83.51943519435194
9.771707941446626e-28,0.0,0.0,0.0,3.501049184757465e-10,3.411832132682933e-05,8.846583978173038e-58,3.721078806631721e-19,3.411867143174818e-05,4.848739033745277e-07,-83.35943359433594
1.3971099879918575e-27,0.0,0.0,0.0,4.013529748303379e-10,3.6163311031059936e-05,2.0722702152777318e-57,4.72773055850221e-19,3.616371238403524e-05,5.251688094776252e-07,-83.19943199431994
1.995299793477557e-27,0.0,0.0,0.0,4.5984801480660447e-10,3.831851373678901e-05,4.840406262150574e-57,6.002160815981669e-19,3.8318973584804425e-05,5.686523580017291e-07,-83.03943039430393
2.8464473728676887e-27,0.0,0.0,0.0,5.265767756745412e-10,4.0589066417383075e-05,1.1274100245097807e-56,7.614363358020546e-19,4.058959299415951e-05,6.155630870712503e-07,-82.87942879428795
4.056164882391115e-27,0.0,0.0,0.0,6.026548295083147e-10,4.2980296422919486e-05,2.618464068980587e-56,9.652295921378023e-19,4.298089907774996e-05,6.661562374805076e-07,-82.71942719427193
5.7735839314999466e-27,0.0,0.0,0.0,6.893426301861454e-10,4.549772568732326e-05,6.064234604377399e-56,1.222640334667746e-18,4.549841502995466e-05,7.207048315482378e-07,-82.55942559425594
8.209048233818428e-27,0.0,0.0,0.0,7.880634540972014e-10,4.814707486119392e-05,1.4004577735919247e-55,1.5475257001324354e-18,4.814786292464957e-05,7.795008147718405e-07,-82.39942399423994
1.1658899863468695e-26,0.0,0.0,0.0,9.004234443052872e-10,5.093426735770457e-05,3.2249923709059602e-55,1.9572580218929193e-18,5.0935167781150836e-05,8.428562634369738e-07,-82.23942239422394
1.654016272588243e-26,0.0,0.0,0.0,1.0282339894264246e-09,5.386543329844009e-05,7.405459538221281e-55,2.473599324055606e-18,5.386646153243199e-05,9.111046614623851e-07,-82.07942079420795
2.3439018647780993e-26,0.0,0.0,0.0,1.1735366919812847e-09,5.694691334549234e-05,1.69566471853474e-54,3.123788960214165e-18,5.694808688218745e-05,9.846022498856556e-07,-81.91941919419193
3.317848200237403e-26,0.0,0.0,0.0,1.3386312066453442e-09,6.0185262405598566e-05,3.8716189178867273e-54,3.94189523965714e-18,6.018660103680916e-05,1.0637294525241582e-06,-81.75941759417594
4.691276606994675e-26,0.0,0.0,0.0,1.526106256812539e-09,6.358725319160429e-05,8.814747398684923e-54,4.970493738572227e-18,6.358877929786608e-05,1.1488923814765413e-06,-81.59941599415994
6.625871513780464e-26,0.0,0.0,0.0,1.7388741683913219e-09,6.715987962598904e-05,2.0012059628152637e-53,6.262749546470971e-18,6.71616185001637e-05,1.2405244262621206e-06,-81.43941439414394
9.347864752785038e-26,0.0,0.0,0.0,1.980209292962784e-09,7.091036007072039e-05,4.530418831768189e-53,7.884998547186223e-18,7.091234028002124e-05,1.3390879305306713e-06,-81.27941279412794
1.3173442238431992e-25,0.0,0.0,0.0,2.2537907285493267e-09,7.484614036719005e-05,1.0227030903224351e-52,9.919944706845307e-18,7.484839415792852e-05,1.44507596041095e-06,-81.11941119411193
1.8544006194886669e-25,0.0,0.0,0.0,2.56374978548822e-09,7.8974896669522e-05,2.3021066078673597e-52,1.2470617121832763e-17,7.897746041931997e-05,1.5590141687038037e-06,-80.95940959409594
2.6075058821037785e-25,0.0,0.0,0.0,2.9147226875043442e-09,8.330453805408619e-05,5.167326974042741e-52,1.5665263340207535e-17,8.330745277678936e-05,1.681462759264411e-06,-80.79940799407993
3.66238899906001e-25,0.0,0.0,0.0,3.3119090442686563e-09,8.784320888760103e-05,1.156567818935934e-51,1.9663395510268604e-17,8.784652079666496e-05,1.813018556057524e-06,-80.63940639406394
5.138319270688737e-25,0.0,0.0,0.0,3.761136681770073e-09,9.259929093582412e-05,2.5813144557146443e-51,2.4663254804565765e-17,9.260305207253055e-05,1.9543171815101434e-06,-80.47940479404794
7.201038645358517e-25,0.0,0.0,0.0,4.268933470974402e-09,9.758140519439767e-05,5.74480605876185e-51,3.0911019221872306e-17,9.758567412789956e-05,2.106035348925426e-06,-80.31940319403193
1.0080605947202607e-24,0.0,0.0,0.0,4.842606853780915e-09,0.00010279841342309575,1.2748951787034456e-50,3.87121525870366e-17,0.00010280325602998824,2.268893273862672e-06,-80.15940159401595
1.4095989778249867e-24,0.0,7.4e-323,0.0,5.4903318284930706e-09,0.00010825941936436208,2.821228318618389e-50,4.844538113122092e-17,0.00010826490969623902,2.4436572095275424e-06,-79.99939999399993
1.968892273938133e-24,0.0,9.476e-321,0.0,6.221248225200921e-09,0.0001139737696267286,6.225391079560994e-50,6.057989180005205e-17,0.00011397999087501438,2.6311421113549628e-06,-79.83939839398394
2.7470450037068552e-24,0.0,1.19353e-318,0.0,7.045568174939001e-09,0.00011995105421346685,1.3698079813045299e-49,7.569647745180486e-17,0.00011995809978171748,2.832214436105732e-06,-79.67939679396794
3.82848574904087e-24,0.0,1.47954094e-316,0.0,7.974694755549606e-09,0.0001262011066765528,3.005504581977131e-49,9.451351324618722e-17,0.00012620908137140287,3.0477950809319355e-06,-79.51939519395194
5.329736475919333e-24,0.0,1.804979341e-314,0.0,9.02135288219188e-09,0.0001327340038758889,6.575665990954085e-49,1.179188416519485e-16,0.000132743025228889,3.278862468001046e-06,-79.35939359393593
7.41142773855295e-24,0.0,2.167048534677e-312,0.0,1.0199733601719425e-08,0.0001395600653235484,1.4345865171231073e-48,1.4700887766875096e-16,0.00013957026505729715,3.5264557803980696e-06,-79.19939199391993
1.029474187596695e-23,0.0,2.560449355302e-310,0.0,1.152565304806219e-08,0.00014668985209272923,3.120889508143003e-48,1.8313652953312301e-16,0.00014670137774596044,3.7916783551525036e-06,-79.03939039390394
1.4283889638462305e-23,0.0,2.977247171193346e-308,0.0,1.3016727420645564e-08,0.0001541341652710564,6.770093868955045e-48,2.279698735193847e-16,0.00015414718199870502,4.075701239360416e-06,-78.87938879388793
1.9796797975092213e-23,0.0,3.406942012886031e-306,0.0,1.469256546011876e-08,0.00016190404393785692,1.4644536682703883e-47,2.8356393663188737e-16,0.0001619187365036006,4.379766915489334e-06,-78.71938719387194
2.7406959447705677e-23,0.0,3.83676978801857e-304,0.0,1.65749800156304e-08,0.00017001076264513187,3.158793465172706e-47,3.5244844259852234e-16,0.00017002733762549994,4.705193202068728e-06,-78.55938559385594
3.790043583561821e-23,0.0,4.252241197648081e-302,0.0,1.8688220425916047e-08,0.00017846582838200516,6.794092796035137e-47,4.3773498206342693e-16,0.00017848451660286882,5.053377336073838e-06,-78.39938399383993
5.235341212979628e-23,0.0,4.6378979592588744e-300,0.0,2.1059227572967982e-08,0.0001872809770026606,1.4571570656833333e-46,5.432477980933278e-16,0.0001873020362307768,5.425800243413478e-06,-78.23938239382394
7.22375853930164e-23,0.0,4.978237787940851e-298,0.0,2.371791361236448e-08,0.0001964681690979793,3.1163477019675144e-46,6.736832579556805e-16,0.00019649188701226534,5.824031004024203e-06,-78.07938079380793
9.95632100966964e-23,0.0,5.258734369152676e-296,0.0,2.6697468538830495e-08,0.00020603958529138668,6.645843303441577e-46,8.348041413009816e-16,0.0002060662827607603,6.2497315181580435e-06,-77.91937919379194
1.3707302630532605e-22,0.0,5.466860356279716e-294,0.0,3.0034695909654704e-08,0.00021600762093982651,1.4132498098874116e-45,1.0336761487859953e-15,0.00021603765563676984,6.704661380528651e-06,-77.75937759377594
1.8850486054273028e-22,0.0,5.593013611763751e-292,0.0,3.377038022249082e-08,0.0002263848802211457,2.9967631724772816e-45,1.2789555659504946e-15,0.00022641865060264713,7.190682969043534e-06,-77.59937599375993
2.5894679813266886e-22,0.0,5.631251465035831e-290,0.0,3.7949688628232735e-08,0.00023718416958974758,6.336516338307927e-45,1.5812388549399125e-15,0.00023722211927995705,7.709766754908537e-06,-77.43937439374393
3.553169935809878e-22,0.0,5.5797548153010855e-288,0.0,4.2622609854308294e-08,0.0002484184905829022,1.3360211822271467e-44,1.9534871510087818e-15,0.00024846111319470996,8.26399684093089e-06,-77.27937279372793
4.870110925315867e-22,0.0,5.44097160344584e-286,0.0,4.784443341923572e-08,0.0002601010319607745,2.8089291002062446e-44,2.411541282356805e-15,0.0002601488763966053,8.855576734879925e-06,-77.11937119371194
6.667747856173936e-22,0.0,5.221423894744282e-284,0.0,5.36762724358576e-08,0.0002722451611639602,5.888882102871388e-44,2.9747460945913886e-15,0.0002722988374393708,9.486835364779997e-06,-76.95936959369593
9.118783918118982e-22,0.0,4.931199745028211e-282,0.0,6.018563352854543e-08,0.00028486441507310313,1.2310893967875985e-43,3.666706644319887e-15,0.0002849246007102984,1.0160233343011752e-05,-76.79936799367994
1.2456961487595475e-21,0.0,4.583184982213575e-280,0.0,6.744703762908446e-08,0.00029797249005610385,2.5663209580865827e-43,4.516203347636825e-15,0.00029803993709824915,1.0878369486086073e-05,-76.63936639366393
1.6998271430468076e-21,0.0,4.19211634364313e-278,0.0,7.55426956669573e-08,0.00031158323128931733,5.3345402868716474e-43,5.558298567596997e-15,0.00031165877399054264,1.1643987596920147e-05,-76.47936479364793
2.3169402745381836e-21,0.0,3.773552680615413e-276,0.0,8.45632434325907e-08,0.00032571062134026027,1.1057263946509122e-42,6.83567356438646e-15,0.00032579518459052855,1.2459983516400485e-05,-76.31936319363194
3.154585906438285e-21,0.0,3.3428636045002145e-274,0.0,9.460854016670291e-08,0.0003403687680004262,2.285404103700645e-42,8.400242406579909e-15,0.0003404633765489931,1.332941245094594e-05,-76.15936159361593
4.290296623222091e-21,0.0,2.9143254287840654e-272,0.0,1.0578853571524957e-07,0.000355571891358017,4.710239366425945e-42,1.0315098580040594e-14,0.0003556776799040474,1.4255496582695211e-05,-75.99935999359994
5.8284049894257775e-21,0.0,2.5003947819107086e-270,0.0,1.1822421138757959e-07,0.00037133431010174324,9.680272915001416e-42,1.26568609016953e-14,0.0003714525343257877,1.524163296883671e-05,-75.83935839358394
7.90914547995676e-21,0.0,2.1112043467676557e-268,0.0,1.320485999648863e-07,0.0003876704270481231,1.9837953775269387e-41,1.551849826504372e-14,0.0003878024756636065,1.6291401736457804e-05,-75.67935679356793
1.0720791444003685e-20,0.0,1.7542969494473013e-266,0.0,1.474078906269374e-07,0.00040459471388626947,4.0538791256046003e-41,1.9012728084820105e-14,0.00040474212179590917,1.740857457914079e-05,-75.51935519355193
1.4515819930379976e-20,0.0,1.4345876714946972e-264,0.0,1.644626248967054e-07,0.000422121695135605,8.260557626009189e-41,2.3276101506337015e-14,0.0004222861577837778,1.8597123561344358e-05,-75.35935359353593
1.9632415531064316e-20,0.0,1.1545220443517342e-262,0.0,1.83388990044666e-07,0.00044026593131361565,1.6784661376831388e-40,2.847391001289268e-14,0.00044044932033213423,1.9861230236401875e-05,-75.19935199351993
2.6523042667892286e-20,0.0,9.143837817436731e-261,0.0,2.0438021674650482e-07,0.0004590420013124135,3.4007949848531872e-40,3.480607360224682e-14,0.00045924638156396615,2.1205295083729252e-05,-75.03935039350394
3.579236464262961e-20,0.0,7.126986702715662e-259,0.0,2.2764808814908016e-07,0.00047846448398467705,6.8708895582641065e-40,4.251420091290709e-14,0.0004786921321153404,2.2633947270569512e-05,-74.87934879348794
4.824750718566547e-20,0.0,5.466816944732131e-257,0.0,2.5342456786887655e-07,0.0004985479389413468,1.384235977918007e-39,5.18900473839638e-14,0.0004988013635611057,2.4152054743300068e-05,-74.71934719347193
6.496460596377949e-20,0.0,4.126808007420245e-255,0.0,2.8196355482395124e-07,0.0005193068865654285,2.7808140350950624e-39,6.328563968764359e-14,0.0005195888501835381,2.5764734653003775e-05,-74.55934559345593
