1-Feng 1996,4-Sakakibara 1992,5-Sakakibara 1993,6-Schneider 1994,sum,gauss,x
0.0035948450181576626,0.0006778562013312743,0.003111749678568541,1.6102425071693407e-16,0.007384450898057639,0.008716906207987145,-111.19971199711998
0.0036478974773113616,0.0007239490064213483,0.0032077700831791276,2.117676183210419e-16,0.007579616566912049,0.008884351377752396,-111.03971039710397
0.0037011912751185334,0.0007726449764472915,0.0033055875892453552,2.7817910508374595e-16,0.007779423840811458,0.009053684095290794,-110.87970879708797
0.0037547142285102885,0.0008240500690535153,0.0034051869723467068,3.6499435444356857e-16,0.007983951269910874,0.009224890159161532,-110.71970719707197
0.0038084538760283695,0.0008782715624024118,0.003506550633587888,4.783485661509712e-16,0.008193276072019149,0.009397954265708944,-110.55970559705597
0.003862397481144908,0.0009354178386322688,0.00360965855325156,6.261804350481798e-16,0.008407473873029363,0.009572859997289013,-110.39970399703996
0.003916532035832593,0.0009955981490776902,0.0037144882473936374,8.18749786104407e-16,0.00862661843230474,0.00974958981109914,-110.23970239702396
0.003970844264385691,0.001058922361051578,0.003821014727561843,1.0693000647648017e-15,0.00885078135300018,0.009928125028632565,-110.07970079700797
0.0040253206274921,0.001125500686066068,0.003929210463815856,1.3949051405689485e-15,0.00908003177737542,0.010108445825778379,-109.91969919699197
0.004079947326556308,0.001195443389453815,0.004039045351224106,1.8175503242885726e-15,0.009314436067236045,0.010290531223587739,-109.75969759697597
0.004134710308272975,0.0012688604814409844,0.004150486680008959,2.365510619945994e-15,0.009554057469725284,0.010474359079726915,-109.59969599695997
0.0041895952694505165,0.001345861389818248,0.004263499109507488,3.0751056973701716e-15,0.009798955768779328,0.010659906080637016,-109.43969439694396
